placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,isBlackOwned,attributes
"https://www.google.com/maps/place/Brenner+%26+Company,+LLP/data=!4m7!3m6!1s0x54bfff0cd3ca331b:0xe04a5f7eeb5a8f1a!8m2!3d44.9244135!4d-123.0111375!16s%2Fg%2F1txfnwhl!19sChIJGzPK0wz_v1QRGo9a635fSuA","Brenner & Company, LLP",4.2,19,Accountant,"1127 25th St SE, Salem, OR 97301, United States","WXFQ+QG Salem, Oregon, USA",http://www.brennercpa.com/,+1 503-585-8414,"Closed ⋅ Opens 8 am Mon

Updated by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2qkI_SQ9nMqeKnsGQG7FeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.1762&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:00.244Z,,,,
"https://www.google.com/maps/place/WRGN,+LLC/data=!4m7!3m6!1s0x54bfff08e372c727:0x3481e5fb12b9d819!8m2!3d44.9479088!4d-123.0350475!16s%2Fg%2F1wt3n3_c!19sChIJJ8dy4wj_v1QRGdi5EvvlgTQ","WRGN, LLC",4.4,13,Accountant,"805 Liberty St NE Unit 1, Salem, OR 97301, United States","WXX7+5X Salem, Oregon, USA",https://www.wrgncpas.com/,+1 503-378-1120,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0WpvoVbvvfFj3AUGLAR1Gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.30048&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:06.731Z,,,,
https://www.google.com/maps/place/Anthem+Strategists/data=!4m7!3m6!1s0x54bfff5d07f7a71b:0x3b872eca4049d1de!8m2!3d44.9421419!4d-123.0385897!16s%2Fg%2F1td_gzrq!19sChIJG6f3B13_v1QR3tFJQMouhzs,Anthem Strategists,4.3,38,Accountant,"285 Liberty St NE #300, Salem, OR 97301, United States","WXR6+VH Salem, Oregon, USA",http://anthemstrategists.com/,+1 503-362-9152,"Closed ⋅ Opens 8 am Mon

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPQUWJfbAF2SGX4pv9TPTxO9tXyMO5N5iMl4sDz=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:11.931Z,,,,
https://www.google.com/maps/place/NW+Premier+Accounting/data=!4m7!3m6!1s0x54bfffa165455555:0x762debdd6138acf8!8m2!3d44.9517!4d-123.048053!16s%2Fg%2F11ggrq5cv7!19sChIJVVVFZaH_v1QR-Kw4Yd3rLXY,NW Premier Accounting,4.3,18,Certified public accountant,"1174 Cornucopia St NW Suite 220, Salem, OR 97304, United States","XX22+MQ Salem, Oregon, USA",http://www.nwpremieraccounting.com/,+1 503-400-7862,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WCiZDuN-f6p-hk_yX9mmlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.776555&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:17.295Z,,,,
https://www.google.com/maps/place/Xel+Advisors/data=!4m7!3m6!1s0x54bfff696dc48c8b:0x8be526887ec2c9a2!8m2!3d44.9426147!4d-123.0351991!16s%2Fg%2F11s12ftszz!19sChIJi4zEbWn_v1QRosnCfogm5Ys,Xel Advisors,5.0,31,Tax preparation service,"530 Center St NE Suite 155, Salem, OR 97301, United States","WXV7+2W Salem, Oregon, USA",https://xeladvisors.com/,+1 503-990-6397,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNqb1uDDF9SEUJ2CtjakjnL2OR-PRYovBBSa_qz=w408-h541-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:22.373Z,,,,
https://www.google.com/maps/place/Vande+Burgt+%26+Co+PC/data=!4m7!3m6!1s0x54bfff4117781c61:0xe035c35989d77c5f!8m2!3d44.927359!4d-123.0296452!16s%2Fg%2F1tkshj3t!19sChIJYRx4F0H_v1QRX3zXiVnDNeA,Vande Burgt & Co PC,5.0,2,Certified public accountant,"1025 13th St SE, Salem, OR 97302, United States","WXGC+W4 Salem, Oregon, USA",,+1 503-362-5776,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOc4gCxcqKkImke7YhCU6OPyx3AvL0BE-wbtKG4=w478-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:27.490Z,,,,
https://www.google.com/maps/place/Daniel+Dollinger+CPA+CFP/data=!4m7!3m6!1s0x54bfff6d363b2e61:0xd5921e46a24d4e56!8m2!3d44.9388999!4d-123.0379258!16s%2Fg%2F1tfsmqfp!19sChIJYS47Nm3_v1QRVk5NokYektU,Daniel Dollinger CPA CFP,4.0,4,Certified public accountant,"187 High St SE, Salem, OR 97301, United States","WXQ6+HR Salem, Oregon, USA",http://danieldollinger.com/,+1 503-363-1550,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np2xsPqvyshdxpGkWkC3fsrQm5dRpcxeVTQQRk-t5qeKvYCY2GmOky8ff80IRXvvE4KkF_eigmcD_W3Qpz-KSIJBDevMfVZJNkS3k7QdCQfrSBO3mV6iM8ONKaz6pQ_eAFGpett=w426-h240-k-no,false,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:32.442Z,,,,
"https://www.google.com/maps/place/John+E.+English,+CPA/data=!4m7!3m6!1s0x54bfff0006f23e17:0xe0d178e030ddb2f5!8m2!3d44.955068!4d-123.023392!16s%2Fg%2F1tfjv_rr!19sChIJFz7yBgD_v1QR9bLdMOB40eA","John E. English, CPA",5.0,1,Certified public accountant,"1845 Fairgrounds Rd NE, Salem, OR 97301, United States","XX4G+2J Salem, Oregon, USA",http://www.cehcpa.com/,+1 503-399-1778,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9U2it05bS2VoZo46jY1RcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.7911&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:35.204Z,,,,
https://www.google.com/maps/place/Dahrens+%26+Associates+LLC/data=!4m7!3m6!1s0x54bfffa1635727c1:0xbfc69901ad3a8745!8m2!3d44.9506389!4d-123.0477907!16s%2Fg%2F12619dvvm!19sChIJwSdXY6H_v1QRRYc6rQGZxr8,Dahrens & Associates LLC,5.0,4,Accounting firm,"1174 Cornucopia St NW STE 250, Salem, OR 97304, United States","XX22+7V Salem, Oregon, USA",https://dahrensllc.com/,+1 503-587-7954,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPlGxhRyDzrRi-Doxqzoq9yz2OIQWqBEVLQ755d=w408-h270-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:40.327Z,,,,
https://www.google.com/maps/place/SingerLewak+LLP/data=!4m7!3m6!1s0x54bfff6c80b84d25:0xc8b8114b7be7f967!8m2!3d44.929045!4d-123.029653!16s%2Fg%2F1tkn_j2g!19sChIJJU24gGz_v1QRZ_nne0sRuMg,SingerLewak LLP,4.5,2,Accounting firm,"1255 Lee St SE UNIT 210, Salem, OR 97302, United States","WXHC+J4 Salem, Oregon, USA",https://singerlewak.com/contact-us/oregon/,+1 503-585-7751,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPBD676IPoXxyUvX-7LqQ1R5bOrz60AybhLRp8d=w408-h272-k-no,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-10-19T17:40:45.377Z,,,,
