placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/DeNovo+Pain+Management/data=!4m7!3m6!1s0x88fe7da3678f5389:0x49eb333147d8239e!8m2!3d32.8083999!4d-80.0314231!16s%2Fg%2F11p4qnj6tn!19sChIJiVOPZ6N9_ogRniPYRzEz60k,DeNovo Pain Management,4.7,187,Pain control clinic,"1483 Tobias Gadson Blvd #208, Charleston, SC 29407, United States","RX59+9C Charleston, South Carolina, USA",http://www.denovopain.com/,+1 843-920-5755,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPLLquzg2lHLSUxYz_-kkr8sr_YPAHxsuD10B4g=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:36:57.436Z,,,,
"https://www.google.com/maps/place/Robert+J.+Sullivan,+MD/data=!4m7!3m6!1s0x88fe7df198b98b59:0x31a480722b586f33!8m2!3d32.8094803!4d-80.0445183!16s%2Fg%2F11y75x_v8p!19sChIJWYu5mPF9_ogRM29YK3KApDE","Robert J. Sullivan, MD",4.6,23,Pain control clinic,"2145 Henry Tecklenburg Dr #101, Charleston, SC 29414, United States","RX54+Q5 Charleston, South Carolina, USA",https://doctors.rsfh.com/provider/robert-j-sullivan/3015297,+1 843-723-8823,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOJrQZOy4POZfnPfEQWpOW_KrvBZjs8hqElZjc=w408-h543-k-no,true,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:03.448Z,,,,
https://www.google.com/maps/place/Clearway+Pain+Solutions/data=!4m7!3m6!1s0x88fe71b45ee998e5:0x806e2fabb5eeb931!8m2!3d32.8027159!4d-79.8984194!16s%2Fg%2F11x6qhx9sd!19sChIJ5ZjpXrRx_ogRMbnutasvboA,Clearway Pain Solutions,4.9,27,Pain management physician,"180 Wingo Way #105, Mt Pleasant, SC 29464, United States","R432+3J Mt Pleasant, South Carolina, USA",https://clearwaypain.com/location/mount-pleasant/,+1 855-527-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNuQVLp-GPPL3BNCVm58_vNq7Yd6FGT-QWPSiJV=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:08.247Z,,,,
https://www.google.com/maps/place/Roper+St.+Francis+Physician+Partners+Pain+Management/data=!4m7!3m6!1s0x88fe6dffae70dc69:0x222b90f6874ed475!8m2!3d32.8781365!4d-79.7682054!16s%2Fg%2F11y0t7dzts!19sChIJadxwrv9t_ogRddROh_aQKyI,Roper St. Francis Physician Partners Pain Management,5.0,1,Pain management physician,"3510 N Hwy 17 #325, Mt Pleasant, SC 29466, United States","V6HJ+7P Mt Pleasant, South Carolina, USA",https://www.rsfh.com/neuroscience/pain-management/,+1 843-723-8823,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOguyzp-K-YUg4DyboWA4Cjy-_PhbkJ-RKLRcbB=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:12.949Z,,,,
https://www.google.com/maps/place/MUSC+Health+Pain+Management+at+Rutledge+Tower/data=!4m7!3m6!1s0x88fe7a3f1afdb213:0xb99edf7dcc2e9d4a!8m2!3d32.7838767!4d-79.9451083!16s%2Fg%2F1tdxr9vv!19sChIJE7L9Gj96_ogRSp0uzH3fnrk,MUSC Health Pain Management at Rutledge Tower,2.7,7,Pain management physician,"135 Rutledge Ave 9th Floor, Charleston, SC 29425, United States","Q3M3+HX Charleston, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/charleston/musc-health-pain-management-at-rutledge-towerdep-1000768?y_source=1_MTI2NTc3NjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 843-792-2500,"Open · Closes 5 pm

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipNnz4cTfTPa92dQdr3Sb85u7frPs4hKh9XuTWhI=w408-h614-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:19.683Z,,,,
https://www.google.com/maps/place/Clearway+Pain+Solutions/data=!4m7!3m6!1s0x88fe7bc499d52869:0x71c07dd85074530e!8m2!3d32.794092!4d-79.9908386!16s%2Fg%2F11ymndhflv!19sChIJaSjVmcR7_ogRDlN0UNh9wHE,Clearway Pain Solutions,4.1,30,Pain management physician,"1014 St Andrews Blvd Ste 210A, Charleston, SC 29407, United States","Q2V5+JM Charleston, South Carolina, USA",https://clearwaypain.com/location/west-ashley/,+1 855-527-7246,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LPdq-Z_-ISMgo_3YzgnfMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.637226&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:22.643Z,,,,
https://www.google.com/maps/place/MUSC+Health+Pain+Management+at+Chuck+Dawley+Medical+Park/data=!4m7!3m6!1s0x88fe7116960fd6cd:0x3f4985d2641cedf0!8m2!3d32.8017769!4d-79.8557566!16s%2Fg%2F11yg777d93!19sChIJzdYPlhZx_ogR8O0cZNKFST8,MUSC Health Pain Management at Chuck Dawley Medical Park,,,Pain management physician,"1122 Chuck Dawley Blvd Building B, Mt Pleasant, SC 29464, United States","R42V+PM Mt Pleasant, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/mount-pleasant/musc-health-pain-management-at-chuck-dawley-medical-parkdep-10115502?y_source=1_MjAxNjUxMjcwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 843-792-2500,"Open · Closes 5 pm

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7P-OeX4c4KXrqS0Gbp-2MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.1998&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:27.232Z,,,,
"https://www.google.com/maps/place/Results+Physiotherapy+Sullivan%27s+Island,+South+Carolina/data=!4m7!3m6!1s0x88fe715126f3d101:0xfa4307a07213e4!8m2!3d32.7633445!4d-79.8361958!16s%2Fg%2F11g6b07fbf!19sChIJAdHzJlFx_ogR5BNyoAdD-gA","Results Physiotherapy Sullivan's Island, South Carolina",5.0,116,Physical therapy clinic,"306 Station 22 1/2 St, Sullivan's Island, SC 29482, United States","Q577+8G Sullivan's Island, South Carolina, USA",https://www.resultspt.com/sullivans-island-south-carolina?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 843-371-3930,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOveVuUT_tm7YCVUogpkS6j_RZT-3b1KLGrclwG=w428-h240-k-no,true,7:15 am–6 pm,7:15 am–6 pm,7:15 am–5 pm,Closed,Closed,7:15 am–6 pm,7:15 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:31.997Z,,,,
https://www.google.com/maps/place/Roper+St.+Francis+Physician+Partners+Primary+Care+-+Durst+Family+Medicine/data=!4m7!3m6!1s0x88fe7121355154f3:0x20946024e4495559!8m2!3d32.7633445!4d-79.8361958!16s%2Fg%2F1tcz956_!19sChIJ81RRNSFx_ogRWVVJ5CRglCA,Roper St. Francis Physician Partners Primary Care - Durst Family Medicine,4.6,93,Family practice physician,"306 Station 22 1/2 St, Sullivan's Island, SC 29482, United States","Q577+8G Sullivan's Island, South Carolina, USA",https://www.rsfh.com/partners/primary-care/,+1 843-883-3176,,https://lh3.googleusercontent.com/p/AF1QipOziL8QX75bhWJV3D0QckbwL88FR9rHDOiNS-98=w408-h306-k-no,true,7:15 am–6 pm,7:15 am–6 pm,7:15 am–5 pm,Closed,Closed,7:15 am–6 pm,7:15 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:37.215Z,,,,
https://www.google.com/maps/place/QC+Kinetix+%28Mt+Pleasant%29/data=!4m7!3m6!1s0x88fe7053320d91fb:0x786dd8dcfa735891!8m2!3d32.8028287!4d-79.8984041!16s%2Fg%2F11dfgp8m18!19sChIJ-5ENMlNw_ogRkVhz-tzYbXg,QC Kinetix (Mt Pleasant),4.4,75,Pain control clinic,"180 Wingo Way #201, Mt Pleasant, SC 29464, United States","R432+4J Mt Pleasant, South Carolina, USA",https://qckinetix.com/charleston/mt-pleasant-sc/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 843-305-3198,,https://lh3.googleusercontent.com/p/AF1QipMQ3wCAgNZBC8uHaDtn5k_X18xfMWDeVR9dL0cq=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:42.201Z,,,,
https://www.google.com/maps/place/MUSC+Health+Pain+Management+at+Chuck+Dawley+Medical+Park/data=!4m7!3m6!1s0x88fe71c035d99671:0xe5c92ddbe17c2ec!8m2!3d32.8012452!4d-79.8564503!16s%2Fg%2F11h7jt074_!19sChIJcZbZNcBx_ogR7MIXvt2SXA4,MUSC Health Pain Management at Chuck Dawley Medical Park,5.0,1,Pain management physician,"1106 Chuck Dawley Blvd Building A, Mt Pleasant, SC 29464, United States","R42V+FC Mt Pleasant, South Carolina, USA",https://www.getcare.muschealth.org/locations/sc/mount-pleasant/musc-health-pain-management-at-chuck-dawley-medical-parkdep-10115502?y_source=1_MTI2NTc3ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 843-792-2500,"Open · Closes 5 pm

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipPne-sYk-wPMQFT-vLM61eI_4gdFHwLe6v6mWy2=w408-h253-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:47.219Z,,,,
https://www.google.com/maps/place/Non-Surgical+Spine+Center+-+Mt.+Pleasant/data=!4m7!3m6!1s0x88fe70f55f316363:0x6708eae8a1bf6cb4!8m2!3d32.8057466!4d-79.8889501!16s%2Fg%2F1wtbvr7n!19sChIJY2MxX_Vw_ogRtGy_oejqCGc,Non-Surgical Spine Center - Mt. Pleasant,4.8,296,Pain management physician,"526 Johnnie Dodds Blvd, Mt Pleasant, SC 29464, United States","R446+7C Mt Pleasant, South Carolina, USA",https://nonsurgicalspinecenter.com/,+1 843-856-9669,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP0XfkR-AqXAiDimlxpEu_x1L-yvAToCBsHgrN7=w408-h286-k-no,true,8 am–5 pm,8 am–5 pm,8:30 am–2:30 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:52.073Z,,,,
"https://www.google.com/maps/place/Dr.+Ryan+H.+Nobles,+MD/data=!4m7!3m6!1s0x88fe710b00000001:0xaaf08cf6d6d7028c!8m2!3d32.8180246!4d-79.8504286!16s%2Fg%2F11jgg2qd7p!19sChIJAQAAAAtx_ogRjALX1vaM8Ko","Dr. Ryan H. Nobles, MD",4.8,219,Pain management physician,"1625 Hospital Dr, Mt Pleasant, SC 29464, United States","R49X+6R Mt Pleasant, South Carolina, USA",https://southeasternspine.com/,+1 843-849-1551,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=comye6ubkaueqhgSoX8fWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.1723&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:37:56.900Z,,,,
https://www.google.com/maps/place/Spine+Pain+Center+-+Mount+Pleasant/data=!4m7!3m6!1s0x88fe71a56e927fc5:0xbdc172544288f799!8m2!3d32.81122!4d-79.862266!16s%2Fg%2F1tdqphvc!19sChIJxX-SbqVx_ogRmfeIQlRywb0,Spine Pain Center - Mount Pleasant,5.0,224,Chiropractor,"1051 Johnnie Dodds Blvd Ste C, Mt Pleasant, SC 29464, United States","R46Q+F3 Mt Pleasant, South Carolina, USA",https://www.spine-paincenter.com/location/mount-pleasant-sc,+1 843-884-8444,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNW3xvTYdM5Kb2bnnMR4KSpsZumN2DQXME0EP2z=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–1 pm,8–11 am,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2026-01-28T18:38:01.801Z,,,,
