placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Aqua+King+Pool+Services/data=!4m7!3m6!1s0x88d901c78db4d729:0x3d1ef8d017f16959!8m2!3d26.1088375!4d-80.1368068!16s%2Fg%2F1tph2jd0!19sChIJKde0jccB2YgRWWnxF9D4Hj0,Aqua King Pool Services,4.8,206,Pool cleaning service,"1126 Federal Hwy, Fort Lauderdale, FL 33316, United States","4V57+G7 Fort Lauderdale, Florida, USA",https://aquakingpoolservices.com/,+1 954-547-7300,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMIw0Pc0vSZsDH7ThC0losOvXTp_dqoH8q6BHBK=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–6 pm,9 am–6 pm,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:05.646Z,,,,
https://www.google.com/maps/place/Friendly+Guys+Pool+Services/data=!4m7!3m6!1s0x88d9074ad7e558ff:0x452cd7e2524917ee!8m2!3d26.1049881!4d-80.1881569!16s%2Fg%2F11twq3m7h4!19sChIJ_1jl10oH2YgR7hdJUuLXLEU,Friendly Guys Pool Services,4.6,60,Cleaning service,"3202 Davie Blvd, Fort Lauderdale, FL 33312, United States","4R36+XP Fort Lauderdale, Florida, USA",https://friendlypoolcleaners.com/contact-friendly-guys-pool-services.asp,+1 954-388-0076,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V-QNh3cAwa9CkzusVgzBbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.30804&pitch=0&thumbfov=100,false,,,,,,,,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:10.493Z,,,,
https://www.google.com/maps/place/Blue+Oasis+Pool+%26+Spa+Repair+inc/data=!4m7!3m6!1s0x88d9057d5f394b6b:0x760d2a20d80519df!8m2!3d26.1919271!4d-80.1579078!16s%2Fg%2F11j09_gvpm!19sChIJa0s5X30F2YgR3xkF2CAqDXY,Blue Oasis Pool & Spa Repair inc,4.9,141,Swimming pool contractor,"1064 NW 53rd St, Fort Lauderdale, FL 33309, United States","5RRR+QR Fort Lauderdale, Florida, USA",,+1 954-383-1203,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPVrVlDETyOCpSizcX8M4H4hUrFdEgB-Oddpu4F=w408-h883-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:15.709Z,,,,
https://www.google.com/maps/place/Tep%27s+Pool+Services/data=!4m7!3m6!1s0x88d900680d2cc207:0x77356a431af1a798!8m2!3d26.097852!4d-80.126101!16s%2Fg%2F1wt3p6fc!19sChIJB8IsDWgA2YgRmKfxGkNqNXc,Tep's Pool Services,4.9,79,Pool cleaning service,"Fort Lauderdale, FL 33316, United States","3VXF+4H Fort Lauderdale, Florida, USA",http://www.tepspoolservice.com/,+1 954-527-1946,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_gz7bBE6uHdd8oHmzDSZFjCZoQSIyJlkTVY1uU1FkyGsbv31qerkpfqs6ZnbqA8uWHpo_utn8sECzYTSCO3YDZeAEV5OnpOObH59T8_k-j_k0ohSARb07GOLcpNGJdoiyLpsARF1Znfs=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:21.609Z,,,,
https://www.google.com/maps/place/Broward+and+Miami+Pool+Services/data=!4m7!3m6!1s0x88d905d94695feb9:0x65d610588277a65c!8m2!3d25.7242434!4d-80.468195!16s%2Fg%2F11g6_7j9f5!19sChIJuf6VRtkF2YgRXKZ3glgQ1mU,Broward and Miami Pool Services,4.9,235,Pool cleaning service,,,https://browardandmiamipoolservice.com/,+1 754-214-0033,,https://lh3.googleusercontent.com/p/AF1QipPNYDIY5xV8CqrYNGvBzsZh--DDu8bYCAzJdRgh=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:27.028Z,,,,
https://www.google.com/maps/place/Water+Dawg+Pool+Services/data=!4m7!3m6!1s0x8acd16a92aef56d7:0xb0684858069fd123!8m2!3d26.0541815!4d-80.4301795!16s%2Fg%2F11sjvyx8mk!19sChIJ11bvKqkWzYoRI9GfBlhIaLA,Water Dawg Pool Services,4.9,66,Pool cleaning service,,,,+1 954-495-6487,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOjQdflb7GMx_CRwuJHIs9-CTUO69lFIc9K1N0O=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:31.940Z,,,,
https://www.google.com/maps/place/L%27Acqua+Azzurra+Pools/data=!4m7!3m6!1s0x88d9027c05a5eee3:0x83d2f16a0040ec21!8m2!3d26.205312!4d-80.107558!16s%2Fg%2F1tfm7fwr!19sChIJ4-6lBXwC2YgRIexAAGrx0oM,L'Acqua Azzurra Pools,4.9,83,Swimming pool contractor,"6278 N Federal Hwy #104, Fort Lauderdale, FL 33308, United States","6V4R+4X Fort Lauderdale, Florida, USA",http://www.lacquaazzurra.com/,+1 954-793-7206,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOQaucwHKvbb1zckEAHls4s9gUjU6DGB7D5R9sZ=w408-h408-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,9 am–12 pm,9 am–12 pm,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:37.291Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Bluewater+Pools/data=!4m7!3m6!1s0x88d90285ceeb2833:0xdd5d83ff61de916c!8m2!3d26.2089333!4d-80.1404937!16s%2Fg%2F1hm69x0x_!19sChIJMyjrzoUC2YgRbJHeYf-DXd0,Bluewater Pools,4.9,249,Swimming pool contractor,"6750 N Andrews Ave Suite 304, Fort Lauderdale, FL 33309, United States","6V55+HR Fort Lauderdale, Florida, USA",http://www.bluewaterpoolsfla.com/,+1 954-638-0610,"Open ⋅ Closes 5 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPg8z711zks7Y4ZIhU64hM6KlvQQ4rpdQ7Y2zs3=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9–11 am,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:42.376Z,,,,
https://www.google.com/maps/place/Fort+Lauderdale+Pool+Service/data=!4m7!3m6!1s0x88d9010b5a930af5:0x19d3894e513d89f!8m2!3d26.2129116!4d-80.2203245!16s%2Fg%2F11_rp878w!19sChIJ9QqTWgsB2YgRn9gT5ZQ4nQE,Fort Lauderdale Pool Service,3.7,3,Swimming pool repair service,,,,+1 954-800-0321,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNLUndshh4dGDCk9U6kJhTrhmBf4jTkJLtibZCS=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:47.624Z,,,,
"https://www.google.com/maps/place/East+Coast+Pools,+Inc./data=!4m7!3m6!1s0x88d90247f067af73:0x6b6c74a11795945d!8m2!3d26.184085!4d-80.1425055!16s%2Fg%2F11clwhmm1c!19sChIJc69n8EcC2YgRXZSVF6F0bGs","East Coast Pools, Inc.",4.8,38,Pool cleaning service,,,http://www.eastcoastpoolsinc.com/,+1 954-599-6467,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipO2_m9UXmRRtx6NvZHQr0zcEYo0eroruJy1kIhj=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:52.599Z,,,,
https://www.google.com/maps/place/Cocoplum+Pool+Services+LLC/data=!4m7!3m6!1s0xa54540dee9e360fd:0xbdad50a8ee39faac!8m2!3d26.1561484!4d-80.4482804!16s%2Fg%2F11v3w07lxf!19sChIJ_WDj6d5ARaURrPo57qhQrb0,Cocoplum Pool Services LLC,5.0,111,Pool cleaning service,,,https://www.cocoplumpools.com/,+1 954-683-0653,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOK373TcxGi3yozVP9hPtC1f-u2cA0OITEe1-eU=w434-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:35:57.505Z,,,,
https://www.google.com/maps/place/Swimming+Pool+Man+LLC/data=!4m7!3m6!1s0x88d9086969456005:0xb68eec5bfe1b752f!8m2!3d26.1471028!4d-80.1249468!16s%2Fg%2F11gfnc37rc!19sChIJBWBFaWkI2YgRL3Ub_lvsjrY,Swimming Pool Man LLC,4.4,48,Pool cleaning service,"1522 NE 17th Terrace, Fort Lauderdale, FL 33304, United States","4VWG+R2 Fort Lauderdale, Florida, USA",http://swimmingpoolman.com/,+1 954-225-9491,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3Bw7wiflvb9PSamfQ3Q3_5ONbQ4AyxhPxd8gp08vJnlrZunQXdCoGpBdX8nnQqDeKkdfhRVwMeGJY09AUk_UffBISpLvJQ0baV3sKqs19k2jB0dKYQf8xxZDqg4-NbdtjKAaZEA=w408-h544-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:02.784Z,,,,
https://www.google.com/maps/place/Patriot+Pool+%26+Spa/data=!4m7!3m6!1s0x88d90319442f7e77:0xc4c287ef74fd8dc4!8m2!3d26.193106!4d-80.1318085!16s%2Fg%2F1v2yznls!19sChIJd34vRBkD2YgRxI39dO-HwsQ,Patriot Pool & Spa,4.5,415,Pool cleaning service,"5331 NE 14th Ave, Fort Lauderdale, FL 33334, United States","5VV9+67 Fort Lauderdale, Florida, USA",https://www.patriotpoolandspa.com/locations/fort-lauderdale/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 954-361-7665,,https://lh3.googleusercontent.com/p/AF1QipOd-gHseoQ8SEA5LZZcuQLQMlccBe6VZWIYcXjy=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:08.098Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Fort+Lauderdale+Pool+Pros/data=!4m7!3m6!1s0x88d9030c1a808213:0x9427c732a7040ff6!8m2!3d26.2057169!4d-80.1082685!16s%2Fg%2F11p3b9tb_7!19sChIJE4KAGgwD2YgR9g8EpzLHJ5Q,Fort Lauderdale Pool Pros,4.8,130,Swimming pool supply store,"6222 N Federal Hwy STE 324, Fort Lauderdale, FL 33308, United States","6V4R+7M Fort Lauderdale, Florida, USA",,+1 954-388-0073,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjlp93dJmlhKMFeArM42CXpPhBsUOb4IfgSzsujAyAC9STyRiUQdFyeQf0sWU9noZGKWegksognauWmJYlHdMii30AR6OHWpMkkOHD8740sH7Qm7wzYTZKw9gdZXaGpl68gPIo=w408-h306-k-no,true,,,,,,,,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:11.444Z,,,,
https://www.google.com/maps/place/M.A.+Pool+Service/data=!4m7!3m6!1s0x88d904ad11f06f67:0x94f07cf28b3b0f5f!8m2!3d26.1018973!4d-80.135003!16s%2Fg%2F11f51yc1h9!19sChIJZ2_wEa0E2YgRXw87i_J88JQ,M.A. Pool Service,4.9,60,Pool cleaning service,"800 SE 16th St, Fort Lauderdale, FL 33316, United States","4V27+QX Fort Lauderdale, Florida, USA",http://mapools.pro/,+1 954-822-3343,"Open ⋅ Closes 5 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1FcsazJiIsW35r-ISWA8nkyrZb11s5RGpCnW7br5W7ZS4aqBu77FlQwCO-QcgKVKDN7fP82Z666wH6Yy4yaci8Q-Vods3WEvT3TTli-HJpygK-KVXzwaOjTmpLielnrWJU4spaw=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:16.912Z,Identifies as Asian-owned,,,
https://www.google.com/maps/place/Four+Seasons+Hotel+And+Residences+Fort+Lauderdale/data=!4m10!3m9!1s0x88d901d40bf4031d:0xd3f60cf41dc2b86c!5m2!4m1!1i2!8m2!3d26.1301594!4d-80.1044181!16s%2Fg%2F11c44ffs4g!19sChIJHQP0C9QB2YgRbLjCHfQM9tM,Four Seasons Hotel And Residences Fort Lauderdale,4.7,434,,"525 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, United States","4VJW+36 Fort Lauderdale, Florida, USA",https://www.fourseasons.com/fortlauderdale/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-ftl-hre-mid-seo-na&utm_content=na-na&utm_term=na,+1 754-336-3100,,https://lh3.googleusercontent.com/p/AF1QipM2SLUtxRuXatNrUWqxXrfh1Z7AnV5JK5J9uDk=w426-h240-k-no,true,,,,,,,,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:20.723Z,,,,
https://www.google.com/maps/place/AQUA+Live/data=!4m7!3m6!1s0x88d90023a24d8a89:0xcfd8318ad7f8b0a5!8m2!3d26.1064543!4d-80.1060849!16s%2Fg%2F11v5jkw5yy!19sChIJiYpNoiMA2YgRpbD414ox2M8,AQUA Live,,,Swimming pool contractor,"3030 Holiday Dr, Fort Lauderdale, FL 33316, United States","4V4V+HH Fort Lauderdale, Florida, USA",,+1 608-249-0186,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M7-bavpWKxCSmddp9s-pFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.55046&pitch=0&thumbfov=100,false,,,,,,,,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:23.571Z,,,,
https://www.google.com/maps/place/Private+Residences+at+the+Atlantic+Resort+and+Spa/data=!4m10!3m9!1s0x88d901d6a95edaf1:0x95d8b1edef9c6fde!5m2!4m1!1i2!8m2!3d26.1315254!4d-80.1038579!16s%2Fg%2F11b631gst3!19sChIJ8dpeqdYB2YgR3m-c7-2x2JU,Private Residences at the Atlantic Resort and Spa,4.1,30,,"601 N Fort Lauderdale Beach Blvd 5th Floor, Fort Lauderdale, FL 33304, United States","4VJW+JF Fort Lauderdale, Florida, USA",https://www.atlantichotelfl.com/,+1 954-567-8020,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFI6KQol5G0Jk0j5-xKUW6ahxDP7kNh7NZy2-Di6bJWu0cWORbQpSixQhuODjhhG5wU6_KYBe1_s5OEHwzuGStN4iqwMxoPagkkSBuJbo3x3kSnxYYS_KtpK9K54gSTc0305IWl5zFf43UEqQZjbPgFtGTrWjM6_jBYSEhwKp7GqdUlWWUYdCI=w408-h254-k-no,false,,,,,,,,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:27.016Z,,,,
https://www.google.com/maps/place/W+Fort+Lauderdale/data=!4m10!3m9!1s0x88d901d39da74719:0xf8603779bff90b5c!5m2!4m1!1i2!8m2!3d26.1285006!4d-80.1041804!16s%2Fg%2F1td6bp5l!19sChIJGUenndMB2YgRXAv5v3k3YPg,W Fort Lauderdale,4.2,4704,,"401 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, United States","4VHW+C8 Fort Lauderdale, Florida, USA",https://www.marriott.com/en-us/hotels/fllwh-w-fort-lauderdale/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 954-414-8200,,https://lh3.googleusercontent.com/p/AF1QipP9h36ZaMh7XUvxoRA2ELwNKOIlaLg7FcDDiuXX=w408-h272-k-no,true,,,,,,,,https://www.google.com/maps/search/pool+services+businesses+in+Central+Beach+Fort+Lauderdale+FL/,2025-10-27T18:36:31.149Z,,,,
