placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/ENC+Valet+Parking+Service/data=!4m7!3m6!1s0x808fccb9893ef75d:0xa38759188b5479b2!8m2!3d37.3330648!4d-121.8843834!16s%2Fg%2F1jmcsg22x!19sChIJXfc-ibnMj4ARsnlUixhZh6M,ENC Valet Parking Service,5.0,1,Valet parking service,"123 E San Carlos St, San Jose, CA 95112, United States","84M8+66 San Jose, California, USA",http://www.encvalet.com/,+1 408-372-7536,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOoTFVs-BcjvC_qBIMuJd8TcdehM01jm7TQazsY=w408-h306-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:42.378Z,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x808fb50e22107b4b:0x1682cff3b14068f3!8m2!3d37.3222767!4d-122.0336031!16s%2Fg%2F11krszl26j!19sChIJS3sQIg61j4AR82hAsfPPghY,Parking,1.0,3,Parking lot,"20558 Stevens Creek Blvd, Cupertino, CA 95014, United States","8XC8+WH Cupertino, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=csvy0BFJjc_S5XTf6T3vyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.642876&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:45.231Z,,,
https://www.google.com/maps/place/KMS+Hyannisport+Parking+Lot/data=!4m7!3m6!1s0x808fb52baed44dd5:0x517c594a58724cd9!8m2!3d37.3117743!4d-122.0517942!16s%2Fg%2F11fjsxbx49!19sChIJ1U3Uriu1j4AR2UxyWEpZfFE,KMS Hyannisport Parking Lot,5.0,2,Public parking space,"821 Bubb Rd, Cupertino, CA 95014, United States","8W6X+P7 Cupertino, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=baA3YWvwYG6TS_1FIAQC_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.8824&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:47.629Z,,,
https://www.google.com/maps/place/Parking+Space/data=!4m7!3m6!1s0x808fb5af27960fcd:0x2ac9118d115abb5!8m2!3d37.3219518!4d-122.0296746!16s%2Fg%2F11g03nf5gr!19sChIJzQ-WJ6-1j4ARtasV0RiRrAI,Parking Space,,,Parking lot,"95014, United States, California, Cupertino, Unnamed Road","8XCC+Q4 Cupertino, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MuKL8-OAIihVl0t5qUFn8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.93504&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:49.927Z,,,
https://www.google.com/maps/place/Winchester+Parking+Garage/data=!4m7!3m6!1s0x808fcae1f3d75979:0x5db3d0d7d213fc46!8m2!3d37.3260841!4d-121.9483963!16s%2Fg%2F11qjwr3ry2!19sChIJeVnX8-HKj4ARRvwT0tfQs10,Winchester Parking Garage,2.3,25,Parking garage,"San Jose, CA 95128, United States","83G2+CJ San Jose, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0b_puEerpH1aX01UgArv9SdwieTBN_SQnV8SbTM-hRKXgtuO-FeZa4FW7IU2R_ux2WO-I_9Ho6uxDznKTnlNwDs3CDZe17xiVj1-GiNvz98xZNbEJbZoFHhRfz98aGLW4Yzd9Gg=w615-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:52.934Z,,,
https://www.google.com/maps/place/eBay+Valet+%28Propark%29/data=!4m7!3m6!1s0x808e355defb4414b:0x1cb9ae1b539204fa!8m2!3d37.2951691!4d-121.9262002!16s%2Fg%2F11vyr7784h!19sChIJS0G07101joAR-gSSUxuuuRw,eBay Valet (Propark),3.5,18,Valet parking service,"2025 Hamilton Ave, San Jose, CA 95125, United States","73WF+3G San Jose, California, USA",https://www.propark.com/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwA4Cs7sSkMZRnZTa5zQamgf_OmxLRGqO3UfU1-fHgO0eNCiXPsnfMWyzPknDXAr4LJnRs-gynLVZm2Kt1XyThwGYvKACuWvGDgumQEpLb2erWC_DsDlhbMDKlqIkcMWPh2qEE=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:57.439Z,,,
https://www.google.com/maps/place/Employee+Parking+lot+%7C+Cupertino+Village/data=!4m7!3m6!1s0x808fb5be17e74b19:0xdf96dbcd5e1144f5!8m2!3d37.3360717!4d-122.0163438!16s%2Fg%2F11fxf20crd!19sChIJGUvnF761j4AR9UQRXs3blt8,Employee Parking lot | Cupertino Village,3.0,2,Parking lot,"1716-1728 Linnet Ln, Sunnyvale, CA 94087, United States","8XPM+CF Sunnyvale, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N-sxz3xG1rTGfURIoiYDOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.03583&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:53:59.924Z,,,
https://www.google.com/maps/place/VP3+EPM%2FPD/data=!4m7!3m6!1s0x808fb59dc31a7fc7:0xaa0b78dd07b979e9!8m2!3d37.323955!4d-122.0077959!16s%2Fg%2F11d_8gz2bh!19sChIJx38aw521j4AR6Xm5B914C6o,VP3 EPM/PD,4.4,9,Corporate office,"19339 Stevens Creek Blvd, Cupertino, CA 95014, United States","8XFR+HV Cupertino, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg9VJdUvxa70E6oLyB3JlYe2FJ3ptS5i22gH1PZ5Crx-Trw9Jjw-zS4Ih_WRP9nyZCYI5ENaDan8eaBwLF-zsGMglqNYaFpSDu135JSfXcUtdhFyh06F0Zyz_09eScSAZ76qNb=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:54:02.319Z,,,
https://www.google.com/maps/place/Cupertino+Code+Enforcement/data=!4m7!3m6!1s0x808fb5a8f97f5967:0xc1b141e9f65184!8m2!3d37.3184258!4d-122.0283667!16s%2Fg%2F1x5qt05z!19sChIJZ1l_-ai1j4ARhFH26UGxwQA,Cupertino Code Enforcement,,,City government office,"10300 Torre Ave, Cupertino, CA 95014, United States","8X9C+9M Cupertino, California, USA",https://www.cupertino.gov/Your-City/Departments/Community-Development/Code-Enforcement,+1 408-777-3182,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9ZeNtLYPx1hxHDbXcDqVXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.70898&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:54:04.577Z,,,
https://www.google.com/maps/place/The+UPS+Store/data=!4m7!3m6!1s0x808fb504a24bc2bb:0x579a6130567043fa!8m2!3d37.29642!4d-122.0318746!16s%2Fg%2F1tg_9qt2!19sChIJu8JLogS1j4AR-kNwVjBhmlc,The UPS Store,3.8,216,Shipping and mailing service,"1512 S De Anza Blvd, San Jose, CA 95129, United States","7XW9+H7 San Jose, California, USA",https://locations.theupsstore.com/ca/san-jose/1512-s-de-anza-blvd?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,+1 408-352-5456,Open ⋅ Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipOA1sBVJBsxIkwKWNjp7pkYogM-e_Z3x_ZcHQCu=w427-h240-k-no,true,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,10 am–6 pm,11 am–4 pm,8:30 am–6:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-10-28T18:54:09.264Z,"Store offering shipping, packaging, printing & other services, plus office supplies.",LGBTQ+ friendly,
