placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Plumbing+Pals/data=!4m7!3m6!1s0x89c6c9014bc7ab05:0x9a937558d3f2fecd!8m2!3d39.9774533!4d-75.1245282!16s%2Fg%2F11j0j59vzk!19sChIJBavHSwHJxokRzf7y01h1k5o,Plumbing Pals,4.9,1542,Plumber,"2424 E York St Suite 100-B, Philadelphia, PA 19125, United States","XVGG+X5 Philadelphia, Pennsylvania, USA",https://www.economydrainclean.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-philadelphia,+1 267-719-2354,,https://lh3.googleusercontent.com/p/AF1QipNNfMIPFTuu8azJ3d74BGuoBt9EGDqV0lG7pFk-=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:33:38.261Z,,,,
https://www.google.com/maps/place/IFixdit+Plumbing+%26+Drains/data=!4m7!3m6!1s0x89c6b6e20bb4b797:0xad19c61bd4a36ff!8m2!3d39.9793614!4d-75.1550156!16s%2Fg%2F11c5wkt3pf!19sChIJl7e0C-K2xokR_zZKvWGc0Qo,IFixdit Plumbing & Drains,4.9,514,Plumber,"1755 N 13th St, Philadelphia, PA 19122, United States","XRHV+PX Philadelphia, Pennsylvania, USA",http://www.ifixplumbinganddrains.com/,+1 267-979-4517,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPdy7o4D9__cKASYs4gL92VhEivYFupQo6ePyTxBex-x9oovlid4JwuSJvWjrM9GXWdowtweUIYrxTb-EslHLqNAS41O1Vm2pUENVHPpvIFNlSIe0XEqTAvk4DAD5JS84dEbLF=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:33:45.504Z,,,,
https://www.google.com/maps/place/William+%26+Sons+Plumbing/data=!4m7!3m6!1s0x89c6c76501099a9f:0x797ae24bd3c4d6e7!8m2!3d39.951072!4d-75.167924!16s%2Fg%2F11knp7wc1b!19sChIJn5oJAWXHxokR59bE00vienk,William & Sons Plumbing,4.7,144,Plumber,"1614 Chestnut St #4720, Philadelphia, PA 19103, United States","XR2J+CR Philadelphia, Pennsylvania, USA",,+1 215-826-3077,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNFxrKyYmOwrSKEDactbLiQ_ipYlcVuSisj0GinMzb7gPkkl0mmagDAqJ45x6P7wWk5wztl2B2fe8_23ui-jhrnneBsdXXFQZ95hyZqDb5JuCuDLJTyoD7x5DhXvlOq4r7ns5RirsvUfag=w408-h272-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:33:51.132Z,,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x89c6c5a0b9674069:0x238644d218e8af84!8m2!3d39.9170048!4d-75.1628787!16s%2Fg%2F11hfzmy7b5!19sChIJaUBnuaDFxokRhK_oGNJEhiM,Roto-Rooter Plumbing & Water Cleanup,4.8,846,Plumber,"2600 S 9th St #1F, Philadelphia, PA 19148, United States","WR8P+RR Philadelphia, Pennsylvania, USA",https://www.rotorooter.com/southphiladelphia/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 215-220-6318,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPjdp63k9M4aAE7oSU2mSiY8yis3G7ac42VZDl8=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:33:56.623Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Master+Plumbers+USA/data=!4m7!3m6!1s0x4fd5441fddbcccdd:0xedb0cd47d04020e3!8m2!3d39.9485288!4d-75.166444!16s%2Fg%2F11wfzbg58x!19sChIJ3cy83R9E1U8R4yBA0EfNsO0,Master Plumbers USA,5.0,30,Plumber,"1500 Locust St, Philadelphia, PA 19102, United States","WRXM+CC Philadelphia, Pennsylvania, USA",https://masterplumbersusa.com/,+1 484-550-0890,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipMc5SxbMS_zxB56gK_bOtb4o3exnLuNWoD90q2H=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:34:01.649Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Greater+Works+Plumbing/data=!4m7!3m6!1s0x89c6c7a8f9c4ab73:0xb3cd23e58a15f40a!8m2!3d39.9422728!4d-75.1553432!16s%2Fg%2F11qpvnzk4l!19sChIJc6vE-ajHxokRCvQViuUjzbM,Greater Works Plumbing,4.7,209,Plumber,"744 South St #957, Philadelphia, PA 19147, United States","WRRV+WV Philadelphia, Pennsylvania, USA",https://www.gworksplumbing.com/,+1 267-826-6578,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipM7mTsSPDtR7uzNWpm0JmZdCxFMqGMLEKqiXvBT=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:34:06.883Z,,,,
https://www.google.com/maps/place/Precision+Plus+Plumbing/data=!4m7!3m6!1s0x89c6c195f6ae08e1:0xa3d5c9be91cbc0e4!8m2!3d39.9836649!4d-75.2314515!16s%2Fg%2F1hc7j_09r!19sChIJ4Qiu9pXBxokR5MDLkb7J1aM,Precision Plus Plumbing,4.7,152,Plumber,"1844 N 54th St, Philadelphia, PA 19131, United States","XQM9+FC Philadelphia, Pennsylvania, USA",https://www.precisionserviceexperts.com/,+1 484-436-4190,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipNgt1if7-4FqWgmSq8PLBc0ynMFyP9lAOriVutw=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:34:12.077Z,Identifies as veteran-owned,true,,
https://www.google.com/maps/place/Center+City+Plumbing+and+Drains/data=!4m7!3m6!1s0x88767721c407ae8b:0x4eec1dd25a8b0e5c!8m2!3d39.998167!4d-75.1826221!16s%2Fg%2F11q2yjjrtz!19sChIJi64HxCF3dogRXA6LWtId7E4,Center City Plumbing and Drains,5.0,27,Plumber,,,https://centercityplumber.com/?utm_source=gmb&utm_medium=organic,+1 215-999-7420,"Closed ⋅ Opens 7 am

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipM_y5fCPyssXH0X-StMv3YNwjGioaMocNJ5lVxh=w408-h544-k-no,true,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:34:16.990Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/East+Philly+plumbing+%26+heating+llc/data=!4m7!3m6!1s0x8cf4115a263e75b1:0x8a09f1edaf67a0cc!8m2!3d40.6514073!4d-77.2024542!16s%2Fg%2F11vrt6dwnz!19sChIJsXU-JloR9IwRzKBnr-3xCYo,East Philly plumbing & heating llc,5.0,194,Plumber,,,https://www.eastphillyplumbing.com/,+1 267-977-5009,"Open 24 hours

Veterans Day might affect these hours",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzu35d9VMH6T4HWo-a-ZCzsjbHZijvQiS0owQD5zUEBJ7bn3S6rj4giKhOhCIPC3rUsRzUim10JR4arWSlnbw8dRbm4GIncJCxIpjx7jc7QDAWANw0mam528ngiIcZTZLUpJHYR=w408-h613-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:34:22.454Z,,,,
"https://www.google.com/maps/place/Philadelphia+Plumbing+Services,+LLC/data=!4m7!3m6!1s0x89c6c675c1ad91b7:0x3e49748f7458cbe4!8m2!3d40.1245055!4d-75.3262725!16s%2Fg%2F11hbvt4qgs!19sChIJt5GtwXXGxokR5MtYdI90ST4","Philadelphia Plumbing Services, LLC",4.5,38,Plumber,,,,+1 267-658-2239,"Closed ⋅ Opens 7 am

Veterans Day might affect these hours",https://lh3.googleusercontent.com/p/AF1QipPPqz3eE5X9KVRxKz_wpJqKxlTXW92s6E4Yky-p=w408-h544-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,7 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-11-11T05:34:27.440Z,,,,
