placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Pool+Time/data=!4m7!3m6!1s0x54c11dcda49979bf:0xcdc660cb28c4bc03!8m2!3d44.0626783!4d-123.1397417!16s%2Fg%2F1tmg68pr!19sChIJv3mZpM0dwVQRA7zEKMtgxs0,Pool Time,4.5,12,Swimming pool repair service,"153 N Seneca Rd, Eugene, OR 97402, United States","3V76+34 Eugene, Oregon, USA",,+1 541-687-6766,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J90noa6FZo_8MSCSBWx5-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.225876&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:03:52.996Z,,,,
https://www.google.com/maps/place/Northwest+Pool+%26+Spa+%2F+Outdoor+Elements/data=!4m7!3m6!1s0x54c11dd572b0c96d:0xae2b7b1da87a322f!8m2!3d44.0548109!4d-123.1317636!16s%2Fg%2F1tfyd979!19sChIJbcmwctUdwVQRLzJ6qB17K64,Northwest Pool & Spa / Outdoor Elements,4.1,30,Swimming pool contractor,"2511 W 5th Ave, Eugene, OR 97402, United States","3V39+W7 Eugene, Oregon, USA",https://www.nwpoolandspa.net/,+1 541-344-1079,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP1-eHZ4NgftjdFY1mv8SteZ25FRRSdqh9glhM3=w521-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:03:58.722Z,,,,
https://www.google.com/maps/place/Holt+Commercial+Pool+and+Fitness/data=!4m7!3m6!1s0x54c11dc76997fce1:0xc8affc165c313b81!8m2!3d44.0497192!4d-123.1620729!16s%2Fg%2F11h2hbwdry!19sChIJ4fyXaccdwVQRgTsxXBb8r8g,Holt Commercial Pool and Fitness,5.0,12,Pool cleaning service,"1001 S Bertelsen Rd, Eugene, OR 97402, United States","2RXQ+V5 Eugene, Oregon, USA",http://www.holtcommercialpool.com/,+1 541-870-7806,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMDpb-2fUeZ78kIdE2roe5Vb2LmCUu03JoU5gLO=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:04.325Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Emerald+Pool+%26+Patio/data=!4m7!3m6!1s0x54c11da6039ee25d:0xddc34884bdbf7298!8m2!3d44.0823808!4d-123.152497!16s%2Fg%2F1tcxtzhn!19sChIJXeKeA6YdwVQRmHK_vYRIw90,Emerald Pool & Patio,4.3,362,Hot tub store,"1885 State Hwy 99 N, Eugene, OR 97402, United States","3RJX+X2 Eugene, Oregon, USA",http://www.emeraldpool.com/,+1 541-688-1090,"Open ⋅ Closes 6 pm

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxssxjcpa6-YsH4KyrN0eLWlG9t3QgbHUnytjhwUFdGnXvd9fpr6QJa7RvIfSRgUFKicADTBr4cbf34qUjPHMNku0X2m0MjeUbV7rCSCabdf7dTkyl8yjWuY-rsDEiqOATfwzyAA=w777-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:09.485Z,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Superior+Pool+%26+Spa+Maintenance/data=!4m7!3m6!1s0x54c11d44e90cdd95:0x80d3df445e2f603d!8m2!3d44.1124674!4d-123.1597438!16s%2Fg%2F1tg_wtwk!19sChIJld0M6UQdwVQRPWAvXkTf04A,Superior Pool & Spa Maintenance,4.7,3,Swimming pool contractor,"3417 Korbel St, Eugene, OR 97404, United States","4R6R+X4 Eugene, Oregon, USA",,+1 541-689-5346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0UEFoBdhoes_49V-SOBDaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.83822&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:12.493Z,,,,
https://www.google.com/maps/place/Hot+Spring+Spas+of+Eugene/data=!4m7!3m6!1s0x54c11e25cdc1f9df:0x1c68a0754e3e4b47!8m2!3d44.0475558!4d-123.1222561!16s%2Fg%2F11b7jyrq0m!19sChIJ3_nBzSUewVQRR0s-TnWgaBw,Hot Spring Spas of Eugene,4.9,193,Hot tub store,"1942 W 11th Ave, Eugene, OR 97402, United States","2VXH+23 Eugene, Oregon, USA",https://www.hotspringspasofeugene.com/,+1 541-230-7727,"Open ⋅ Closes 5:30 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMsGyQP_EcYpya_BdnjPS02vubHpq7yMNpuaSVo=w408-h306-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:17.320Z,,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/All+Aquatic+Builders+LLC/data=!4m7!3m6!1s0x54c11d5dcbeb5f51:0x7b7fa50bff352482!8m2!3d44.0918221!4d-123.1614271!16s%2Fg%2F11ft_0521h!19sChIJUV_ry10dwVQRgiQ1_wulf3s,All Aquatic Builders LLC,5.0,1,Swimming pool contractor,"State Hwy 99 N, Eugene, OR 97402, United States","3RRQ+PC Eugene, Oregon, USA",https://www.allaquaticbuilders.com/,+1 541-731-3304,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM13u4jFEXO0FhmqDLVdt_CwWbUq7k9HWHooP3f=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:22.221Z,,,,
https://www.google.com/maps/place/Eugene+Spa+%26+Hot+Tub+Co/data=!4m7!3m6!1s0x54c11e78d4a5a3bb:0x7364a907c4f5d5aa!8m2!3d44.0534075!4d-123.1245456!16s%2Fg%2F1tq8j8f8!19sChIJu6Ol1HgewVQRqtX1xAepZHM,Eugene Spa & Hot Tub Co,4.6,41,Hot tub store,"2096 W 6th Ave, Eugene, OR 97402, United States","3V3G+95 Eugene, Oregon, USA",https://eugenespa.com/,+1 541-485-2737,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN10n4FP17wzyutG6514nd_MU4g1vZ1DgQYHbCQ=w429-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:27.412Z,,· Delivery,,
https://www.google.com/maps/place/Thomas+Pool+Service+Inc./data=!4m7!3m6!1s0x54c0e1c9c07baf6d:0x7ed01855a4229c!8m2!3d44.115921!4d-122.9990969!16s%2Fg%2F1tfw2rxr!19sChIJba97wMnhwFQRnCKkVRjQfgA,Thomas Pool Service Inc.,5.0,1,Pool cleaning service,,,,+1 541-747-5422,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNMF9zxZ4smwrB1TqfeFNnQpJm9YGcx3YNKezw=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-27T19:04:32.172Z,,,,
https://www.google.com/maps/place/Ladd+Group+at+Cascade+Hasson+Sotheby%27s+Realty+-+Bend+Realtors/data=!4m7!3m6!1s0x54b8c633672efd49:0x3da780993e1eb05a!8m2!3d44.043711!4d-121.312065!16s%2Fg%2F11bxc4ykdw!19sChIJSf0uZzPGuFQRWrAePpmApz0,Ladd Group at Cascade Hasson Sotheby's Realty - Bend Realtors,5.0,250,Real estate agency,"650 SW Bond St #100, Bend, OR 97702, United States","2MVQ+F5 Bend, Oregon, USA",http://www.bendpropertysource.com/,+1 541-633-4569,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNzfRh19-Y1O_h75KQ7oIh9vbslk7Cvb4fZwqYa=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-10-27T19:04:46.554Z,,,,
