placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/All+Serv+Restoration/data=!4m7!3m6!1s0x88408165ce8007b9:0x133df766131c0275!8m2!3d39.7799406!4d-84.1935307!16s%2Fg%2F1xb2f7ph!19sChIJuQeAzmWBQIgRdQIcE2b3PRM,All Serv Restoration,4.9,107,Water damage restoration service,"153 E Helena St, Dayton, OH 45404, United States","QRH4+XH Dayton, Ohio, USA",http://www.callallserv.com/,+1 937-223-5555,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxgsPf6hAO_z0iuc2aQ4GwGp2alZeo2pfrUoYlDT6Pwn-bQzdsZ0NNY-9gM8RqYTc4bQFnZQrdSOWLqK8ILjzgC7WqfuDKxkS9sucSuxfttnQWYhJYEo7mVrkxjDlLEqX1EmqXQg=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:33:41.881Z,,,
https://www.google.com/maps/place/DryMaxx+Ohio/data=!4m7!3m6!1s0x883f7fd5600bd3a3:0xfa3b26d3bccd8565!8m2!3d39.7852724!4d-84.1500203!16s%2Fg%2F11fj9gg00y!19sChIJo9MLYNV_P4gRZYXNvNMmO_o,DryMaxx Ohio,4.7,88,Water damage restoration service,"1918 Valley St Suite D, Dayton, OH 45404, United States","QRPX+4X Dayton, Ohio, USA",https://www.drymaxxdayton.com/,+1 937-470-3053,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUiLVwSyeeuB-6fGG3DZdYIDP5sr2n5Pc4cdsTlofmbUuQRuh-_tBUvoUigVosY-nqNVbwaZmA7OkrOthAXG_R-bYTAULGHIY2JU5M6ZFVnwjfaOSFzhyoLnPUes6gDQeoQrQg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:33:46.553Z,,,
https://www.google.com/maps/place/ServiceMaster+LRG+of+Dayton/data=!4m7!3m6!1s0x884083edc32058c5:0xadb9db837dcf1d5a!8m2!3d39.7644469!4d-84.1691981!16s%2Fg%2F1tfgdxvk!19sChIJxVggw-2DQIgRWh3PfYPbua0,ServiceMaster LRG of Dayton,4.4,103,Water damage restoration service,"1524 E 2nd St, Dayton, OH 45403, United States","QR7J+Q8 Dayton, Ohio, USA",http://www.servicemasterrestore.com/servicemaster-by-angler-dayton,+1 937-358-8995,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzHkAb_XpEjuFXrdGMxd86AhnoLgt_yGUj0O0ng9bvWWL-9xKtqhroYIXIpMY0SfNWPp5yNrXJiWZ3gRuVxnPecafs-Kik28spY7_1V0zOQbGAwIrB2NwqTHb_-SfQlLEbG18u2FtWhwVm=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:33:51.391Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Dayton+Water+Damage+Solutions/data=!4m7!3m6!1s0x896738cfa105eead:0x82df47566aeec67e!8m2!3d39.7570153!4d-84.1917254!16s%2Fg%2F11rv1mgn6n!19sChIJre4Foc84Z4kRfsbualZH34I,Dayton Water Damage Solutions,4.4,11,Water damage restoration service,"137 S Main St, Dayton, OH 45402, United States","QR45+R8 Dayton, Ohio, USA",,+1 216-493-7299,Closed · Opens 6 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLqNxw6Vc5EocObrIZ7syaFxUWyvU7RQ2EKISu-CE529FjGwmk5FPUs7yVxxKHD3WPtPdCMW9XArfYrN5zhPMgn3wxs2Gt04jfSzLa9os5NkJshvbLef-SjP3voNtLsIVlh34=w408-h271-k-no,true,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:33:55.698Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/United+Water+Restoration+Group+of+Dayton/data=!4m7!3m6!1s0x8840852dc65cbb93:0xa0f8a47f889c4f07!8m2!3d39.7470452!4d-84.1296631!16s%2Fg%2F11vlv3dfh1!19sChIJk7tcxi2FQIgRB0-ciH-k-KA,United Water Restoration Group of Dayton,5.0,42,Water damage restoration service,"1415 Business Center Ct, Dayton, OH 45410, United States","PVWC+R4 Dayton, Ohio, USA",https://uwrgdaytonse.com/?utm_campaign=gmb,+1 937-870-2977,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrqKhCvjEp3XGziP4RKiqOE0V5IB2lonBN1JRORoixxdN_zZ7pDALGNtN83LpPaYjDK0jx_7GzyIoR8pSMqijHlRmb3axVM55_-zw_I_gxSVM_YRJQ58RZBOOU_Xfxx6ea7pPSsOrsnB1O=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:34:00.048Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/Mold+Busters/data=!4m7!3m6!1s0x426c689a4badf69f:0x9938c8865a1f9473!8m2!3d39.787992!4d-84.2380297!16s%2Fg%2F11ldjdm7cx!19sChIJn_atS5pobEIRc5QfWobIOJk,Mold Busters,4.6,20,Water damage restoration service,"2120 Parkhill Dr, Dayton, OH 45406, United States","QQQ6+5Q Dayton, Ohio, USA",https://mold-busters.co/,+1 937-430-3449,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuJ--NVhK7nSGhNvOCU8pYmYMqMoaBtpTzXGErq7O8WoGhR6ltaEroa3UaFgxQPXSw4obaQB5nq4ipJO1N6AeKLucJ9_mxEwRAkO8H_Q7AB39dRBFyLQ8gtaA_--wXHLGOUj30=w543-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:34:04.436Z,,,
https://www.google.com/maps/place/Acculevel/data=!4m7!3m6!1s0x884081ae2c100b35:0xf8f16a8058940573!8m2!3d39.7606244!4d-84.1934506!16s%2Fg%2F11y_ylrmkz!19sChIJNQsQLK6BQIgRcwWUWIBq8fg,Acculevel,5.0,18,Waterproofing service,"40 W 2nd St Suite 206, Dayton, OH 45402, United States","QR64+6J Dayton, Ohio, USA",https://acculevel.com/dayton/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=dayton,+1 937-358-6320,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprm2FtSI1XORWdV-WC1Ng1c7GGHz8g4vrtk-h0A_oI2n7VLB-jSU3yZy8HZF8qJmlm5w2H6-GmWLELUofuQX1roA_pmydYG-j1MKcPMhGSO_MBXAYrJdqm6kWziklqX1K3szMSkagOmZE7=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:34:08.697Z,,,
https://www.google.com/maps/place/RevivoCrew/data=!4m7!3m6!1s0x8840837dd3fa62fb:0x16f830828afac1fd!8m2!3d39.7653518!4d-84.1543582!16s%2Fg%2F11yz8rpxx9!19sChIJ-2L6032DQIgR_cH6ioIw-BY,RevivoCrew,,,Water damage restoration service,"2800 E 3rd St, Dayton, OH 45403, United States","QR8W+47 Dayton, Ohio, USA",https://revivocrew.shop/,+1 326-212-6776,"Open 24 hours

Confirmed by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bW9g3JIJNks8Aur9BMkvVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.4471&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:34:12.947Z,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x884090454254376b:0x5c6b4782beee1083!8m2!3d39.7561835!4d-84.1925679!16s%2Fg%2F1tksjgwt!19sChIJazdUQkWQQIgRgxDuvoJHa1w,Roto-Rooter Plumbing & Water Cleanup,4.7,4994,Plumber,"204 S Ludlow St Ste 303, Dayton, OH 45402, United States","QR44+FX Dayton, Ohio, USA",https://www.rotorooter.com/dayton/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 937-434-4060,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-BnkF7cPVJvzYNrlFTbCOAJ6hG1mO7Bhjm-oKUW8Cu3JGz30WROZd9vidmbzBqiCcoSkdC-71yR9QhmCKlDIeUzqoCehD0riPEtMrNJkXIQ5aCCvMUntaXzchqd5RQTL9wpN2Wjz-SZ8=w408-h300-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:34:17.545Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Ram+Restoration/data=!4m7!3m6!1s0x88408be10679ddbf:0xb0bebaad8d3958ca!8m2!3d39.7141253!4d-84.2252861!16s%2Fg%2F11h0hgqph!19sChIJv915BuGLQIgRylg5ja26vrA,Ram Restoration,4.3,141,Water damage restoration service,"2800 E River Rd Suite A, Moraine, OH 45439, United States","PQ7F+MV Moraine, Ohio, USA",https://www.ramrestorationusa.com/,+1 937-882-2111,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoj_Q-pSuSSJqBr0wO7gM-RR8Ww892mFl8XsSGg-mltxoTLDMv5d1gDGyLz38gmZUhdwyHJAGxVb7aAFmyomcT3cegiIqD12N0Kg5YDr-vNMrsxF9bd37bHpQE7v4VY8O_N4qYMIzQug94=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2026-03-23T03:34:21.894Z,,,
