placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes
"https://www.google.com/maps/place/ComForCare+Home+Care+of+Farmington+Valley,+CT/data=!4m7!3m6!1s0x89e7a926909ebe7f:0xe0933ebceb709fd4!8m2!3d41.8119303!4d-72.8463298!16s%2Fg%2F1twy_l33!19sChIJf76ekCap54kR1J9w67w-k-A","ComForCare Home Care of Farmington Valley, CT",4.4,19,Home health care service,"176 W Main St, Avon, CT 06001, United States","R563+QF Avon, Connecticut, USA",https://www.comforcare.com/connecticut/farmington-valley?utm_source=Core70&utm_medium=organic&utm_campaign=WebsiteURL,+1 860-409-0455,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN-LpJVcVf2GZfd2r7wGqr_SO2jEGIPNobsxyyG=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:03.592Z,,
https://www.google.com/maps/place/Avon+Health+Center/data=!4m7!3m6!1s0x89e7af1a64425ea5:0xfcc1f0c265ff2145!8m2!3d41.7739354!4d-72.8603403!16s%2Fg%2F1v2gfstx!19sChIJpV5CZBqv54kRRSH_ZcLwwfw,Avon Health Center,4.7,114,Rehabilitation center,"652 W Avon Rd, Avon, CT 06001, United States","Q4FQ+HV Avon, Connecticut, USA",http://www.avonhealthcenter.com/,+1 860-673-2521,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOMJgh9LO7hwv_RHG_mG8s0i1hQ7Q65X20e6sDTleWr9R2-xsVmsaNFChEi8trY3ol5hFuamZN9sVjlwjIH-In4imMAWHQhqMtkkmsFIdG90HVEE5NzGkjskG99ZuSU30EPQTf=w408-h362-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:08.418Z,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x89e64df8cc802d13:0x4f748c7a1337b2e!8m2!3d41.6714911!4d-72.6433127!16s%2Fg%2F11xgjy4dyh!19sChIJEy2AzPhN5okRLnszocdI9wQ,Enhabit Hospice,,,Hospice,"2080 Silas Deane Hwy # 204, Rocky Hill, CT 06067, United States","M9C4+HM Rocky Hill, Connecticut, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 860-467-2690,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOnm8yHH9lsnKv_7vb3Rjq_CiTEAgT9Ekgl97qC=w528-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:13.112Z,,
https://www.google.com/maps/place/Hartford+HealthCare+Corporation/data=!4m7!3m6!1s0x89e6537be5877e99:0xc28821a470d69389!8m2!3d41.7663459!4d-72.6748922!16s%2Fg%2F1262dj983!19sChIJmX6H5XtT5okRiZPWcKQhiMI,Hartford HealthCare Corporation,2.1,41,Medical office,"100 Pearl St, Hartford, CT 06103, United States","Q88G+G2 Hartford, Connecticut, USA",https://hartfordhealthcare.org/,+1 860-263-4100,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMMs4urVBphtC8xfPHBgLBD8EB1Qv9svqHvJkT3x9Txtq3bNA7YLKP1HvrfESxrmHUnaCHOmVnzqn0ZyFLbjB71Ii_odTlnTjtZvfSwxEQKEsW7xNf4Po6T4TkCu5i_wGuPZz0Jw=w408-h240-k-no-pi0-ya340-ro-0-fo100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:17.572Z,,
https://www.google.com/maps/place/Community+Health+Services/data=!4m7!3m6!1s0x89e6549f425bc6ad:0x6b4e17fb8f89af88!8m2!3d41.7779961!4d-72.6847809!16s%2Fg%2F1tcvq8y8!19sChIJrcZbQp9U5okRiK-Jj_sXTms,Community Health Services,3.2,130,Medical Center,"500 Albany Ave, Hartford, CT 06120, United States","Q8H8+53 Hartford, Connecticut, USA",http://www.chshartford.org/,+1 860-249-9625,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNxSeAFNXVL0DCLwK23lhC3tO-UaBuYainBJOda=w408-h271-k-no,true,8 am–5:30 pm,8 am–5:30 pm,9:30 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:21.970Z,,
https://www.google.com/maps/place/Hartford+HealthCare+Cancer+Institute+at+Hartford+Hospital/data=!4m7!3m6!1s0x89e653072abd5c13:0xac62569a3296e658!8m2!3d41.7537488!4d-72.6787176!16s%2Fg%2F11bv2gzxzb!19sChIJE1y9KgdT5okRWOaWMppWYqw,Hartford HealthCare Cancer Institute at Hartford Hospital,3.7,3,Cancer treatment center,"79 Retreat Ave, Hartford, CT 06106, United States","Q83C+FG Hartford, Connecticut, USA",https://hartfordhealthcare.org/services/cancer-care?gclid=EAIaIQobChMI9LL-0L6f3wIVxoSzCh24WwgLEAAYASAAEgL9tfD_BwE,+1 860-972-6000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OqM6fx0LJFg8i0aJnCEQsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.35913&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:24.335Z,,
"https://www.google.com/maps/place/Beacon+Hospice+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x89e653826f2dfdcb:0x1ce24acea4d5162d!8m2!3d41.7617325!4d-72.6573144!16s%2Fg%2F1v76_pqm!19sChIJy_0tb4JT5okRLRbVpM5K4hw","Beacon Hospice Care, an Amedisys Company",3.3,15,Hospice,"77 Hartland St Suite 230, East Hartford, CT 06108, United States","Q86V+M3 East Hartford, Connecticut, USA",https://locations.amedisys.com/ct/east-hartford/hospice-4708/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 860-282-0527,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPkoVf7yCA_EtfloOGiO9jGxic4hYWgRY3VN7Kt=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:28.670Z,,
https://www.google.com/maps/place/Connecticut+Hospice-Farmington/data=!4m7!3m6!1s0x89e6532bffffffff:0x28967e2247a5f600!8m2!3d41.743111!4d-72.7038047!16s%2Fg%2F1260012qj!19sChIJ_____ytT5okRAPalRyJ-lig,Connecticut Hospice-Farmington,,,Hospice,"Hartford, CT 06106, United States",,,+1 860-674-1820,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GPXfIHu1WIY6a2_il2CTpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.92819&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:30.867Z,,
https://www.google.com/maps/place/Riverside+Health+and+Rehabilitation+Center/data=!4m7!3m6!1s0x89e65389a24248ed:0xa2fe51c0d4897723!8m2!3d41.766774!4d-72.6460406!16s%2Fg%2F1v8l0mxx!19sChIJ7UhCoolT5okRI3eJ1MBR_qI,Riverside Health and Rehabilitation Center,4.5,364,Nursing home,"745 Main St, East Hartford, CT 06180, United States","Q983+PH East Hartford, Connecticut, USA",https://riverrehab.com/,+1 860-289-2791,"Closes soon ⋅ 8 pm ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPCg2opd0c88H3iu6_U6J_DWoC5yXz65SaDi5l3=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:35.368Z,,
"https://www.google.com/maps/place/Hospice+%26+Palliative+of+Ct/@41.7636969,-72.661387,17z/data=!3m1!4b1!4m6!3m5!1s0x89e653826f2dfdcb:0x73d184c1327ea0cd!8m2!3d41.7636969!4d-72.661387!16s%2Fg%2F1w8wc14v",Hospice & Palliative of Ct,,,Hospice,"111 Founders Brg # 200, East Hartford, CT 06108, United States","Q87Q+FC East Hartford, Connecticut, USA",,+1 860-289-5241,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-09-17T23:45:39.632Z,,
