placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/IV+Lounge+Nola/data=!4m7!3m6!1s0x8620a61187fbffff:0x9e99675b7e1ecc32!8m2!3d29.956647!4d-90.0636036!16s%2Fg%2F11rgdfyfxk!19sChIJ___7hxGmIIYRMswefltnmZ4,IV Lounge Nola,5.0,452,Medical spa,"519 Wilkinson St #107, New Orleans, LA 70130, United States","XW4P+MH New Orleans, Louisiana, USA",https://ivloungenola.com/,+1 504-302-1056,Closed · Opens 10 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjbt2tHNve27Ei8vXWnDEyXgEGVzD8blS1BjOv86CTXKbgcKFT9PIArgz0RQCixL7ixiBLISyXvygRJO8aTD7KsDSs72AhUTeajUfaozRb0l9MOAOO7wVdvTYoxQk1Iut_s-XuIg=w408-h544-k-no,true,Closed,10 am–2 pm,10 am–2 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:10:44.105Z,,,
https://www.google.com/maps/place/NOLA+Doc+-+House+Calls/data=!4m7!3m6!1s0x8620a611ac356619:0x10814161ec62ecf2!8m2!3d29.9612315!4d-90.0631741!16s%2Fg%2F11bv3v48km!19sChIJGWY1rBGmIIYR8uxi7GFBgRA,NOLA Doc - House Calls,4.7,23,Emergency care physician,"1000 Bourbon St, New Orleans, LA 70116, United States","XW6P+FP New Orleans, Louisiana, USA",https://noladoc.com/,+1 504-383-3828,,,https://lh3.googleusercontent.com/p/AF1QipNuMSOUCJEXlRbgcF41TmiBop7_lkGIqT_bMcst=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:10:48.193Z,,,
https://www.google.com/maps/place/Southern+Skin+and+Wellness/data=!4m7!3m6!1s0x8620a700dfa123b5:0x86bb844678370536!8m2!3d29.9471355!4d-90.0698044!16s%2Fg%2F11txh6lkbg!19sChIJtSOh3wCnIIYRNgU3eEaEu4Y,Southern Skin and Wellness,4.9,44,Medical spa,"644 Camp St, New Orleans, LA 70130, United States","WWWJ+V3 New Orleans, Louisiana, USA",http://www.southernskin.com/,+1 504-900-8575,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPc9FV72xYqN_hbazU_ZrgUzw_5X084k0Qco2R7=w408-h291-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–2 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:10:54.349Z,,,
"https://www.google.com/maps/place/Godfrey+R.+Parkerson,+MD/data=!4m7!3m6!1s0x8620a5d6dac8f1a7:0x608764b103cec0b9!8m2!3d29.9617878!4d-90.145912!16s%2Fg%2F11jfbw4yn1!19sChIJp_HI2talIIYRucDOA7Fkh2A","Godfrey R. Parkerson, MD",4.9,45,Vascular surgeon,"1514 Jefferson Hwy, New Orleans, LA 70121, United States","XV63+PJ New Orleans, Louisiana, USA",https://www.ochsner.org/doctors/g-ross-parkerson?utm_source=ExtNet&utm_medium=Yext&y_source=1_MTU2NDgwMjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 504-842-4070,,,https://lh3.googleusercontent.com/p/AF1QipM14qLcrRRfIet5xzSfrFXihNMx9bqb7u1PlWjr=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:10:58.089Z,,,
https://www.google.com/maps/place/Etre+Cosmetic+Dermatology+%26+Laser+Center/data=!4m7!3m6!1s0x8620a677e87d27a1:0x4721b2c8c722dd02!8m2!3d29.9405937!4d-90.0740976!16s%2Fg%2F11c74bqt63!19sChIJoSd96HemIIYRAt0ix8iyIUc,Etre Cosmetic Dermatology & Laser Center,4.9,29,Skin care clinic,"1224 St Charles Ave, New Orleans, LA 70130, United States","WWRG+69 New Orleans, Louisiana, USA",https://etrecosmeticderm.com/,+1 504-227-3873,Closes soon · 5 pm · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPnbABXZrg8gziGtqCuKl1Hwxux6i51-b_lyYGz=w920-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:11:03.472Z,,,
https://www.google.com/maps/place/Regenesis+Medical+Spa/data=!4m7!3m6!1s0x8620a52b8de4d79b:0x6964528bfbd26f48!8m2!3d29.9656629!4d-90.0971355!16s%2Fg%2F11rk4jlx53!19sChIJm9fkjSulIIYRSG_S-4tSZGk,Regenesis Medical Spa,4.3,26,Medical spa,"530 S Norman C. Francis Pkwy Suite 202, New Orleans, LA 70119, United States","XW83+74 New Orleans, Louisiana, USA",http://www.regenesisspa.com/,+1 504-400-6480,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipONZ6UmCi1yhexnoxCQAqUcI2Leutzs9vs7l9rN=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,11 am–4:30 pm,1–4 pm,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:11:09.256Z,,,
https://www.google.com/maps/place/New+Orleans+Center+for+Aesthetics+and+Plastic+Surgery+-+Drs.+Parker+Velargo+%26+Russell+Hendrick/data=!4m7!3m6!1s0x889a056a41a3ab45:0xa44a4ad6b74f7b3b!8m2!3d29.9370168!4d-90.1028275!16s%2Fg%2F1yfjkncy3!19sChIJRaujQWoFmogRO3tPt9ZKSqQ,New Orleans Center for Aesthetics and Plastic Surgery - Drs. Parker Velargo & Russell Hendrick,4.9,124,Plastic surgeon,"2633 Napoleon Ave #920, New Orleans, LA 70115, United States","WVPW+RV New Orleans, Louisiana, USA",http://www.plasticsurgerynola.com/,+1 504-533-8848,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOBxGaQkwLjry1CwUGAga2fIfd_1z3QUX4dmoyV=w408-h333-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:11:14.279Z,,,
https://www.google.com/maps/place/Sophrosyne+Health+%26+Wellness/data=!4m7!3m6!1s0x8620a923887b9ee7:0x77cda63a54242ee3!8m2!3d29.9594779!4d-90.0909586!16s%2Fg%2F11t3j1lt_2!19sChIJ5557iCOpIIYR4y4kVDqmzXc,Sophrosyne Health & Wellness,5.0,36,Alternative medicine practitioner,"2600 Gravier St 7th floor, New Orleans, LA 70119, United States","XW55+QJ New Orleans, Louisiana, USA",http://sophrosyneaesthetics.com/,+1 985-710-0232,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipMbJFxegOuOdjRGjeTy-lU9NiI8RQugOvdDN9p0=w408-h544-k-no,true,2–5:30 pm,11 am–5:30 pm,11:30 am–5 pm,11:30 am–5:30 pm,10:30 am–3 pm,Closed,11:45 am–5:30 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:11:19.476Z,,,
https://www.google.com/maps/place/Rejuven%C3%A9+Med+Spa+%26+Wellness+Center/data=!4m7!3m6!1s0x8620a7b55bacf55d:0x5aa6da756869d8ab!8m2!3d29.9500435!4d-90.0713928!16s%2Fg%2F11lr94cchx!19sChIJXfWsW7WnIIYRq9hpaHXaplo,Rejuvené Med Spa & Wellness Center,4.8,24,Medical spa,"701 Poydras St Suite 106, New Orleans, LA 70139, United States","XW2H+2C New Orleans, Louisiana, USA",https://rejuvenemedspa.com/,+1 504-688-7546,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM_7PZ6LJ9tCmhMqr6dUl1t8-AqA4FzZYUIKUaA=w426-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:11:24.786Z,true,,
https://www.google.com/maps/place/John+L+Ochsner+Heart+%26+Vascular+Institute/data=!4m7!3m6!1s0x8620a54defb8b229:0x3a5e0990f1848af0!8m2!3d29.960822!4d-90.144672!16s%2Fg%2F11cmv1xh29!19sChIJKbK4702lIIYR8IqE8ZAJXjo,John L Ochsner Heart & Vascular Institute,4.8,102,Medical clinic,"1514 Jefferson Hwy, Jefferson, LA 70121, United States","XV64+84 Jefferson, Louisiana, USA",https://www.ochsner.org/services/heart-vascular-services/?utm_source=ExtNet&utm_medium=Yext&y_source=1_MTU1MDcyODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 504-842-4000,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw72DFCXmdz63OVQoejLQqjZL-8O7gW_FjlFEo1A0TMIL7HKMaljmWfyld1cf3fGBk3sSgq4XVn8tqy0HkKU7IJvLCkjQGN8M9FiQBZb_7-pTrYERtiMXz2OA6f35FeacKkPE5P=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-12-16T22:11:29.663Z,,,
