placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Reliable+Pool+Service/data=!4m7!3m6!1s0x54d2c1d451e6dfe9:0xb7cef7a7ade1a6aa!8m2!3d40.5337774!4d-122.282703!16s%2Fg%2F11cm_v939_!19sChIJ6d_mUdTB0lQRqqbhraf3zrc,Reliable Pool Service,4.9,103,Pool cleaning service,,,https://www.reliablepoolserviceredding.com/,+1 530-999-8361,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPiGrG0dSNr_4_-SkvYp0lrX7E7wW21CV6VD5LQ=w408-h408-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:38:36.306Z,,,
https://www.google.com/maps/place/Anderson+Pool+%26+Spa+Services/data=!4m7!3m6!1s0x54d2c6fb53c40005:0xda644adf2ce849df!8m2!3d40.4238566!4d-122.2211696!16s%2Fg%2F1tdwk713!19sChIJBQDEU_vG0lQR30noLN9KZNo,Anderson Pool & Spa Services,5.0,2,Swimming pool contractor,"4673 Balls Ferry Rd, Anderson, CA 96007, United States","CQFH+GG Anderson, California, USA",,+1 530-365-9012,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lN3Jjvx4vQOKNWTJjVM0ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.644703&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:38:40.389Z,,,
"https://www.google.com/maps/place/Perfect+Pool+%26+Spa,+Inc./data=!4m7!3m6!1s0x54d2eba27908b473:0x5769ecebddfde7d0!8m2!3d40.5134606!4d-122.3796613!16s%2Fg%2F11bttp2skc!19sChIJc7QIeaLr0lQR0Of93evsaVc","Perfect Pool & Spa, Inc.",4.0,116,Swimming pool contractor,"6971 Eastside Rd, Redding, CA 96001, United States","GJ7C+94 Redding, California, USA",https://perfectpool-spa.com/,+1 530-515-1285,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipNe5v-UErRjaZ9mVYkc3FtY8ZTg5oipxDDSDIO4=w408-h306-k-no,true,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:38:45.493Z,,,
https://www.google.com/maps/place/Executive+Pool+%26+Spa/data=!4m7!3m6!1s0x54d2ebd2bfe6de9b:0x718abf476f589aa0!8m2!3d40.5138167!4d-122.3775217!16s%2Fg%2F11b6383b9t!19sChIJm97mv9Lr0lQRoJpYb0e_inE,Executive Pool & Spa,4.8,17,Pool cleaning service,"6936 Danyeur Rd, Redding, CA 96001, United States","GJ7C+GX Redding, California, USA",http://www.executivepoolrepair.com/,+1 530-245-0790,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOswO4DgvFLxnWq5-eyOJwEmTpLTI9fnvEIijC6=w427-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:38:50.837Z,,,
https://www.google.com/maps/place/All+Clear+Pool+Services/data=!4m7!3m6!1s0x54d2c1ce4f420d71:0x1f472cb58c6a12f!8m2!3d40.6964775!4d-122.2979106!16s%2Fg%2F1q6n2sqqd!19sChIJcQ1CT87B0lQRL6HGWMty9AE,All Clear Pool Services,5.0,3,Pool cleaning service,,,,+1 530-262-8440,Open ⋅ Closes 10:45 pm,https://lh3.googleusercontent.com/p/AF1QipOWca-3eeMgJgsiFrjQXknmUZyrDVAyip8_1m-p=w408-h544-k-no,true,7 am–10:45 pm,7 am–10:45 pm,7 am–10:45 pm,7 am–10:45 pm,7 am–10:45 pm,7 am–10:45 pm,7 am–10:45 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:38:55.698Z,,,
https://www.google.com/maps/place/Guiton%27s+Pool+and+Stove+Center+Inc./data=!4m7!3m6!1s0x54d2ecb75d5b4d63:0xfe489bf55bf6e245!8m2!3d40.5741544!4d-122.3550114!16s%2Fg%2F1ttdmqsf!19sChIJY01bXbfs0lQRReL2W_WbSP4,Guiton's Pool and Stove Center Inc.,4.4,205,Swimming pool contractor,"2305 Larkspur Ln, Redding, CA 96002, United States","HJFV+MX Redding, California, USA",http://www.guitons.com/,+1 530-221-6656,"Open ⋅ Closes 5:30 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMepyA2VfR4LKLnv5WHlln4uZeqqSzmNT0N0b5f=w408-h255-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:39:00.757Z,,,
https://www.google.com/maps/place/Alpine+Pools/data=!4m7!3m6!1s0x54d2ed1fad5ccf83:0xa6df215acd31088e!8m2!3d40.5752641!4d-122.3574838!16s%2Fg%2F1tdr30th!19sChIJg89crR_t0lQRjggxzVoh36Y,Alpine Pools,4.2,5,Swimming pool repair service,"2205 Hilltop Dr #140, Redding, CA 96002, United States","HJGV+42 Redding, California, USA",,+1 530-222-2440,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNn-BQo8j-MSBiVd9plrnV72LdB6TEn0Fqc0uUf=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:39:05.926Z,,,
https://www.google.com/maps/place/Viking+Pools+of+Redding+Inc/data=!4m7!3m6!1s0x54d2ebd31649d5dd:0xee096ad1f3acdf14!8m2!3d40.5148725!4d-122.3818455!16s%2Fg%2F1tfqfjg2!19sChIJ3dVJFtPr0lQRFN-s89FqCe4,Viking Pools of Redding Inc,4.0,17,Swimming pool contractor,"6890 Westside Rd, Redding, CA 96001, United States","GJ79+W7 Redding, California, USA",https://www.vikingpoolsofredding.com/,+1 530-244-0191,"Open ⋅ Closes 4 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOfuMaON-6G01aTbXE4tHNGZuHu_CH9kFkCpd8b=w408-h272-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:39:11.467Z,,,
https://www.google.com/maps/place/Cost+U+Less+Pool+Services/data=!4m7!3m6!1s0x54d2eb9aef3172db:0xa02c128b101ca4b5!8m2!3d40.7730971!4d-122.492941!16s%2Fg%2F119vp503l!19sChIJ23Ix75rr0lQRtaQcEIsSLKA,Cost U Less Pool Services,4.1,30,Pool cleaning service,,,http://www.costulesspoolservices.com/,+1 530-953-7990,,https://lh3.googleusercontent.com/p/AF1QipPCeHMyoYyKiz6JHLnSAWwyhZ3y2CntYj0cvZwc=w408-h676-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:39:17.049Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Bobcat+Pool+Service/data=!4m7!3m6!1s0x54d29368da53eb95:0xd03a904439b42354!8m2!3d40.5818223!4d-122.3230634!16s%2Fg%2F11fmg72kyl!19sChIJletT2miT0lQRVCO0OUSQOtA,Bobcat Pool Service,5.0,4,Pool cleaning service,"1901 Charade Way, Redding, CA 96003, United States","HMJG+PQ Redding, California, USA",,+1 530-235-6052,Open ⋅ Closes 6:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j8dS0MmFMyDulAptakBkwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.0094585&pitch=0&thumbfov=100,false,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2025-10-27T19:39:22.026Z,,,
