placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Nth+Degree+CPAs/data=!4m7!3m6!1s0x54906abaaede2601:0x2373014b2581f69c!8m2!3d47.613666!4d-122.3356597!16s%2Fg%2F1tdp04yy!19sChIJASberrpqkFQRnPaBJUsBcyM,Nth Degree CPAs,4.8,36,Certified public accountant,"1809 7th Ave #303, Seattle, WA 98101, United States","JM77+FP Seattle, Washington, USA",https://www.nthdegreecpas.com/,+1 206-682-0281,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPRRqNsO5FaJ_X0wDifddxGviXNDeR6-cIQm0h3=w408-h291-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:09.661Z,,
"https://www.google.com/maps/place/HAAS+CPA,+PLLC/data=!4m7!3m6!1s0x549013e980b53153:0xc8f77fc2d62815b2!8m2!3d47.6025047!4d-122.2846725!16s%2Fg%2F11l72ypvjn!19sChIJUzG1gOkTkFQRshUo1sJ_98g","HAAS CPA, PLLC",4.9,52,Certified public accountant,"140 Lakeside Ave # 100, Seattle, WA 98122, United States","JP38+24 Seattle, Washington, USA",https://www.haascpas.com/,+1 206-202-7879,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipP4KnvtxnwNL1Po483F24-5VtzRe5mKtxkvq0nb=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:15.486Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Jacobson+Lawrence+%26+Company/data=!4m7!3m6!1s0x54906c4f2d957899:0x5c1426b669d9bab0!8m2!3d47.6201181!4d-122.3576838!16s%2Fg%2F1tpprntd!19sChIJmXiVLU9skFQRsLrZabYmFFw,Jacobson Lawrence & Company,4.7,115,Accounting firm,"200 1st Ave W # 200, Seattle, WA 98119, United States","JJCR+2W Seattle, Washington, USA",http://jacobsonlawrence.com/,+1 425-502-9465,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOtSbV2xqZSD8EhYulNhqOtepVM5mWexvGBd-Uc=w408-h277-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:20.609Z,,
"https://www.google.com/maps/place/The+Akopyan+Group,+CPAs+P.S./data=!4m7!3m6!1s0x5490154e7d6dc055:0x9013cc484108d609!8m2!3d47.6214109!4d-122.3584054!16s%2Fg%2F1ths919b!19sChIJVcBtfU4VkFQRCdYIQUjME5A","The Akopyan Group, CPAs P.S.",4.7,30,Accounting firm,"B, 315 1st Ave W, Seattle, WA 98119, United States","JJCR+HJ Seattle, Washington, USA",https://ygacpa.com/,+1 206-838-3800,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO3T3SjWppZyFYyOT1eTGg5vKt70YhkJNnzCx4J=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:25.690Z,LGBTQ+ friendly,
https://www.google.com/maps/place/A%2B+Tax+%26+Accounting/data=!4m7!3m6!1s0x54906b2a3634fd11:0xebb906554a28bdb0!8m2!3d47.598616!4d-122.3198193!16s%2Fg%2F11j21q8j6v!19sChIJEf00NiprkFQRsL0oSlUGues,A+ Tax & Accounting,5.0,2,Certified public accountant,"913 S Jackson St Ste E, Seattle, WA 98104, United States","HMXJ+C3 Seattle, Washington, USA",,+1 206-860-9000,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOarVVOiyVhpUhUdznyfzojUKsXaQuoQHGQDe3i=w408-h306-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:30.830Z,Identifies as Asian-owned,
https://www.google.com/maps/place/Ranta+CPA/data=!4m7!3m6!1s0x54901518293d011d:0x135c568cf10563da!8m2!3d47.6211145!4d-122.359801!16s%2Fg%2F11c4jwq5ps!19sChIJHQE9KRgVkFQR2mMF8YxWXBM,Ranta CPA,3.9,14,Certified public accountant,"200 W Thomas St, Seattle, WA 98119, United States","JJCR+C3 Seattle, Washington, USA",https://ranta-cpa.com/,+1 206-420-2246,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNT8MIHsQ_gA2PCvaAy6MhpZw7KGrxSbNkgjRX_=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:35.872Z,,
https://www.google.com/maps/place/Capstone+Accounting+and+Tax/data=!4m7!3m6!1s0x54906b18767ed877:0xd924f1243a9181e1!8m2!3d47.60876!4d-122.3358732!16s%2Fg%2F11kjpb96py!19sChIJd9h-dhhrkFQR4YGROiTxJNk,Capstone Accounting and Tax,5.0,8,Accounting firm,"1325 4th Ave #1430, Seattle, WA 98101, United States","JM57+GM Seattle, Washington, USA",,+1 206-734-3780,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hHcgkaWnsrPSjV6Au7fXQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.19707&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:40.875Z,,
https://www.google.com/maps/place/Raymond+Lyle+CPA+PLLC/data=!4m7!3m6!1s0x54904167b6fc8f79:0x5040bf221cc7352e!8m2!3d47.580872!4d-122.3920868!16s%2Fg%2F11kwys_261!19sChIJeY_8tmdBkFQRLjXHHCK_QFA,Raymond Lyle CPA PLLC,4.9,46,Certified public accountant,"4701 SW Admiral Wy #128, Seattle, WA 98116, United States","HJJ5+85 Seattle, Washington, USA",https://www.raymondlylecpa.com/,+1 206-970-1208,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sl9-jymKCmPVVTyhiFvc4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.15991&pitch=0&thumbfov=100,true,9 am–6 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:46.028Z,,
https://www.google.com/maps/place/Francis+%26+Company/data=!4m7!3m6!1s0x54901538e798199b:0x53429ac07ede294b!8m2!3d47.624945!4d-122.3600232!16s%2Fg%2F1tpc7nz9!19sChIJmxmY5zgVkFQRSynefsCaQlM,Francis & Company,4.8,16,Business to business service,"200 W Mercer St Ste 208, Seattle, WA 98119, United States","JJFQ+XX Seattle, Washington, USA",https://www.francis-company.com/?y_source=1_MTE1NjA2NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 206-282-3720,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMBJ96AoWtkN4gCFvtDvOTsC2pcTrgqaR-hv7j7=w408-h262-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:51.311Z,,
"https://www.google.com/maps/place/Victor+Jones+CPA,+P.C./data=!4m7!3m6!1s0x54906bedbd1bf629:0xb8bc7eda40eebda8!8m2!3d47.6098395!4d-122.3383183!16s%2Fg%2F11tf_ksmps!19sChIJKfYbve1rkFQRqL3uQNp-vLg","Victor Jones CPA, P.C.",5.0,1,Certified public accountant,"1511 3rd Ave suite 503, Seattle, WA 98101, United States","JM56+WM Seattle, Washington, USA",https://www.victorjonescpa.com/,+1 206-743-1375,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZffByQs2u4CLV8F78PvODg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.01743&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-10-19T17:12:56.225Z,,
