placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Midwest+Electric+%26+Generator,+LLC/data=!4m7!3m6!1s0x87f623e24a1bf6ef:0xc7c03c6e60b973d8!8m2!3d44.8668962!4d-93.4080051!16s%2Fg%2F11vry4bm07!19sChIJ7_YbSuIj9ocR2HO5YG48wMc","Midwest Electric & Generator, LLC",4.9,28,Electric generator shop,"7500 Golden Triangle Dr Suite G13, Eden Prairie, MN 55344, United States","VH8R+QQ Eden Prairie, Minnesota, USA",https://midwestgenerators.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=eden_prairie,+1 612-284-8800,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM6mhi6Haby8MM9UC74SQfwwOYnhktzoe3qmlT9=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:12.094Z,,,,
"https://www.google.com/maps/place/Edison+Electric,+Inc./data=!4m7!3m6!1s0x52b3290b2dc8f5a1:0xdeb9e53706c85128!8m2!3d45.0254483!4d-93.2693141!16s%2Fg%2F12hk7p3gk!19sChIJofXILQsps1IRKFHIBjflud4","Edison Electric, Inc.",4.9,978,Electrician,"3134 California St NE #126, Minneapolis, MN 55418, United States","2PGJ+57 Minneapolis, Minnesota, USA",https://www.electrician-minneapolis.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-minneapolis,+1 612-441-2728,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP7Uff7r1QC6fYS7kstuJnUgkzGqxWEciNzqj3G=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:17.820Z,,,,
https://www.google.com/maps/place/Skyline+Electric/data=!4m7!3m6!1s0x52b2d351095fd327:0x164afcadaeb71067!8m2!3d45.0164776!4d-93.1862898!16s%2Fg%2F11ckqs6vjv!19sChIJJ9NfCVHTslIRZxC3rq38ShY,Skyline Electric,4.9,134,Electrician,"2500 Cleveland Ave N # J, Roseville, MN 55113, United States","2R87+HF Roseville, Minnesota, USA",http://www.skylineelectricmn.com/,+1 651-504-3448,Closes soon · 4 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOVhCX2vr96vtMvZn3bzafhvuBMgaHzOU54lCCI=w408-h272-k-no,true,9 am–4 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:22.831Z,,,,
https://www.google.com/maps/place/Twin+Cities+Generator/data=!4m7!3m6!1s0x52b33ffe6b343451:0x4aec2314cd97a091!8m2!3d45.28128!4d-93.5015069!16s%2Fg%2F11c50q77hq!19sChIJUTQ0a_4_s1IRkaCXzRQj7Eo,Twin Cities Generator,4.8,27,Electrician,"17040 Baugh St NW, Ramsey, MN 55303, United States","7FJX+G9 Ramsey, Minnesota, USA",http://www.twincitiesgenerator.com/,+1 763-999-1680,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipP0zOoObNJEdS2AOsjRTDnsp-MPai-JS8Wncrwk=w408-h306-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:27.921Z,,,,
https://www.google.com/maps/place/4Front+Energy/data=!4m7!3m6!1s0x87f621917b6627f1:0x74d3d989d436767a!8m2!3d44.9440685!4d-93.3704221!16s%2Fg%2F11rc6yd0qx!19sChIJ8Sdme5Eh9ocRenY21InZ03Q,4Front Energy,4.9,1251,Heating contractor,"3230 Gorham Ave, St Louis Park, MN 55426, United States","WJVH+JR St Louis Park, Minnesota, USA",https://4frontenergy.com/st-louis-park/?utm_source=gmb&utm_medium=organic,+1 952-373-4828,,https://lh3.googleusercontent.com/p/AF1QipNnjZhEAUcUV2s-AUuqOeHMiCm1bBf4jCixMjU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:33.050Z,,,,
"https://www.google.com/maps/place/Allied+Generators/@45.0542522,-93.1252592,17z/data=!3m1!4b1!4m6!3m5!1s0x87f7d7e7447ee21b:0xe85003b850261cc0!8m2!3d45.0542522!4d-93.1252592!16s%2Fg%2F1tdzx8q7",Allied Generators,4.5,6,Electrician,"577 Shoreview Park Rd, Shoreview, MN 55126, United States","3V3F+PV Shoreview, Minnesota, USA",https://www.alliedgenerators.com/,+1 651-770-3483,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:40.005Z,,,,
https://www.google.com/maps/place/Haro+Electric+Solutions/data=!4m7!3m6!1s0x52b33146f5492ae3:0xb6a9228cf521eb4b!8m2!3d44.9848172!4d-93.3061418!16s%2Fg%2F1hc0_0tmj!19sChIJ4ypJ9UYxs1IRS-sh9YwiqbY,Haro Electric Solutions,3.6,37,Electrician,"2004 Olson Mem Hwy, Minneapolis, MN 55411, United States","XMMV+WG Minneapolis, Minnesota, USA",https://www.haroelectric.com/,+1 612-245-4516,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbGAXj_iWHWLgbGP8NhgMp4OSxJUaWtjFfv6EIuBsNMtvuqF5XURBDbx1KfhzT9cAmwQ3aRILMRAhADc1toFqo_48XW-1J07oU8NFhOrhlGNiOjoB9sCHCXrpTef07ot2n_zrxow=w408-h544-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:44.867Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Randy%27s+Electric/data=!4m7!3m6!1s0x52b339c4e37e4867:0xc558759ca53d4723!8m2!3d45.11043!4d-93.385201!16s%2Fg%2F1hc3p___6!19sChIJZ0h-48Q5s1IRI0c9pZx1WMU,Randy's Electric,4.8,6192,Electrician,"8557 Wyoming Ave N STE 6, Minneapolis, MN 55445, United States","4J67+5W Minneapolis, Minnesota, USA",https://randyselectric.com/,+1 612-470-0914,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPI4gOLWHhhDTqnkTmR9HaUEH2c2qZusUwS1Qh4=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:49.938Z,,,,
https://www.google.com/maps/place/ACDC+Penn+Electric+Motor+Service/data=!4m7!3m6!1s0x52b333b7b66caeb9:0xe09345834ed344bd!8m2!3d45.0068425!4d-93.3128466!16s%2Fg%2F1td6m9b1!19sChIJua5strczs1IRvUTTToNFk-A,ACDC Penn Electric Motor Service,4.3,19,Electric motor repair shop,"2515 W Broadway, Minneapolis, MN 55411, United States","2M4P+PV Minneapolis, Minnesota, USA",http://www.acdcpennelectricmotor.com/,+1 612-408-6091,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN72L_fMDA_ZIEBCn5p1YFZHSAQMdi6Q7I93XiW=w801-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:54.756Z,,,,
https://www.google.com/maps/place/EarlyBird+Electric/data=!4m7!3m6!1s0x87f62bf3a91461ff:0x9794a8ec828ccb52!8m2!3d45.0573387!4d-93.3955814!16s%2Fg%2F11pqhd5xkl!19sChIJ_2EUqfMr9ocRUsuMguyolJc,EarlyBird Electric,4.8,3474,Electrician,"5720 International Pkwy, New Hope, MN 55428, United States","3J43+WQ New Hope, Minnesota, USA",https://earlybirdelectricians.com/?utm_source=gmb&utm_medium=organic,+1 612-217-7756,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPI7CTbeDDOywMgJs-05nn8Avb4iuyWBEf-S4He=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2026-01-10T21:58:59.940Z,,,,
