placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned,attributes
https://www.google.com/maps/place/Mental+Health+Clinic+of+Idaho/data=!4m7!3m6!1s0x54ae57340e8b4763:0xee326799b1c4969f!8m2!3d43.5898426!4d-116.3447816!16s%2Fg%2F11kpy9pw2l!19sChIJY0eLDjRXrlQRn5bEsZlnMu4,Mental Health Clinic of Idaho,4.9,67,Mental health clinic,"3919 E Overland Rd, Meridian, ID 83642, United States","HMQ4+W3 Meridian, Idaho, USA",https://mymhci.com/,+1 208-506-3618,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNVh-8ty1vqYV4zd-iHPpfh7RrXdfzwKTVOBtVg=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:39:59.506Z,,,,,,,,,
https://www.google.com/maps/place/Live+Well+Psychiatry/data=!4m7!3m6!1s0x54ae5145fde1e30f:0xa4d1b03f65107d26!8m2!3d43.5881176!4d-116.3663869!16s%2Fg%2F1tvm2h31!19sChIJD-Ph_UVRrlQRJn0QZT-w0aQ,Live Well Psychiatry,4.8,654,Psychiatrist,"2273 E Gala St Suite 100, Meridian, ID 83642, United States","HJQM+6C Meridian, Idaho, USA",https://www.livewellpsychiatry.com/,+1 208-898-8999,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOmZWuiizgPZrHh-mY6etpV9sCqDoB3usXzEcBx=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:04.860Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,,
https://www.google.com/maps/place/Meridian+Advanced+Psychiatry/data=!4m7!3m6!1s0x54ae51e166afa68d:0x9cd51d6b607f9a9!8m2!3d43.5893392!4d-116.4071946!16s%2Fg%2F11j915wst_!19sChIJjaavZuFRrlQRqfkHttZRzQk,Meridian Advanced Psychiatry,3.8,99,Mental health clinic,"1672 S Woodsage Ave Suite 120, Meridian, ID 83642, United States","HHQV+P4 Meridian, Idaho, USA",http://www.map-clinic.com/,+1 208-248-4683,Closes soon · 6 pm · Opens 7:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOAKTiVPt1WZxlm1OelM_APEkGa4MJzqnpj-n9A=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:09.884Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Hope+Mental+Health/data=!4m7!3m6!1s0x54ae55e9e33eeac7:0x30c4ca3adf561015!8m2!3d43.6275179!4d-116.3549645!16s%2Fg%2F11h89r2dfm!19sChIJx-o-4-lVrlQRFRBW3zrKxDA,Hope Mental Health,4.2,24,Mental health clinic,"2498 N Stokesberry Pl #170, Meridian, ID 83646, United States","JJHW+22 Meridian, Idaho, USA",http://hopementalhealth.com/?utm_source=gmb_auth,+1 208-428-1588,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DkpRC38SVtw4ufx7O6oAuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.743866&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:15.216Z,8 am–5 pm,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Meridian+Advanced+Psychiatry/data=!4m7!3m6!1s0x54ae5549e3a75f99:0x3f52b1a3135e4e83!8m2!3d43.6475068!4d-116.402123!16s%2Fg%2F11svw_dtzx!19sChIJmV-n40lVrlQRg05eE6OxUj8,Meridian Advanced Psychiatry,4.2,65,Psychiatrist,"4783 N Summit Way STE 100, Meridian, ID 83646, United States","JHXX+25 Meridian, Idaho, USA",http://map-clinic.com/,+1 208-248-4680,Closes soon · 6 pm · Opens 7:30 am Tue,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XnRpdNR9GF2WWc6_TvzOxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.73413&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:20.419Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,Closed,,
"https://www.google.com/maps/place/Calm+Clinic/@43.5832581,-116.3504557,17z/data=!3m1!4b1!4m6!3m5!1s0x54aef903d07ded6b:0xfa7c71ca1eca6585!8m2!3d43.5832581!4d-116.3504557!16s%2Fg%2F11sj6xnnr6",Calm Clinic,4.8,155,Mental health clinic,"3451 E Copper Point Dr #105, Meridian, ID 83642, United States","HJMX+8R Meridian, Idaho, USA",http://www.anywhereclinic.com/,+1 208-877-5808,Closed · Opens 8 am Tue,LGBTQ+ friendly,,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:27.348Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Integrity+Mental+Health/data=!4m7!3m6!1s0x54ae53cea0d7ceeb:0xc371cfde71c3cd8a!8m2!3d43.5994033!4d-116.3904552!16s%2Fg%2F11tc1f0b6k!19sChIJ687XoM5TrlQRis3Dcd7PccM,Integrity Mental Health,4.5,2,Mental health clinic,"280 E Corporate Dr # 200, Meridian, ID 83642, United States","HJX5+QR Meridian, Idaho, USA",https://www.mentalhealthidaho.com/,+1 208-283-7314,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bbaKKzstOdSTNeYGm1ViRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.5817&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:32.166Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,,
https://www.google.com/maps/place/Idaho+TMS+%26+Behavioral+Health/data=!4m7!3m6!1s0x54aef9ab1655f71b:0x8e30a2e5e51aaf97!8m2!3d43.5804927!4d-116.3534334!16s%2Fg%2F11h5n74dlg!19sChIJG_dVFqv5rlQRl68a5eWiMI4,Idaho TMS & Behavioral Health,4.8,42,Mental health clinic,"2650 S Eagle Rd STE 100, Meridian, ID 83642, United States","HJJW+5J Meridian, Idaho, USA",https://idahotms.org/,+1 986-200-4290,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPWgh8-9MRYVwrZWp2VN6LQZ90AT13Q5xOtKUPp=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:37.052Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,,
https://www.google.com/maps/place/Cottonwood+Creek+Behavioral+Hospital/data=!4m7!3m6!1s0x54ae51fadc84c3c3:0x904c14ad9312eef3!8m2!3d43.5862605!4d-116.3588523!16s%2Fg%2F11g_xwttz6!19sChIJw8OE3PpRrlQR8-4Sk60UTJA,Cottonwood Creek Behavioral Hospital,2.6,176,Psychiatric hospital,"2131 S Bonito Way, Meridian, ID 83642, United States","HJPR+GF Meridian, Idaho, USA",https://www.cottonwoodcreekboise.com/?utm_campaign=gmb+business+listings&utm_medium=organic&utm_source=google&utm_content=standard+listing,+1 208-202-4700,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMESOYILh0gRWnkO_RW5eUIxMuK0R4cfLQCDhDK=w460-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:41.968Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Azure+Stone+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x54ae51f6eef4cf51:0xd3ef999736a4e22e!8m2!3d43.5863723!4d-116.3538117!16s%2Fg%2F11vz3ynqc7!19sChIJUc_07vZRrlQRLuKkNpeZ79M,Azure Stone Mental Health & Wellness,4.7,14,Mental health service,"2000 S Eagle Rd, Meridian, ID 83642, United States","HJPW+GF Meridian, Idaho, USA",https://azurestonehealth.com/,+1 208-623-8099,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNpPKHkSdzVqkMXmUbyfCsMcIeaW_h-AMoVBa0H=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-12-16T00:40:47.256Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,,
