placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes
https://www.google.com/maps/place/NTX+Mental+Health/data=!4m7!3m6!1s0x54c0e35a3b61182b:0x335662eda8c57e04!8m2!3d44.0820966!4d-123.0663633!16s%2Fg%2F11pyw8rjkv!19sChIJKxhhO1rjwFQRBH7FqO1iVjM,NTX Mental Health,4.3,179,Mental health clinic,"1755 Coburg Rd Building 301, Eugene, OR 97401, United States","3WJM+RF Eugene, Oregon, USA",https://ntxcare.com/,+1 888-468-9669,Closed · Opens 9 am Tue,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDNqgpFju-UFK7qceUBU4EEtRSz9HKVQZtntnFsGFwbPDI7517u1WSqgPLfbo14CmvjChpSOpe7QlexXuHyoFalS04-HR4rb7FdhAgkmZWBuMJ7ZVBDXRrH8YsZ7CmBpklpcN9u7oxZHEr=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:27.412Z,
https://www.google.com/maps/place/Depression+Treatment+Clinic+Eugene+-+BestMind+Behavioral+Health/data=!4m7!3m6!1s0x54c11d994c07b95b:0x12e708caf85f842d!8m2!3d44.0697922!4d-123.1099798!16s%2Fg%2F11xdgkc_p3!19sChIJW7kHTJkdwVQRLYRf-MoI5xI,Depression Treatment Clinic Eugene - BestMind Behavioral Health,4.7,64,Mental health clinic,"1400 Executive Pkwy Ste 250, Eugene, OR 97401, United States","3V9R+W2 Eugene, Oregon, USA",https://bestmindbh.com/locations/eugene-oregon/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 971-300-0654,Closed · Opens 8 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oKTdu4v0CruHw4PZMFsEmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.33487&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:31.829Z,
https://www.google.com/maps/place/Head+Well-+Integrative+Psychiatry+%26+Wellness/data=!4m7!3m6!1s0x85035b13cc43e9b9:0x944f6dffebd8f473!8m2!3d44.0495586!4d-123.085993!16s%2Fg%2F11v14421w6!19sChIJuelDzBNbA4URc_TY6_9tT5Q,Head Well- Integrative Psychiatry & Wellness,4.7,42,Mental health service,"440 E Broadway #300, Eugene, OR 97401, United States","2WX7+RJ Eugene, Oregon, USA",https://www.headwell.org/,+1 541-762-0500,"Closed · Opens 8 am Tue

Updated by this business 7 weeks ago",LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOT4Wyc_YcEikCfFaLjLxQSoNd85TpCdwH-6lQl=w408-h306-k-no,true,8 am–5 pm,8 am–7:15 pm,8 am–5 pm,8 am–7:15 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:36.443Z,
https://www.google.com/maps/place/Oregon+Psychiatric+Partners/data=!4m7!3m6!1s0x54c11faa059d5d85:0x5fe50fa94aefc8e8!8m2!3d44.0215141!4d-123.0907963!16s%2Fg%2F1x6q1h64!19sChIJhV2dBaofwVQR6MjvSqkP5V8,Oregon Psychiatric Partners,3.3,73,Psychiatrist,"3203 Willamette St, Eugene, OR 97405, United States","2WC5+JM Eugene, Oregon, USA",http://www.oppclinic.com/,+1 541-726-9912,"Closed · Opens 9 am Tue

Updated by others 1 week ago",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0nGZkrwy9Z83i_kQbpOwkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.22673&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:40.980Z,
"https://www.google.com/maps/place/Victor+Richenstein,+Psychiatrist/data=!4m7!3m6!1s0x54c11e050e4d04a7:0xc228c55fdb391b1a!8m2!3d44.0601361!4d-123.0859361!16s%2Fg%2F1tjs4nv9!19sChIJpwRNDgUewVQRGhs521_FKMI","Victor Richenstein, Psychiatrist",4.9,10,Psychiatrist,"66 Club Rd # 120, Eugene, OR 97401, United States","3W67+3J Eugene, Oregon, USA",https://lifestance.com/provider/psychiatrist/or/eugene/victor-richenstein/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 541-972-6302,Closed · Opens 8 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipM4SsC8bIFNKVoVIZFWYYR-OPwO6O3WBj1X9d92=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:45.400Z,
https://www.google.com/maps/place/Lonerock+Clinic/data=!4m7!3m6!1s0x80917e8e05e15a59:0x469df5e0b1e85c23!8m2!3d44.0484879!4d-123.0870967!16s%2Fg%2F11ryqvg0kk!19sChIJWVrhBY5-kYARI1zoseD1nUY,Lonerock Clinic,4.8,51,Mental health service,"360 E 10th Ave Suite 308, Eugene, OR 97401, United States","2WX7+95 Eugene, Oregon, USA",http://www.lonerockclinic.com/,+1 833-646-3633,Closed · Opens 7:30 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOQw474n9NFZWbE_P0QtmK_kR14NswZEll_vObm=w408-h272-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:49.860Z,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Eugene/data=!4m7!3m6!1s0x54c11f28bf2aea19:0x550299827443e441!8m2!3d44.0601133!4d-123.0858897!16s%2Fg%2F11vc9fjjfd!19sChIJGeoqvygfwVQRQeRDdIKZAlU,LifeStance Therapists & Psychiatrists Eugene,4.6,25,Mental health clinic,"66 Club Rd #300, Eugene, OR 97401, United States","3W67+2J Eugene, Oregon, USA",https://lifestance.com/location/eugene-or-66-club-rd/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 541-972-6302,Closed · Opens 8 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipMO1eZ3T4bRaXjYRCroKqOKhu_l3Nh6zOkrxqMT=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:54.285Z,
https://www.google.com/maps/place/St.+Rita+Psychiatry/data=!4m7!3m6!1s0x54c11d4cc3321e31:0xf0cd9b080a37f199!8m2!3d44.0871235!4d-123.106614!16s%2Fg%2F11wj0bxg2c!19sChIJMR4yw0wdwVQRmfE3CgibzfA,St. Rita Psychiatry,5.0,15,Mental health clinic,"4780 Village Plaza Loop Suite 100, Eugene, OR 97401, United States","3VPV+R9 Eugene, Oregon, USA",https://www.stritapsychiatry.com/,+1 541-306-3173,Closed · Opens 8 am Tue,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipOGubpC0VJMV4SPwtOBJU40B0tg5td1oNl1eA7i=w408-h416-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:54:58.780Z,
https://www.google.com/maps/place/Insight+Northwest+Counseling/data=!4m7!3m6!1s0x54c11fb39df8d0f3:0xe549ddb2aaf02c22!8m2!3d44.0494295!4d-123.0905556!16s%2Fg%2F11h4pmy7mk!19sChIJ89D4nbMfwVQRIizwqrLdSeU,Insight Northwest Counseling,4.5,62,Mental health service,"132 E Broadway #735, Eugene, OR 97401, United States","2WX5+QQ Eugene, Oregon, USA",http://insightnorthwest.com/,+1 541-357-9433,Closes soon · 7 pm · Opens 9 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipP_fMV6z5-ZwtVItQNaKgy6rnhSvNmo47SSeteX=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:55:03.314Z,
https://www.google.com/maps/place/Benson+Health+Clinic/data=!4m7!3m6!1s0x54c11e04e2172e1f:0x447a1b3a5f4bfd72!8m2!3d44.0602802!4d-123.0861491!16s%2Fg%2F1tcwqw6g!19sChIJHy4X4gQewVQRcv1LXzobekQ,Benson Health Clinic,3.2,37,Mental health clinic,"66 Club Rd STE 140, Eugene, OR 97401, United States","3W67+4G Eugene, Oregon, USA",http://bensonhealthclinic.com/,+1 541-345-1722,Closed · Opens 8 am Tue,,,https://lh3.googleusercontent.com/p/AF1QipOa8lOpvyj1PiZlfizu-Vwmkj5T_epTwnimxEm2=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Eugene+OR/@44.052121,-123.0896705,14z",2025-12-16T02:55:07.706Z,
