placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/PMC+Parking/data=!4m7!3m6!1s0x886973569957bf53:0xb60dc5eef1f1c3bf!8m2!3d38.2562667!4d-85.7278868!16s%2Fg%2F11v66z8psh!19sChIJU79XmVZzaYgRv8Px8e7FDbY,PMC Parking,3.5,16,Parking lot,"1301 Story Ave, Louisville, KY 40206, United States","774C+GR Louisville, Kentucky, USA",https://parkingmgt.com/downtown-louisville-parking-1301-story-ave-louisville-ky/,+1 930-200-6818,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GDxrRZ9VCy5g_5Tjn5twgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.027115&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:15.214Z,,,,
https://www.google.com/maps/place/Louisville+Parking+Authority/data=!4m7!3m6!1s0x886972b01d205375:0xd816d4165a011bf5!8m2!3d38.2538792!4d-85.7523145!16s%2Fg%2F1th4b3z9!19sChIJdVMgHbByaYgR9RsBWhbUFtg,Louisville Parking Authority,1.7,17,City government office,"222 S 1st St, Louisville, KY 40202, United States","763X+H3 Louisville, Kentucky, USA",https://louisvilleky.gov/government/parking-authority-parc,+1 502-587-7275,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3kYN4xOIIA53h61ZNQFmlFXOvaewFAEOPITlnXzxxVNzP-lt9g1C4M8iuZBznnOT_gW-bieOf0hQGOaUaJ2nyYSTZvAwYoUIq3Tr9RjRN4PlM8WxP9eyC_UTRKCtulQiwD4Iz=w408-h612-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:21.757Z,,,,
https://www.google.com/maps/place/Ready+Valet+LLC/data=!4m7!3m6!1s0x8869a0309d269ddf:0xbcee4e0fddaffab2!8m2!3d38.2557572!4d-85.746235!16s%2Fg%2F1tkp0jgg!19sChIJ350mnTCgaYgRsvqv3Q9O7rw,Ready Valet LLC,4.2,23,Valet parking service,"333 E Main St UNIT 400, Louisville, KY 40202, United States","7743+8G Louisville, Kentucky, USA",http://www.readyvalet.com/,+1 502-966-7320,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qbXnsa-oCNfe4M649Jmdrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.0090158&pitch=0&thumbfov=100,true,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,9 am–11 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:27.066Z,,,,
https://www.google.com/maps/place/Parking+Authority-River+City/data=!4m7!3m6!1s0x886972aff4e3dddf:0xf135616733a5beb2!8m2!3d38.2509697!4d-85.7547093!16s%2Fg%2F1thct21w!19sChIJ393j9K9yaYgRsr6lM2dhNfE,Parking Authority-River City,1.0,4,City government office,"211 Muhammad Ali Blvd, Louisville, KY 40202, United States","762W+94 Louisville, Kentucky, USA",https://louisvilleky.gov/government/parking-authority-parc,+1 502-574-3817,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7_ozpPsSbw3Ec9boOEr32zBn_z3xSlWWNaAwW7_4xfX8KiPnYy1uyfgsRoh8FGSzC6kYww4IsKZLEOBZrsi_Z_L0ZYKeqTGAHfTvo9lSVuuvpjSV08ofBebG8Rpzg-xGhJaIcMU6gLDSX=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:29.975Z,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x886972a15bfc632f:0x2196c8bb2f208162!8m2!3d38.2570321!4d-85.7618757!16s%2Fg%2F11f_dg121y!19sChIJL2P8W6FyaYgRYoEgL7vIliE,Parking,5.0,1,Parking lot,"702 W Main St, Louisville, KY 40202, United States","764Q+R6 Louisville, Kentucky, USA",https://louisvilleky.gov/government/parking-authority-parc/parking-tips,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxu1cHcJ2WBHh3KUICG1DU_c10s9sgCZBHngzzukNmKlU_59uT9sunCvNcnGsChZ7hrmAsaSWpiqrOF-Pd8wIwaqmJlIYaDRiHZAS1PsB-DqWAzeyCOQt_k-n-ZFKrvRFtIoMWygQ=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:34.180Z,,,,
https://www.google.com/maps/place/PMC+Parking/data=!4m7!3m6!1s0x88697326ab8b2273:0x3019ca3103c31037!8m2!3d38.2562395!4d-85.7550941!16s%2Fg%2F11v48s4nrw!19sChIJcyKLqyZzaYgRNxDDAzHKGTA,PMC Parking,1.0,3,Parking lot,"300 W Main St, Louisville, KY 40202, United States","764V+FX Louisville, Kentucky, USA",https://parkingmgt.com/downtown-louisville-parking-300-w-main-st-louisville-ky/,+1 930-200-6818,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O05G7H5RVlrfkTbmsLAXnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.85428&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:40.089Z,,,,
https://www.google.com/maps/place/Louisville+Parking+Garage/data=!4m7!3m6!1s0x886972a3502f675b:0x4c1079612fa47be5!8m2!3d38.2558122!4d-85.7565301!16s%2Fg%2F11d_tdhzth!19sChIJW2cvUKNyaYgR5XukL2F5EEw,Louisville Parking Garage,4.2,5,Parking garage,"400 W Main St, Louisville, KY 40201 W Main St, Louisville, KY 40201, United States","764V+89 Louisville, Kentucky, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aX3NKTylnIy53qI7qZlPvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.028694&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:43.086Z,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88697346f03a6df1:0xa8d305987ad1d3e1!8m2!3d38.275519!4d-85.7412587!16s%2Fg%2F11xg3_hsng!19sChIJ8W068EZzaYgR4dPRepgF06g,parkingmgt.com,,,Parking lot,"601 Wall St, Jeffersonville, IN 47130, United States","77G5+6F Jeffersonville, Indiana, USA",https://parkingmgt.com/convenient-parking-at-601-wall-st-easy-access-to-downtown-jeffersonville/,+1 855-244-8947,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hqrNuhFxITfgcLduMEuMdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.684944&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:48.306Z,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x886973b17b8e025d:0xaabfdd0ee440ffe4!8m2!3d38.2535788!4d-85.7394634!16s%2Fg%2F11vx7krw95!19sChIJXQKOe7FzaYgR5P9A5A7dv6o,parkingmgt.com,1.0,1,Parking lot,"713 E Market St, Louisville, KY 40202, United States","7736+C6 Louisville, Kentucky, USA",https://parkingmgt.com/louisville-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vqVFiXxc0c9np7SoWXVO6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.38123&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:53.884Z,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88697381e1073eef:0x9a48ca88b353a84e!8m2!3d38.254057!4d-85.735109!16s%2Fg%2F11y49rctft!19sChIJ7z4H4YFzaYgRTqhTs4jKSJo,parkingmgt.com,1.0,1,Parking lot,"912 E Main St, Louisville, KY 40206, United States","7737+JX Louisville, Kentucky, USA",https://parkingmgt.com/912-e-main-st-louisville/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zCmYer5sfJsOoYddPCJYVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.59534&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2025-10-28T18:56:59.193Z,,,,
