placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Belhaven+Residential/data=!4m7!3m6!1s0x86283259b0119efb:0x7badbf1605e0bd04!8m2!3d32.3079593!4d-90.175736!16s%2Fg%2F1tfwdw3n!19sChIJ-54RsFkyKIYRBL3gBRa_rXs,Belhaven Residential,3.8,162,Property management company,"814 N Jefferson St, Jackson, MS 39202, United States","8R5F+5P Jackson, Mississippi, USA",http://www.belhavenresidential.com/,+1 601-948-3460,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNRdJmwFuJBSXNmBtGEaeztrEpWGT7eKQC8vW-2=w408-h304-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:32:58.521Z,,,
https://www.google.com/maps/place/Coleman+Property+Management/data=!4m7!3m6!1s0x86283259b933ffeb:0x162ac6101f4b3d6f!8m2!3d32.3068446!4d-90.1760233!16s%2Fg%2F1tdvq2z4!19sChIJ6_8zuVkyKIYRbz1LHxDGKhY,Coleman Property Management,3.6,7,Property management company,"712 N Jefferson St #238, Jackson, MS 39202, United States","8R4F+PH Jackson, Mississippi, USA",,+1 601-850-2406,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zrZpd0AE-DyMed3k5oJ9Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.8950741&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:05.057Z,,,
https://www.google.com/maps/place/Balfour+Concord+Property+Management/data=!4m7!3m6!1s0x862832ef0aa79efd:0xd004b53e9d2f52b1!8m2!3d32.3136528!4d-90.178501!16s%2Fg%2F1tjjpr2k!19sChIJ_Z6nCu8yKIYRsVIvnT61BNA,Balfour Concord Property Management,5.0,1,Property management company,"1151 N State St #315, Jackson, MS 39202, United States","8R7C+FH Jackson, Mississippi, USA",,+1 601-353-4171,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gIYjFMRMiGbclSz1jRwaYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.83743&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:08.141Z,,,
"https://www.google.com/maps/place/Homeland+Neighborhood+Management,+LLC/data=!4m7!3m6!1s0x86282ceb34393beb:0x59210b3923829ebb!8m2!3d32.3295362!4d-90.0936251!16s%2Fg%2F11c1vjwp_z!19sChIJ6zs5NOssKIYRu56CIzkLIVk","Homeland Neighborhood Management, LLC",4.6,255,Property management company,"511 Keywood Cir, Flowood, MS 39232, United States","8WH4+RG Flowood, Mississippi, USA",http://www.homelandmgt.com/,+1 601-326-7325,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOs9hOYqtGuUFcP16UmgR9GhmS9hDAfL5uWPtvL=w408-h296-k-no,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:14.076Z,,,
https://www.google.com/maps/place/Southland+Management+Corporation/data=!4m7!3m6!1s0x862833ad2bce47f7:0x74659c2376ec0ed0!8m2!3d32.3017055!4d-90.1872459!16s%2Fg%2F1tfzmq2r!19sChIJ90fOK60zKIYR0A7sdiOcZXQ,Southland Management Corporation,2.0,2,Property management company,"138 E Amite St, Jackson, MS 39201, United States","8R27+M4 Jackson, Mississippi, USA",http://www.southlandmanagement.com/,+1 601-948-6401,Open ⋅ Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cLLs3OJZjdv5Dy1E47WtVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.332436&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:19.161Z,,,
https://www.google.com/maps/place/Lucroy+Residential/data=!4m7!3m6!1s0xaa7266dc473fd827:0x3af33fbdb83a8109!8m2!3d32.3300255!4d-90.1085086!16s%2Fg%2F11v6fxhp6f!19sChIJJ9g_R9xmcqoRCYE6uL0_8zo,Lucroy Residential,5.0,42,Property management company,"1065 River Oaks Dr B, Flowood, MS 39232, United States","8VJR+2H Flowood, Mississippi, USA",https://lucroyresidential.com/areas-we-serve/flowood-mississippi/,+1 601-620-2300,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNVgcfQk92I2pRdMDz7bwEooZW92b2Xc6BzqZ5M=w408-h408-k-no,true,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:24.463Z,,,
https://www.google.com/maps/place/HERTZ+JACKSON+ONE/data=!4m7!3m6!1s0x8628325292400001:0x36a36dc02914c101!8m2!3d32.3004291!4d-90.1852806!16s%2Fg%2F11m4hnv0ct!19sChIJAQBAklIyKIYRAcEUKcBtozY,HERTZ JACKSON ONE,,,Property management company,"210 E Capitol St Suite 250, Jackson, MS 39201, United States","8R27+5V Jackson, Mississippi, USA",http://hertzjacksonone.com/,+1 601-949-7711,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YcgF_1qzwU7u10ehIra_7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.7357134&pitch=0&thumbfov=100,false,7 am–6 pm,7 am–6 pm,8 am–1 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:29.300Z,,,
https://www.google.com/maps/place/Jones+Lang+La+Salle/data=!4m7!3m6!1s0x86283252999eb3df:0xb511ac1a7690e583!8m2!3d32.299693!4d-90.1855023!16s%2Fg%2F1tmgct01!19sChIJ37OemVIyKIYRg-WQdhqsEbU,Jones Lang La Salle,5.0,1,Property management company,"209 E Capitol St, Jackson, MS 39201, United States","7RX7+VQ Jackson, Mississippi, USA",,+1 601-948-2829,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R7I1ZzFMbUHe4mdMzBDHlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.39343&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:32.140Z,,,
https://www.google.com/maps/place/Evernest+Property+Management+Jackson/data=!4m7!3m6!1s0x8629d307aff5dead:0x42c75611dd7cec7b!8m2!3d32.407227!4d-90.1224644!16s%2Fg%2F11mqm450zl!19sChIJrd71rwfTKYYRe-x83RFWx0I,Evernest Property Management Jackson,4.6,783,Property management company,"403 Towne Center Blvd Suite D-4, Ridgeland, MS 39157, United States","CV4H+V2 Ridgeland, Mississippi, USA",https://www.jacksonpropertymanagement.co/,+1 601-586-6418,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipPloDZDtVuUHteniNK6BbY-08qexSDgMqhhOFf9=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:37.123Z,,,
https://www.google.com/maps/place/Art+Minton+Realty+LLC/data=!4m7!3m6!1s0x862832c2700f8339:0x5ef6f5b055ce02c5!8m2!3d32.3355214!4d-90.1841295!16s%2Fg%2F1td58zsr!19sChIJOYMPcMIyKIYRxQLOVbD19l4,Art Minton Realty LLC,3.0,38,Property management company,"3002 N Mill St Suite J, Jackson, MS 39216, United States","8RP8+68 Jackson, Mississippi, USA",http://www.rentjackson.com/,+1 601-966-6699,Open ⋅ Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPpgLMA2otCx4N77JNxSa4Z1cts4CA8TmCFYxnh=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:42.252Z,,,
https://www.google.com/maps/place/REUNION/data=!4m7!3m6!1s0x8629cfa164202577:0xdadbc93557dc6579!8m2!3d32.5123684!4d-90.1834086!16s%2Fg%2F1tg4lrm9!19sChIJdyUgZKHPKYYReWXcVzXJ29o,REUNION,3.7,7,Property management company,"105 Reunion Blvd, Madison, MS 39110, United States","GR68+WJ Madison, Mississippi, USA",http://welcomehomereunion.com/,+1 601-605-9797,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrcb019XO7igV9sg_Kp_f5ouNurv1fd3lyFrBUYEitjG99mkFWmn6ytQ6Xn7ooXs_gTekhoVgbxrbcjpo_2tPPTQFsHSsypG4tc7duL3Zujw4QIXg-akhBDKmoP8oFeNGIdEKsK=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:45.329Z,,,
https://www.google.com/maps/place/GOLDEN+7TH+HEAVEN/data=!4m7!3m6!1s0x862835702e1186d3:0xfc804d57c52eeffe!8m2!3d32.3044293!4d-90.2297088!16s%2Fg%2F11srl796g1!19sChIJ04YRLnA1KIYR_u8uxVdNgPw,GOLDEN 7TH HEAVEN,1.0,1,Property management company,"1028 Pecan Park Cir STE B, Jackson, MS 39209, United States","8Q3C+Q4 Jackson, Mississippi, USA",http://www.golden7thheaven.com/,,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f2sIb2FXx3cg3j7Ptx7N4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.65047&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,6 am–9 pm,12:30–4:30 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-09-25T19:33:50.241Z,,,
