placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info
https://www.google.com/maps/place/Paxton+Electric/data=!4m7!3m6!1s0x87f758e82560f30b:0x747420d3084d55bc!8m2!3d44.0441659!4d-92.5372211!16s%2Fg%2F11hbjdzgsh!19sChIJC_NgJehY94cRvFVNCNMgdHQ,Paxton Electric,4.9,347,Electrician,"4869 19th St NW #102, Rochester, MN 55901, United States","2FV7+M4 Rochester, Minnesota, USA",http://www.paxtonelectric.net/,+1 507-710-1587,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPWmrDq0IqWlZvjKqGJhArNR8eM-n-GEx3iRIZu=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:04.294Z,,
https://www.google.com/maps/place/Electrical+Solutions+%26+Service/data=!4m7!3m6!1s0x87f9e282a5ab446b:0xc279e531092772f1!8m2!3d44.0307304!4d-92.4606731!16s%2Fg%2F1tjtjvdr!19sChIJa0SrpYLi-YcR8XInCTHlecI,Electrical Solutions & Service,4.5,57,Electrical installation service,"109 7th St NE, Rochester, MN 55906, United States","2GJQ+7P Rochester, Minnesota, USA",https://www.letsgetwiredmn.com/,+1 507-315-9473,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOqjws_LMPC1kRlyUZ1U0f-YN_EtCzOPIDirMOk=w426-h240-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:08.990Z,,
"https://www.google.com/maps/place/K+%26+S+Heating,+Air+Conditioning,+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x87f75e6578c0f987:0x625bd213c6c952ee!8m2!3d44.0395901!4d-92.5266097!16s%2Fg%2F1wbf_zkl!19sChIJh_nAeGVe94cR7lLJxhPSW2I","K & S Heating, Air Conditioning, Plumbing & Electrical",4.8,4021,HVAC contractor,"4205 US-14, Rochester, MN 55901, United States","2FQF+R9 Rochester, Minnesota, USA",https://www.ksheating.com/?utm_source=gmb&utm_medium=organic,+1 507-200-4166,"Open 24 hours

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNQWNaF6mIiy2Vw9esO77SO7obtiweFqR1WGTQp=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:13.453Z,,
"https://www.google.com/maps/place/Reds+Electric,+LLC/data=!4m7!3m6!1s0x87f9e409f51e4abf:0x4a5667ecc5f95a88!8m2!3d43.996339!4d-92.481139!16s%2Fg%2F11hy9n_l71!19sChIJv0oe9Qnk-YcRiFr5xexnVko","Reds Electric, LLC",4.7,22,Electrician,,,,+1 507-601-8950,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLh1pk4BqBaerqfm2D2o8u0zu9uBUOfUXY7qxeNknQeJd7uj3ti_Bp48ATL0eIyYzNshuLXnIgqSJMn6AB3dXsGdrlPwouVdIV68YNKRul_DhFKzRkYCtSJbfcgqYv6odVnuGgQw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:18.005Z,,
https://www.google.com/maps/place/EarlyBird+Electric/data=!4m7!3m6!1s0x87f75f13e9fd1913:0x55555f66feeebdbd!8m2!3d44.0429144!4d-92.5292745!16s%2Fg%2F11vzcldddx!19sChIJExn96RNf94cRvb3u_mZfVVU,EarlyBird Electric,4.8,132,Electrician,"4410 19th St NW, Rochester, MN 55901, United States","2FVC+57 Rochester, Minnesota, USA",https://earlybirdelectricians.com/rochester/,+1 507-205-9151,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP2TA4Yj7uzoGNKZKYIM4FKynS0IFGLE1j7DeFi=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:22.395Z,,
https://www.google.com/maps/place/Med+City+Electric+LLC/data=!4m7!3m6!1s0x87f759eed01138ed:0x307ed39df96f24ed!8m2!3d44.0205383!4d-92.5314486!16s%2Fg%2F11h4ffh7c6!19sChIJ7TgR0O5Z94cR7SRv-Z3TfjA,Med City Electric LLC,5.0,24,Electrician,"70 45th Ave SW, Rochester, MN 55902, United States","2FC9+6C Rochester, Minnesota, USA",https://medcityelectric.com/,+1 507-288-2242,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOdKD6t-nYDqkvsNnKFkuAWkW10ASUhtgkzR0Pg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:26.765Z,,
https://www.google.com/maps/place/Northern+Tool+%2B+Equipment/data=!4m7!3m6!1s0x87f75e54701d54b1:0xa67cce197063e709!8m2!3d44.035091!4d-92.5031803!16s%2Fg%2F1hbpws4ht!19sChIJsVQdcFRe94cRCedjcBnOfKY,Northern Tool + Equipment,4.6,341,Tool store,"2717 US-14, Rochester, MN 55901, United States","2FPW+2P Rochester, Minnesota, USA",https://www.northerntool.com/store/rochestermn-store-rochester-mn,+1 507-282-5559,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOrs5VilSbjJ98j2x8YGUmGVbPYHJ6pBrL_OJ11=w408-h272-k-no,true,8 am–6 pm,9 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:31.269Z,Chain carrying a vast selection of tools & equipment for do-it-yourself & construction projects. · In-store shopping · In-store pick-up · Delivery,
"https://www.google.com/maps/place/Monroe+Generator/@43.2855559,-77.684327,10z/data=!3m1!4b1!4m6!3m5!1s0x2546b8912d47c9e3:0x1b1d40f92dd92e6f!8m2!3d43.2855559!4d-77.684327!16s%2Fg%2F11tf_szqqc",Monroe Generator,,,Electric generator shop,,,,+1 585-354-0196,,,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:35.790Z,,
https://www.google.com/maps/place/Electrical+Master+System+Corp/data=!4m7!3m6!1s0x87f7591a85b6e4e3:0xebbeae722eb980eb!8m2!3d25.6464545!4d-80.762747!16s%2Fg%2F11fpst9yd8!19sChIJ4-S2hRpZ94cR64C5LnKuvus,Electrical Master System Corp,5.0,11,Electrical installation service,,,,+1 305-951-9372,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPoYQOAv3GPxxVdiXZX3IbD-SbaPCpDXoGUmsJn=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:40.589Z,,
"https://www.google.com/maps/place/Accord+Electric,+Inc./data=!4m7!3m6!1s0x87f9e1ffdb6a70a9:0xaddc15343fa0ee54!8m2!3d43.995084!4d-92.4599016!16s%2Fg%2F1tg_xnfh!19sChIJqXBq2__h-YcRVO6gPzQV3K0","Accord Electric, Inc.",5.0,24,Electrician,"1830 2nd Ave SE, Rochester, MN 55904, United States","XGWR+22 Rochester, Minnesota, USA",https://accordelectric.net/,+1 507-282-6666,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOWMAJmUDv1ABHbPiOi-XBIpZobhCGBGjhktGCq=w408-h306-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-01-10T22:28:44.905Z,,
