placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/Pickett+Chaney+%26+McMullen,+LLP/data=!4m7!3m6!1s0x87c0eb7b6532a21f:0x4e28ac2d739ff3a8!8m2!3d38.9705331!4d-94.6951589!16s%2Fg%2F1tg6l1w0!19sChIJH6IyZXvrwIcRqPOfcy2sKE4","Pickett Chaney & McMullen, LLP",3.0,3,Certified public accountant,"9401 W 87th St # 200, Overland Park, KS 66212, United States","X8C3+6W Overland Park, Kansas, USA",http://pickettchaneymcmullen.com/,+1 913-438-5077,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qsBH_JpUgzy1ZtYymnli8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.16351&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:06.312Z,,,
https://www.google.com/maps/place/Cornerstone+CPA+LLC/data=!4m7!3m6!1s0x87c0ebc2043fec55:0x36d478ca8bb73223!8m2!3d38.9570385!4d-94.6611413!16s%2Fg%2F1tx_6ww8!19sChIJVew_BMLrwIcRIzK3i8p41DY,Cornerstone CPA LLC,4.5,2,Accountant,"6540 W 95th St Suite 103, Overland Park, KS 66212, United States","X84Q+RG Overland Park, Kansas, USA",http://www.cscpakc.com/,+1 913-381-8350,"Closed ⋅ Opens 7 am Mon

Updated by phone call 1 week ago",https://lh3.googleusercontent.com/p/AF1QipOE4cSn2lwechNUzNwo5eRVqtBFzLd6M5kEVRg-=w425-h240-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:12.627Z,,,
https://www.google.com/maps/place/PaulHood/data=!4m7!3m6!1s0x87c0eb0efd2ffc09:0xaa3134da3b64ced4!8m2!3d38.958358!4d-94.651653!16s%2Fg%2F1v_snrpb!19sChIJCfwv_Q7rwIcR1M5kO9o0Mao,PaulHood,4.1,14,Accounting firm,"9404 Reeds Rd, Overland Park, KS 66207, United States","X85X+88 Overland Park, Kansas, USA",https://paulhood.com/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile-overland-park,+1 913-378-1100,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=denBAxwY1JRx4DOU9VFOew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.50775&pitch=0&thumbfov=100,true,Closed,"8 am–12 pm, 1–5 pm","8–11 am, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:17.727Z,,,
https://www.google.com/maps/place/Block+Advisors/data=!4m7!3m6!1s0x87c0ebdfc075e2b5:0x5f64e01cdb051bca!8m2!3d38.9562807!4d-94.6459027!16s%2Fg%2F1tcty1_1!19sChIJteJ1wN_rwIcRyhsF2xzgZF8,Block Advisors,4.8,74,Tax preparation service,"5245 W 95th St, Overland Park, KS 66207, United States","X943+GJ Overland Park, Kansas, USA",https://www.blockadvisors.com/tax-office-near-me/kansas/overland-park/16577?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 913-383-1022,"Closed ⋅ Opens 1 pm Wed

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOjT5d6k0HARD6MAH7emjq0ceeiYvIpVJPpleGN=w408-h272-k-no,true,Closed,Closed,Closed,1–7 pm,2–5 pm,Closed,9 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:22.747Z,,,
https://www.google.com/maps/place/Adams+Accounting+Solutions/data=!4m7!3m6!1s0x87c0ebf0c8f524f9:0xdf22d06b184c5ec5!8m2!3d38.9708189!4d-94.7115669!16s%2Fg%2F11n78kg8l7!19sChIJ-ST1yPDrwIcRxV5MGGvQIt8,Adams Accounting Solutions,5.0,6,Certified public accountant,"10821 W 87th St Suite 101, Overland Park, KS 66214, United States","X7CQ+89 Overland Park, Kansas, USA",http://adamsacctgkc.com/,+1 913-888-9100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pcqRMvrHyH9iDeAtQwkrYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.93753&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:25.548Z,,,
"https://www.google.com/maps/place/MICHAEL+J.+McINERNEY,+LLC/data=!4m7!3m6!1s0x87c0ebeb7342dd9b:0xceae65b659dafa76!8m2!3d38.9612881!4d-94.6634869!16s%2Fg%2F11b7k20gs5!19sChIJm91Cc-vrwIcRdvraWbZlrs4","MICHAEL J. McINERNEY, LLC",5.0,4,Certified public accountant,"9250 Glenwood St, Overland Park, KS 66212, United States","X86P+GJ Overland Park, Kansas, USA",http://www.mcinerneycpa.com/,+1 913-262-5050,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6sZwGHCv_lakxOFqYFmduygJbns-qzvqqR9vm871Rn5LNVePeGj3EYD3fuZXKd4eYrYWC-zPQwkx-ZKH1QUHwXQeSybUj2iQd9mPyTbHebnW1CpQwaIZiLB0JCPUA8MIo2uLc=w408-h257-k-no,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:30.323Z,,,
https://www.google.com/maps/place/Newman+Peter+CPA/data=!4m7!3m6!1s0x87c0ebb938d0dd79:0x31d6b3d2ffe53be8!8m2!3d38.951132!4d-94.6705788!16s%2Fg%2F1tdfnsp4!19sChIJed3QOLnrwIcR6Dvl_9Kz1jE,Newman Peter CPA,4.7,3,Certified public accountant,"7255 W 98th Terrace Suite 100, Overland Park, KS 66212, United States","X82H+FQ Overland Park, Kansas, USA",,+1 913-381-4141,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qvZuhuxj9i1lIBkjBxb1HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.80228&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:33.517Z,,,
https://www.google.com/maps/place/Barber%27s+Accounting+%26+Income/data=!4m7!3m6!1s0x87c0ec73cd57e65f:0x9ba4bff00db33b38!8m2!3d38.98562!4d-94.6702209!16s%2Fg%2F1tdmfdgy!19sChIJX-ZXzXPswIcRODuzDfC_pJs,Barber's Accounting & Income,5.0,6,Tax preparation service,"Shawnee Mission, 7900 Marty St # 200, Overland Park, KS 66204, United States","X8PH+6W Overland Park, Kansas, USA",,+1 913-649-0356,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npvTmUW4VoN9ljtFSR21o5YIfhedgeQ57s2vWDXxb1y9e6ZyWVagFFoKLguWux2RBs87HENinR0AY5aOOiNBbKMkblakwH770KZ0ZO6IH21g3s0MaxG12M6Lfn5nzT0GpFsez8CkQ=w408-h408-k-no,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:36.636Z,,,
"https://www.google.com/maps/place/Gary+C+Richter+CPA,+PA/data=!4m7!3m6!1s0x87c0ebb923fe4c83:0x1a69502a2071f09b!8m2!3d38.9506563!4d-94.669345!16s%2Fg%2F11bv1chfzz!19sChIJg0z-I7nrwIcRm_BxICpQaRo","Gary C Richter CPA, PA",5.0,1,Certified public accountant,"7199 W 98th Terrace #120, Overland Park, KS 66212, United States","X82J+77 Overland Park, Kansas, USA",http://richter-reda.com/,+1 913-469-0700,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dgj2cfBCvJztCbGCLmEL2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.69359&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:41.344Z,,,
https://www.google.com/maps/place/Pamela+K+Heaton+CPA+LLC/data=!4m7!3m6!1s0x87c0eb6697dcc3d3:0xf726b0e38c685dc3!8m2!3d38.9725121!4d-94.6889813!16s%2Fg%2F1thmfxy2!19sChIJ08Pcl2brwIcRw11ojOOwJvc,Pamela K Heaton CPA LLC,4.2,5,Accountant,"8826 Santa Fe Dr Suite 100, Overland Park, KS 66212, United States","X8F6+2C Overland Park, Kansas, USA",http://www.heatoncpa.net/,+1 913-831-0567,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s1LGiSG1MPos_oIRrfKWag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.66544&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-19T16:10:46.297Z,,,
