placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Canter+Power/data=!4m7!3m6!1s0x88531af826ef8b1f:0x62320fe2471f67bc!8m2!3d36.0530105!4d-79.941753!16s%2Fg%2F11btm55ljy!19sChIJH4vvJvgaU4gRvGcfR-IPMmI,Canter Power,4.6,3117,Electric generator shop,· Delivery,"4322 Piedmont Pkwy, Greensboro, NC 27410, United States","3335+67 Greensboro, North Carolina, USA",https://canterpowersystems.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=greensboro,+1 336-448-4000,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOnoSbSlHL3f5IOKFBHQG6lZbBqqtWxRbibzmuV=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:21:35.666Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+Greensboro/data=!4m7!3m6!1s0x88531f41214cd209:0x3772d05843f98360!8m2!3d36.0621317!4d-79.8628238!16s%2Fg%2F11rb9s2pvv!19sChIJCdJMIUEfU4gRYIP5Q1jQcjc,Mr. Electric of Greensboro,4.9,364,Electrician,,"3404 W Wendover Ave Ste H, Greensboro, NC 27407, United States","346P+VV Greensboro, North Carolina, USA",https://mrelectric.com/greensboro/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 336-346-8065,"Open 24 hours

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNTX1QZShv-NpwGm0xjNzJ_y4V6OxqlAeYAJiOE=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:21:41.420Z,,,
https://www.google.com/maps/place/Home+Service+Pro+llc./data=!4m7!3m6!1s0x29678ef74b9825e1:0x461593a3b829c437!8m2!3d36.027191!4d-79.870649!16s%2Fg%2F11vq_2mnl3!19sChIJ4SWYS_eOZykRN8QpuKOTFUY,Home Service Pro llc.,4.8,197,Electrician,,"4807 W Gate City Blvd A, Greensboro, NC 27407, United States","24GH+VP Greensboro, North Carolina, USA",https://www.callhsp.com/,+1 336-281-9855,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNxQV90aFd_t9LSa2x3zptgnsRfdgYZICXQEc3q=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:21:46.341Z,,,
https://www.google.com/maps/place/Michael+%26+Son+Services/data=!4m7!3m6!1s0x88530540e7a0ba01:0x84f055caf3181277!8m2!3d36.0858696!4d-79.928627!16s%2Fg%2F11tgdcpyfj!19sChIJAbqg50AFU4gRdxIY88pV8IQ,Michael & Son Services,4.9,1401,Heating contractor,,"7341 W Friendly Ave, Greensboro, NC 27410, United States","33PC+8G Greensboro, North Carolina, USA",https://michaelandson.com/greensboro?utm_source=%20GMBlistingGreensboro&utm_medium=referral,+1 336-278-1258,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMtt_lOGkagtUnkdso8Pja5Gj0C3uj8m6wBMu4J=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:21:51.527Z,,,
https://www.google.com/maps/place/Davids+Electrical+Services+-+Electrician+Greensboro+NC/data=!4m7!3m6!1s0x88531f32b441bc73:0x7c90cffca534a9f0!8m2!3d36.1166727!4d-79.7838112!16s%2Fg%2F11p9c1d9d1!19sChIJc7xBtDIfU4gR8Kk0pfzPkHw,Davids Electrical Services - Electrician Greensboro NC,4.8,122,Electrician,,"321 New St, Greensboro, NC 27405, United States","4688+MF Greensboro, North Carolina, USA",,+1 336-962-7549,"Open 24 hours

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPWRiKtJKXnoph6vAl2Grmlfa2kupwLjxjoQfD5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:21:56.396Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Precision+Electric+of+Greensboro/data=!4m7!3m6!1s0x8891ff0dea6db693:0x2ecdb825d313ef6!8m2!3d36.1082613!4d-79.8265307!16s%2Fg%2F11v3zr9cx0!19sChIJk7Zt6g3_kYgR9j4xXYLb7AI,Precision Electric of Greensboro,5.0,53,Electrician,,"2311 W Cone Blvd #125, Greensboro, NC 27408, United States","455F+89 Greensboro, North Carolina, USA",https://www.precisionelectricgreensboro.com/,+1 336-894-6233,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipP5Jax1aSUvoHdyUv59IVmajb-xE3mlS_GZOOK0=w408-h408-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:22:01.401Z,,,
"https://www.google.com/maps/place/Balex+Electrical+Company,+LLC/data=!4m7!3m6!1s0x8852e2cfd7173c05:0x9572ae7af324ecbf!8m2!3d36.08437!4d-79.92858!16s%2Fg%2F1q6n2qvbj!19sChIJBTwX18_iUogRv-wk83qucpU","Balex Electrical Company, LLC",4.8,165,Electrician,,"7347 W Friendly Ave J, Greensboro, NC 27410, United States","33MC+PH Greensboro, North Carolina, USA",http://www.balexelectrical.com/,+1 336-298-4192,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPluLWQjftntEnrzwAvxY3e21jw1SniaZU-iqw=w408-h544-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:22:06.239Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Kent%27s+Generator+Sales+and+Service/data=!4m7!3m6!1s0xa1f774e2649601e1:0xfa1eaeb51dd8394f!8m2!3d36.1834514!4d-79.5722187!16s%2Fg%2F11v3prftpx!19sChIJ4QGWZOJ096ERTznYHbWuHvo,Kent's Generator Sales and Service,5.0,56,Electric generator shop,· Kerbside pickup · Delivery,"7106 Laurel Point Dr, Gibsonville, NC 27249, United States","5CMH+94 Gibsonville, North Carolina, USA",https://kentsgeneratorservice.com/,+1 336-516-6159,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNTiwl5YT8n91mepvZq4mq-3iK7hRoclVKznVcv=w408-h468-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:22:10.983Z,,,
https://www.google.com/maps/place/Generator+Installation+Pros/data=!4m7!3m6!1s0x885322d9f8e15555:0x54a7ca5c273a54e0!8m2!3d36.0039953!4d-79.7005677!16s%2Fg%2F11qbqhkx6g!19sChIJVVXh-NkiU4gR4FQ6J1zKp1Q,Generator Installation Pros,,,Electrician,,"3893 Filton Dr, Greensboro, NC 27406, United States","273X+HQ Greensboro, North Carolina, USA",,+1 336-314-5856,Open · Closes 9:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VxQyx1mAmzOsHlc1npN-tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.15172&pitch=0&thumbfov=100,false,7 am–9:30 pm,Closed,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:22:15.777Z,,,
https://www.google.com/maps/place/Central+Carolina+Air+Conditioning/data=!4m7!3m6!1s0x88531bb4fb0d11b1:0x3b59df5e3b3770b8!8m2!3d36.0450612!4d-79.8739384!16s%2Fg%2F11ncc2pl3y!19sChIJsREN-7QbU4gRuHA3O17fWTs,Central Carolina Air Conditioning,4.9,3535,HVAC contractor,,"1800-A, Fairfax Rd, Greensboro, NC 27407, United States","24WG+2C Greensboro, North Carolina, USA",http://www.ccair.com/?utm_campaign=gmb&utm_source=gmb,+1 336-490-2683,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPNEUVp2jZa-Z04KG0GZe1HlLqdpGZpBO2jGEwP=w408-h272-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-10T23:22:20.654Z,,,
