placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x87d2a6b30d34eb05:0x8e18b259d457aafe!8m2!3d34.7563714!4d-92.3886949!16s%2Fg%2F1tffpwpr!19sChIJBes0DbOm0ocR_qpX1FmyGI4,Gentiva Hospice,4.4,29,Hospice,"301 Natural Resources Dr #102, Little Rock, AR 72205, United States","QJ46+GG Little Rock, Arkansas, USA",https://www.gentivahs.com/,+1 501-223-8868,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOzwm3RCuH-Ahz_EO8ezZBD2AUiZkYpbaKR8NXe=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:20.712Z,
https://www.google.com/maps/place/Hospice+Home+Care+-+Little+Rock/data=!4m7!3m6!1s0x87d2a6c3962d3b15:0x918cf0ab05e1f06b!8m2!3d34.7345301!4d-92.4111699!16s%2Fg%2F1thxr54m!19sChIJFTstlsOm0ocRa_DhBavwjJE,Hospice Home Care - Little Rock,3.5,32,Hospice,"2200 S Bowman Rd C, Little Rock, AR 72211, United States","PHMQ+RG Little Rock, Arkansas, USA",http://www.hospicehomecare.com/,+1 501-296-9043,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP9aiNQzrvGgb-OuYTCWLw-CzwvuDiM4fjn8iw4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:26.649Z,
https://www.google.com/maps/place/Arkansas+Palliative+Care+Little+Rock/data=!4m7!3m6!1s0x87d2a500a87ab5e7:0x87570ee6701ffbd!8m2!3d34.749804!4d-92.3395969!16s%2Fg%2F11j1zdt744!19sChIJ57V6qACl0ocRvf8BZ-5wdQg,Arkansas Palliative Care Little Rock,1.0,1,Health consultant,"2 St Vincent Cir, Little Rock, AR 72205, United States","PMX6+W5 Little Rock, Arkansas, USA",http://arkansaspalliativecare.org/,+1 501-748-3388,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NEWaeaxNra6pSYPBzfooMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.38373&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:30.294Z,
"https://www.google.com/maps/place/UAMS+Health+-+Natalie+Brooke+Peeples,+M.D.+-+Palliative+Care+Clinic/data=!4m7!3m6!1s0x87d2a5babf2cae9d:0x57e3370fce73ed52!8m2!3d34.7486324!4d-92.3189884!16s%2Fg%2F11y7d4dnqh!19sChIJna4sv7ql0ocRUu1zzg8341c","UAMS Health - Natalie Brooke Peeples, M.D. - Palliative Care Clinic",5.0,1,Doctor,"UAMS Winthrop P. Rockefeller Cancer Institute Palliative Care Clinic, UAMS Medical Center, 449 Jack Stephens Dr, Little Rock, AR 72205, United States","PMXJ+FC Little Rock, Arkansas, USA",https://uamshealth.com/provider/natalie-brooke-peeples/?utm_source=google&utm_medium=gmb&utm_campaign=clinical&utm_term=provider&utm_content=profile&utm_specs=natalie-brooke-peeples_palliative-care-clinic,+1 501-686-8738,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KpRmiKtPc86AzOk0MhGpNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.73932&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:33.193Z,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x87d2a141e2655dfd:0xc64d1a841bca90d4!8m2!3d34.7507988!4d-92.3643196!16s%2Fg%2F11c5rpv62_!19sChIJ_V1l4kGh0ocR1JDKG4QaTcY,SYNERGY HomeCare,4.9,41,Home health care service,"300 S Rodney Parham Rd, Little Rock, AR 72205, United States","QJ2P+87 Little Rock, Arkansas, USA",https://www.synergyhomecare.com/ar-little-rock-72205/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=303,+1 501-313-2811,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPMu68v2jla66CWgE-lMVQEB3AASJdiQKPYfaJ9=w546-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:38.376Z,
"https://www.google.com/maps/place/Baptist+Health+Hospice/@34.713095,-92.4070779,17z/data=!3m1!4b1!4m6!3m5!1s0x87d2a73e5d174c71:0xd8982a88e0b59e47!8m2!3d34.713095!4d-92.4070779!16s%2Fg%2F11hdmv_nq9",Baptist Health Hospice,3.0,2,Hospice,"11900 Colonel Glenn Rd #2000, Little Rock, AR 72210, United States","PH7V+65 Little Rock, Arkansas, USA",https://www.baptist-health.com/,+1 501-202-7474,,,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:43.466Z,
"https://www.google.com/maps/place/Odyssey+Healthcare/@34.7491553,-92.395171,17z/data=!3m1!4b1!4m6!3m5!1s0x87d2a152bc187afd:0x7eae69a34263a4d8!8m2!3d34.7491553!4d-92.395171!16s%2Fg%2F1trprb5b",Odyssey Healthcare,,,Hospice,"10800 Financial Centre Pkwy #380, Little Rock, AR 72211, United States","PJX3+MW Little Rock, Arkansas, USA",,+1 501-223-8868,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:48.045Z,
https://www.google.com/maps/place/CHI+St.+Vincent+Health+at+Home+-+Little+Rock/data=!4m7!3m6!1s0x87d2a6c64ecacd3b:0xc7e5e7fc8bb6a3d1!8m2!3d34.7376845!4d-92.4039976!16s%2Fg%2F11dfxg7x_7!19sChIJO83KTsam0ocR0aO2i_zn5cc,CHI St. Vincent Health at Home - Little Rock,1.7,3,Home health care service,"1 Executive Center Ct #110, Little Rock, AR 72211, United States","PHQW+3C Little Rock, Arkansas, USA",http://www.chistvincent.com/hospitals-locations/clinics/homehealth-littlerock?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 501-664-4933,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bYwZClK948mtaUjoc3zrtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.297548&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:53.274Z,
https://www.google.com/maps/place/Arkansas+Hospice+Ottenheimer+Inpatient+Center/data=!4m7!3m6!1s0x87d2a481cadbb509:0x1416726d1b1917d0!8m2!3d34.750314!4d-92.3389655!16s%2Fg%2F11f0kvr3qz!19sChIJCbXbyoGk0ocR0BcZG21yFhQ,Arkansas Hospice Ottenheimer Inpatient Center,5.0,3,Hospice,"St. Vincent Hospital, #2, St Vincent Cir #7e, Little Rock, AR 72205, United States","QM26+4C Little Rock, Arkansas, USA",http://www.arkansashospice.org/,+1 501-552-3726,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YrOg2y_xPtQo0mOkI4CEoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.6307&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:06:58.705Z,
"https://www.google.com/maps/place/Sandalwood+Healthcare/@34.7311045,-92.3738944,17z/data=!3m1!4b1!4m6!3m5!1s0x87d2a4185759e29d:0x65cbf9ad92c24e4d!8m2!3d34.7311045!4d-92.3738944!16s%2Fg%2F12648s0s8",Sandalwood Healthcare,3.0,6,Nursing home,"2600 John Barrow Rd, Little Rock, AR 72204, United States","PJJG+CC Little Rock, Arkansas, USA",,+1 501-224-4173,Open ⋅ Closes 9 pm,,false,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-18T00:07:05.604Z,
