placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error
"https://www.google.com/maps/place/Syracuse+Parking+Services/@43.0494832,-76.1473977,14z/data=!4m6!3m5!1s0x89d9f3a43ac5dc33:0x3994e805498cb816!8m2!3d43.0484869!4d-76.1540541!16s%2Fg%2F11f3vj510h",Syracuse Parking Services,3.6,35,Parking lot,"300 S Clinton St, Syracuse, NY 13202, United States","2RXW+99 Syracuse, New York, USA",http://www.syracuseparkingservices.com/,+1 315-471-7275,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDSdRoOeQjudcbVoRhY6cWIVINI7uH5j7hNgj_zRwbTT5OVqBaHwNKRW7s-re4R340p6fdj7bU6U8W6bndhYesh4FUav_bWbkPngIYAgk_JMp26uphxYiVJ5PUbPMKzQ_CCMkR=w408-h541-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bristol+Syracuse+NY/@43.0494832,-76.1473977,14z",2025-10-28T19:18:48.932Z,,,,,,,,,,
https://www.google.com/maps/place/Atrium+Parking+Garage/data=!4m7!3m6!1s0x89d9f3b8a31fe3b9:0xe267ccb42d27b109!8m2!3d43.0493276!4d-76.1553916!16s%2Fg%2F1hd_l741z!19sChIJueMfo7jz2YkRCbEnLbTMZ-I,Atrium Parking Garage,3.1,55,Parking garage,"256 W Fayette St, Syracuse, NY 13202, United States","2RXV+PR Syracuse, New York, USA",http://www.syracuseparking.com/,+1 315-372-0017,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybEiFbqLUIoGJ5yZ584TpayRlYM9JHgKbMGN3VXmc0nYo2fS0BpSWLmhEngAkjj_PARG0fu5-Pho1XUHaQC_1O-1QwDcoE0tJKw0yvhw_IMCKe5jz-DalXDpPVdvquCIV_gGM=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:05.190Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/State+Tower+Garage+%28Syracuse+Parking+Services%29/data=!4m7!3m6!1s0x89d9f3b98fd75f25:0xf1739f738f84a7e9!8m2!3d43.0500396!4d-76.1502184!16s%2Fg%2F11gd67jqgw!19sChIJJV_Xj7nz2YkR6aeEj3Ofc_E,State Tower Garage (Syracuse Parking Services),,,Parking garage,"250 E Water St, Syracuse, NY 13202, United States","3R2X+2W Syracuse, New York, USA",http://www.syracuseparkingservices.com/,+1 315-471-7275,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NWba276p7GuxnwWVKt0J7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.831444&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:07.854Z,,,,,,,,,,
"https://www.google.com/maps/place/Syracuse+Power+Sweeping,+LLC/data=!4m7!3m6!1s0x89d9f12134da04c3:0xfcbbb4c2283090f7!8m2!3d43.0553774!4d-76.1869021!16s%2Fg%2F11h03fk6q0!19sChIJwwTaNCHx2YkR95AwKMK0u_w","Syracuse Power Sweeping, LLC",3.3,3,Construction company,"105 Harbor St, Syracuse, NY 13204, United States","3R47+56 Syracuse, New York, USA",http://www.syracusepowersweeping.com/,+1 315-471-7933,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMhrnhffFmpHD6wVzapPRNvYiSHJ6k7TzxM7Te-=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:12.332Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Parking+and+Transit+-+Syracuse+University/@43.0124887,-76.115663,17z/data=!3m1!4b1!4m6!3m5!1s0x89d9f49bcf495933:0x443945acc2ec9775!8m2!3d43.0124887!4d-76.115663!16s%2Fg%2F11c5rv95jt",Parking and Transit - Syracuse University,3.4,26,Academic department,"621 Skytop Rd #190, Syracuse, NY 13210, United States","2V6M+XP Syracuse, New York, USA",http://parking.syr.edu/,+1 315-443-4652,Open ⋅ Closes 4:45 pm,,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:18.923Z,8:30 am–4:45 pm,8:30 am–4:45 pm,8:30 am–4:45 pm,8:30 am–4:45 pm,Closed,Closed,8:30 am–4:45 pm,,,
https://www.google.com/maps/place/M%26T+Bank+Parking+Center/data=!4m7!3m6!1s0x89d9f3b9085f3ecf:0xd45179a69650c7a4!8m2!3d43.0497093!4d-76.1513816!16s%2Fg%2F11_k25n1x!19sChIJzz5fCLnz2YkRpMdQlqZ5UdQ,M&T Bank Parking Center,4.1,10,Parking garage,"119 E Washington St, Syracuse, NY 13202, United States","2RXX+VC Syracuse, New York, USA",https://en.parkopedia.com/parking/garage/m_and_t_bank/13202/syracuse/?arriving=201806261500&leaving=201806261700,+1 315-424-4499,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxmKSwJqO42YEkIFsPpnqYyzskhHiUeEdcKq9szE40xCeAajtfL7OkIlYp0V31pfLDyqN2JAlY0_53WPJd9QKGffU_4Ab1k41OCXF58RLez69rFdigYiZkE0_5AbbjMXXAG7qFqhg=w519-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:23.438Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,,,
https://www.google.com/maps/place/NY+State+Fair+Parking+-+Pink+Lot/data=!4m7!3m6!1s0x89d9f1ae99fc41bb:0xce541db670dcb9da!8m2!3d43.0760667!4d-76.2182343!16s%2Fg%2F11gb3d9qt9!19sChIJu0H8ma7x2YkR2rnccLYdVM4,NY State Fair Parking - Pink Lot,4.1,29,Parking lot,"2207 State Fair Blvd, Syracuse, NY 13209, United States","3QGJ+CP Syracuse, New York, USA",https://nysfair.ny.gov/venue/pink-parking-lot/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyu6vBsbkTSQH8FfLNBkvT_R3GYaMpR8whlG7x7nGbPtGsWeG-bmO6brkpwTfLVxX1TorJq89QGpPkRgOmvexnsOX-JcWZlIoCb6AnHaCP3S1wR0x1ShnkXh__MqkWFhyuMbCwUog=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:25.900Z,,,,,,,,,,
https://www.google.com/maps/place/FAYETTE%2FCLINTON+LOT/data=!4m7!3m6!1s0x89d9f3b8b919e261:0x5555df63435f35b1!8m2!3d43.0484869!4d-76.1540541!16s%2Fg%2F11f2gsqr43!19sChIJYeIZubjz2YkRsTVfQ2PfVVU,FAYETTE/CLINTON LOT,4.5,2,Parking lot,"300 S Clinton St, Syracuse, NY 13202, United States","2RXW+99 Syracuse, New York, USA",http://www.syracuseparkingservices.com/,+1 315-471-7275,Open ⋅ Closes 2 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wN6cNqkKOXMbyXT_dUO3ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.56694&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:30.452Z,5 am–2 am,5 am–2 am,5 am–2 am,5 am–2 am,5 am–2 am,5 am–2 am,5 am–2 am,,,
https://www.google.com/maps/place/City+Hall+Lot+%28SPS%29/data=!4m7!3m6!1s0x89d9f3bbd19edc8d:0xe05d874ced9dff20!8m2!3d43.0488565!4d-76.1490893!16s%2Fg%2F11f2gsv2vp!19sChIJjdye0bvz2YkRIP-d7UyHXeA,City Hall Lot (SPS),5.0,2,Parking lot,"217 Montgomery St, Syracuse, NY 13202, United States","2VX2+G9 Syracuse, New York, USA",http://www.syracuseparkingservices.com/,+1 315-471-7275,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOOJrPuxRSs6E5yAJkG-76T4zzdaIncRyznGoxm=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:34.914Z,5 am–9 pm,5 am–9 pm,5 am–9 pm,5 am–9 pm,Closed,Closed,5 am–9 pm,,,
https://www.google.com/maps/place/Mercedes-Benz+of+Syracuse/data=!4m7!3m6!1s0x89d98c49aa5aa56b:0x245fed3ecb2dc00b!8m2!3d43.038429!4d-76.0184282!16s%2Fg%2F1tdq6_t_!19sChIJa6VaqkmM2YkRC8Atyz7tXyQ,Mercedes-Benz of Syracuse,4.4,1397,Mercedes-Benz dealer,"5433 N Burdick St, Fayetteville, NY 13066, United States","2XQJ+9J Fayetteville, New York, USA",https://www.mbsyracuse.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 315-637-4500,,https://lh3.googleusercontent.com/p/AF1QipMbvd2pJSx2hQmrNIUCX2LOqkzMZCv8o0lO2nAI=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:39.573Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5:30 pm,8 am–1 pm,Closed,7:30 am–6 pm,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/City+of+Syracuse+Parking+Violations+Bureau/data=!4m7!3m6!1s0x89d9f3ba28af0a8b:0xa747be7c7515604f!8m2!3d43.0500171!4d-76.1490723!16s%2Fg%2F1v8x35gs!19sChIJiwqvKLrz2YkRT2AVdXy-R6c,City of Syracuse Parking Violations Bureau,1.2,53,City government office,"233 E Washington St #116, Syracuse, NY 13202, United States","3V22+29 Syracuse, New York, USA",https://www.syr.gov/Departments/PVB,+1 315-479-5300,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=woqcNXdSZHz1qQvn2mMdcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.3244&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fayetteville+Syracuse+NY/@43.0297887,-76.0043643,14z",2025-10-28T19:19:44.047Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Crouse+Hospital+Parking+Garage/data=!4m7!3m6!1s0x89d9f3a18b314d6d:0x7ded25df3f53f460!8m2!3d43.0419777!4d-76.1377168!16s%2Fg%2F11c4b2ntd2!19sChIJbU0xi6Hz2YkRYPRTP98l7X0,Crouse Hospital Parking Garage,3.6,50,Parking lot,"C.I.M Parking, 701 Irving Ave, Syracuse, NY 13210, United States","2VR6+QW Syracuse, New York, USA",https://www.crouse.org/directions/parking/,+1 315-470-7118,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVbX1Ds36TWefdFlylwfB6B0W0-dPpBZBOZqkOWezeN65EpvUhlXvDlFxEfrXFMuFQayXcU5SRCr45NigUC5GxCPCMmAw2KnSuZvp2lpbC8opwD6SNEA119tFvzg09tU-kZx2y=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Baldwinsville+Syracuse+NY/@43.1586786,-76.3327095,14z",2025-10-28T19:20:03.418Z,,,,,,,,,,
https://www.google.com/maps/place/Medical+Office+Center+Parking+Garage+at+St.+Joseph%27s+Hospital+Health+Center/data=!4m7!3m6!1s0x89d9f3b15b7988b1:0x3c5ced9d07a14908!8m2!3d43.0557804!4d-76.1481583!16s%2Fg%2F1pp2vctc8!19sChIJsYh5W7Hz2YkRCEmhB53tXDw,Medical Office Center Parking Garage at St. Joseph's Hospital Health Center,4.2,162,Parking garage,"104 Union Ave, Syracuse, NY 13203, United States","3V42+8P Syracuse, New York, USA",,+1 315-448-5111,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwD8LuM9gPMgtSzt7I_6Neav284zdyzezgbsW5h1ooOfPD7dXrFw6enUQ7YllLwJ0L5bdYpv48WQk-brmYqIF4vx3Aod15t86opIGdfSOKJC557Vu2Oku6FV15mO0cf0pa_68sj=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Baldwinsville+Syracuse+NY/@43.1586786,-76.3327095,14z",2025-10-28T19:20:05.777Z,,,,,,,,,,
https://www.google.com/maps/place/LAZ+Parking+601+Trolley+Lot/data=!4m7!3m6!1s0x89d9f3c086b938c5:0xdb5b0cd848027425!8m2!3d43.0461178!4d-76.1556169!16s%2Fg%2F11cmsvjv70!19sChIJxTi5hsDz2YkRJXQCSNgMW9s,LAZ Parking 601 Trolley Lot,3.1,31,Parking lot,"275 W Jefferson St, Syracuse, NY 13202, United States","2RWV+CQ Syracuse, New York, USA",https://grs-reservationserviceesb.lazparking.com/checkout/?l=154628,+1 315-807-9972,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKUcdSEjkoXFQSulLNA4t2c-NFb7qIj-6V6RFz6hPXhOuIOyp4w9vElga-n-6Xmf-03-qR2qXxMAnrttJ9jEKyMs1BRW_MkDK8x5SpR1IVHXr-Vlt7SECwaYgtP8lTgrmtZAPg=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Baldwinsville+Syracuse+NY/@43.1586786,-76.3327095,14z",2025-10-28T19:20:10.186Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Anheuser-Busch+Budweiser+Truck+Gate/data=!4m7!3m6!1s0x89d9e5aecf0cc887:0xe43b0249428f0e18!8m2!3d43.1731725!4d-76.3153977!16s%2Fg%2F1tgpz5sc!19sChIJh8gMz67l2YkRGA6PQkkCO-Q,Anheuser-Busch Budweiser Truck Gate,2.7,338,Manufacturer,"2885 Belgium Rd, Baldwinsville, NY 13027, United States","5MFM+7R Baldwinsville, New York, USA",http://anheuser-busch.com/,+1 315-638-0365,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNpCy8mwPj5nsWKDiD1-PKQjk3Q2Z_bLEC4krRhLYqjlvhmjeMpkHREYx7ESchdSxCzlmGbu_dcOiauwbi7jANnNSROMuDLAkmQuBIfnZsEFtKqUfa8kLtqNdEbxIl3g0gkLFv=w408-h290-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Baldwinsville+Syracuse+NY/@43.1586786,-76.3327095,14z",2025-10-28T19:20:14.812Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Gypsum+Express/data=!4m7!3m6!1s0x89d9e44cef27ede1:0x6ff50bdd2867362c!8m2!3d43.172!4d-76.3195468!16s%2Fg%2F1td43h41!19sChIJ4e0n70zk2YkRLDZnKN0L9W8,Gypsum Express,4.3,28,Trucking company,"8280 60 Rd, Baldwinsville, NY 13027, United States","5MCJ+Q5 Baldwinsville, New York, USA",http://www.gypsumexpress.com/,+1 315-638-2201,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNHqb7ntGja8IprNXZRyPkoz8pP0-qJ8EZsyz1Q=w768-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Baldwinsville+Syracuse+NY/@43.1586786,-76.3327095,14z",2025-10-28T19:20:19.403Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,Identifies as veteran-owned,
