placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Park+Mental+Health+Treatment+of+San+Diego/data=!4m7!3m6!1s0x80d955e4a7c5bc97:0x9eb6a59fbff9c6d7!8m2!3d32.7548699!4d-117.1322695!16s%2Fg%2F11kpc_dysk!19sChIJl7zFp-RV2YAR18b5v5-ltp4,Park Mental Health Treatment of San Diego,4.9,106,Mental health service,"2859 El Cajon Blvd, San Diego, CA 92104, United States","QV39+W3 San Diego, California, USA",https://mentalhealthtreatmentsandiego.com/,+1 866-940-9691,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipOmd7VE_fgjoys1YCjpA9g5XyGY4g_N7Bm7gCy0=w408-h544-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:00.834Z,,
https://www.google.com/maps/place/Advanced+Psychiatry+Associates/data=!4m7!3m6!1s0x80d955093834aff3:0xa363daff67d17b59!8m2!3d32.738959!4d-117.161712!16s%2Fg%2F11tmt6wtb9!19sChIJ8680OAlV2YARWXvRZ__aY6M,Advanced Psychiatry Associates,4.7,807,Psychiatrist,"3200 Fourth Ave #200, San Diego, CA 92103, United States","PRQQ+H8 San Diego, California, USA",https://advancedpsychiatryassociates.com/our-offices/san-diego/?utm_source=google&utm_medium=organic&utm_campaign=gmb_san_diego&utm_content=san_diego,+1 877-272-5818,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipNRpwqOKQvIQVCegjK9xBgyN6YxvTrm35y-piM2=w436-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:06.015Z,,
https://www.google.com/maps/place/Psychiatry+And+Counseling+San+Diego/data=!4m7!3m6!1s0x80d95537923cf9c7:0x35441675d95ffb86!8m2!3d32.720102!4d-117.1680637!16s%2Fg%2F11w8s4snrc!19sChIJx_k8kjdV2YARhvtf2XUWRDU,Psychiatry And Counseling San Diego,4.9,22,Mental health clinic,"1415 India St suite 1, San Diego, CA 92101, United States","PRCJ+2Q San Diego, California, USA",https://newutherapy.com/new-u-therapy-google-map-san-diego/,+1 619-853-0218,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOEpKbe6tuHqbLoUua6mXPMwhXuU3qAcwIYZVic=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:10.768Z,,
"https://www.google.com/maps/place/Psychiatrists+San+Diego,+Psychiatric+Care+NPs/data=!4m7!3m6!1s0x80d955dea423b861:0xec2e3a9d09e1b2d3!8m2!3d32.7158452!4d-117.167205!16s%2Fg%2F11ry331s6c!19sChIJYbgjpN5V2YAR07LhCZ06Luw","Psychiatrists San Diego, Psychiatric Care NPs",4.7,15,Psychiatrist,"402 W Broadway Suite 426, San Diego, CA 92101, United States","PR8M+84 San Diego, California, USA",https://www.sandiegopsychiatristsnps.com/,+1 619-771-0083,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipNNmPpb91P_lhaYYbt3yx9NdQn_nCn_JLJfZK1f=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:15.288Z,,
https://www.google.com/maps/place/Dr.+Kai+MacDonald+-+Psychiatrist%2FPsychotherapist/data=!4m7!3m6!1s0x80d954cf4a074411:0x76a4c2a11da5495f!8m2!3d32.7406004!4d-117.1633912!16s%2Fg%2F1td1k8mx!19sChIJEUQHSs9U2YARX0mlHaHCpHY,Dr. Kai MacDonald - Psychiatrist/Psychotherapist,4.6,26,Psychiatrist,"3368 Second Ave suite b, San Diego, CA 92103, United States","PRRP+6J San Diego, California, USA",http://www.kaimacdonald.com/,+1 619-203-7393,,https://lh3.googleusercontent.com/p/AF1QipPopirzOKrYTX2lYrKN91jTX8o8q0K4rsVpZKv0=w720-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:17.615Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Psychiatric+Hospital+of+San+Diego+County/data=!4m7!3m6!1s0x80deaae69ff05d85:0x158afa6da4ab675a!8m2!3d32.7538105!4d-117.2018124!16s%2Fg%2F1w6_p3rg!19sChIJhV3wn-aq3oARWmerpG36ihU,Psychiatric Hospital of San Diego County,2.8,51,Psychiatric hospital,"3853 Rosecrans St, San Diego, CA 92110, United States","QQ3X+G7 San Diego, California, USA",http://www.sandiegocounty.gov/hhsa/programs/bhs/mental_health_services_adult_older_adult/adult_emergency_and_crisis.html,+1 619-692-8200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaznDMenrrXfZbziYE8CcbNikbhbGrkVVTJY9sLjs-K-kR3BESeuzUvBCcwb958p-dRi2MGSsSdI90LM_go7HAfH3f2jWHqVki_s-bFKQt4QTxy2DRXXMnkYQDOYbgSNObkx_w=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:22.135Z,,
https://www.google.com/maps/place/Perlman+Wellness/data=!4m7!3m6!1s0x80d955ba3ebc61a7:0x6e13abb11237097c!8m2!3d32.7485501!4d-117.1608955!16s%2Fg%2F11r_d7ksrl!19sChIJp2G8PrpV2YARfAk3ErGrE24,Perlman Wellness,4.9,760,Psychotherapist,"3900 Fifth Ave #340, San Diego, CA 92103, United States","PRXQ+CJ San Diego, California, USA",https://perlmanwellness.com/,+1 858-250-0286,,https://lh3.googleusercontent.com/p/AF1QipN2pswQA3vX9PcycWju3RpOvUIF4OU7VI88NSzf=w408-h271-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:26.570Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Healthy+U+Behavioral+Health/data=!4m7!3m6!1s0x80d955f764b38a9b:0x3f9633eab3be6e1a!8m2!3d32.7489456!4d-117.1619983!16s%2Fg%2F11r041f96h!19sChIJm4qzZPdV2YARGm6-s-ozlj8,Healthy U Behavioral Health,5.0,13,Mental health service,"3930 Fourth Ave STE 300, San Diego, CA 92103, United States","PRXQ+H6 San Diego, California, USA",https://healthyusd.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,+1 619-897-2165,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOAfSvSRsHTUY_bgKUoIdiuauWNu_vViHIyfMZO=w480-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:31.010Z,LGBTQ+ friendly,
https://www.google.com/maps/place/SILVERLINING+Psychiatry+Medical+Group/data=!4m7!3m6!1s0x80dc06ce03844dd3:0xe8138291f55c4cbc!8m2!3d32.7290568!4d-117.1623616!16s%2Fg%2F1q6kk4k7b!19sChIJ002EA84G3IARvExc9ZGCE-g,SILVERLINING Psychiatry Medical Group,4.4,24,Psychiatrist,"2250 Third Ave, San Diego, CA 92101, United States","PRHQ+J3 San Diego, California, USA",http://silverliningpsychiatry.com/,+1 858-230-7585,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iHSNk88jAvUVGj7M_r7AJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.55106&pitch=0&thumbfov=100,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:35.448Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Behavioral+Health+Services/data=!4m7!3m6!1s0x80d954e87006bf95:0x397bc7a21159f9f9!8m2!3d32.7485664!4d-117.1478166!16s%2Fg%2F11c6sqy7yd!19sChIJlb8GcOhU2YAR-flZEaLHezk,Behavioral Health Services,4.5,4,Mental health service,"1700 University Ave, San Diego, CA 92103, United States","PVX2+CV San Diego, California, USA",http://www.thecentersd.org/contact/,+1 619-692-2077 ext. 208,Open · Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ANRSy95amp4sqo2X4RNCPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.0582&pitch=0&thumbfov=100,false,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-12-16T03:26:39.781Z,,
