placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Back+Bay+Mental+Health/data=!4m7!3m6!1s0x89e379b616618fad:0xf0eed6c1bfe4a4a4!8m2!3d42.3518527!4d-71.119874!16s%2Fg%2F11y8w6qs6f!19sChIJrY9hFrZ544kRpKTkv8HW7vA,Back Bay Mental Health,5.0,28,Mental health clinic,"975 Commonwealth Ave, Boston, MA 02215, United States","9V2J+P3 Boston, Massachusetts, USA",https://www.backbaymentalhealth.com/,+1 617-765-0625,"Open 24 hours

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zhgXwUOoSYo7tLHZJ5BfDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.7356&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:39:56.894Z,,,
"https://www.google.com/maps/place/Palm+Beach+Psychiatry,+PLLC/data=!4m7!3m6!1s0x89e37b4e37bd34e9:0x2864b94c1397abea!8m2!3d42.3487414!4d-71.0834598!16s%2Fg%2F11s8l_fxpn!19sChIJ6TS9N05744kR6quXE0y5ZCg","Palm Beach Psychiatry, PLLC",5.0,4,Psychiatrist,"867 Boylston St 5th Floor #1027, Boston, MA 02116, United States","8WX8+FJ Boston, Massachusetts, USA",https://pbpsy.com/,+1 728-201-1693,Closes soon · 8 pm · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZMZF3IS45AI9DrhpjqO8cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.418&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:01.943Z,,,
https://www.google.com/maps/place/Refresh+Psychiatry+and+Therapy+-+Boston/data=!4m7!3m6!1s0x89e37bb329924c31:0x1d0edef8b41946ef!8m2!3d42.3449303!4d-71.0827867!16s%2Fg%2F11vpnqv_ft!19sChIJMUySKbN744kR70YZtPjeDh0,Refresh Psychiatry and Therapy - Boston,4.7,34,Psychiatrist,"177 Huntington Ave 17th Floor, #1896, Boston, MA 02115, United States","8WV8+XV Boston, Massachusetts, USA",http://www.masspsychiatry.com/,+1 617-286-4365,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipPp3CkwONgD1GyaHeW2q9xdTpMIKMhHeGFNWChy=w408-h402-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:06.290Z,,,
https://www.google.com/maps/place/Back+Bay+Psychopharmacology+Consultation/data=!4m7!3m6!1s0x89e370868c4e59e9:0x8b964855218de833!8m2!3d42.350543!4d-71.076903!16s%2Fg%2F11bbxqwr2h!19sChIJ6VlOjIZw44kRM-iNIVVIlos,Back Bay Psychopharmacology Consultation,5.0,1,Mental health clinic,"581 Boylston St #800, Boston, MA 02116, United States","9W2F+66 Boston, Massachusetts, USA",,+1 617-921-9770,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMcloT25171k7gueS7Pnm0oNPJ5SNWW34R_ZuN6=w428-h240-k-no,false,Closed,8 am–6 pm,12–6 pm,9 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:10.657Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Nader+Mental+Health+Services,+PLLC/data=!4m7!3m6!1s0x89e371b809022a93:0x15bc7c0ca8f701a2!8m2!3d42.358549!4d-71.0583637!16s%2Fg%2F11jygm5ynq!19sChIJkyoCCbhx44kRogH3qAx8vBU","Nader Mental Health Services, PLLC",4.6,28,Psychiatrist,"201 Washington St Suite 2600, Boston, MA 02108, United States","9W5R+CM Boston, Massachusetts, USA",https://www.nadermhs.com/,+1 774-266-0567,Closes soon · 8 pm · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNuaQ1ARoMigpZiii3xcB15g1GFHnNyUrEkHLQw=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:15.123Z,,,
https://www.google.com/maps/place/Luminous+Vitality+Behavioral+Health/data=!4m7!3m6!1s0x89e465f991095613:0xbf16c8e05910f9f3!8m2!3d42.3586415!4d-71.0582708!16s%2Fg%2F11ny141jwx!19sChIJE1YJkfll5IkR8_kQWeDIFr8,Luminous Vitality Behavioral Health,5.0,20,Psychiatrist,"One Boston Place, 201 Washington St Suite 2679, Boston, MA 02108, United States","9W5R+FM Boston, Massachusetts, USA",https://luminousvitalitybh.com/,+1 617-841-3620,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipMrHj_p9oB8n3y0btOJJGcGkdJYp0oi-j2ebGMy=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:19.658Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Marcus+Mental+Health+Associates/data=!4m7!3m6!1s0x89e3744a82e074e1:0x7d188298211f284a!8m2!3d42.3534772!4d-71.0756688!16s%2Fg%2F1tfnt__g!19sChIJ4XTggkp044kRSigfIZiCGH0,Marcus Mental Health Associates,4.6,91,Mental health clinic,"82 Marlborough St, Boston, MA 02116, United States","9W3F+9P Boston, Massachusetts, USA",http://marcusmentalhealthassociates.com/,+1 781-721-2737,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BPwOUswuj5oKloIwsA4hug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.54405&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:24.198Z,,,
https://www.google.com/maps/place/Massachusetts+Mind+Center+LLC/data=!4m7!3m6!1s0x89e37b9fe793ab2d:0x2dcf2066df6999f4!8m2!3d42.3525365!4d-71.0739001!16s%2Fg%2F11fpmdktj9!19sChIJLauT559744kR9Jlp32Ygzy0,Massachusetts Mind Center LLC,3.4,10,Mental health service,"50 Commonwealth Ave Suite 102, Boston, MA 02116, United States","9W3G+2C Boston, Massachusetts, USA",http://www.massmindcenter.com/,+1 617-236-2193,Closes soon · 8 pm · Opens 8:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ow3QVsccL10toduuI8RJIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.81082&pitch=0&thumbfov=100,true,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:28.798Z,Identifies as women-owned,,
https://www.google.com/maps/place/OptiMindHealth/data=!4m7!3m6!1s0x89e37a74338b34f9:0x451d1843d01ce3a5!8m2!3d42.348311!4d-71.0880395!16s%2Fg%2F1td4w8k_!19sChIJ-TSLM3R644kRpeMc0EMYHUU,OptiMindHealth,3.5,17,Mental health clinic,"361 Newbury St Fifth Floor, Boston, MA 02115, United States","8WX6+8Q Boston, Massachusetts, USA",https://www.optimindhealth.com/,+1 617-865-4910,"Closed · Opens 9 am Tue

Updated by phone call 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q8uFYhOQ7Kc8GvBMeotibg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.91207&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:33.266Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Psychiatry+at+Boston+Medical+Center/data=!4m7!3m6!1s0x89e37a3ff51e2b8d:0xf6efae45ac76647d!8m2!3d42.3345039!4d-71.0738143!16s%2Fg%2F1ptywr3pb!19sChIJjSse9T9644kRfWR2rEWu7_Y,Psychiatry at Boston Medical Center,2.7,21,Psychiatrist,"850 Harrison Ave 9th Floor, Boston, MA 02118, United States","8WMG+RF Boston, Massachusetts, USA",https://www.bmc.org/psychiatry?utm_campaign=yextserviceline&utm_source=serviceline_listing&utm_medium=yext,+1 617-414-4238,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOWrfooM7Qxm2ZPdB34WjuuGF3tE5Owdu9r4sHH=w426-h240-k-no,true,8 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-12-16T00:40:37.727Z,LGBTQ+ friendly,,
