placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error
https://www.google.com/maps/place/River+Pools+of+Salt+Lake/data=!4m7!3m6!1s0x87528bdb4aa83df7:0x923176e1f6e9b965!8m2!3d40.7409932!4d-111.9643932!16s%2Fg%2F11hd1rwvb7!19sChIJ9z2oStuLUocRZbnp9uF2MZI,River Pools of Salt Lake,4.8,58,Swimming pool contractor,"3060 California Ave F, Salt Lake City, UT 84104, United States","P2RP+96 Salt Lake City, Utah, USA",https://www.riverpoolsandspas.com/locations/fiberglass-inground-pools-salt-lake-city,+1 801-419-8858,Open ⋅ Closes 4 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNqgFSExoT__IvG-X8trxdXtixropjfWlYEadWs=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:09.269Z,,
"https://www.google.com/maps/place/Coversafe,+Inc./data=!4m7!3m6!1s0x8752f59f70dde9ff:0x4bc66c7df4f980b4!8m2!3d40.7388655!4d-111.913702!16s%2Fg%2F11v154q_jp!19sChIJ_-ndcJ_1UocRtID59H1sxks","Coversafe, Inc.",4.9,116,Swimming pool contractor,"1440 S 700 W, Salt Lake City, UT 84104, United States","P3QP+GG Salt Lake City, Utah, USA",https://coversafe.com/,+1 801-923-5685,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnonEe3a6jJ7wjRwVYyPfg3JwILO3FSAltmIqA8LsOT6vo8I_hwBVDv1_RmFZDBuULOuosQpaNmzMwTKL80ahPWwAuQdMQ4_SmaPb981-wbxY28DANfcMMn_lWRDoy6sPRViMHwKuk5Y8F=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:15.022Z,,
https://www.google.com/maps/place/Poolsmith/data=!4m7!3m6!1s0x8752f51bffffffff:0xaaf4bc92e2e284fb!8m2!3d40.7563925!4d-111.8985922!16s%2Fg%2F1td6bc16!19sChIJ_____xv1UocR-4Ti4pK89Ko,Poolsmith,4.0,4,Swimming pool contractor,"Salt Lake City, UT 84101, United States",,,+1 801-712-8726,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdh9s5xwyx_7qvqmmpuiDH5jxJiQCWx9McynplBDj9K8DftiL-OUf7XuPIowWM9LcfLqM7Uiy73QhlVVm-yi67KP4Ym0ccZQ_ED_34rOxQsCpTsOwy7s1AgWpXxy7xEiHYYswW=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:20.564Z,,
https://www.google.com/maps/place/SLC+Pool+Service/data=!4m7!3m6!1s0x6326b8c7887432ff:0x8c60aea0255a2619!8m2!3d40.6583997!4d-111.8976124!16s%2Fg%2F11kc9346d5!19sChIJ_zJ0iMe4JmMRGSZaJaCuYIw,SLC Pool Service,4.7,38,Pool cleaning service,"5209 Commerce Dr, Murray, UT 84107, United States","M452+9X Murray, Utah, USA",http://www.slcpoolservice.com/,+1 801-808-1581,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNrMg400ECT7GZ-796lkwz0qF3J2Fyrj5RLFEGN=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:25.665Z,,
https://www.google.com/maps/place/Quality+Pool+and+Spa/data=!4m7!3m6!1s0x87528ae3f5f19397:0x8ecd06f0ae105075!8m2!3d40.7066991!4d-111.8942605!16s%2Fg%2F1tf7n0w5!19sChIJl5Px9eOKUocRdVAQrvAGzY4,Quality Pool and Spa,4.6,144,Swimming pool repair service,"2970 S W Temple St A, South Salt Lake, UT 84115, United States","P444+M7 South Salt Lake, Utah, USA",https://qualitypoolandspa.com/,+1 801-474-1089,"Open ⋅ Closes 5 pm

Updated by phone call 2 weeks ago",Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNpqhpyWSmPambmTsfT-gdC5WXTgGF2tiTZvH_2=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:31.439Z,,
https://www.google.com/maps/place/Poolsmith/data=!4m7!3m6!1s0x8752f5e6d3a7017b:0xc5762e5738670f27!8m2!3d40.7476689!4d-111.8827969!16s%2Fg%2F11vkdzh95l!19sChIJewGn0-b1UocRJw9nOFcudsU,Poolsmith,5.0,1,Swimming pool contractor,"986 S 300 E, Salt Lake City, UT 84111, United States","P4X8+3V Salt Lake City, Utah, USA",,+1 801-712-8726,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMIz9D8MLjkEZ-xDoimjjRI9KHObQPMczDcuipc=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:38.058Z,,
https://www.google.com/maps/place/Utah+Pool+Pros/data=!4m7!3m6!1s0x8752f3511def8bc5:0x293fda682fb80f07!8m2!3d40.748225!4d-112.0290831!16s%2Fg%2F11vyn_qxfl!19sChIJxYvvHVHzUocRBw-4L2jaPyk,Utah Pool Pros,5.0,33,Swimming pool contractor,"1020 Legacy View St C5, Salt Lake City, UT 84104, United States","PXXC+79 Salt Lake City, Utah, USA",https://utahpoolpros.com/,+1 385-766-5386,Open ⋅ Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPVMPjaIVCjaGY11sYN538rUL7P5IghXre7U3jN=w455-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:43.528Z,,
https://www.google.com/maps/place/Auto+Pool+Cover+Tech/data=!4m7!3m6!1s0x8752f5ed44ed001f:0xbebdd03c8830ff61!8m2!3d40.7523021!4d-111.9032223!16s%2Fg%2F11vwt1999p!19sChIJHwDtRO31UocRYf8wiDzQvb4,Auto Pool Cover Tech,5.0,51,Swimming pool repair service,"778 S 400 W, Salt Lake City, UT 84101, United States","Q32W+WP Salt Lake City, Utah, USA",http://www.autopoolcovertech.com/,+1 801-833-8986,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNn0LP1iSRv8Qz4da35WnoPo-dc9yBD3pqsZ99X=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:49.224Z,,
https://www.google.com/maps/place/Deep+Blue+Pools+And+Spas/data=!4m7!3m6!1s0x87526267836d5095:0x4a78ab34b150bcfc!8m2!3d40.6815208!4d-111.8992909!16s%2Fg%2F1v26mlbr!19sChIJlVBtg2diUocR_LxQsTSreEo,Deep Blue Pools And Spas,4.5,551,Swimming pool contractor,"4153 Commerce Dr Suite A, Millcreek, UT 84107, United States","M4J2+J7 Millcreek, Utah, USA",https://www.swimdeepblue.com/,+1 801-266-7665,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYRYTVRfxMWj42mIbj_KTX4aQ59tpkKla8CJ4LJnoQUzRw_QTdZ2tE_dfZyMtzXm3ww3bRTj0_GAw6BGVkZCxsj8OvC0zNR-GOzMsBXVkYYZH_YV_A4LC5n0G00CmJGhK7CFIO=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:31:55.115Z,,
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x8752f4acaeba1175:0x8fb94956f1269ce8!8m2!3d40.7231707!4d-111.9456287!16s%2Fg%2F11clwpng2k!19sChIJdRG6rqz0UocR6Jwm8VZJuY8","Cover Care, LLC",4.5,113,Swimming pool contractor,"2070 W 2200 S, West Valley City, UT 84119, United States","P3F3+7P West Valley City, Utah, USA",https://covercare.com/,+1 801-601-8712,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNsSXKz20r1Lx2Zh0jDFG07Fz8qzYLLtkSrvjuR=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2025-10-27T18:32:00.483Z,,
