placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x88f8a3b69aca122f:0xff8d6ab98e63f220!8m2!3d33.9994235!4d-81.092846!16s%2Fg%2F11h75_w0rv!19sChIJLxLKmraj-IgRIPJjjrlqjf8,Amedisys Hospice Care,4.0,8,Hospice,"1900 Sunset Blvd Suite 103, West Columbia, SC 29169, United States","XWX4+QV West Columbia, South Carolina, USA",https://locations.amedisys.com/sc/west-columbia/hospice-2253/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 803-731-8110,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPo0VuDa-r_KEpKgfLe0xShJprsufFjdntSbvca=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:04.060Z,,,
https://www.google.com/maps/place/Three+Oaks+Hospice+%7C+Columbia/data=!4m7!3m6!1s0x88f898ba41fe4e39:0x4d7939ef90f7ae14!8m2!3d34.0612129!4d-81.1338653!16s%2Fg%2F11b88vkzb4!19sChIJOU7-QbqY-IgRFK73kO85eU0,Three Oaks Hospice | Columbia,4.8,27,Hospice,"101 Westpark Blvd suite b, Columbia, SC 29210, United States","3V68+FF Columbia, South Carolina, USA",https://www.threeoakshospice.com/locations/columbia/?utm_source=GBP&utm_medium=Local+SEO,+1 803-573-6994,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNqfNJ_MBcFCeq1Kvh8sb6Au_UOzL1X6Jc7RHp9=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:09.827Z,,,
https://www.google.com/maps/place/Columbia+Community+Hospice+House+-+Agape+Care/data=!4m7!3m6!1s0x88f8a4a92bf5730d:0x4c7a345909b2f7d3!8m2!3d34.014402!4d-81.0703602!16s%2Fg%2F1tgxvdhz!19sChIJDXP1K6mk-IgR0_eyCVk0ekw,Columbia Community Hospice House - Agape Care,4.0,15,Hospice,"141 Stoneridge Dr, Columbia, SC 29210, United States","2W7H+QV Columbia, South Carolina, USA",https://sc.agapecaregroup.com/,+1 800-932-2738,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN7_E4S5Qw2EBi_QdQjxZwRhaz7JPwYCEBS163z=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:15.304Z,,,
https://www.google.com/maps/place/PruittHealth+Hospice+%28Columbia%29/data=!4m7!3m6!1s0x88f8a4ce49e55b59:0x564d07e2790ccf7c!8m2!3d34.0148335!4d-81.0811026!16s%2Fg%2F1td268wb!19sChIJWVvlSc6k-IgRfM8MeeIHTVY,PruittHealth Hospice (Columbia),5.0,4,Hospice,"240 Stoneridge Dr Suite 302, Columbia, SC 29210, United States","2W79+WH Columbia, South Carolina, USA",http://www.pruitthealth.com/microsite/facilityid484?utm_source=GMB&utm_medium=WebsiteClick&utm_campaign=Columbia&utm_content=PHHOC3,+1 803-771-0489,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM3-FfLjikBCJRKTCV7Hnyd5ul6wSEqUgyKA_FM=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:20.321Z,,,
https://www.google.com/maps/place/vCare+Hospice/data=!4m7!3m6!1s0x88f8a552a4d6b365:0xef2333daa6fdfdff!8m2!3d34.0178107!4d-81.0019619!16s%2Fg%2F11y8dl9wxr!19sChIJZbPWpFKl-IgR__39ptozI-8,vCare Hospice,5.0,4,Hospice,"1735 St Julian Pl, Columbia, SC 29204, United States","2X9X+46 Columbia, South Carolina, USA",https://vcarehc.com/,+1 803-884-2299,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TVLaASZJ1VjXxDFX8ZHzNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.55072&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:23.218Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Prisma+Health+Hospice+%E2%80%93+Columbia/data=!4m7!3m6!1s0x88f8a5d96ca0246f:0x42080a62b9628adf!8m2!3d34.0062993!4d-81.0279797!16s%2Fg%2F11rwyc2ksf!19sChIJbySgbNml-IgR34piuWIKCEI,Prisma Health Hospice – Columbia,1.3,3,Medical Center,"1400 Pickens St, Columbia, SC 29201, United States","2X4C+GR Columbia, South Carolina, USA",https://prismahealth.org/locations/practices/hospice-columbia?utm_source=gmb&utm_medium=Yext,+1 803-296-3100,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4hAIDAqkDS8CJVqsUxIs4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.46942&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:28.214Z,,,
https://www.google.com/maps/place/Caris+Healthcare/data=!4m7!3m6!1s0x88f8a2e1b2f0d741:0xb84faa56cdb34976!8m2!3d34.0351063!4d-81.1215565!16s%2Fg%2F11b7hlg95d!19sChIJQdfwsuGi-IgRdkmzzVaqT7g,Caris Healthcare,5.0,9,Hospice,"121 Executive Center Dr #131, Columbia, SC 29210, United States","2VPH+29 Columbia, South Carolina, USA",https://carishealthcare.com/location/columbia-sc-area-office/,+1 803-794-4141,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOiZkT8ac9DzZNThZKtlYnLte_4B63HuiXm23Ta=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:33.244Z,,,
https://www.google.com/maps/place/Prisma+Health+Palliative+Care%E2%80%933+Med+Park/data=!4m7!3m6!1s0x88f8a599daab76f9:0x6eb2a58a2c47ad9d!8m2!3d34.0272274!4d-81.0341924!16s%2Fg%2F11j2xhtv0y!19sChIJ-Xar2pml-IgRna1HLIqlsm4,Prisma Health Palliative Care–3 Med Park,3.0,2,Hospice,"3 Richland Medical Park Dr #510, Columbia, SC 29203, United States","2XG8+V8 Columbia, South Carolina, USA",https://prismahealth.org/locations/practices/palliative-care-3-med-park?utm_source=gmb&utm_medium=yext,+1 803-434-6095,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RGdr65XNcJXtNVg5M0ITMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.27786&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:38.330Z,,,
https://www.google.com/maps/place/Abbey+Road+Hospice/data=!4m7!3m6!1s0x88f89862fd24db1b:0xf5b33c86d60416dc!8m2!3d34.0557296!4d-81.1760945!16s%2Fg%2F1tnbl_3k!19sChIJG9sk_WKY-IgR3BYE1oY8s_U,Abbey Road Hospice,5.0,5,Hospice,"5429 Bush River Rd, Columbia, SC 29212, United States","3R4F+7H Columbia, South Carolina, USA",https://abbeyroadhospice.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1717464308843228681,+1 803-551-5552,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uwsd7RJHtwoOsNFI1U7-hA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.77581&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:43.742Z,,,
https://www.google.com/maps/place/Prisma+Health+Palliative+Care%E2%80%931+Med+Park/data=!4m7!3m6!1s0x88f8a54a9be9d013:0x6e6dfd5093a156d1!8m2!3d34.0267744!4d-81.0343087!16s%2Fg%2F11mw4zyq23!19sChIJE9Dpm0ql-IgR0Vahk1D9bW4,Prisma Health Palliative Care–1 Med Park,1.0,1,Medical clinic,"1 Richland Medical Park Dr #100, Columbia, SC 29203, United States","2XG8+P7 Columbia, South Carolina, USA",https://prismahealth.org/locations/practices/palliative-care-1-med-park?utm_source=gmb&utm_medium=yext,+1 803-434-6095,Closed ⋅ Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EyXDLl_RJIK4fCbhjzvNIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.18643&pitch=0&thumbfov=100,true,9 am–4:30 pm,Closed,Closed,Closed,Closed,Closed,9 am–12 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2025-09-17T23:27:48.803Z,,,
