placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
https://www.google.com/maps/place/Jerry+Love+CPA/data=!4m7!3m6!1s0x86568e5e0ae42f19:0xc1d6c518fb9f19df!8m2!3d32.4527182!4d-99.7624319!16s%2Fg%2F11f15h8ls9!19sChIJGS_kCl6OVoYR3xmf-xjF1sE,Jerry Love CPA,4.3,12,Certified public accountant,"3305 N 3rd St #304, Abilene, TX 79603, United States","F63Q+32 Abilene, Texas, USA",http://www.jerrylovecpa.com/,+1 325-437-5683,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ka_8HLBooeAXpclQjbdMOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.2416&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:10.592Z,,
"https://www.google.com/maps/place/Condley+and+Company,+L.L.P./data=!4m7!3m6!1s0x86568e1848c504f9:0x14b4648895a1127c!8m2!3d32.4517129!4d-99.7331922!16s%2Fg%2F1tgjlq5p!19sChIJ-QTFSBiOVoYRfBKhlYhktBQ","Condley and Company, L.L.P.",4.2,5,Accountant,"302 Pine St, Abilene, TX 79601, United States","F728+MP Abilene, Texas, USA",https://www.condley.cpa/,+1 325-677-6251,"Closed ⋅ Opens 8 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNuRstuyLHmZ2-ELiMFdSSW7bQzaj-98dlJ6Iefn9Jvj9P-giGVmceebUqbDG3hn3zpSJhaEAaBHPhuvfQprhtEvtsPDaLMrXGzoNcbge2xnjMRbQbFT2xTHQk9QuF819JHsd2=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:16.264Z,,
https://www.google.com/maps/place/Southward+Kris+CPA/data=!4m7!3m6!1s0x86568e180f03e093:0xfac1237eb4311d97!8m2!3d32.4532064!4d-99.7335587!16s%2Fg%2F1tp_6th4!19sChIJk-ADDxiOVoYRlx0xtH4jwfo,Southward Kris CPA,4.2,5,Accountant,"425 Cypress St, Abilene, TX 79601, United States","F738+7H Abilene, Texas, USA",http://www.abilenecpas.net/,+1 325-677-1231,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3SLPJ_NertU4M9ExRPPzgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.71829&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:19.647Z,,
https://www.google.com/maps/place/Randy+L+Crews+CPA+PLLC/data=!4m7!3m6!1s0x86568f37b37b9059:0x4569921883eb8d4d!8m2!3d32.4327808!4d-99.7646879!16s%2Fg%2F11p5qm6r_3!19sChIJWZB7szePVoYRTY3rgxiSaUU,Randy L Crews CPA PLLC,5.0,1,Accountant,"3300 S 14th St #309, Abilene, TX 79605, United States","C6MP+44 Abilene, Texas, USA",https://www.rgvcpa.com/,+1 325-480-1999,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNs5xqWHGyp96HgrMZRB-po4j4PRIV-xD2yqAYd=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:24.435Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Flores+and+Flores/data=!4m7!3m6!1s0x86568e899e9223b3:0x96ff2e3fe134dcb8!8m2!3d32.4440416!4d-99.7699944!16s%2Fg%2F1tcx1yn2!19sChIJsyOSnomOVoYRuNw04T8u_5Y,Flores and Flores,4.2,5,Accountant,"3900 S 7th St, Abilene, TX 79605, United States","C6VJ+J2 Abilene, Texas, USA",http://floresandflorestax.com/,+1 325-676-7600,Closed ⋅ Opens 11 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYl_glZwtAwJl_Y77n6T1_-tv4196TLU1bXHyArX2DlYvATOyUOm-f1wu7DwrBcjAoNhZIQz32v_m5UChtLymitmIZ0bBkt-PQo6ltG3qfLjEYrbzjurVF-TWZPlmsDeL4dmDyNA=w408-h306-k-no,true,Closed,"11 am–12:30 pm, 2–5:30 pm",11 am–12:30 pm,"11 am–12:30 pm, 2–5:30 pm","11 am–12:30 pm, 2–5:30 pm",Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:29.453Z,,
https://www.google.com/maps/place/Abilene+Bookkeeping+%26+Tax+Services/data=!4m7!3m6!1s0x86568e3e6b7f3105:0x930b6e9248848073!8m2!3d32.4546536!4d-99.7409209!16s%2Fg%2F1tfk081y!19sChIJBTF_az6OVoYRc4CESJJuC5M,Abilene Bookkeeping & Tax Services,4.3,31,Tax preparation service,"517 Grape St, Abilene, TX 79601, United States","F735+VJ Abilene, Texas, USA",https://www.facebook.com/abctaxx/,+1 325-673-8741,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqQc_KW5Nl75su_h86tX-Tnf7enWcbXKP0WKD7av_RNkHRIJW2xObPYGZbRB3X4EH-EdgNGtBOLj7Tksp5dRSn3TUaAhv5V6-I-rlIZnHX9ootDA_9QLa-8K4J4fdzlXMr8W74=w408-h305-k-no,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:34.494Z,,
https://www.google.com/maps/place/Pardo+Tax+Services/data=!4m7!3m6!1s0x86568ffb759e9bf5:0x672b4f2e3e154fdc!8m2!3d32.4477381!4d-99.739794!16s%2Fg%2F11lzn8md60!19sChIJ9ZuedfuPVoYR3E8VPi5PK2c,Pardo Tax Services,5.0,1,Tax preparation service,"1441 S 2nd St, Abilene, TX 79602, United States","C7X6+33 Abilene, Texas, USA",,+1 407-403-4288,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4Fjk4jCWc7Y685bT40FUfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.90997&pitch=0&thumbfov=100,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:39.419Z,Identifies as women-owned,
https://www.google.com/maps/place/McKinney+Tax+Professionals/data=!4m7!3m6!1s0x86568ff8c564ebb3:0xce01892ba87e45e3!8m2!3d32.4369732!4d-99.7381897!16s%2Fg%2F11fb15lg03!19sChIJs-tkxfiPVoYR40V-qCuJAc4,McKinney Tax Professionals,3.7,9,Accounting firm,"1101 Butternut St Suite A, Abilene, TX 79602, United States","C7P6+QP Abilene, Texas, USA",https://mckinneytaxprofessionals.com/,+1 325-677-6136,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNZUGtuwaKdRcnRNOZ03ckCL908BKud9XtHEwLC=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:44.759Z,,
https://www.google.com/maps/place/Fullerton+%26+Associates+PLLC/data=!4m7!3m6!1s0x86568e5faef97c51:0x257029bff72b405!8m2!3d32.4575469!4d-99.7313101!16s%2Fg%2F11clyy9x43!19sChIJUXz5rl-OVoYRBbRy_5sCVwI,Fullerton & Associates PLLC,4.0,8,Accountant,"804 Walnut St, Abilene, TX 79601, United States","F759+2F Abilene, Texas, USA",http://gaylafullertoncpa.com/,+1 325-268-1033,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SnGfniVlNLCuzpyeRoqOEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.1205&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:49.575Z,,
https://www.google.com/maps/place/Borden+Duffel/data=!4m7!3m6!1s0x86568e8adfe313a1:0xf7f82d25e1d317!8m2!3d32.4495706!4d-99.7715514!16s%2Fg%2F1tcvv8bm!19sChIJoRPj34qOVoYRF9PhJS349wA,Borden Duffel,5.0,1,Accountant,"226 S Leggett Dr, Abilene, TX 79605, United States","C6XH+R9 Abilene, Texas, USA",http://www.duffelcpa.com/,+1 325-673-1040,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pc4fYFvUh75J57Bn7812Cg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.2266&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-10-19T15:14:54.544Z,,
