placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Blue+Star+Tires+%26+Auto+Repair/data=!4m7!3m6!1s0x809ad1df73808c83:0x634c7450c0f7f166!8m2!3d38.5663317!4d-121.5065504!16s%2Fg%2F11v3nsxyty!19sChIJg4yAc9_RmoARZvH3wFB0TGM,Blue Star Tires & Auto Repair,4.9,183,Tire shop,"500 X St, Sacramento, CA 95818, United States","HF8V+G9 Sacramento, California, USA",,+1 916-299-0003,"Open · Closes 6 pm

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweonlvZGtJOkZzP1j4-l7NTuBIQTxOn8HTlLCOqMZ65Og0t2m7KcEFVuAzKGHu-YfA2p2ucmgBQaAe6KvB2qlJbEkVDoFSjZR6xwYIId8Uj_QW9YqfBcrdRiCYWOJaiB0NBEaFlSp4ksqCRZ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:26:56.538Z,,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x809ad0da2851f5af:0xc6614ff0cca38ef3!8m2!3d38.57607!4d-121.48546!16s%2Fg%2F1tlndpv7!19sChIJr_VRKNrQmoAR846jzPBPYcY,Big O Tires,4.0,369,Auto repair shop,"1615 L St, Sacramento, CA 95814, United States","HGG7+CR Sacramento, California, USA",https://www.bigotires.com/location/ca/sacramento/1615-l-st-95814/005328?utm_source=bing&utm_medium=local&utm_campaign=websiteCTA&y_source=1_ODY2OTY4Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 279-221-7870,"Open · Closes 6 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-2RwUQ6OH9l8ywGx2MEw1bAQt7i8wrSlm88qrP-oc58ARzwQ1i0jlqcSZf9awyHv1QLNtmL2Rd5kao1gyEGKLorTo2WoPHql5OMmDo265iuymafMh96JUDou6kz4dANCSmbNHsA=w420-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:02.651Z,,,
https://www.google.com/maps/place/6+Day+Tire+%26+Wheels/data=!4m7!3m6!1s0x809ad06098e365ab:0xf8d810d2e2ce8bd5!8m2!3d38.551336!4d-121.4679909!16s%2Fg%2F1tgmwjrp!19sChIJq2XjmGDQmoAR1YvO4tIQ2Pg,6 Day Tire & Wheels,4.7,261,Tire shop,"3503 Broadway, Sacramento, CA 95817, United States","HG2J+GR Sacramento, California, USA",,+1 916-454-5517,"Open · Closes 6 pm

Updated by phone call 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoQW5k9zLEVd16JScaof-xHRo7nz_b8FR9Q_Md67Q9xpi5coALNjRKQA4GllnHBLREmewhPAd5MXptu0kJ0SLkuI25plhfhAgrX1taMoKVK-sec8poUu5_hYwr_zHGR-wxjXNgK=w426-h240-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:07.514Z,,,
https://www.google.com/maps/place/America%27s+Tire/data=!4m7!3m6!1s0x809ada3a3d861f29:0x6f02185016c517f5!8m2!3d38.595742!4d-121.412726!16s%2Fg%2F1tr7d176!19sChIJKR-GPTramoAR9RfFFlAYAm8,America's Tire,4.6,1003,Tire shop,"2256 Arden Wy, Sacramento, CA 95825, United States","HHWP+7W Sacramento, California, USA",https://www.americastire.com/store/ca/sacramento/s/1055,+1 916-649-0556,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvgZGAiqB0XezwqFIKOz32FvhdVkspCFQrCwQiL8sHDe5jtUa2QiHW-pqt_AkV7GvYNvqhH9ziM-Vyix6xiNf9R16lWXHiX1kV8r_h1cpCsuzd-UcH6XPXAvWHaJ8wQOjmc_5S=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:12.521Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Radial+Tire+Center/data=!4m7!3m6!1s0x809ad411a5c3ddeb:0xe2e6b38672361b5a!8m2!3d38.578441!4d-121.552027!16s%2Fg%2F1tf5d_bn!19sChIJ693DpRHUmoARWhs2coaz5uI,Radial Tire Center,4.7,160,Tire shop,"3111 W Capitol Ave, West Sacramento, CA 95691, United States","HCHX+95 West Sacramento, California, USA",https://www.radialtirecenter.com/,+1 916-371-5066,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyeXemQBWVW_Vj382SFblbK14U2-srJq2vvERmX0zOLcSj5d7Wd-pd37RGKild5l3CiZzUxY_AipZ4jDZpVo2TQKTjXvs3O5YYOhwnKd_0LLqGWGutSyOYAoEgSivXZ9hU51NMTA=w408-h305-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:17.335Z,· In-store pick-up,,
https://www.google.com/maps/place/X+Tires+and+Auto+Repair/data=!4m7!3m6!1s0x809ad1ab19f7a8d1:0xd730d1ad4ecc5325!8m2!3d38.5663904!4d-121.507306!16s%2Fg%2F11w1kt_2bw!19sChIJ0aj3GavRmoARJVPMTq3RMNc,X Tires and Auto Repair,4.7,135,Tire shop,"2400 5th St, Sacramento, CA 95818, United States","HF8V+H3 Sacramento, California, USA",http://www.xautocare.net/,+1 916-272-7917,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqegkBiHR_ZPonNgUFwMO9Zvo9OY_lnm2ObVZC0v3J32222F4tV0c0aX8FNHYXgDwOg5Fro96j4itVE-AEmNZDtbJOcwxB5ZngNHelBsV7oVPwW5JVTZMpnMyUcK8jqzvulzlZQw1ZzH_8=w408-h306-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:22.233Z,· In-store shopping,,
https://www.google.com/maps/place/Cheap+Tire+Shop/data=!4m7!3m6!1s0x809ad99371ab240f:0x7fd84d49c084fd62!8m2!3d38.6202332!4d-121.4204503!16s%2Fg%2F1tdmq9d5!19sChIJDySrcZPZmoARYv2EwElN2H8,Cheap Tire Shop,4.6,467,Tire shop,"1970 Marconi Ave, Sacramento, CA 95815, United States","JHCH+3R Sacramento, California, USA",,+1 916-923-3580,"Open · Closes 5:30 pm

Updated by phone call 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqnRYAQdblPz6DPcejsgwEKirEtH_sHuR71fxkYv_b4CByqysA76hDT1FZkp5kSzlRXE7DqTk3epplBVvbWgNM5KRuEyfPOLhnQ9rc1I-4QFHL5hhw8Pf5iNUOpIW5pl7f4xni0rR3DHiA=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:27.248Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Radial+Tire+Service/data=!4m7!3m6!1s0x809ada2d99f55bc9:0x48a09caacab51934!8m2!3d38.6031365!4d-121.403396!16s%2Fg%2F1w04kc1f!19sChIJyVv1mS3amoARNBm1yqqcoEg,Radial Tire Service,4.8,476,Tire shop,"2500 Cottage Way, Sacramento, CA 95825, United States","JH3W+7J Sacramento, California, USA",http://www.radialtireservice.net/,+1 916-481-7007,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoA2AYsRnT5nsWXWzQ52M8ipowXL69x2PD-c3gvh9z5sSejXnrZ_OYoNsyRhUBYIV_Ks0JlTQsIVIZHeW4JhXIf5ziCbPYiJX_fc97gYRC9xEBw2v0nd8yvenZ84_dXEWuXwFqS=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:32.091Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/America%27s+Tire/data=!4m7!3m6!1s0x809ad43d2bb7f927:0xd6ccd62aabf31e0f!8m2!3d38.5897354!4d-121.5485029!16s%2Fg%2F1tcz_sd7!19sChIJJ_m3Kz3UmoARDx7zqyrWzNY,America's Tire,4.3,655,Tire shop,"783 Ikea Ct, West Sacramento, CA 95605, United States","HFQ2+VH West Sacramento, California, USA",https://www.americastire.com/store/ca/west-sacramento/s/1829,+1 916-375-8526,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYvdWEWUKYul9Ze_TCEDlZ7-y3cvqtvjyO9XpTg6GJZSPG9iRTPCLm641xTgTHCF9ATODkUcDDH-M205rSthV5ZUoN24vrMnNZH0VHyNtDNHkVZdPhOUVKM7t1POneasMA9l7L=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:37.009Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Sac+City+Tire+%26+Wheels/data=!4m7!3m6!1s0x809ad419a38075f3:0x34d62c9fecb77011!8m2!3d38.5850306!4d-121.5468895!16s%2Fg%2F11bxfx7qqy!19sChIJ83WAoxnUmoAREXC37J8s1jQ,Sac City Tire & Wheels,4.5,199,Auto repair shop,"411 Harbor Blvd, West Sacramento, CA 95691, United States","HFP3+26 West Sacramento, California, USA",,+1 916-376-8473,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojdHn7yQMMefl1x_r6xnC9m31KsQd9hkQlGqx91RqB_I0evUnWdUpblifYQe9-JUV8Vfu02qqPlR8qOhxW1Q1sFEpVtlWLiMIQ5Mp99Y4do-0YoJBRqDM5HfAYW6ZhHCD5MX_Q=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-03-23T16:27:42.008Z,,,
