placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,error
https://www.google.com/maps/place/Holes+%26+Company+CPAs/data=!4m7!3m6!1s0x88dae1e70b3aa101:0x822b7e00b8f65646!8m2!3d26.176892!4d-81.7991619!16s%2Fg%2F11b6gq9jwt!19sChIJAaE6C-fh2ogRRlb2uAB-K4I,Holes & Company CPAs,4.9,27,Certified public accountant,"2500 Tamiami Trl N #212, Naples, FL 34103, United States","56G2+Q8 Naples, Florida, USA",https://www.jfhcpa.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,+1 239-249-9476,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipPfpDsCJ7_ctHko3Ck9WDlNRV2vdQNNBbOop-Xp=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:56:27.219Z,,
"https://www.google.com/maps/place/Joel+S.+Miller,+CPA,+P.A./data=!4m7!3m6!1s0x88dae19d099b60ff:0x43551794555ace00!8m2!3d26.1391588!4d-81.7923364!16s%2Fg%2F11bw3bb53q!19sChIJ_2CbCZ3h2ogRAM5aVZQXVUM","Joel S. Miller, CPA, P.A.",4.6,11,Certified public accountant,"750 11th St S #101, Naples, FL 34102, United States","46Q5+M3 Naples, Florida, USA",http://www.joelmillercpa.com/,+1 239-435-1040,Closed ⋅ Opens 10 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CK5-UjVprxonuSC5viou1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.49493&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:56:33.146Z,,
"https://www.google.com/maps/place/Soldavini+%26+Caldwell+CPA,+PA/data=!4m7!3m6!1s0x88db1e713d3b6357:0x784340ead561d3e2!8m2!3d26.2161006!4d-81.7854003!16s%2Fg%2F1tm89773!19sChIJV2M7PXEe24gR4tNh1epAQ3g","Soldavini & Caldwell CPA, PA",4.1,22,Accountant,"5455 Jaeger Rd, Naples, FL 34109, United States","6687+CR Naples, Florida, USA",http://www.naples-cpa.com/,+1 239-591-4747,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RGJ0wg50FZwu3hMXk96q5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.40042&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:56:38.046Z,,
https://www.google.com/maps/place/Naples+Accounting+%26+Tax+Services/data=!4m7!3m6!1s0x88dae191bbc2b2af:0xa9c7d99764932052!8m2!3d26.1537474!4d-81.7914973!16s%2Fg%2F1tfcjksj!19sChIJr7LCu5Hh2ogRUiCTZJfZx6k,Naples Accounting & Tax Services,5.0,1,Tax preparation service,"501 Goodlette-Frank Rd, Naples, FL 34102, United States","5635+FC Naples, Florida, USA",,+1 239-261-7593,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=44CWeZ0FYXwoMDWMiiukBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.36652&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:56:43.149Z,,
https://www.google.com/maps/place/Dee+%26+Associates+CPAs/data=!4m7!3m6!1s0x88dae1e77d66cbc7:0x2afdc2d981684c8e!8m2!3d26.1772647!4d-81.8002741!16s%2Fg%2F1tdkn0m3!19sChIJx8tmfefh2ogRjkxogdnC_So,Dee & Associates CPAs,4.8,20,Accountant,"2425 Tamiami Trl N Suite 214, Naples, FL 34103, United States","55GX+WV Naples, Florida, USA",http://www.deecpa.com/,+1 239-262-6921,Closed ⋅ Opens 8:30 am Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOIiXyeJGZ52cEupY7LCy-zZ80rRFnqxH_mYUjwWldRc6VOO-ADn1zajU4lNx9DaDGWmKDynuz43VmLYk6ZG7bCSeQHvpKbkNLhKO1eflfPIlSSSHTN3Mk0MQKvlsHLgZHtpk=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:56:48.732Z,,
"https://www.google.com/maps/place/Davis+%26+Associates,+CPA%27s/data=!4m7!3m6!1s0x88dae1a1cc18363f:0x1c728ea6fabb6538!8m2!3d26.1408829!4d-81.8013715!16s%2Fg%2F11cjhzm19b!19sChIJPzYYzKHh2ogROGW7-qaOchw","Davis & Associates, CPA's",5.0,11,Certified public accountant,"400 5th Ave S #301, Naples, FL 34102, United States","45RX+9F Naples, Florida, USA",https://www.johndaviscpa.com/naples-cpa.php,+1 239-775-8588,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dQnocRGcjW9NpblwyL0pzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.41406&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:56:54.857Z,,
https://www.google.com/maps/place/Garcia+%26+Carlson+CPA/data=!4m7!3m6!1s0x88db1e94bf94691f:0xb73388f38d102ca9!8m2!3d26.2463012!4d-81.7699716!16s%2Fg%2F11g6_31wg4!19sChIJH2mUv5Qe24gRqSwQjfOIM7c,Garcia & Carlson CPA,5.0,3,Certified public accountant,"2367 Vanderbilt Beach Rd Ste 811, Naples, FL 34109, United States","66WJ+G2 Naples, Florida, USA",http://www.garciacarlson.com/,+1 239-325-5200,Closed ⋅ Opens 8:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vm8G6FPXedLzyNLt2Ruzlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.82358&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:00.940Z,,
https://www.google.com/maps/place/Hayes+CPA+%26+Associates+PLLC/data=!4m7!3m6!1s0x88db1c78403997cf:0x2843dbbb5e210281!8m2!3d26.2469088!4d-81.7739249!16s%2Fg%2F1hc33l4y9!19sChIJz5c5QHgc24gRgQIhXrvbQyg,Hayes CPA & Associates PLLC,5.0,4,Certified public accountant,"9115 Corsea Del Fontana Way Suite 100, Naples, FL 34109, United States","66WG+QC Naples, Florida, USA",,+1 239-596-6050,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tlNS1iUqy3gapg7EJ8dknw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.20745&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:06.392Z,,
"https://www.google.com/maps/place/Wagnon+CPA,+PLLC/data=!4m7!3m6!1s0x88db1f58505d4ed1:0x5fd7513d226d4ea3!8m2!3d26.2162916!4d-81.780952!16s%2Fg%2F11p0ttkjh0!19sChIJ0U5dUFgf24gRo05tIj1R118","Wagnon CPA, PLLC",5.0,9,Certified public accountant,"** BY APPOINTMENT ONLY **, 5760 Shirley St Suite 1, Naples, FL 34109, United States","6689+GJ Naples, Florida, USA",http://www.wagnoncpa.com/,+1 239-877-7042,,https://lh3.googleusercontent.com/p/AF1QipNqzvdZ0jx-zphL8mHMHz-ZzIv-UI6PnCkpIq_1=w450-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:09.300Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Unsworth,+Marretta,+%26+Unsworth,+Certified+Public+Accountants,+LLC/data=!4m7!3m6!1s0x88dae238d979b905:0x370b91aa782b808f!8m2!3d26.1528684!4d-81.759213!16s%2Fg%2F1tf9p1q7!19sChIJBbl52Tji2ogRj4AreKqRCzc","Unsworth, Marretta, & Unsworth, Certified Public Accountants, LLC",5.0,8,Certified public accountant,"3960 Radio Rd STE 203, Naples, FL 34104, United States","563R+48 Naples, Florida, USA",http://www.umucpa.com/,+1 239-649-8111,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipOhx-XMPRrt_HaadjNgw6lO5gxnd5oTemJha1G7=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:14.209Z,,
https://www.google.com/maps/place/Curtis+Mark+CPA/data=!4m7!3m6!1s0x88db1d63ff7f14a3:0xa5ddb9d04c1f3d4d!8m2!3d26.1866964!4d-81.7186982!16s%2Fg%2F1td1w7qq!19sChIJoxR__2Md24gRTT0fTNC53aU,Curtis Mark CPA,5.0,1,Tax preparation service,"2280 Santa Barbara Blvd, Naples, FL 34116, United States","57PJ+MG Naples, Florida, USA",http://mecurtis.com/,+1 239-455-2235,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-6KGAE1H7AQnJd4Xcd6L7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.87271&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:17.037Z,,
"https://www.google.com/maps/place/Matthew+John+Soldavini,+CPA,+PLLC/data=!4m7!3m6!1s0x88dae19d9b6d03bf:0xa02cccbb4ce13aca!8m2!3d26.1391425!4d-81.7926306!16s%2Fg%2F1tdw8wf1!19sChIJvwNtm53h2ogRyjrhTLvMLKA","Matthew John Soldavini, CPA, PLLC",5.0,4,Certified public accountant,"791 10th St S #301, Naples, FL 34102, United States","46Q4+MW Naples, Florida, USA",http://www.mjs-cpa.com/,+1 239-262-7230,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fIjeZdrm7CkVviIJnRTlMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.171165&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:22.248Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Gualario+James+M+CPA/data=!4m7!3m6!1s0x88db1e2033944201:0x3b02f386a6160424!8m2!3d26.187947!4d-81.8013499!16s%2Fg%2F1w6666q4!19sChIJAUKUMyAe24gRJAQWpobzAjs,Gualario James M CPA,5.0,1,Accountant,"820 Anchor Rode Dr Suite 820, Naples, FL 34103, United States","55QX+5F Naples, Florida, USA",,+1 239-263-2224,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1gp5cMabz3N6njG87Nubgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.912342&pitch=0&thumbfov=100,false,9 am–4 pm,Closed,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:27.902Z,,
https://www.google.com/maps/place/David+M+Gruber+CPA+PA/data=!4m7!3m6!1s0x88db1e154a2ee1b3:0x3f96fd1cf4d6929c!8m2!3d26.2617559!4d-81.801977!16s%2Fg%2F1v1kqnvx!19sChIJs-EuShUe24gRnJLW9Bz9lj8,David M Gruber CPA PA,5.0,4,Certified public accountant,"9975 Tamiami Trl N # 2, Naples, FL 34108, United States","756X+P6 Naples, Florida, USA",http://dgrubercpa.com/,+1 239-430-2424,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7tP4d4x9FklkJoi9PwHLFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.62577&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:33.725Z,,
https://www.google.com/maps/place/Perrino+%26+Associates+CPA%27s/data=!4m7!3m6!1s0x88dae240ad917d99:0x7ac12626edf7ed19!8m2!3d26.1539366!4d-81.7559729!16s%2Fg%2F1tg6qy0z!19sChIJmX2RrUDi2ogRGe337SYmwXo,Perrino & Associates CPA's,5.0,3,Tax preparation service,"4100 Corporate Square Suite 160, Naples, FL 34104, United States","563V+HJ Naples, Florida, USA",http://www.perrino.com/,+1 239-434-8299,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipPylDYkPC1KsYJ_Na556gH8gIE4NKvMy0ADR33Y=w408-h271-k-no,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:39.086Z,,
https://www.google.com/maps/place/Mc+Donald+%26+Osborne+PA/data=!4m7!3m6!1s0x88db1c2664460aa9:0x7b3e87a5042087b4!8m2!3d26.2465782!4d-81.7738593!16s%2Fg%2F1thq1h_n!19sChIJqQpGZCYc24gRtIcgBKWHPns,Mc Donald & Osborne PA,5.0,2,Certified public accountant,"9120 Corsea Del Fontana Way, Naples, FL 34109, United States","66WG+JF Naples, Florida, USA",http://www.mo-cpa.com/,+1 239-254-8161,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipNWO1Kqs258o2U-HzctWOeApnLseg9UbULDHxlp=w408-h306-k-no,true,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-10-09T22:57:44.018Z,,
