placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Anderson+Power+Services/data=!4m7!3m6!1s0x88f52902fca16f61:0xc2851505d35fafc3!8m2!3d33.7381718!4d-84.7903915!16s%2Fg%2F1tpc8pwm!19sChIJYW-h_AIp9YgRw69f0wUVhcI,Anderson Power Services,4.9,1209,Electric generator shop,· In-store pick-up · Delivery,"13211 Veterans Memorial Hwy, Douglasville, GA 30134, United States","P6Q5+7R Douglasville, Georgia, USA",https://andersonpowerservices.com/,+1 770-222-1315,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw25vDaobaR3hD6QQ2QjznciOHmNOrq7S2VtrvHbqzHvgeuynD-KDYWgqKUyTW9Ip5pweOX3MBBPm1sOJh9BdOPW16nx16_6H3A7n6L7lHsgT3z-Up2QkAPK3qRm46aHsNiwkKk=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:07.112Z,,,
"https://www.google.com/maps/place/Aardvark+Electric,+Inc./data=!4m7!3m6!1s0x88f50646623b5df9:0x92fda55eacc7f2b3!8m2!3d33.8982538!4d-84.2687601!16s%2Fg%2F1tdgl2s2!19sChIJ-V07YkYG9YgRs_LHrF6l_ZI","Aardvark Electric, Inc.",4.9,378,Electrician,,"3625 Clearview Pkwy, Atlanta, GA 30340, United States","VPXJ+8F Atlanta, Georgia, USA",https://aardvark-electric.com/?utm_source=GMB&utm_medium=organic,+1 404-882-9917,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOaYe88KbnYoPjKeSX4gZfQ-3EvYOdYOXOVL6Rj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:11.667Z,,,
https://www.google.com/maps/place/BriteBox+Electrical+Services/data=!4m7!3m6!1s0x88f5148544f3d89f:0x3ea256a7b2bd83dc!8m2!3d33.731282!4d-84.3278885!16s%2Fg%2F11b6dslhvr!19sChIJn9jzRIUU9YgR3IO9sqdWoj4,BriteBox Electrical Services,4.8,2170,Electrician,,,,https://www.briteboxelectrical.com/?utm_source=google&utm_medium=organic&utm_campaign=Google_ELEC_GMB&utm_content=Website,+1 404-252-3900,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLxciFjoN5G6ewQWzHPcV-EaAxVmU-g92eG-N0=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:16.443Z,,,
https://www.google.com/maps/place/Pat+Murphy+Electric+Inc./data=!4m7!3m6!1s0x88f50f5f5b4e94a1:0x427be82292cca77c!8m2!3d33.8470431!4d-84.3686541!16s%2Fg%2F11g70jn3g5!19sChIJoZROW18P9YgRfKfMkiLoe0I,Pat Murphy Electric Inc.,4.9,790,Electrician,,"3340 Peachtree Rd NE #1800, Atlanta, GA 30326, United States","RJWJ+RG Atlanta, Georgia, USA",https://patmurphyelectric.com/,+1 404-577-4191,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO_h5fzWpBaHb3l100ldmR6sqNuks5iA3G_lrWm=w511-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:20.814Z,Identifies as women-owned,,
https://www.google.com/maps/place/Southern+Power+Generators/data=!4m7!3m6!1s0x88f5013a8d032a8f:0x86c23cf23dbd88d3!8m2!3d33.7426718!4d-84.2823409!16s%2Fg%2F11mdmzw_v1!19sChIJjyoDjToB9YgR04i9PfI8woY,Southern Power Generators,4.9,23,Electric generator shop,· Delivery,"2637 White Oak Dr, Decatur, GA 30032, United States","PPV9+33 Decatur, Georgia, USA",https://southernpowergenerators.com/,+1 404-593-6308,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipN2h0l4OaJZExJi7VRI07JMPEMgNGZUuTEwEa2u=w408-h408-k-no,true,9 am–2 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:25.110Z,,,
https://www.google.com/maps/place/Southern+Power+Systems+LLC/data=!4m7!3m6!1s0x2d6b4ffd194a3d4d:0x6e4d180b866d4bca!8m2!3d34.532079!4d-84.4996134!16s%2Fg%2F11vwgm0t63!19sChIJTT1KGf1Pay0RyktthgsYTW4,Southern Power Systems LLC,4.9,90,Electrician,,,,http://www.southernpowersystems.com/,+1 770-403-2605,Closes soon · 5 pm · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMdQmOEj-rz5scqP3GqK74tNTmRWTSi8i6qCt9u=w408-h306-k-no,true,7:30 am–5 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:29.442Z,,,
https://www.google.com/maps/place/Generator+Supercenter+of+NW+Atlanta/data=!4m7!3m6!1s0x88f575bf357c7237:0x9eb82acfbd8a0f5c!8m2!3d34.041862!4d-84.332695!16s%2Fg%2F11h57pyp7k!19sChIJN3J8Nb919YgRXA-Kvc8quJ4,Generator Supercenter of NW Atlanta,4.8,160,Electric generator shop,· In-store shopping · Delivery,"1009 Mansell Rd Ste C2, Roswell, GA 30076, United States","2MR8+PW Roswell, Georgia, USA",https://generatorsupercenterofnorthatlanta.com/,+1 678-885-9751,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOdN2FxFuqaMSHyW9okEKpDDD2mOkGQWz4t_Hpw=w408-h540-k-no,true,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:33.742Z,,,
https://www.google.com/maps/place/Powers+Electrical+Solutions/data=!4m7!3m6!1s0x88f5174be85b2805:0xb93f63a63cbaa178!8m2!3d33.8757557!4d-84.5235706!16s%2Fg%2F1pp2tlfbd!19sChIJBShb6EsX9YgReKG6PKZjP7k,Powers Electrical Solutions,5.0,1000,Electrician,,"1034 Concord Rd SE, Smyrna, GA 30080, United States","VFGG+8H Smyrna, Georgia, USA",https://www.powerselectricga.com/,+1 404-645-6843,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOiD-HybT2jHL_hrMS-elPsghhVQf1SfKJuvnr0=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:38.185Z,,,
https://www.google.com/maps/place/Southern+Power+Experts+LLC/data=!4m7!3m6!1s0x88f5b76722b40001:0xbff626ecf4553880!8m2!3d33.8221138!4d-83.9936394!16s%2Fg%2F11ggvt5c82!19sChIJAQC0Ime39YgRgDhV9Owm9r8,Southern Power Experts LLC,4.6,32,Electric generator shop,· Delivery,"3575 Millers Pond Way SW, Snellville, GA 30039, United States","R2C4+RG Snellville, Georgia, USA",https://www.southernpowerexpert.com/,+1 470-991-1341,,https://lh3.googleusercontent.com/p/AF1QipN3fdoMJ1dWWww5wnvbAQmEiJzI7to0O6xrccaC=w408-h544-k-no,true,9 am–12 am,9 am–5 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:42.659Z,,,
"https://www.google.com/maps/place/TE+Certified,+Electrical,+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x88f575a4c06f3621:0xa9e54b325448e5c1!8m2!3d34.0186965!4d-84.328877!16s%2Fg%2F1tcxkm0c!19sChIJITZvwKR19YgRweVIVDJL5ak","TE Certified, Electrical, Plumbing, Heating & Cooling",4.9,11543,Electrician,,"9800 Old Dogwood Rd, Roswell, GA 30075, United States","2M9C+FC Roswell, Georgia, USA",https://www.tecertifiedelectricians.com/,+1 770-299-3903,,https://lh3.googleusercontent.com/p/AF1QipMIlbuGd83PfqV51Ycf0BsJWs5szDvv8oczsPBo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2026-01-10T21:23:47.041Z,,,
