placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Davis+%26+Green/data=!4m7!3m6!1s0x89b1123c7126543d:0xdaa35f956be4be1c!8m2!3d37.506312!4d-77.485478!16s%2Fg%2F1tdy0ry3!19sChIJPVQmcTwSsYkRHL7ka5Vfo9o,Davis & Green,4.8,2467,HVAC contractor,"132 Brandon Rd, Richmond, VA 23224, United States","GG47+GR Richmond, Virginia, USA",https://dgelectrical.com/,+1 804-391-4247,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOgHu-4-tbUgSNd_1_tLjPZjwGz1PvgT2KRD3My=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:36:47.951Z,,,
https://www.google.com/maps/place/Generator+Supercenter+of+Richmond+Va/data=!4m7!3m6!1s0x89b16b442f091789:0xe13f03d4780cb335!8m2!3d37.6436657!4d-77.5664237!16s%2Fg%2F11qr1hy29p!19sChIJiRcJL0RrsYkRNbMMeNQDP-E,Generator Supercenter of Richmond Va,4.9,73,Electric generator shop,"9830 W Broad St, Glen Allen, VA 23060, United States","JCVM+FC Glen Allen, Virginia, USA",https://generatorsupercenterofrichmondva.com/,+1 804-302-4200,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPeXwmaJRywQu8gn8ALh3dqQl6syy5mrF82Ks2s=w408-h306-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:36:53.180Z,· In-store shopping,,
https://www.google.com/maps/place/Connect+Electrical+Services/data=!4m7!3m6!1s0x89b1414b2138f68d:0xaaad1f75c3889f0e!8m2!3d37.5360843!4d-77.3509832!16s%2Fg%2F11f796p2mt!19sChIJjfY4IUtBsYkRDp-Iw3Ufrao,Connect Electrical Services,4.8,312,Electrician,"4238 Oakley Ct Ste C, Richmond, VA 23223, United States","GJPX+CJ Richmond, Virginia, USA",https://callconnectelectric.com/?utm_source=gmb&utm_medium=organic,+1 804-255-9147,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMd0dOlq9SQ8cII-crhdm9ph6-zYjGmkyRxnVlL=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:36:58.647Z,,,
https://www.google.com/maps/place/Master+Electrical+Services+LLC/data=!4m7!3m6!1s0x89b116a650e91fe7:0x4ee9cb557e9238f5!8m2!3d37.5752412!4d-77.4665691!16s%2Fg%2F1td5g_jw!19sChIJ5x_pUKYWsYkR9TiSflXL6U4,Master Electrical Services LLC,4.9,31,Electrician,"1735 Arlington Rd, Richmond, VA 23230, United States","HGGM+39 Richmond, Virginia, USA",https://master-electrical.com/,+1 804-231-1973,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMqbDFoJvVPQe6AoJyc7IOcauSUGhfMKV8JYXu8=w408-h544-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:03.702Z,,,
"https://www.google.com/maps/place/Alternative+Power+of+Richmond,+LLC./data=!4m7!3m6!1s0x89b113dd00337529:0xe8eda6f49875990d!8m2!3d37.4963674!4d-77.5354855!16s%2Fg%2F11rq8g7dmh!19sChIJKXUzAN0TsYkRDZl1mPSm7eg","Alternative Power of Richmond, LLC.",5.0,4,Electric generator shop,"219 Turner Rd Suite 279, Richmond, VA 23225, United States","FFW7+GR Richmond, Virginia, USA",http://www.alternativepower.com/,+1 866-788-9070,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IETc_egGQZgvIWg514ANMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.06727&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:08.521Z,,,
https://www.google.com/maps/place/Michael+%26+Son+Services/data=!4m7!3m6!1s0x89b16a3ebc459bc9:0x7e7492d3afb2253a!8m2!3d37.5680969!4d-77.4548639!16s%2Fg%2F1tdg42hd!19sChIJyZtFvD5qsYkROiWyr9OSdH4,Michael & Son Services,4.8,9160,Heating contractor,"1407 Cummings Dr, Richmond, VA 23220, United States","HG9W+63 Richmond, Virginia, USA",https://www.michaelandson.com/richmond?utm_source=%20GMBlistingRichmond&utm_medium=referral,+1 804-238-7511,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO3EqGoq1NUCDdZip6_iTnx88YcoIM_dFHxv0K6=w408-h281-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:13.578Z,,,
https://www.google.com/maps/place/Woodfin+-+Your+Home+Team/data=!4m7!3m6!1s0x89b116a66f3016a1:0x93b226832159d681!8m2!3d37.5712024!4d-77.4774466!16s%2Fg%2F1v1sm2_2!19sChIJoRYwb6YWsYkRgdZZIYMmspM,Woodfin - Your Home Team,4.9,10740,HVAC contractor,"1823 N Hamilton St, Richmond, VA 23230, United States","HGCF+F2 Richmond, Virginia, USA",https://www.askwoodfin.com/,+1 804-630-0981,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNPoRKQ31LMldRtSZvysgflmTYHW8CgydFXVx-O=w408-h315-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:18.489Z,,,
https://www.google.com/maps/place/J%26M+Electrical+Service/data=!4m7!3m6!1s0x89b11299cb1007af:0xe40d4f7e7c8818ae!8m2!3d37.4950091!4d-77.5362901!16s%2Fg%2F1td3gxcb!19sChIJrwcQy5kSsYkRrhiIfH5PDeQ,J&M Electrical Service,4.7,182,Electrician,"400 Turner Rd, Richmond, VA 23225, United States","FFW7+2F Richmond, Virginia, USA",https://www.jmwired.com/,+1 804-276-5580,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNqXGt_RIfSE8yL7oThALk2iO8y0zEx4b0oiJG8=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:23.813Z,,,
"https://www.google.com/maps/place/Managed+Generator+Services,+LLC/data=!4m7!3m6!1s0x89b1712ac64053b9:0x6507084e561f5cc7!8m2!3d37.6066936!4d-77.5701838!16s%2Fg%2F11h42yx1x_!19sChIJuVNAxipxsYkRx1wfVk4IB2U","Managed Generator Services, LLC",4.5,8,Electric generator shop,"8942 Quioccasin Rd, Richmond, VA 23229, United States","JC4H+MW Richmond, Virginia, USA",https://www.mgsllc.com/,+1 800-209-1436,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOJr7eF8Z3hHHzHlBz2hd9EMuwgV8w7j1Mzxh9K=w408-h306-k-no,true,Closed,Closed,7 am–5 am,7 am–5 am,7 am–5 am,7 am–5 am,7 am–5 am,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:28.582Z,,,
https://www.google.com/maps/place/RK+Newman+Electric+Services/data=!4m7!3m6!1s0x89b16bbee43978c3:0x5c35e5bf793e8fa7!8m2!3d37.503261!4d-77.6000056!16s%2Fg%2F11bbw_j11n!19sChIJw3g55L5rsYkRp48-eb_lNVw,RK Newman Electric Services,4.9,781,Electrician,"819 Research Rd, Richmond, VA 23236, United States","G93X+8X Richmond, Virginia, USA",http://rknewmanelectric.com/,+1 804-437-1033,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM7kHKU2R5HjnAwhWcv3PyOxewFPOuIHt1-4RtB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Richmond+Richmond+VA/@37.5407246,-77.4360481,14z",2026-01-10T21:37:33.442Z,,,
