placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Monterey+Bay+Property+Management/data=!4m7!3m6!1s0x808de6aa76faed21:0x6504ef6d466a6a43!8m2!3d36.6170603!4d-121.9020043!16s%2Fg%2F1tcwlsy7!19sChIJIe36dqrmjYARQ2pqRm3vBGU,Monterey Bay Property Management,4.7,212,Property management company,"816 Wave St, Monterey, CA 93940, United States","J38X+R5 Monterey, California, USA",https://www.montereyrentals.com/,+1 831-655-7840,Open ⋅ Closes 4 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMl8DtannsYvzWvs6eSW2PS01Ax_0S0l0fPvKVL=w408-h271-k-no,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:05.711Z,,,
"https://www.google.com/maps/place/Torrente+Property+Management,+Inc./data=!4m7!3m6!1s0x808de439c8b773fd:0x9ab6dbe432073c5a!8m2!3d36.5978937!4d-121.8825434!16s%2Fg%2F11gfk6nvvt!19sChIJ_XO3yDnkjYARWjwHMuTbtpo","Torrente Property Management, Inc.",4.7,35,Property management company,"200 Camino Aguajito, Monterey, CA 93940, United States","H4X8+5X Monterey, California, USA",https://torrenteproperties.com/,+1 831-582-8916,"Open ⋅ Closes 7 pm

Updated by this business 8 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNxFQLh_nrWGn7aZIZg52XfC7dlrTRbyVqHCkg=w408-h272-k-no,true,9 am–7 pm,9 am–7 pm,9 am–1 pm,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:12.069Z,,,
https://www.google.com/maps/place/Sterling+Property+Management/data=!4m7!3m6!1s0x808de6aa3697a3a3:0xf1713e0020b6338b!8m2!3d36.615768!4d-121.904063!16s%2Fg%2F1tvgvkts!19sChIJo6OXNqrmjYARizO2IAA-cfE,Sterling Property Management,4.0,43,Property management company,"801 Lighthouse Ave #109, Monterey, CA 93940, United States","J38W+89 Monterey, California, USA",http://www.sterlingmonterey.com/,+1 831-643-9400,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GvQi1rbAR3iWNi8UK5uq1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.52362&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:17.223Z,,,
https://www.google.com/maps/place/Monterey+HOA+Management/data=!4m7!3m6!1s0x808de5c5cb28598b:0xbc9d057f3d0dc4ae!8m2!3d36.5938802!4d-121.8487064!16s%2Fg%2F11y86_hvnx!19sChIJi1koy8XljYARrsQNPX8Fnbw,Monterey HOA Management,5.0,1,Property management company,"930 Casanova Ave, Monterey, CA 93940, United States","H5V2+HG Monterey, California, USA",https://montereyhoamanagement.com/,+1 831-851-1657,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNXXHmDupdF0NnoWqUw5ejx7rn_k-g5Fkd1qeji=w408-h253-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:22.114Z,,,
https://www.google.com/maps/place/Terra+Vista+Property+Management/data=!4m7!3m6!1s0x808de425c50a9249:0x23705a401ad784cb!8m2!3d36.5920356!4d-121.8911917!16s%2Fg%2F1tjv3rds!19sChIJSZIKxSXkjYARy4TXGkBacCM,Terra Vista Property Management,2.2,6,Property management company,"337 El Dorado St, Monterey, CA 93940, United States","H4R5+RG Monterey, California, USA",https://www.billandred.com/,+1 831-375-5444,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8ju3mWNdUwN603oV4f4icQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.05278&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:27.177Z,,,
https://www.google.com/maps/place/A.+G.+Davi+Property+Management/data=!4m7!3m6!1s0x808de42487a96a29:0xb5e4ba757d73bf8f!8m2!3d36.5982374!4d-121.893253!16s%2Fg%2F1vfp8fjb!19sChIJKWqphyTkjYARj79zfXW65LU,A. G. Davi Property Management,3.4,34,Property management company,"484 Washington St suite d, Monterey, CA 93940, United States","H4X4+7M Monterey, California, USA",https://www.agdavi.com/,+1 831-373-2222,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMIwsFlHKqT45cktijuNfxZiTGhCzXZ_8e48iOp=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:32.534Z,,,
https://www.google.com/maps/place/Creative+Property+Management/data=!4m7!3m6!1s0x808de4386686a1a1:0x183e6cf518e95793!8m2!3d36.6123933!4d-121.9004222!16s%2Fg%2F1tg8jz95!19sChIJoaGGZjjkjYARk1fpGPVsPhg,Creative Property Management,2.9,50,Property management company,"484 Lighthouse Ave, Monterey, CA 93940, United States","J36X+XR Monterey, California, USA",http://www.cpm1.us/,+1 831-649-3631,Open ⋅ Closes 12:30 pm ⋅ Reopens 1:30 pm,,https://lh3.googleusercontent.com/p/AF1QipNjouW-PXQt_PLdaX8ymX5khzQtL60VoSCXBRZ7=w408-h306-k-no,true,"9 am–12:30 pm, 1:30–4:30 pm","9 am–12:30 pm, 1:30–4:30 pm",Closed,Closed,"9 am–12:30 pm, 1:30–4:30 pm","9 am–12:30 pm, 1:30–4:30 pm","9 am–12:30 pm, 1:30–4:30 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:37.487Z,,,
"https://www.google.com/maps/place/Mangold+Property+Management/@36.5971094,-121.8962552,17z/data=!3m1!4b1!4m6!3m5!1s0x808de426a5ffa8c9:0xc959d0545e8911f3!8m2!3d36.5971094!4d-121.8962552!16s%2Fg%2F1tf879lx",Mangold Property Management,3.3,112,Property management company,"575 Calle Principal, Monterey, CA 93940, United States","H4W3+RF Monterey, California, USA",https://www.mangoldproperties.com/,+1 831-372-1338,Open ⋅ Closes 5 pm,,,true,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:44.738Z,,,
https://www.google.com/maps/place/Central+Coast+Property+Management/data=!4m7!3m6!1s0x808de6aa76ffc04d:0xc935db79bbe28d18!8m2!3d36.6171059!4d-121.9019793!16s%2Fg%2F11c58q0z1z!19sChIJTcD_dqrmjYARGI3iu3nbNck,Central Coast Property Management,3.8,8,Property management company,"816 Wave St, Monterey, CA 93940, United States","J38X+R6 Monterey, California, USA",http://www.centralcoastpropertymanagement.com/,+1 831-658-4006,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipNd5ENpIhncS_oHEJskdxKWWta325Vkmrz3tJ7n=w462-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:49.858Z,,,
https://www.google.com/maps/place/Gorman+Property+Management/data=!4m7!3m6!1s0x808de148ed8a5d55:0x154a8cb004752e75!8m2!3d36.6218266!4d-121.9200088!16s%2Fg%2F1tf_t2n3!19sChIJVV2K7UjhjYARdS51BLCMShU,Gorman Property Management,4.6,25,Property management company,"661 F Lighthouse Ave, Pacific Grove, CA 93950, United States","J3CH+PX Pacific Grove, California, USA",https://www.gormanre.com/,+1 831-649-3455,"Open ⋅ Closes 5 pm

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP_JTXqDlwJn_EDxyU6fJEYqjC4voenztG39XGU=w408-h272-k-no,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-09-25T18:19:55.206Z,,,
