placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Kingdom+Electric/data=!4m7!3m6!1s0x8656919302f72853:0xcf0f3a5be626cfc2!8m2!3d32.4480866!4d-99.6983114!16s%2Fg%2F11h9w811_2!19sChIJUyj3ApORVoYRws8m5ls6D88,Kingdom Electric,4.6,100,Electrician,"1590 E Hwy 80, Abilene, TX 79601, United States","C8X2+6M Abilene, Texas, USA",https://www.kingdomelectrictx.com/,+1 325-232-8628,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPqiYY5dFqa-s0pvupVZ2l-iQIeK48UhQGEb9g=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:22:41.097Z,,
https://www.google.com/maps/place/Olympus+Electric+%26+Air/data=!4m7!3m6!1s0x86568ef28a465245:0x887a67144b998329!8m2!3d32.3987464!4d-99.7378641!16s%2Fg%2F11fxw6n1y2!19sChIJRVJGivKOVoYRKYOZSxRneog,Olympus Electric & Air,4.9,412,HVAC contractor,"1125 Energy Dr, Abilene, TX 79606, United States","97X6+FV Abilene, Texas, USA",https://olympuselectricandair.com/,+1 325-704-4346,"Open 24 hours

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOPZF4Un4Gw4tLdOTvj9O-6R64_ljwXevU3af9D=w408-h839-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:22:45.662Z,,
https://www.google.com/maps/place/Long+Electric+Co./data=!4m7!3m6!1s0x865691ef6033d9b3:0x27c4e3545177d9c!8m2!3d32.4482969!4d-99.71199!16s%2Fg%2F1tf2y6dl!19sChIJs9kzYO-RVoYRnH0XRTVOfAI,Long Electric Co.,4.3,24,Electrician,"781 E Hwy 80 E, Abilene, TX 79601, United States","C7XQ+86 Abilene, Texas, USA",http://www.longelectric.co/,+1 325-672-2112,,,https://lh3.googleusercontent.com/p/AF1QipO57PhquVxmJdtd6LCV597X1YX3cMvb6-TGU5Ma=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:22:48.380Z,,
https://www.google.com/maps/place/Texas+Oil+Electric+Inc/data=!4m7!3m6!1s0x86569193a96319fd:0xc1eff99351c016d7!8m2!3d32.4483896!4d-99.6981766!16s%2Fg%2F1tm1304f!19sChIJ_RljqZORVoYR1xbAUZP578E,Texas Oil Electric Inc,4.3,10,Oilfield,"1590 US Hwy 80, 1590 E Hwy 80 E, Abilene, TX 79601, United States","C8X2+9P Abilene, Texas, USA",http://texasoilelectric.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=946516547866245443,+1 325-677-8681,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyg_q96xeOOiYTI3vg_hOascgh5Zl81UmFmmUwzrVqAixiyQ1IsDiIrgAbs6ycMNpu8xWILHT3yFVdv-54xTcESp5D8IDwYtr_dr1rbjTijjBJgdXWCIi7WBP5kdj9Pz86qqSXY9Q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:22:52.871Z,,
https://www.google.com/maps/place/Hooked+Up+Electric/data=!4m7!3m6!1s0x86569b4f87f81803:0x8eb15eae5464009d!8m2!3d32.4441433!4d-99.7347265!16s%2Fg%2F11qrk_7sq1!19sChIJAxj4h0-bVoYRnQBkVK5esY4,Hooked Up Electric,4.9,81,Electrician,"500 Chestnut St Ste 204, Abilene, TX 79602, United States","C7V8+M4 Abilene, Texas, USA",https://www.hookedupelectrictexas.com/?utm_source=gmb&utm_medium=siteclickabilene&utm_campaign=seo,+1 325-660-4493,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN0_O_1tIRQveFKC-FDFSrf2-45zAdJxsEjuEG-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:22:57.338Z,,
https://www.google.com/maps/place/Smith+Outdoor+Power+Equipment/data=!4m7!3m6!1s0x86568de3b6bac941:0xb7b0bd10291858b2!8m2!3d32.4277414!4d-99.7384696!16s%2Fg%2F1tdc5n00!19sChIJQcm6tuONVoYRslgYKRC9sLc,Smith Outdoor Power Equipment,4.4,276,Lawn mower store,"1801 Butternut St, Abilene, TX 79602, United States","C7H6+3J Abilene, Texas, USA",http://www.smithoutdoorpowerequipment.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp,+1 325-672-6611,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCWX7pvEXuMnh2gXro7RQiPj5V7V3tP1duk1GqtbqEAkm19QKuJSB4gs3Anh0XSKcBWOZODKpVmVp5up_uOR-Ag8tA93x8S6zxHQyu22Sg-OendoAgKD2Rc7TqkcYst0OaL5DA=w408-h306-k-no,true,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:23:01.792Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Watson+Electric+%26+HVAC/data=!4m7!3m6!1s0x86568e141d1ab3cd:0x34273e3c28640508!8m2!3d32.4484426!4d-99.7403093!16s%2Fg%2F1tfb2dv6!19sChIJzbMaHRSOVoYRCAVkKDw-JzQ,Watson Electric & HVAC,4.1,13,Electrician,"126 Palm St, Abilene, TX 79602, United States","C7X5+9V Abilene, Texas, USA",https://www.watsonelectrictx.com/,+1 325-673-5382,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM0sf-22MkptUmUxn_SNpyIpZejPUv7M-YfrDom=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:23:06.151Z,,
https://www.google.com/maps/place/Express+Electric/data=!4m7!3m6!1s0x86568de0454617fb:0xac0fa0935fd4d3e1!8m2!3d32.4259571!4d-99.7331307!16s%2Fg%2F1tl_m3wv!19sChIJ-xdGReCNVoYR4dPUX5OgD6w,Express Electric,3.6,37,Electrician,"1902 S Treadaway Blvd, Abilene, TX 79602, United States","C7G8+9P Abilene, Texas, USA",https://expresselectricabilene.com/,+1 325-518-5294,Closed · Opens 12 am Sun,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMg1EtbTbcsa_KOetVsyq5WXFwmDBSw4eVLN-IQ=w408-h544-k-no,true,7 am–12:30 pm,Open 24 hours,7:30 am–5 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:23:10.764Z,,
https://www.google.com/maps/place/Lone+Star+Electric/data=!4m7!3m6!1s0x86568e1b99032607:0xce442ba050ec1564!8m2!3d32.4460361!4d-99.7298418!16s%2Fg%2F1tg7sfjm!19sChIJByYDmRuOVoYRZBXsUKArRM4,Lone Star Electric,5.0,8,Electrician,"301 Locust St, Abilene, TX 79602, United States","C7WC+C3 Abilene, Texas, USA",https://lonestarelectricabilene.com/,+1 325-677-0186,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMhMxQSqhT0Og5xlESdaQUSPGvg4Q1XKROMxsug=w408-h250-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:23:15.479Z,,
https://www.google.com/maps/place/Wyatt+Electrical+Services/data=!4m7!3m6!1s0x86568e0934de7d27:0x64854da15e3842f0!8m2!3d32.4363964!4d-99.7382527!16s%2Fg%2F1vn9phtx!19sChIJJ33eNAmOVoYR8EI4XqFNhWQ,Wyatt Electrical Services,4.5,16,Electrician,"1149 Butternut St, Abilene, TX 79602, United States","C7P6+HM Abilene, Texas, USA",https://usmapiz.org/details/wyatt-electrical-services-ChIJJ33,+1 325-692-7838,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VZr4zJzVJIHG8U4TRlrs6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.79334&pitch=0&thumbfov=100,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2026-01-10T21:23:20.028Z,,
