placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/EveryDayCPA/data=!4m7!3m6!1s0x87bf03b3d6c3da69:0xa7bd10222c59bff6!8m2!3d39.0514692!4d-95.6914203!16s%2Fg%2F11gyc52pq1!19sChIJadrD1rMDv4cR9r9ZLCIQvac,EveryDayCPA,4.3,12,Accountant,"901 SW Buchanan St, Topeka, KS 66606, United States","3825+HC Topeka, Kansas, USA",http://www.everydaycpa.com/,+1 785-251-0602,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPWp5wkP_q72UZkJU-_5Hf217qiFtqCjmbmQklB=w408-h271-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:18.798Z,,,
https://www.google.com/maps/place/Mize+CPAs+Inc./data=!4m7!3m6!1s0x87bf03784cffe705:0x4a363378dd93e198!8m2!3d39.0524194!4d-95.6713509!16s%2Fg%2F11h2_n3nw1!19sChIJBef_THgDv4cRmOGT3XgzNko,Mize CPAs Inc.,4.0,4,Accounting firm,"Townsite 2, 120 SE 6th St Ste 200, Topeka, KS 66603, United States","382H+XF Topeka, Kansas, USA",https://www.mizecpas.com/,+1 800-234-5573,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPTx7iuDfY3xhD41o-bsWq-bt9Gxlpgz-eCyCUW=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:24.573Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Topeka+Income+Tax+Services/data=!4m7!3m6!1s0x87bf030f3bf57815:0xc59f61c50f69405f!8m2!3d39.0521144!4d-95.6756109!16s%2Fg%2F1vvr6qtp!19sChIJFXj1Ow8Dv4cRX0BpD8Vhn8U,Topeka Income Tax Services,4.3,31,Tax preparation service,"213 SW 6th Ave, Topeka, KS 66603, United States","382F+RQ Topeka, Kansas, USA",,+1 785-233-9404,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gE7eCc8iNnAhJ4ikNXlTnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.03214&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:27.941Z,,,
https://www.google.com/maps/place/Sparks+Tax+and+Accounting+Services/data=!4m7!3m6!1s0x87bf03f0fdf3cf09:0x15042582f50b1d03!8m2!3d39.0153523!4d-95.7164499!16s%2Fg%2F11rwwt45w0!19sChIJCc_z_fADv4cRAx0L9YIlBBU,Sparks Tax and Accounting Services,5.0,28,Tax preparation,"3116 SW 29th St, Topeka, KS 66614, United States","278M+4C Topeka, Kansas, USA",https://www.sparkstaxks.com/,+1 785-251-8561,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJ9-CnIt3eXmp9iX2aWylajQmI4zx03_5ZFnwVrmboqJoX_CwsyypWZ-ZiiVGgPUSx6ZBopHiHiH5mJtP2SKekNf4KGrtWDBMCVWfgXre28leDiVoAcsFp6oCzyEDhSaxwTdC2_w=w408-h544-k-no,true,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:33.097Z,,,
https://www.google.com/maps/place/Groff+%26+Berry/data=!4m7!3m6!1s0x87bf030faa1faf43:0xf34c76bad0f9a58e!8m2!3d39.050391!4d-95.6750451!16s%2Fg%2F1tfd7hgf!19sChIJQ68fqg8Dv4cRjqX50Lp2TPM,Groff & Berry,5.0,1,Tax preparation service,"700 SW Jackson St # 402, Topeka, KS 66603, United States","382F+5X Topeka, Kansas, USA",,+1 785-233-6952,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AW-PTI0an_PLSYudyr2cXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.27397&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:35.999Z,,,
https://www.google.com/maps/place/Peggy%27s+Tax+%26+Accounting/data=!4m7!3m6!1s0x87bf05dcac0ebfe1:0xc436e720842c6606!8m2!3d39.0157417!4d-95.6744872!16s%2Fg%2F1wk4dktj!19sChIJ4b8OrNwFv4cRBmYshCDnNsQ,Peggy's Tax & Accounting,3.4,29,Accountant,"300 SE 29th St Suite C Suite C, Topeka, KS 66605, United States","288G+76 Topeka, Kansas, USA",http://www.peggystaxks.com/,+1 785-286-7899,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yLajFXGeIpw_F0UV2Dpl7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.324642&pitch=0&thumbfov=100,true,Closed,8 am–8 pm,8 am–5 pm,8 am–5 pm,8 am–8 pm,8 am–8 pm,10 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:41.001Z,,,
https://www.google.com/maps/place/CPA+1040/data=!4m7!3m6!1s0x87bf0318d215166f:0xce9727c1f1815b73!8m2!3d39.0390226!4d-95.6825812!16s%2Fg%2F1261hzvmc!19sChIJbxYV0hgDv4cRc1uB8cEnl84,CPA 1040,3.7,3,Tax preparation service,"1516 SW Topeka Blvd, Topeka, KS 66612, United States","28Q8+JX Topeka, Kansas, USA",http://www.curtishendersoncpa.com/,+1 785-272-1040,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zGdTKNIFzFpZyhOr4j8L4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.39645&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:45.820Z,,,
https://www.google.com/maps/place/Kansas+Society+of+Certified+Public+Accountants/data=!4m7!3m6!1s0x87bf03102eeae061:0x2d3c855c8d5555c0!8m2!3d39.0366439!4d-95.71034!16s%2Fg%2F1tfxh680!19sChIJYeDqLhADv4cRwFVVjVyFPC0,Kansas Society of Certified Public Accountants,5.0,1,Association / Organization,"2611 SW 17th St Ste 280, Topeka, KS 66604, United States","27PQ+MV Topeka, Kansas, USA",https://www.kscpa.org/,+1 785-272-4366,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-vxPLDRNqpJSYPQH2IgwRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.37582&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:50.884Z,,,
https://www.google.com/maps/place/American+Tax+Service/data=!4m7!3m6!1s0x87bf1cccbd0ede1b:0x155f76727e577946!8m2!3d39.0155318!4d-95.6728686!16s%2Fg%2F1th0nf09!19sChIJG94Ovcwcv4cRRnlXfnJ2XxU,American Tax Service,4.5,35,Tax preparation,"420 SE 29th St Suite A, Topeka, KS 66605, United States","288G+6V Topeka, Kansas, USA",https://www.atstopeka.com/,+1 785-232-1724,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPyT7aQVkB2QvPISX8xPPKitlHdcD1rcv1zhRVE=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:55.997Z,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x87bf030e47941581:0x7cb2c4574ea98372!8m2!3d39.0492001!4d-95.6740053!16s%2Fg%2F1tkq_sm0!19sChIJgRWURw4Dv4cRcoOpTlfEsnw,H&R Block,4.6,55,Tax preparation service,"726 S Kansas Ave, Topeka, KS 66603, United States","28XG+M9 Topeka, Kansas, USA",https://www.hrblock.com/tax-office-near-me/kansas/topeka/17085/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 785-235-5378,,https://lh3.googleusercontent.com/p/AF1QipOkYcbzUsjjvPhvQmnjYCUGj1gZ9Dc-ORBb2CYM=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-10-19T17:27:59.086Z,,,
