placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Northern+Nevada+Adult+Mental+Health/data=!4m7!3m6!1s0x80993f4fb5e9f461:0xfd2b6f7df9b8f647!8m2!3d39.5290536!4d-119.7771546!16s%2Fg%2F1tdrfm29!19sChIJYfTptU8_mYARR_a4-X1vK_0,Northern Nevada Adult Mental Health,3.3,22,Mental health clinic,"480 Galletti Wy, Sparks, NV 89431, United States","G6HF+J4 Sparks, Nevada, USA",http://dpbh.nv.gov/Programs/ClinicalCAP/Location/Norhtern_Nevada_Adult_Mental_Health_Locations/,+1 775-688-2001,Closed · Opens 10 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykNRbaxkT_Jn1DIqjhF1PyEAhi1TXNiGsymvop9X8TnHJ-P3DX1FXlBdSUvoRPowAu-GCmeI3gu8R4jA7cGUDf4DzOQIkqTmKeKPytS31GztPkXreixmyYaCpHCA8Uycou72g4=w408-h306-k-no,false,10 am–2 pm,10 am–2 pm,10 am–2 pm,10 am–2 pm,10 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:56:32.965Z,,
https://www.google.com/maps/place/NNAMHS+Inpatient+Unit/data=!4m7!3m6!1s0x80993f4e4182b4f3:0xe0c1ca3d38c8ae58!8m2!3d39.5307593!4d-119.775435!16s%2Fg%2F11cmc3yhdk!19sChIJ87SCQU4_mYARWK7IOD3KweA,NNAMHS Inpatient Unit,3.8,10,Psychiatric hospital,"480 Galletti Wy Building 5, Sparks, NV 89431, United States","G6JF+8R Sparks, Nevada, USA",,+1 775-688-2090,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yk9np7Y8fNvH2d85zj-SqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.84628&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:56:38.801Z,,
https://www.google.com/maps/place/TeleMind/data=!4m7!3m6!1s0x8099471a5cf4e323:0xa2a0ba37e9a0342f!8m2!3d39.5246531!4d-119.8241253!16s%2Fg%2F11jpxbq6zj!19sChIJI-P0XBpHmYARLzSg6Te6oKI,TeleMind,4.3,193,Mental health clinic,"888 W 2nd St #108, Reno, NV 89503, United States","G5FG+V8 Reno, Nevada, USA",https://telemind.com/,+1 800-950-0026,Closes soon · 8 pm · Opens 4 am Tue,https://lh3.googleusercontent.com/p/AF1QipMZUV_kH358Ynpu22kIlwiO08rqE8U2TNiVju_Q=w408-h544-k-no,true,4 am–8 pm,4 am–8 pm,4 am–8 pm,4 am–8 pm,4 am–8 pm,6 am–3 pm,6 am–3 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:56:43.586Z,,
https://www.google.com/maps/place/Epic+Brain+Centers/data=!4m7!3m6!1s0x80994753c5e54f6d:0xccf1c88eb0b905ee!8m2!3d39.5327504!4d-119.8197339!16s%2Fg%2F11r9vyb68d!19sChIJbU_lxVNHmYAR7gW5sI7I8cw,Epic Brain Centers,4.9,61,Mental health service,"343 Elm St Suite 308, Reno, NV 89503, United States","G5MJ+44 Reno, Nevada, USA",https://epicbraincenters.com/,+1 775-227-0455,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrCHQh2RJLa24R1f5S5VrTzKcXhttWJE9pZiB0MCy2ONIBjI6vz3vxIktXFpyuZsSUvQw9cA5vZ_G8byg3yLlU0evPim5qrtdGajhNNQMemBskiDUAZZY-ecYNn_0Hrsylk5XRxxcOhvwS=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:56:48.466Z,,
https://www.google.com/maps/place/Renown+Crisis+Care+Center/data=!4m7!3m6!1s0x80993f1e7ec32a4b:0x980ce5da2a8c6343!8m2!3d39.5310685!4d-119.7754323!16s%2Fg%2F11m5gbwx9w!19sChIJSyrDfh4_mYARQ2OMKtrlDJg,Renown Crisis Care Center,5.0,2,Mental health service,"480 Galletti Wy Unit 25C, Sparks, NV 89431, United States","G6JF+CR Sparks, Nevada, USA",https://www.renown.org/locations/renown-crisis-care-center,+1 775-982-8870,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMEXABZjqyKOqiq0yJTCbxG_Nn6k2nK2CSM6Gfz=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:56:53.551Z,,
https://www.google.com/maps/place/The+Stacie+Mathewson+Behavioral+Health+%26+Addiction+Institute/data=!4m7!3m6!1s0x809940a94c8c9ca1:0xa7de6ecae1ffbc7d!8m2!3d39.5262628!4d-119.7987574!16s%2Fg%2F1tlw99t3!19sChIJoZyMTKlAmYARfbz_4cpu3qc,The Stacie Mathewson Behavioral Health & Addiction Institute,3.4,18,Mental health clinic,"85 Kirman Ave Suite 200 Suite 200, Reno, NV 89502, United States","G6G2+GF Reno, Nevada, USA",https://www.renown.org/locations/stacie-mathewson-behavioral-health-and-addiction-institute-at-renown/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,+1 775-982-2862,Closed · Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipMmhpSLkgkRfLn0O7FoxyDus2WxHzXY2yCEWPuS=w427-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:56:58.528Z,,
https://www.google.com/maps/place/Alliance+Mental+Health+Specialists/data=!4m7!3m6!1s0x8099415476b01989:0x7dd064f4fe64ebc!8m2!3d39.5253384!4d-119.7993725!16s%2Fg%2F11h54fbc4w!19sChIJiRmwdlRBmYARvE7mT08G3Qc,Alliance Mental Health Specialists,3.0,39,Psychiatrist,"850 Mill St, Reno, NV 89502, United States","G6G2+47 Reno, Nevada, USA",http://www.alliancemhs.com/,+1 775-393-9101,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipO5rioHDdgIt0Ol5vzULqgz7MvvZ7yhi68KdySe=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:57:03.506Z,,
https://www.google.com/maps/place/Saint+Mary%E2%80%99s+Behavioral+Health/data=!4m7!3m6!1s0x80994778efbfb1bd:0xfe03990944ad662f!8m2!3d39.5324265!4d-119.820038!16s%2Fg%2F11jb7h0jvy!19sChIJvbG_73hHmYARL2atRAmZA_4,Saint Mary’s Behavioral Health,3.1,7,Mental health clinic,"235 W 6th St, Reno, NV 89503, United States","G5JH+XX Reno, Nevada, USA",https://saintmarysreno.com/our-services/behavioral-health-mental-health/,+1 775-770-3189,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzo0umQ9LpoCE_kb_F9vat3zVMR4dzpOx_vwGowdH7T4Cnt3SYZ2Iwc8z4rP-gWQBiZA7HcCuMwniGwqSTwhbGFGA6GiRf-yKYr3qsOXzNMTzEcVl48YElCncpVdboaU8IOYuRB=w408-h725-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:57:08.507Z,,
https://www.google.com/maps/place/Sierra+Mountain+Health/data=!4m7!3m6!1s0x8099473629adafe1:0x6758ccf61d44728d!8m2!3d39.5336191!4d-119.8122953!16s%2Fg%2F1v27vrfq!19sChIJ4a-tKTZHmYARjXJEHfbMWGc,Sierra Mountain Health,3.8,15,Mental health clinic,"628 Lake St, Reno, NV 89501, United States","G5MQ+C3 Reno, Nevada, USA",http://sierramountainhealth.com/,+1 775-329-1717,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FHffn_9aurCJCfeto57Rgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.59324&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:57:13.348Z,,
https://www.google.com/maps/place/Willow+Springs+Center/data=!4m7!3m6!1s0x80993fa6f889af77:0x6b526cb8a5992850!8m2!3d39.5019086!4d-119.7572659!16s%2Fm%2F0fq2wsw!19sChIJd6-J-KY_mYARUCiZpbhsUms,Willow Springs Center,2.7,162,Mental health clinic,"690 Edison Way, Reno, NV 89502, United States","G62V+Q3 Reno, Nevada, USA",https://willowspringscenter.com/,+1 775-858-3303,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNSHLKyzw0ITBGYUslGaoPjli107x56TJA9u0Un=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-12-16T03:57:18.371Z,,
