placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error,attributes
"https://www.google.com/maps/place/David+R.+Dingus+CPA,+LLC/data=!4m7!3m6!1s0x88fb9e42f8788b69:0xa242671b4312d9aa!8m2!3d32.0743273!4d-81.1000591!16s%2Fg%2F1tk6wryv!19sChIJaYt4-EKe-4gRqtkSQxtnQqI","David R. Dingus CPA, LLC",4.8,18,Certified public accountant,"506 W Jones St, Savannah, GA 31401, United States","3VFX+PX Savannah, Georgia, USA",https://www.drdcpa.com/,+1 912-417-3923,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNqRxHSuetksUNsalBKx_HuVw8B0xDe0kVoEYh-=w408-h270-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:21:34.019Z,,,
"https://www.google.com/maps/place/Xel+Advisors,+CPA/data=!4m7!3m6!1s0x88fb9fd9b3d4161d:0x72f40a3567de14a8!8m2!3d32.0786619!4d-81.0917233!16s%2Fg%2F11wn4p6sh7!19sChIJHRbUs9mf-4gRqBTeZzUK9HI","Xel Advisors, CPA",5.0,29,Certified public accountant,"100 Bull St, Savannah, GA 31401, United States","3WH5+F8 Savannah, Georgia, USA",https://savannahcpa.com/,+1 912-600-1188,,Identifies as Asian-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2kT55UySgIG-tXnkrqRLXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.74129&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:21:40.255Z,,,
https://www.google.com/maps/place/CCMG/data=!4m7!3m6!1s0x88fb9e66fad34def:0xfa70341caa4e85db!8m2!3d32.0795984!4d-81.0918826!16s%2Fg%2F11b75j6ygm!19sChIJ703T-mae-4gR24VOqhw0cPo,CCMG,5.0,26,Tax preparation service,"33 Bull St #201, Savannah, GA 31401, United States","3WH5+R6 Savannah, Georgia, USA",https://coastalcmg.com/,+1 912-495-8686,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPOFwwzZyZXLpvYqsXeI92fK7YANkxwiuMwrRou=w408-h544-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:21:45.260Z,,,
https://www.google.com/maps/place/Stein+Accounting+CPA/data=!4m7!3m6!1s0x88fb74fea9948f2d:0xcf07b297c0159ee3!8m2!3d31.9997146!4d-81.1213505!16s%2Fg%2F11b6dyllh2!19sChIJLY-Uqf50-4gR454VwJeyB88,Stein Accounting CPA,4.5,21,Certified public accountant,"8210 White Bluff Rd, Savannah, GA 31406, United States","XVXH+VF Savannah, Georgia, USA",http://www.steinaccountingcpa.com/,+1 912-925-2500,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOXOToqW1UTX-jTfPaOTkHRX5bfSppks2vNDQ6w=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:21:50.530Z,,,
https://www.google.com/maps/place/King+Tax/data=!4m7!3m6!1s0x88fb7587926065e3:0xaf1470fd991f65c0!8m2!3d32.0431618!4d-81.1097959!16s%2Fg%2F1tgx7gc0!19sChIJ42Vgkod1-4gRwGUfmf1wFK8,King Tax,4.9,179,Tax preparation,"4012 Montgomery St, Savannah, GA 31405, United States","2VVR+73 Savannah, Georgia, USA",http://www.kingtaxsavannah.com/,+1 912-217-4646,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqH-RhCuDzIP7wIcAVC10Ti1Ll9isGRDpegujCX0D_7LNfzBqDObrej6ETaN9x0EeWc0L-iZ_bUHxcIBw_4kL13_GR9RlBjXbDQEFBBX286DOQtJDjOC5tCcXWfwGEQsHT4fh4_=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:21:56.028Z,true,,
https://www.google.com/maps/place/The+Accounting+Payroll+and+Income+Tax+Services/data=!4m7!3m6!1s0x88fb9e40c158171b:0xe3df28c3c21860fa!8m2!3d32.0675191!4d-81.1018167!16s%2Fg%2F1wk6_mj4!19sChIJGxdYwUCe-4gR-mAYwsMo3-M,The Accounting Payroll and Income Tax Services,5.0,1,Bookkeeping service,"906 Martin Luther King Jr Blvd, Savannah, GA 31415, United States","3V9X+27 Savannah, Georgia, USA",,+1 912-335-8336,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_bT7LzmAvnP2qXbhEi3tXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.191345&pitch=0&thumbfov=100,false,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:22:01.061Z,,,
"https://www.google.com/maps/place/VOS+CPAs,+PLLC/data=!4m7!3m6!1s0x88fba01e26e3b14f:0xad15534cefb32b29!8m2!3d32.0652292!4d-81.16468!16s%2Fg%2F1hc2l8x19!19sChIJT7HjJh6g-4gRKSuz70xTFa0","VOS CPAs, PLLC",5.0,1,Certified public accountant,"41 Park of Commerce Way STE 301, Savannah, GA 31405, United States","3R8P+34 Savannah, Georgia, USA",http://www.voscpas.com/,+1 912-335-1679,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMmnWc4LTQTffh_OSysSRPC2Z59tbvEYJiAIG9M=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:22:05.954Z,,,
https://www.google.com/maps/place/K+R+S+Accounting+%26+Tax+Service/data=!4m7!3m6!1s0x88fb9fddad11bf23:0x726963aa01d8c18c!8m2!3d32.0537874!4d-81.1394302!16s%2Fg%2F11c46f3mhm!19sChIJI78Rrd2f-4gRjMHYAapjaXI,K R S Accounting & Tax Service,3.8,19,Accountant,"1940 Mills B Ln Blvd, Savannah, GA 31405, United States","3V36+G6 Savannah, Georgia, USA",,+1 912-790-9208,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EopwX9GRwNQ2ebg-HonN0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.80365&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:22:08.878Z,,,
https://www.google.com/maps/place/Dabbs+Hickman+Hill+%26+Cannon/data=!4m7!3m6!1s0x88fb9e64295fdbcf:0x49c822ff075a5073!8m2!3d32.0745394!4d-81.0970918!16s%2Fg%2F1v_w367_!19sChIJz9tfKWSe-4gRc1BaB_8iyEk,Dabbs Hickman Hill & Cannon,5.0,2,Accountant,"325 Tattnall St, Savannah, GA 31401, United States","3WF3+R5 Savannah, Georgia, USA",https://www.dhhccpa.com/,+1 912-233-9004,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zhHXL49xJBWSMNzU4s-tvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.33353&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:22:13.979Z,,,
"https://www.google.com/maps/place/Innovative+Tax+and+Accounting+Solutions,+LLC/data=!4m7!3m6!1s0x88fb75577062eb1b:0x6e537a37aa22021a!8m2!3d32.0089098!4d-81.1073539!16s%2Fg%2F11fl0q5q_k!19sChIJG-ticFd1-4gRGgIiqjd6U24","Innovative Tax and Accounting Solutions, LLC",4.6,64,Tax preparation service,"340 Eisenhower Dr 300 Suite B, Savannah, GA 31405, United States","2V5V+H3 Savannah, Georgia, USA",http://www.innovativeaccountant.com/,+1 912-328-5425,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ewHBjn6134LeQHT1LBBgFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.8062&pitch=0&thumbfov=100,false,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-19T16:22:19.090Z,,,
