placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Ganeles+%26+Associates+-+A+Monterey+CPA+Firm/data=!4m7!3m6!1s0x808de5086bdb5365:0x34606048acbbe78d!8m2!3d36.5864537!4d-121.8626552!16s%2Fg%2F1vg_7jdk!19sChIJZVPbawjljYARjee7rEhgYDQ,Ganeles & Associates - A Monterey CPA Firm,5.0,3,Certified public accountant,"1900 Garden Rd #240, Monterey, CA 93940, United States","H4PP+HW Monterey, California, USA",http://monterey-cpa.com/,+1 831-375-1910,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN4FnYIC-2JWWYKQDpanhD8giz9IDzmEmfhLJiS=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:35:53.895Z,,,,
https://www.google.com/maps/place/Finn+%26+Cohen/data=!4m7!3m6!1s0x808de423d9d184bb:0x94560a1d9e193edc!8m2!3d36.5995488!4d-121.8956399!16s%2Fg%2F1ttph3dz!19sChIJu4TR2SPkjYAR3D4Znh0KVpQ,Finn & Cohen,5.0,2,Certified public accountant,"425 Pacific St # 302, Monterey, CA 93940, United States","H4X3+RP Monterey, California, USA",http://www.fc-cpa.com/,+1 831-375-5166,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YvRPfcIyPY5pAIhaYAedIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.3874&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:35:58.774Z,,,,
"https://www.google.com/maps/place/TOLKAN+%26+ITO,+CPA%27s/data=!4m7!3m6!1s0x808de424f9333cb1:0x8bb8fb26f3f1596!8m2!3d36.5958992!4d-121.8917888!16s%2Fg%2F1hc0y5mrc!19sChIJsTwz-STkjYARlhU_b7KPuwg","TOLKAN & ITO, CPA's",5.0,1,Tax preparation service,"659 Abrego St #1B, Monterey, CA 93940, United States","H4W5+97 Monterey, California, USA",http://www.tolkananditocpas.com/,+1 831-372-8104,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Am1f-Nwre8Rnf7TV2bfGvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.61482&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:03.697Z,,,,
https://www.google.com/maps/place/Block+Advisors/data=!4m7!3m6!1s0x808de418bbfbca51:0xdcf69481096ea709!8m2!3d36.6037992!4d-121.895048!16s%2Fg%2F11b7783049!19sChIJUcr7uxjkjYARCaduCYGU9tw,Block Advisors,4.9,36,Tax preparation service,"99 Pacific St Bldg 575 Ste E, Monterey, CA 93940, United States","J433+GX Monterey, California, USA",https://www.blockadvisors.com/tax-office-near-me/california/monterey/6344/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 831-373-0744,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPPTCmFD7jojyBQ30tOfKo01Mk9UfFcuXC8MpG7=w408-h272-k-no,true,12–7 pm,10 am–4 pm,10 am–4 pm,Closed,9 am–8 pm,9 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:08.129Z,,,,
"https://www.google.com/maps/place/Barry+Dolowich,+CPA,+Inc./data=!4m7!3m6!1s0x808de69ddf1ea23d:0xbe0d832f82bacdac!8m2!3d36.5850258!4d-121.9046719!16s%2Fg%2F1td2bklr!19sChIJPaIe353mjYARrM26gi-DDb4","Barry Dolowich, CPA, Inc.",5.0,1,Accounting firm,"71 Soledad Dr, Monterey, CA 93940, United States","H3PW+24 Monterey, California, USA",,+1 831-372-7200,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b3_51REhfsR4lJOvYeNVLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.24603&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:12.494Z,,,,
"https://www.google.com/maps/place/RINA+R.+TRINGALI,+CPA,+CFE/data=!4m7!3m6!1s0x808de424ce0125c3:0x2d9bf1383f5b3b8b!8m2!3d36.5975872!4d-121.8907255!16s%2Fg%2F1tjdrkf9!19sChIJwyUBziTkjYARiztbPzjxmy0","RINA R. TRINGALI, CPA, CFE",3.3,7,Certified public accountant,"550 Figueroa St # E, Monterey, CA 93940, United States","H4X5+2P Monterey, California, USA",,+1 831-372-4272,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1VmUpikgue9VpQuwY9Z73Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.40747&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:16.946Z,,,,
"https://www.google.com/maps/place/Travis+H.+Long,+CPA,+Inc./data=!4m7!3m6!1s0x808de14b47594d61:0x95093472441db796!8m2!3d36.6157346!4d-121.9203995!16s%2Fg%2F1tf9nh2m!19sChIJYU1ZR0vhjYARlrcdRHI0CZU","Travis H. Long, CPA, Inc.",5.0,1,Accountant,"706 Forest Ave Suite B, Pacific Grove, CA 93950, United States","J38H+7R Pacific Grove, California, USA",http://www.tlongcpa.com/,+1 831-333-1041,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOWpp7xkWintrTLyFUNS_bMpDaB6U5DN3e4jJOs=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:21.289Z,,,,
https://www.google.com/maps/place/Tansill+%26+Lund+CPAs/data=!4m7!3m6!1s0x808de14b47594d61:0xb5b3091b50e0cd9c!8m2!3d36.6156826!4d-121.9203247!16s%2Fg%2F1hjhcj_x4!19sChIJYU1ZR0vhjYARnM3gUBsJs7U,Tansill & Lund CPAs,5.0,1,Certified public accountant,"706 Forest Ave, Pacific Grove, CA 93950, United States","J38H+7V Pacific Grove, California, USA",http://www.tansillandlund.com/,+1 831-643-1040,"Open ⋅ Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMd8siDKT9Sb6rdklCFTvqOMruHU6Tk1qt18lvb=w408-h543-k-no,true,8:30 am–5 pm,Closed,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:25.887Z,,,,
https://www.google.com/maps/place/JK+Chyo+%26+Company/data=!4m7!3m6!1s0x808de402efbdf5a7:0x9126bd30f6bce3ea!8m2!3d36.5920778!4d-121.8971706!16s%2Fg%2F11g8cy1p1s!19sChIJp_W97wLkjYAR6uO89jC9JpE,JK Chyo & Company,3.7,3,Accountant,"1010 Cass St suite d-10, Monterey, CA 93940, United States","H4R3+R4 Monterey, California, USA",http://www.chyocpa.com/,+1 831-645-9456,Closes soon ⋅ 4:30 pm ⋅ Opens 8:30 am Fri,https://lh3.googleusercontent.com/p/AF1QipMi9J5rLydqV1mMUH_CATXDkgJ8Ljcy2VfzhOgL=w408-h272-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:30.594Z,,,,
"https://www.google.com/maps/place/Bianchi,+Kasavan+%26+Pope,+LLP/data=!4m7!3m6!1s0x808de425e5b2e909:0x8ccc3cae42aa36cf!8m2!3d36.5917784!4d-121.8950267!16s%2Fg%2F1tdmf32r!19sChIJCemy5SXkjYARzzaqQq48zIw","Bianchi, Kasavan & Pope, LLP",1.0,1,Accountant,"1000 Munras Ave Suite 200, Monterey, CA 93940, United States","H4R3+PX Monterey, California, USA",http://www.bkpcpa.com/,+1 831-373-1697,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-kFbjaG_LMv_7YkaNpVV9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.87262&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-09T22:36:34.978Z,,,,
