placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/As+You+Wish+Electric/data=!4m7!3m6!1s0x54906a8307d6ff89:0x969ebc81fd3821bd!8m2!3d47.5816353!4d-122.3223573!16s%2Fg%2F1tplkfmy!19sChIJif_WB4NqkFQRvSE4_YG8npY,As You Wish Electric,4.9,2786,Electrician,"825 S Stacy St, Seattle, WA 98134, United States","HMJH+M3 Seattle, Washington, USA",https://asyouwishelectric.com/?utm_source=google&utm_medium=gbp&se_campaign=Google%20Business%20Profile,+1 206-582-0360,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP7cLSjadNo8HHHk9rRPa2xFTQulhvWIuRgmIBs=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:25.489Z,,,,
https://www.google.com/maps/place/Mr.+Electric+of+Greater+Seattle/data=!4m7!3m6!1s0x54906a9c205d0c13:0xeccbe686bc3c555e!8m2!3d47.5875687!4d-122.3286105!16s%2Fg%2F119t_9n10!19sChIJEwxdIJxqkFQRXlU8vIbmy-w,Mr. Electric of Greater Seattle,4.5,121,Electrician,"1720 4th Ave S Suite B, Seattle, WA 98134, United States","HMQC+2H Seattle, Washington, USA",https://mrelectric.com/greater-seattle/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 206-319-5016,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP9mMOOvOTP5rIdz3-plBrOFtZBjvVFb16jACTL=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:30.143Z,Identifies as veteran-owned,,,
"https://www.google.com/maps/place/Eco+Electric,+Plumbing,+Heating+and+Air/data=!4m7!3m6!1s0x5490402d72ec8bf1:0x5393c936f00cec47!8m2!3d47.5720745!4d-122.3328753!16s%2Fg%2F11g68xv91l!19sChIJ8Yvsci1AkFQRR-wM8DbJk1M","Eco Electric, Plumbing, Heating and Air",4.9,2039,Electrician,"126 S Spokane St, Seattle, WA 98134, United States","HMC8+RR Seattle, Washington, USA",https://www.ecoserviceswa.com/?utm_source=gmb-seattle&utm_medium=organic,+1 206-548-4353,"Closed · Opens 6:30 am Mon

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPk8ovsm41crrHsgrE-LKlMa8bcwUWWtQPaZc4Y=w408-h544-k-no,true,9 am–2 pm,Closed,6:30 am–7 pm,6:30 am–7 pm,6:30 am–7 pm,6:30 am–7 pm,6:30 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:35.095Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Sound+Power/data=!4m7!3m6!1s0x9fd3b58fb93dd35:0xde5da6f74cc45742!8m2!3d47.5804279!4d-122.3221827!16s%2Fg%2F11sqsnycb5!19sChIJNd2T-1g7_QkRQlfETPemXd4,Sound Power,5.0,10,Electrician,"2003 S 216th St Unit 98610, Des Moines, WA 98198, United States","HMJH+54 Seattle, Washington, USA",http://www.soundpowerllc.com/,+1 206-751-9189,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFNrbojq-U9Al6t6loGY3jsyIaeBgJB2tRCbWZfDdrxjvgjrALNSmZhbK50_PvOjtyu6GHljX6Oul2CeIlHq_wSAhAvTn7TW1FGIPSehJ9aiKrUQp2HLuK-naPRuKgxJUVtxtVtg=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:39.689Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Evergreen+Power+Systems/data=!4m7!3m6!1s0x549040322f10f503:0x94eb5af7eb1710d2!8m2!3d47.5706095!4d-122.3400733!16s%2Fg%2F12mkw81q0!19sChIJA_UQLzJAkFQR0hAX6_da65Q,Evergreen Power Systems,4.4,19,Contractor,"3623 E Marginal Wy S, Seattle, WA 98134, United States","HMC5+6X Seattle, Washington, USA",https://evergreenps.net/,+1 206-774-1400,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN1TZvnGp2QRl7ffig9GFHlEEoo3lz4zMIo18PC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:44.206Z,,,,
https://www.google.com/maps/place/Clean+Energy+Innovators/data=!4m7!3m6!1s0x54906b41ad78463d:0x833714e60f8cd26d!8m2!3d47.6020226!4d-122.3335495!16s%2Fg%2F11tnz_w2n4!19sChIJPUZ4rUFrkFQRbdKMD-YUN4M,Clean Energy Innovators,5.0,39,Solar energy company,"600 1st Ave, Seattle, WA 98104, United States","JM28+RH Seattle, Washington, USA",https://ce-innovators.com/,+1 206-965-8666,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipO9yX0bYc7_CFwT2kA9u17VOl2hPzWEG_g6rm4C=w426-h240-k-no,true,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:48.759Z,,,,
https://www.google.com/maps/place/Reign+City+Electric/data=!4m7!3m6!1s0x54901539c417239d:0x855f8b24c12b8f5e!8m2!3d47.447566!4d-122.1166106!16s%2Fg%2F11mqw9b0ph!19sChIJnSMXxDkVkFQRXo8rwSSLX4U,Reign City Electric,4.6,119,Electrician,,,,+1 206-773-5311,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweWwE6z0hfhijMXX64QMvxrTD1fOXbg8k2UNsvfXG5uOY_3xLAkhTP_lFLgjoJ45WDKYy5bb_Do0X1xmkLhCIIeWkcjLQl5EIDbmjo7BsWsvdjm3XJKtbJ_UGwyZKrX1Mf6zV1hQ=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:53.286Z,Identifies as women-owned,true,,
https://www.google.com/maps/place/Venture+Electric/data=!4m7!3m6!1s0x23ccca7383a76339:0xbf9168de14be95f0!8m2!3d47.6003138!4d-122.3042416!16s%2Fg%2F11vrv29g31!19sChIJOWOng3PKzCMR8JW-FN5okb8,Venture Electric,5.0,22,Electrician,"2050 S Jackson St, Seattle, WA 98144, United States","JM2W+48 Seattle, Washington, USA",https://www.venturewa.com/,+1 206-701-0349,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RO5slezXk9FpbETisVsgFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.06628&pitch=0&thumbfov=100,true,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:28:57.971Z,,,,
https://www.google.com/maps/place/Seattle+Electricians+Today/data=!4m7!3m6!1s0x5490406466a3dd07:0x2524efa06e220e0c!8m2!3d47.5808894!4d-122.3921226!16s%2Fg%2F1td_gyyv!19sChIJB92jZmRAkFQRDA4ibqDvJCU,Seattle Electricians Today,5.0,21,Electrician,"4701 SW Admiral Wy #230, Seattle, WA 98116, United States","HJJ5+95 Seattle, Washington, USA",https://www.seattleelectricianstoday.com/,+1 206-937-8495,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzE1Bmc6JzVrgmBmA2MYhlIEhFc77xCiVZhlqhtL-_IjWycZVAZJe7zkDxH4DnNyWkAXI-DtIsPL767FMbADoDuFREN-hgtQZgevp08zBhDZk5D7jkrYZiKUr8revsI4Q9p_dco=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:29:02.746Z,,,,
https://www.google.com/maps/place/Washington+Generators+LLC/data=!4m7!3m6!1s0x549058b6789f8bd3:0x16e1eba0cb68b23!8m2!3d47.3974712!4d-122.2209973!16s%2Fg%2F1tfy_ts1!19sChIJ04ufeLZYkFQRI4u2DLoebgE,Washington Generators LLC,4.8,578,Electrician,"8901 S 228th St, Kent, WA 98031, United States","9QWH+XJ Kent, Washington, USA",http://washingtongenerators.com/,+1 253-200-1119,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPKyECbK48ThjJMUsk1Wxv2Hs6K9ALZK11dK_FX=w408-h544-k-no,true,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-01-10T22:29:07.190Z,Identifies as veteran-owned,,,
