placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x8816cdf03ab4c139:0x9d27afff24b95759!8m2!3d41.688179!4d-86.187358!16s%2Fg%2F1hc0x8zrc!19sChIJOcG0OvDNFogRWVe5JP-vJ50,Home Instead,4.8,152,Home health care service,"3025 Grape Rd, Mishawaka, IN 46545, United States","MRQ7+73 Mishawaka, Indiana, USA",https://www.homeinstead.com/home-care/usa/in/south-bend/343/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 574-406-9206,"Open 24 hours

Confirmed by this business 6 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMsHM02LFOrjMURstijyhL0GUZvYO3j930I0S5A=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:25.925Z,
https://www.google.com/maps/place/Ascent+Hospice/data=!4m7!3m6!1s0x8816cdcad7b697f5:0x9ea95c07cdd3285c!8m2!3d41.6942089!4d-86.21896!16s%2Fg%2F11sz2x929t!19sChIJ9Ze218rNFogRXCjTzQdcqZ4,Ascent Hospice,5.0,3,Hospice,"1930 Edison Rd, South Bend, IN 46617, United States","MQVJ+MC South Bend, Indiana, USA",http://ascenthospice.com/,+1 574-213-2727,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPMQ9LPT8fPl88MQzgDRVQhxpSUfb10GEJfhKqgNFh3p1Ii_H7g-gIGHIcJckO6RqJSyKQF86ZI4AjonLR2I10TxqgW8c6fe-TsQnoxfLHEeRQ78TgUfKoA7Pwg-JUGDYwJnmcGw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:30.686Z,
"https://www.google.com/maps/place/Comfort+1+Hospice,+LLC/data=!4m7!3m6!1s0x8816d2b6ac8fffff:0x66a3d7e1f1c7f174!8m2!3d41.7147203!4d-86.2510678!16s%2Fg%2F11h3vbsp1t!19sChIJ__-PrLbSFogRdPHH8eHXo2Y","Comfort 1 Hospice, LLC",5.0,2,Hospice,"129 S Dixie Way, South Bend, IN 46637, United States","PP7X+VH South Bend, Indiana, USA",http://comfort1hospice.com/,+1 574-387-4117,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PgMQYyHPlDCtw6MSbT3PCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.74734&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:34.987Z,
https://www.google.com/maps/place/HarmonyCares+Hospice/data=!4m7!3m6!1s0x88112d98d0e3d63d:0xd4cc4ae1d57bc615!8m2!3d41.7360892!4d-86.3306271!16s%2Fg%2F11kb9mk163!19sChIJPdbj0JgtEYgRFcZ71eFKzNQ,HarmonyCares Hospice,5.0,3,Hospice,"5838 Brick Rd #101, South Bend, IN 46628, United States","PMP9+CP South Bend, Indiana, USA",https://harmonycareshospice.com/?utm_source=gmb&utm_medium=organic&utm_campaign=south_bend,+1 574-208-9270,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zrvSECFdpca6YmIdLn2UzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.22847&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:39.789Z,
https://www.google.com/maps/place/Elara+Caring/data=!4m7!3m6!1s0x8816d33fdbb4161d:0x5b8c454fdfc70e37!8m2!3d41.7106!4d-86.2942239!16s%2Fg%2F11f8lzqxxd!19sChIJHRa02z_TFogRNw7H309FjFs,Elara Caring,2.8,12,Hospice,"2515 N Bendix Dr #100, South Bend, IN 46628, United States","PP64+68 South Bend, Indiana, USA",https://elara.com/locations/south-bend-in/,+1 574-501-3136,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VIG08Z8EkMrArNgEZvN7oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.98862&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:44.280Z,
https://www.google.com/maps/place/Grace+Hospice/data=!4m7!3m6!1s0x88112dd17041f5c9:0x794e14e26ac2e466!8m2!3d41.7363531!4d-86.330611!16s%2Fg%2F11g6btyh68!19sChIJyfVBcNEtEYgRZuTCauIUTnk,Grace Hospice,4.0,4,Hospice,"5838 W, 5838 Brick Rd #101, South Bend, IN 46628, United States","PMP9+GQ South Bend, Indiana, USA",,+1 574-208-9270,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zrvSECFdpca6YmIdLn2UzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.341866&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:48.780Z,
https://www.google.com/maps/place/Luminary+Hospice+-+South+Bend/data=!4m7!3m6!1s0x8816d3777cc56de7:0x238e8c05a264b000!8m2!3d41.7269369!4d-86.1768938!16s%2Fg%2F11yfgvwnxl!19sChIJ523FfHfTFogRALBkogWMjiM,Luminary Hospice - South Bend,,,Hospice,"7321 Heritage Square Dr #2120, Granger, IN 46530, United States","PRGF+Q6 Granger, Indiana, USA",https://www.luminaryhospice.com/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0eRWTnY_pBAOEDf64rchxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.1488&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:50.979Z,
"https://www.google.com/maps/place/Nicholas+H.+Kerr,+DO/data=!4m7!3m6!1s0x8816cdc7a1a6858f:0x33d40728b6be8927!8m2!3d41.6836909!4d-86.2519755!16s%2Fg%2F11gwmbf2gq!19sChIJj4WmocfNFogRJ4m-tigH1DM","Nicholas H. Kerr, DO",,,Hospice,"615 N Michigan St, South Bend, IN 46601, United States","MPMX+F6 South Bend, Indiana, USA",https://providers.beaconhealthsystem.org/provider/Nicholas%20Kerr/1501228?y_source=1_OTg1NjQ4Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 574-647-1000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPsX__pWr-VOObwwJf2ysWqlTh-qgKXYaWG5LHI=w408-h510-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:55.419Z,
https://www.google.com/maps/place/Interim+Healthcare+of+South+Bend/data=!4m7!3m6!1s0x8816cdf68c5e327d:0xaf19c0c3397a2c2a!8m2!3d41.694307!4d-86.190584!16s%2Fg%2F1tdb9fpl!19sChIJfTJejPbNFogRKix6OcPAGa8,Interim Healthcare of South Bend,3.1,8,Home health care service,"605 W Edison Rd H, Mishawaka, IN 46545, United States","MRV5+PQ Mishawaka, Indiana, USA",https://www.interimhealthcare.com/location/mishawaka-in,+1 574-233-5186,"Open 24 hours

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipM2C68zkYhfRAM0i9HU-pz4Hk4c4vnEsMFvNXNs=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:55:59.924Z,
https://www.google.com/maps/place/Beacon+Health+System/data=!4m7!3m6!1s0x8816cd26a262ace9:0x11950a92f8d7c496!8m2!3d41.6842438!4d-86.2520615!16s%2Fg%2F11hy9n85nk!19sChIJ6axioibNFogRlsTX-JIKlRE,Beacon Health System,2.4,42,Local medical services,"615 N Michigan St, South Bend, IN 46601, United States","MPMX+M5 South Bend, Indiana, USA",https://www.beaconhealthsystem.org/?y_source=1_MTE4NDk0MjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 574-647-1000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOwGxc1oeP5Gj4gcuIIxTOZ3A_rwaPDd_8D6whj=w429-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-17T23:56:04.281Z,
