placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Ron+Curry+CPA/data=!4m7!3m6!1s0x87b207c956bf7fc9:0x3b2f7b88eb5b1d4b!8m2!3d35.509185!4d-97.7477992!16s%2Fg%2F11h9ldvvvf!19sChIJyX-_VskHsocRSx1b64h7Lzs,Ron Curry CPA,4.8,101,Accountant,"305 Cedar Ave, Yukon, OK 73099, United States","G752+MV Yukon, Oklahoma, USA",http://www.roncurrycpa.com/?utm_source=NEXT&utm_medium=Google_website,+1 405-354-8376,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOQXIFlehwRjQYKczplorf39_vwuwir7DWVW3Dh=w408-h408-k-no,true,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:11:32.144Z,
"https://www.google.com/maps/place/Joseph+P+Norman+CPA,+PC/data=!4m7!3m6!1s0x87b207cef6c2fddb:0x9e658560039caa37!8m2!3d35.5075038!4d-97.7549883!16s%2Fg%2F1tdbrcpq!19sChIJ2_3C9s4HsocRN6qcA2CFZZ4","Joseph P Norman CPA, PC",4.1,12,Certified public accountant,"800 W Main St, Yukon, OK 73099, United States","G65W+22 Yukon, Oklahoma, USA",http://www.jpnormancpa.com/,+1 405-354-1402,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPAhjUfY4n_DmpVYj2UtEMJPlSCeo73UKp79_4x=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:11:37.883Z,
"https://www.google.com/maps/place/Thomas+M.+Perdue,+CPA,+PLLC/data=!4m7!3m6!1s0x87b207d7a2185bef:0x5a3a308192628c6!8m2!3d35.4940662!4d-97.7510859!16s%2Fg%2F113g6yj3r!19sChIJ71sYotcHsocRxigmGQijowU","Thomas M. Perdue, CPA, PLLC",4.0,4,Certified public accountant,"1221 S Holly Ave # C, Yukon, OK 73099, United States","F6VX+JH Yukon, Oklahoma, USA",,+1 405-577-6458,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pr4uQL4MFZLRWlsteELFKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.2748&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:11:43.303Z,
"https://www.google.com/maps/place/Pelican+Tax+Services,+Inc./data=!4m7!3m6!1s0x87b207b03ade68d7:0x3c1618feccbfe458!8m2!3d35.4956693!4d-97.7419703!16s%2Fg%2F11gvtqyc52!19sChIJ12jeOrAHsocRWOS_zP4YFjw","Pelican Tax Services, Inc.",4.7,25,Tax preparation service,"1081 Cornwell Dr, Yukon, OK 73099, United States","F7W5+76 Yukon, Oklahoma, USA",http://www.pelicantaxservices.com/,+1 405-265-7611,Closed ⋅ Opens 10 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMSWDA3VmA_RwE2CLwiGfOptEU_JHQtjFp2R881=w408-h306-k-no,true,Closed,Closed,10 am–2 pm,10 am–2 pm,10 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:11:48.136Z,
https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x87b207dfea2ce32d:0x149db565c6be783b!8m2!3d35.4921435!4d-97.7621231!16s%2Fg%2F1vb9dkmq!19sChIJLeMs6t8HsocRO3i-xmW1nRQ,Liberty Tax,4.9,177,Tax preparation,"1300 W Vandament Ave Suite 2701, Yukon, OK 73099, United States","F6RQ+V5 Yukon, Oklahoma, USA",https://www.libertytax.com/16314,+1 405-494-4470,"Closed ⋅ Opens 8:30 am Mon

Updated by this business 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5XBbYjd2fP_VyH98MByS0GifOYIEu8mYM16RtKg0R9Iv4c1rRyIaxOs-PxVwTU8YVpjeK_1wASpSPiQNB-l8T-HUj9Eq8kmVIScyjoyhMcdnHSdkQvksrUUGj1TbtYDucqYGp=w426-h240-k-no,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:11:53.134Z,
https://www.google.com/maps/place/Randy+L+Myrick+Inc/data=!4m7!3m6!1s0x87b206275831e64f:0x2f20e63baccd119b!8m2!3d35.4937579!4d-97.7305845!16s%2Fg%2F1w04km7n!19sChIJT-YxWCcGsocRmxHNrDvmIC8,Randy L Myrick Inc,5.0,2,Accountant,"1025 E Vandament Ave # 100, Yukon, OK 73099, United States","F7V9+GQ Yukon, Oklahoma, USA",,+1 405-354-1887,Closed ⋅ Opens 10 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hhZbUoNBedTo1UvWMvu82w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.0129576&pitch=0&thumbfov=100,false,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:11:58.385Z,
https://www.google.com/maps/place/Walter+Clouse+Jr+CPA+PC/data=!4m7!3m6!1s0x87b207318e5ffe61:0x59dedaecf95d204d!8m2!3d35.5083434!4d-97.7556083!16s%2Fg%2F11rcndgycz!19sChIJYf5fjjEHsocRTSBd-eza3lk,Walter Clouse Jr CPA PC,,,Certified public accountant,"801 W Main St A, Yukon, OK 73099, United States","G65V+8Q Yukon, Oklahoma, USA",,+1 405-354-0737,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sTXMaLrjMZbrMUiBPbQOjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.72784&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:12:03.573Z,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x87b207d359abeb05:0x28fd84d52f4fc388!8m2!3d35.4980035!4d-97.7417046!16s%2Fg%2F1tjl6dy7!19sChIJBeurWdMHsocRiMNPL9WE_Sg,H&R Block,4.5,108,Tax preparation service,"917 Cornwell Dr, Yukon, OK 73099, United States","F7X5+68 Yukon, Oklahoma, USA",https://www.hrblock.com/tax-office-near-me/oklahoma/yukon/35824/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 405-354-5153,"Closed ⋅ Opens 10 am Mon

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPM0W82W1nu6zCU0qTMrHtUw9uI05WtvkMqkzRB=w426-h240-k-no,true,Closed,10 am–4 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:12:08.908Z,
https://www.google.com/maps/place/March+John+P+CPA/data=!4m7!3m6!1s0x87b207ceff9a4797:0x32ef0297f90dceda!8m2!3d35.5054639!4d-97.7496757!16s%2Fg%2F1v2gf84f!19sChIJl0ea_84HsocR2s4N-ZcC7zI,March John P CPA,,,Accountant,"414 Maple Ave # 6, Yukon, OK 73099, United States","G742+54 Yukon, Oklahoma, USA",,+1 405-354-1993,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vviCR7U58NW9PH2THaoqrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.05858&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:12:11.687Z,
"https://www.google.com/maps/place/Bishop+Tax+%26+Accounting,+Inc./data=!4m7!3m6!1s0x87b20932ef77fc7f:0x538c87f2190cfbd1!8m2!3d35.4575493!4d-97.72469!16s%2Fg%2F11flryxxjb!19sChIJf_x37zIJsocR0fsMGfKHjFM","Bishop Tax & Accounting, Inc.",5.0,5,Accountant,"805 S Mustang Rd, Yukon, OK 73099, United States","F75G+24 Yukon, Oklahoma, USA",http://www.bishop.tax/,,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOM8wuWZ-G40FVxaQ1H7GnIWCBPYFW1tUd4PDAV=w408-h544-k-no,true,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-10-19T17:12:16.907Z,
