placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned,error
"https://www.google.com/maps/place/Ryan+McWhorter,+MD+-+Alabama+Functional+Medicine+-+Functional+Pelvic+Health/data=!4m7!3m6!1s0x888c2c09316901e7:0xf7e5135d7d76cc6d!8m2!3d32.3732511!4d-86.1695821!16s%2Fg%2F1td2669p!19sChIJ5wFpMQksjIgRbcx2fV0T5fc","Ryan McWhorter, MD - Alabama Functional Medicine - Functional Pelvic Health",4.9,143,Family practice physician,"7040 Sydney Curve, Montgomery, AL 36117, United States","9RFJ+85 Montgomery, Alabama, USA",https://www.alabamafunctionalmedicine.com/,+1 334-819-8190,Closed · Opens 1:15 pm,https://lh3.googleusercontent.com/p/AF1QipNwvE__JpFjyDRacieJQJII0A_3pPRaTHzhXOno=w408-h274-k-no,true,"8 am–12 pm, 1:15–4 pm","8 am–12 pm, 1:15–4 pm","8 am–12 pm, 1:15–4 pm","8 am–12 pm, 1:15–4 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:17.515Z,,,,
https://www.google.com/maps/place/Live+Well+Functional+Medicine/data=!4m7!3m6!1s0x888c2b4687e6178f:0xb9a36034dd40778!8m2!3d32.347637!4d-86.175972!16s%2Fg%2F11l2bm26y_!19sChIJjxfmh0YrjIgReAfUTQM2mgs,Live Well Functional Medicine,5.0,10,Holistic medicine practitioner,"6708 Taylor Cir, Montgomery, AL 36117, United States","8RXF+3J Montgomery, Alabama, USA",https://livewellfunctionalmedicine.com/,+1 334-216-7707,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMPPy7HpBVgBvMx-OukX1S68OOLsLtKL3Fo6cE=w408-h397-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:23.424Z,,,,
https://www.google.com/maps/place/Dr.+Brian+West+-+Wellness/data=!4m7!3m6!1s0x888c2da0a875abc7:0x13ee3c5fe2e8030f!8m2!3d32.3354845!4d-86.1626722!16s%2Fg%2F11rc6m9jxp!19sChIJx6t1qKAtjIgRDwPo4l887hM,Dr. Brian West - Wellness,5.0,1,Alternative medicine practitioner,"3188 Parliament Cir, Montgomery, AL 36116, United States","8RPP+5W Montgomery, Alabama, USA",https://www.drbrianwest.com/,+1 334-425-8502,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipP1Urh3tWA_lZXi6VIjqLlp3uZzP-OLp2AiuchF=w408-h425-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:28.105Z,,,,
https://www.google.com/maps/place/Apex+infusion+and+Wellness+LLC/data=!4m7!3m6!1s0x888c2986c3df9013:0x4b0b05e145986c00!8m2!3d32.440918!4d-86.2157796!16s%2Fg%2F11y6nv34k1!19sChIJE5Dfw4YpjIgRAGyYReEFC0s,Apex infusion and Wellness LLC,5.0,31,Wellness center,"3456 Wetumpka Hwy, Montgomery, AL 36110, United States","CQRM+9M Montgomery, Alabama, USA",http://www.apexinfusionllc.com/,+1 334-290-5338,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMOYw8lpSc1Nhdqay5-6_6n-s6Ip4-kMuEP8dPO=w408-h306-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,8 am–12 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:33.043Z,,,,
https://www.google.com/maps/place/Fontaine+Center+-+Allen+Teresa+D+DO/data=!4m7!3m6!1s0x888c2c800d8793e5:0x62f75422c4da2063!8m2!3d32.3431601!4d-86.1736396!16s%2Fg%2F1tdhfsdm!19sChIJ5ZOHDYAsjIgRYyDaxCJU92I,Fontaine Center - Allen Teresa D DO,4.6,10,Internist,"7047 Halcyon Park Dr, Montgomery, AL 36117, United States","8RVG+7G Montgomery, Alabama, USA",http://www.fontainecenter.com/,+1 334-273-0904,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dqurWAse7cCntgdHhI8r9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.43193&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,"7:30–11 am, 1–5 pm",7:30 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:37.773Z,,,,
https://www.google.com/maps/place/Dreamz+R+Unlimited/data=!4m7!3m6!1s0x888e830033829747:0x74d485c51f95fad9!8m2!3d32.4155836!4d-86.2910218!16s%2Fg%2F11y35__2m3!19sChIJR5eCMwCDjogR2fqVH8WF1HQ,Dreamz R Unlimited,,,Alternative medicine practitioner,"225 W Park Ave, Montgomery, AL 36110, United States","CP85+6H Montgomery, Alabama, USA",,,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipM1kH9hkvlkwClnoDVtGI_237eOja-bsHAJcQhs=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:42.476Z,,,,
https://www.google.com/maps/place/Natural+Healing+by+Vitamins+Plus/data=!4m7!3m6!1s0x888e81ffec5d6551:0xca02bb2beb0939d8!8m2!3d32.3904342!4d-86.2582855!16s%2Fg%2F1tpllhw1!19sChIJUWVd7P-BjogR2DkJ6yu7Aso,Natural Healing by Vitamins Plus,4.6,39,Vitamin & supplements store,"407 Coliseum Blvd, Montgomery, AL 36109, United States","9PRR+5M Montgomery, Alabama, USA",,+1 334-356-8195,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOq09804qA7jO6roXP3N3RNynp53TfxIJxsLdVM=w408-h271-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:47.314Z,,,,
https://www.google.com/maps/place/CherAdore+Holistic+Healing/data=!4m7!3m6!1s0x888c2bbcc136aaab:0xe311edb312dddce9!8m2!3d32.3567744!4d-86.1991081!16s%2Fg%2F11h5q84328!19sChIJq6o2wbwrjIgR6dzdErPtEeM,CherAdore Holistic Healing,,,Holistic medicine practitioner,"6212 Woody Ln, Montgomery, AL 36117, United States","9R42+P9 Montgomery, Alabama, USA",,+1 334-564-1328,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yqFtN0fpmJpJyAAiJHZNLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.68234&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:49.979Z,,,,
https://www.google.com/maps/place/Dr+Liang%27s+Clinic/data=!4m7!3m6!1s0x888c2c07a778db77:0x11ea5ec9fa09e191!8m2!3d32.3804166!4d-86.1724191!16s%2Fg%2F1tdvw244!19sChIJd9t4pwcsjIgRkeEJ-sle6hE,Dr Liang's Clinic,4.5,33,Acupuncture clinic,"211 Winton M Blount Loop, Montgomery, AL 36117, United States","9RJH+52 Montgomery, Alabama, USA",http://www.montgomerychineseacupuncture.com/,+1 334-612-0969,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6p5bXE4HJ5lRyLHDGFhl-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.108213&pitch=0&thumbfov=100,true,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–12 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:54.743Z,,,,
"https://www.google.com/maps/place/Dr.+Johnnie+W.+Strickland+Jr,+MD/data=!4m7!3m6!1s0x888e855ee0781127:0x18eee145db82da73!8m2!3d32.3607539!4d-86.2074744!16s%2Fg%2F1wfcpxyp!19sChIJJxF44F6FjogRc9qC20Xh7hg","Dr. Johnnie W. Strickland Jr, MD",4.2,14,Family practice physician,"5760 Carmichael Pkwy, Montgomery, AL 36117, United States","9Q6V+82 Montgomery, Alabama, USA",http://www.medac4u.com/,+1 334-361-8555,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hoKr57B4B7LKzggrJSm-DQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.28467&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8–11 am,8 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-02-23T18:40:59.567Z,,,,
