placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error
https://www.google.com/maps/place/National+Parking+%26+Valet/data=!4m7!3m6!1s0x808de424f791d06b:0xc9ffeff2f383962a!8m2!3d36.5968782!4d-121.8932814!16s%2Fg%2F1tf2y0f6!19sChIJa9CR9yTkjYARKpaD8_Lv_8k,National Parking & Valet,5.0,1,Valet parking service,"578 Houston St, Monterey, CA 93940, United States","H4W4+QM Monterey, California, USA",http://nationalparkingvalet.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8eam-VN523pYkAT7lnL4cg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.48482&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:24.385Z,,,,,,,,,,
"https://www.google.com/maps/place/National+Parking+%26+Valet/@36.5842695,-121.8515408,17z/data=!3m1!4b1!4m6!3m5!1s0x808de508eaa41689:0xcab45ab4e3e706cb!8m2!3d36.5842695!4d-121.8515408!16s%2Fg%2F11cphn_scy",National Parking & Valet,5.0,1,Valet parking service,"2560 Garden Rd STE 109, Monterey, CA 93940, United States","H4MX+P9 Monterey, California, USA",http://nationalparkingvalet.com/,+1 831-646-0426,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:29.786Z,,,,,,,,,,
https://www.google.com/maps/place/City+of+Monterey+Public+Parking+Garage/data=!4m7!3m6!1s0x808de5c99c82c01f:0x16dcccb94340e66a!8m2!3d36.5993393!4d-121.8955279!16s%2Fg%2F11fd51fhzy!19sChIJH8CCnMnljYARauZAQ7nM3BY,City of Monterey Public Parking Garage,4.2,6,Parking garage,"438 Calle Principal, Monterey, CA 93940, United States","H4X3+PQ Monterey, California, USA",https://monterey.gov/city_hall/public_works/parking_division/parking_facilities/public_garages_and_lots.php,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThHeRszUYVYuey3R0hGjPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.2846&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:35.863Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Cannery+Row+Public+Parking+Garage/data=!4m7!3m6!1s0x808de40207781f17:0x2922f012f2a29ca3!8m2!3d36.6147426!4d-121.9009672!16s%2Fg%2F1td7z9pd!19sChIJFx94BwLkjYARo5yi8hLwIik,Cannery Row Public Parking Garage,4.3,606,Parking garage,"601 Foam St, Monterey, CA 93940, United States","J37X+VJ Monterey, California, USA",https://monterey.org/city_hall/public_works/parking_division/parking_facilities/public_garages_and_lots.php,+1 831-646-3953,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9pGrOaYEUR0000zN8kp9u9yhBNs2IfSiPoJRwZY9CQkKdu0g1hucj3w_EioC2PUcTfW6pl8s603vqaVbf5ZOWjip2X-Qag3ZJnUNOJtm54jE3QetXmjYLOcvp3xpd7-rx8zy7CA=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:40.733Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Downtown+Garage+West/data=!4m7!3m6!1s0x808de4230bff4105:0x34f309b9005a88d7!8m2!3d36.6004933!4d-121.8934148!16s%2Fg%2F1thgh7zl!19sChIJBUH_CyPkjYAR14haALkJ8zQ,Downtown Garage West,4.2,115,Parking garage,"340 Tyler St, Monterey, CA 93940, United States","J424+5J Monterey, California, USA",https://monterey.org/city_hall/public_works/parking_division/parking_facilities/public_garages_and_lots.php,+1 831-646-3953,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5KOf9ssC1WFXkzy8QVFwtyoT2TS8lXz0PEFmCNWMQIfcszm_gMM31GpC4OFHPhKGMk5SMxYeIFBH4GdaxWSzF51TSFqJWNFdV7YMiX0kfJaaaKSlx0J6mV4C8HFqT4fNzHYC3=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:45.797Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x808de50d83205d4f:0xc3ab3ece9c651ab8!8m2!3d36.609282!4d-121.8952584!16s%2Fg%2F11pkm3f43v!19sChIJT10ggw3ljYARuBplnM4-q8M,Public Parking,4.0,5,Parking lot,"Monterey, CA 93940, United States","J453+PV Monterey, California, USA",https://monterey.gov/city_hall/public_works/parking_division/parking_facilities/public_garages_and_lots.php,+1 831-646-3953,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzu1wBuF0rQHtz21aj223OHcenYOiQCrlN9zqjYoU5si9maNi84CrK_fsx-usx9mohmGivBv-RRmfM01dGu2Ud1UtB9LNaW52mspftmZNqNoAzNgXQu4IcJ7D8CVaJVLKcaIXoRoVN_zUk=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:48.666Z,,,,,,,,,,
https://www.google.com/maps/place/Heritage+Harbor+Parking+Garage/data=!4m7!3m6!1s0x808de418b67705bb:0x723733d783ce7bc9!8m2!3d36.6038602!4d-121.8956504!16s%2Fg%2F11bywl04rn!19sChIJuwV3thjkjYARyXvOg9czN3I,Heritage Harbor Parking Garage,3.4,44,Parking garage,"100 Pacific St, Monterey, CA 93940, United States","J433+GP Monterey, California, USA",,+1 831-920-7483,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKt1d7Kd65m0NI5Q6LJ6bhXkjxzhCM7J-5IVb7ikKuCah4kG2yaFsC6FilB00zfdYnJhBiC-k4OEaUeW1IRmclcfLeffEuqHzT-5iSJaE-jzh7RjkXpJOtaX09MN9SQd6kBNX6sg=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:51.765Z,,,,,,,,,,
https://www.google.com/maps/place/Calle+Principal+Garage/data=!4m7!3m6!1s0x808de423de80d21d:0x4e57a96d8ca940a3!8m2!3d36.5993047!4d-121.8955434!16s%2Fg%2F11f_p2yyc2!19sChIJHdKA3iPkjYARo0CpjG2pV04,Calle Principal Garage,4.4,5,Parking lot,"Calle Principal Parking Garage, 468 Calle Principal, Monterey, CA 93940, United States","H4X3+PQ Monterey, California, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThHeRszUYVYuey3R0hGjPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.19846&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:56.767Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Portola+Hotel+Parking+Garage/data=!4m7!3m6!1s0x808de422440236b3:0x176f45c7c4189561!8m2!3d36.6009353!4d-121.8936774!16s%2Fg%2F11b7hfjvgp!19sChIJszYCRCLkjYARYZUYxMdFbxc,Portola Hotel Parking Garage,5.0,3,Parking garage,"2 Portola Plaza, Monterey, CA 93940, United States","J424+9G Monterey, California, USA",https://www.portolahotel.com/our-hotel/map-directions,+1 831-649-4511,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyODx-oNoyHTwUpFOL985Z1lCT1vnI9Q-xJjNDeoesCTJkx-uLql9PkqpGuL3mcmeochkpxD_h7uJhkzC7aIM55tEg3WDq2VfWtTcNnSyJpNWGO4A-qXl8b6S3kKpdQaiMeY9Y=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:56:59.569Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+Upper+Deck/data=!4m7!3m6!1s0x808de5bdab78529f:0xf7878a860e3e6f7f!8m2!3d36.5991755!4d-121.8959929!16s%2Fg%2F11sh7fx5gc!19sChIJn1J4q73ljYARf28-DoaKh_c,Public Parking Upper Deck,,,Parking lot,"438 Calle Principal, Monterey, CA 93940, United States","H4X3+MJ Monterey, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rm_XnpHizCnlRXeP7cY27A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.951996&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-10-28T18:57:02.288Z,,,,,,,,,,
