placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/L%26L+Property+Management/data=!4m7!3m6!1s0x884f2d611f005b83:0x7cba9b96e1c35f67!8m2!3d38.3503495!4d-81.6332313!16s%2Fg%2F11x6c7gdp6!19sChIJg1sAH2EtT4gRZ1_D4Zabunw,L&L Property Management,5.0,10,Property management company,"813 Lee St E Suite M-1, Charleston, WV 25301, United States","9928+4P Charleston, West Virginia, USA",https://llpm.org/,+1 304-410-0497,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMUo5VFflmyAHK1XOAkyu_lOlpqpIf7ZRTDOOvo=w609-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:29:52.211Z,,,
https://www.google.com/maps/place/Real+Estate+Resources+Inc./data=!4m7!3m6!1s0x884f2cd245a25675:0xffbece80e1804516!8m2!3d38.3511806!4d-81.6378898!16s%2Fg%2F1tfq5bqg!19sChIJdVaiRdIsT4gRFkWA4YDOvv8,Real Estate Resources Inc.,4.3,7,Property management company,"500 Virginia St E #590, Charleston, WV 25301, United States","9926+FR Charleston, West Virginia, USA",http://www.reriwv.com/,+1 304-345-9348,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7tzbOYNnGYSnNAjtxWVMbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.168896&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:29:59.216Z,,,
https://www.google.com/maps/place/Colonial+Property+Management/data=!4m7!3m6!1s0x8848d2d708e28e03:0xe79110e331c084ec!8m2!3d38.3641894!4d-81.6503136!16s%2Fg%2F1ts3g966!19sChIJA47iCNfSSIgR7ITAMeMQkec,Colonial Property Management,1.0,1,Property management company,"704 Virginia St W, Charleston, WV 25302, United States","987X+MV Charleston, West Virginia, USA",,+1 304-344-8051,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EgThEGaxoKyLtbZXEHYt1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.120564&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:03.052Z,,,
https://www.google.com/maps/place/AMS+Properties+Management/data=!4m7!3m6!1s0x884f2cc5fdb4f34b:0x68e2af9ffb2cec2c!8m2!3d38.3498661!4d-81.6326995!16s%2Fg%2F1tcyg4mb!19sChIJS_O0_cUsT4gRLOws-5-v4mg,AMS Properties Management,,,Property management company,"Charleston, WV 25301, United States","89X8+WW Charleston, West Virginia, USA",,+1 304-346-1455,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMP7yd2gD8oI5Vw210keBOltE1WzhVQpnw-0Rrc=w408-h279-k-no,true,8 am–6 pm,8 am–6 pm,10 am–4 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:08.906Z,,,
https://www.google.com/maps/place/L+S+Smithson+Rentals/data=!4m7!3m6!1s0x884f2cb06b8c5ac3:0x9d4ffef3dbf46f73!8m2!3d38.3436615!4d-81.6161306!16s%2Fg%2F1th7z0vd!19sChIJw1qMa7AsT4gRc2_02_P-T50,L S Smithson Rentals,3.0,3,Property management company,"536 Nancy St, Charleston, WV 25311, United States","89VM+FG Charleston, West Virginia, USA",,+1 304-342-4342,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nmZDLgPmUgQN41XJ-5ih5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.849144&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:12.511Z,,,
https://www.google.com/maps/place/Howard+Realty/data=!4m7!3m6!1s0x884f2cc6261f050f:0x227f3421291485d!8m2!3d38.3432766!4d-81.6288629!16s%2Fg%2F11g8vm37pp!19sChIJDwUfJsYsT4gRXUiREkLzJwI,Howard Realty,4.0,4,Apartment rental agency,"1321 Virginia St E Suite 2, Charleston, WV 25301, United States","89VC+8F Charleston, West Virginia, USA",http://rnerentals.com/?utm_source=Next&utm_medium=Google_website,+1 304-342-2259,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNe-TT7ry2on_Woh2RthBYCmx1B2FXE6fGfQgSx=w446-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:17.652Z,,,
https://www.google.com/maps/place/Porter+Properties+Inc/data=!4m7!3m6!1s0x884f2cc0776adcaf:0x69efb6a7e5d12035!8m2!3d38.3347237!4d-81.6256659!16s%2Fg%2F1tx4q15x!19sChIJr9xqd8AsT4gRNSDR5ae272k,Porter Properties Inc,2.0,2,Property management company,"1500 Callie Rd, Charleston, WV 25314, United States","89MF+VP Charleston, West Virginia, USA",,+1 304-342-3410,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HQUE55mmy3l9-CTW1fdAjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.479916&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:20.547Z,,,
https://www.google.com/maps/place/Stricklen+Properties+LLC/data=!4m7!3m6!1s0x884f32ccf4a9ae4f:0xaacc7f7497fda4c9!8m2!3d38.35799!4d-81.7215275!16s%2Fg%2F1tn4yvyr!19sChIJT66p9MwyT4gRyaT9l3R_zKo,Stricklen Properties LLC,3.4,17,Property management company,"4128 MacCorkle Ave SW, South Charleston, WV 25309, United States","975H+59 South Charleston, West Virginia, USA",http://www.stricklenpropertiesllc.com/,+1 304-768-5848,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ly4Yw5SmELABTxzIsGgWKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.63617&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:26.293Z,,,
https://www.google.com/maps/place/Local+Goats+Property+Management+LLC/data=!4m7!3m6!1s0x8848d5c20ca91b6f:0x7b48d9c4024936b7!8m2!3d38.3767027!4d-81.5676176!16s%2Fg%2F11kjg8jltr!19sChIJbxupDMLVSIgRtzZJAsTZSHs,Local Goats Property Management LLC,4.9,15,Lawn care service,"2085 Greenbrier St, Charleston, WV 25311, United States","9CGJ+MX Charleston, West Virginia, USA",https://www.facebook.com/profile.php?id=100083234173570&mibextid=ZbWKwL,+1 304-257-3819,Open ⋅ Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6pBU0j6LuWnmcDfRV3rDMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.77045&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,8 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:31.717Z,,,
https://www.google.com/maps/place/ERS+Properties/data=!4m7!3m6!1s0x884f2d2bcaf5c883:0x738d88ae045fc3c4!8m2!3d38.351514!4d-81.6502514!16s%2Fg%2F11twtd5j8d!19sChIJg8j1yistT4gRxMNfBK6IjXM,ERS Properties,,,Property management company,"103 Ashby Ave, Charleston, WV 25314, United States","982X+JV Charleston, West Virginia, USA",,+1 502-228-3181,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rYtee13ZLZF5bgSMig6UfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.19354&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-25T17:30:34.828Z,,,
