placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Precision+Door+Service/data=!4m7!3m6!1s0x86282d1fbdd95d07:0xdcafbadf95f35deb!8m2!3d32.3318346!4d-90.1135469!16s%2Fg%2F11g8ksvc_g!19sChIJB13ZvR8tKIYR613zld-6r9w,Precision Door Service,5.0,648,Garage door supplier,"113 N Layfair Dr, Flowood, MS 39232, United States","8VJP+PH Flowood, Mississippi, USA",https://precisiondoorjackson.com/,+1 601-944-4242,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPlQtbZ0UatPbV2M2XtfDfENGaLj9mT5I7Eztyl=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:06.151Z,,,
https://www.google.com/maps/place/Open+Doors+Garage+Door+Services/data=!4m7!3m6!1s0x862833eae4c2cc19:0x729bbeb3d30e7d31!8m2!3d32.1711165!4d-90.452239!16s%2Fg%2F11lgp6688d!19sChIJGczC5OozKIYRMX0O07O-m3I,Open Doors Garage Door Services,5.0,58,Garage door supplier,,,,+1 601-613-3060,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNbayY0glpE_T2waUWf5VuFpBb71x1XfqgkT1FZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:12.085Z,,,
https://www.google.com/maps/place/A+24+Hour+Door+Service/data=!4m7!3m6!1s0x8629d1a207a1f983:0x6e3a3bba07097632!8m2!3d32.4694026!4d-90.1172318!16s%2Fg%2F1vr1w_gk!19sChIJg_mhB6LRKYYRMnYJB7o7Om4,A 24 Hour Door Service,5.0,68,Garage door supplier,"417 Post Oak Cove, Madison, MS 39110, United States","FV9M+Q4 Madison, Mississippi, USA",http://www.a24hourgaragedoorsms.com/,+1 601-664-8935,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOcFM1cK7fgnIQ1ASzj252N93wZWpnMnjb6yRPH=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:18.050Z,,,
"https://www.google.com/maps/place/Corkern+Door+Company,+Inc./data=!4m7!3m6!1s0x862835ac9f6e59f9:0x86bcd819c2fdbd80!8m2!3d32.2698824!4d-90.2880445!16s%2Fg%2F1tksnqxw!19sChIJ-Vlun6w1KIYRgL39whnYvIY","Corkern Door Company, Inc.",4.6,49,Door supplier,"6057 MS-18, Jackson, MS 39209, United States","7P96+XQ Jackson, Mississippi, USA",http://www.corkerndoor.com/,+1 601-922-3667,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxnvoPZLD1Za56ByVXSnSVB6Wk5d1CtIFB6IPq7t6-DRjCxlJGl9TArapMTUA9I48oPrLA4lUEiJ3IHkY6xhuwYqoGJcJ6SHZ2c9jzhL5HJNVuuTc9q2yTq0WC62UKP2vgT6jn=w408-h306-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:22.995Z,,,
https://www.google.com/maps/place/The+Door+Man+LLC/data=!4m7!3m6!1s0x86282bf1f8fda4ab:0x9e3b83e0fd6e6565!8m2!3d32.2492305!4d-90.215768!16s%2Fg%2F11hhckmy8m!19sChIJq6T9-PErKIYRZWVu_eCDO54,The Door Man LLC,4.9,108,Garage door supplier,,,https://www.garagedoormanms.com/,+1 601-346-0111,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipP2rlsIASXXsalDX62KfYxLXVkotZrss_EwX1DH=w408-h339-k-no,true,4 am–11 pm,4 am–11 pm,4 am–10 pm,4 am–11 pm,4 am–11 pm,4 am–11 pm,4 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:27.973Z,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Jackson/data=!4m7!3m6!1s0x8629d2232861bb03:0xf72e35e9e2c4d372!8m2!3d32.4361519!4d-90.1280745!16s%2Fg%2F1tdvq2_2!19sChIJA7thKCPSKYYRctPE4uk1Lvc,Overhead Door Company of Jackson,3.4,25,Garage door supplier,"198 W Ridgeland Ave, Ridgeland, MS 39157, United States","CVPC+FQ Ridgeland, Mississippi, USA",http://overheaddoorcompanyjackson.com/,+1 601-856-8400,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7kG01y3P8To88RXnwsHheJNhkEmCqlFVXZCvI=w408-h272-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:32.969Z,,,
https://www.google.com/maps/place/Garage+Door+Doctor+Xpress/data=!4m7!3m6!1s0x862837f8afffda43:0xae47368b290a6b53!8m2!3d32.307287!4d-90.0656124!16s%2Fg%2F11c2nx1l8k!19sChIJQ9r_r_g3KIYRU2sKKYs2R64,Garage Door Doctor Xpress,4.9,70,Garage door supplier,,,https://garagedoorrepair-ms.com/,+1 601-210-1282,Closed ⋅ Opens 1 pm Sat,https://lh3.googleusercontent.com/p/AF1QipNHi-1bEPvm1Gdo3dSISmrNQoArmaO69q8U4q0r=w426-h240-k-no,true,8 am–5 pm,1–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:37.998Z,,,
https://www.google.com/maps/place/TNT+Garage+Doors/data=!4m7!3m6!1s0x88827f067f50307f:0x1ba7d8f4975b4bed!8m2!3d32.5733582!4d-89.7133815!16s%2Fg%2F11h2hhqj3f!19sChIJfzBQfwZ_gogR7Utbl_TYpxs,TNT Garage Doors,4.9,102,Garage door supplier,"8796 MS-483, Lena, MS 39094, United States","H7FP+8J Lena, Mississippi, USA",https://www.tntgaragedoor.com/,+1 601-946-4653,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMJQ4FSYlHJYHFtwIdSu362WWn9cQHDeIOlljc8=w427-h240-k-no,true,7 am–7 pm,7:30 am–12 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:42.914Z,,,
"https://www.google.com/maps/place/Garage+Guys+Garage+Doors/@32.281662,-90.1024364,13z/data=!3m1!4b1!4m6!3m5!1s0x42b2f6b9f1b291b7:0x6fbeff279fda2c07!8m2!3d32.281662!4d-90.1024364!16s%2Fg%2F11y341s_09",Garage Guys Garage Doors,5.0,5,Garage door supplier,,,https://garageguysgaragedoorsllcms.com/,+1 601-759-9050,Closed ⋅ Opens 8 am Mon,,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:50.081Z,,,
https://www.google.com/maps/place/Statics+Doors+LLC/data=!4m7!3m6!1s0x86282b29fd1ca21f:0xf68017c80c5bf53a!8m2!3d32.2828035!4d-90.043231!16s%2Fg%2F11hzp0yy87!19sChIJH6Ic_SkrKIYROvVbDMgXgPY,Statics Doors LLC,5.0,2,Garage door supplier,"5647 US-80 Suite 6 B, Pearl, MS 39208, United States","7XM4+4P Pearl, Mississippi, USA",https://staticdoors.com/,+1 601-487-6630,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOg95JTujcLm3QkuepVVempafJFdpdlA0_RgUVp=w426-h240-k-no,true,7 am–7 pm,10 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-11-07T23:08:54.995Z,,,
