placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Proper+Management/data=!4m7!3m6!1s0x88408151cb23c3fb:0x6c6cd62b125bc188!8m2!3d39.7712393!4d-84.2129659!16s%2Fg%2F11s30jf0nm!19sChIJ-8Mjy1GBQIgRiMFbEivWbGw,Proper Management,4.0,143,Property management company,"729 Salem Ave, Dayton, OH 45406, United States","QQCP+FR Dayton, Ohio, USA",https://www.daytonproper.com/,+1 937-999-3890,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipO9EzNfzNtaBbJS5YsnHVkB5OuYgrJi0q0atevj=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:06.532Z,,,
https://www.google.com/maps/place/Flamingo+Housing+Solutions/data=!4m7!3m6!1s0x884083f1885c4a8f:0xda06c6f78683b06!8m2!3d39.7628877!4d-84.1697102!16s%2Fg%2F11xdtdpd5k!19sChIJj0pciPGDQIgRBjtoeG9soA0,Flamingo Housing Solutions,4.8,26,Property management company,"1616 E 3rd St, Dayton, OH 45403, United States","QR7J+54 Dayton, Ohio, USA",http://flamingohs.org/,+1 937-203-2885,Open ⋅ Closes 4 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GL00N0IkLH56LHW4mmQfqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.44945&pitch=0&thumbfov=100,true,9 am–4 am,9 am–4 am,Closed,Closed,9 am–4 am,9 am–4 am,9 am–4 am,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:12.202Z,,,
https://www.google.com/maps/place/ManCo+Property+Services/data=!4m7!3m6!1s0x8840811c3117d2eb:0x9678fd737b87a805!8m2!3d39.7821811!4d-84.2248461!16s%2Fg%2F1tggbndr!19sChIJ69IXMRyBQIgRBaiHe3P9eJY,ManCo Property Services,4.0,285,Property management company,"1905 Salem Ave, Dayton, OH 45406, United States","QQJG+V3 Dayton, Ohio, USA",https://www.mancopropertyservices.com/,+1 937-277-9551,Closes soon ⋅ 2 pm ⋅ Opens 10 am Fri,https://lh3.googleusercontent.com/p/AF1QipMP9yiph-lrQCIFjlhuGkjEM4GxBAq93iTHE9MU=w408-h306-k-no,true,10 am–2 pm,10 am–2 pm,Closed,Closed,10 am–2 pm,10 am–2 pm,10 am–2 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:17.266Z,,,
https://www.google.com/maps/place/Gem+City+Property+Management/data=!4m7!3m6!1s0x8840816a3cd9e1c1:0xe33bf8613db13370!8m2!3d39.7765013!4d-84.2022162!16s%2Fg%2F1tfgq1xj!19sChIJweHZPGqBQIgRcDOxPWH4O-M,Gem City Property Management,2.7,126,Property management company,"1333 N Main St, Dayton, OH 45405, United States","QQGX+J4 Dayton, Ohio, USA",http://www.gemcitypropertymanagement.com/,+1 937-331-9774,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjwUqsbvHZ3fNb2V22RqRIX6oEGZMl0OHRSN08B1SbEGFR3s4sT2cyrhpjyHXZrStunA6SGQEh3RJuKdCxTgWQluUjQuNt3eIn51cOQURsn0mv62t3N-XUrh4V4VP3nLhacl95=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,9 am–12 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:21.832Z,,,
https://www.google.com/maps/place/Talbott+Tower/data=!4m7!3m6!1s0x88408151ceb6b525:0x8ed5cbaf886d5c7a!8m2!3d39.7616495!4d-84.1946505!16s%2Fg%2F1tfccvzn!19sChIJJbW2zlGBQIgRelxtiK_L1Y4,Talbott Tower,4.2,133,Property management company,"118 W First St, Dayton, OH 45402, United States","QR64+M4 Dayton, Ohio, USA",https://www.talbotttower.com/,+1 937-223-8189,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZzYNtcY2wHhBnfpYbqt1mq58Nuqbm87L-uBaxq-rfAtJLmDHQR0ZuUoDDwAHhnwT-K9BLYbpL8mkmO6Gdf1bOR5JWPtLKczkYnhbxiDdN8_ROXY7HKYIwhcI6-aVeHAWZdzZ0=w493-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:26.484Z,,,
https://www.google.com/maps/place/Maharg+Management+Inc/data=!4m7!3m6!1s0x884081484fe7dc71:0x205dd6f26bce42ae!8m2!3d39.7628639!4d-84.2047826!16s%2Fg%2F1tzzw5g4!19sChIJcdznT0iBQIgRrkLOa_LWXSA,Maharg Management Inc,4.5,2,Property management company,"729 W Riverview Ave, Dayton, OH 45406, United States","QQ7W+43 Dayton, Ohio, USA",,+1 937-223-3656,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c5sKZiP5RH1u931sdtguGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.30722&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:28.891Z,,,
https://www.google.com/maps/place/PepZee+Realty/data=!4m7!3m6!1s0x884081428aa26fa5:0xf18f2fb5a0537dd9!8m2!3d39.773581!4d-84.198823!16s%2Fg%2F11bw622gg2!19sChIJpW-iikKBQIgR2X1ToLUvj_E,PepZee Realty,3.3,199,Property management company,"1013 N Main St, Dayton, OH 45405, United States","QRF2+CF Dayton, Ohio, USA",http://www.pepzee.com/,+1 937-275-0001,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNrjzfIoO1HI_Vl7Ey1LdANK-CNfFwRPv5C0UaT=w408-h490-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:33.562Z,,,
https://www.google.com/maps/place/130+West+2nd+Street+LLC/data=!4m7!3m6!1s0x88408101c964b641:0x3a3ac6e41c35d4ab!8m2!3d39.7603556!4d-84.1951402!16s%2Fg%2F11jq7zhbsz!19sChIJQbZkyQGBQIgRq9Q1HOTGOjo,130 West 2nd Street LLC,4.5,6,Property management company,"130 W 2nd St Suite 1700, Dayton, OH 45402, United States","QR63+4W Dayton, Ohio, USA",http://130building.net/,+1 937-226-1500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNoLRytYTPn8wKpXy5IEYwFespmwjO056I_g4XG=w408-h291-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:38.161Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mak+Gregor+Management+Inc/data=!4m7!3m6!1s0x8840803ce3e9258f:0x651b200a6f4d4600!8m2!3d39.8269159!4d-84.2460371!16s%2Fg%2F1td5xv6q!19sChIJjyXp4zyAQIgRAEZNbwogG2U,Mak Gregor Management Inc,4.2,206,Property management company,"6601 N Main St, Dayton, OH 45415, United States","RQG3+QH Dayton, Ohio, USA",http://www.rentmgm.com/,+1 937-274-8142,,https://lh3.googleusercontent.com/p/AF1QipMX0bCOwfRIDLQBUkiash6FxSksdxlzJMMSaaI=w408-h267-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:40.496Z,,,
https://www.google.com/maps/place/Property+Professionals+Caretaking+LLC/data=!4m7!3m6!1s0x88408151ac50a901:0x9b211a41b4686873!8m2!3d39.7617001!4d-84.1952792!16s%2Fg%2F11dxjmzj3d!19sChIJAalQrFGBQIgRc2hotEEaIZs,Property Professionals Caretaking LLC,4.0,9,Property management company,"131 N Ludlow St suite 209, Dayton, OH 45402, United States","QR63+MV Dayton, Ohio, USA",,+1 937-222-2408,Closes soon ⋅ 2 pm ⋅ Opens 10 am Fri,https://lh3.googleusercontent.com/p/AF1QipM76dgNCs1J_9Srn70lkRICs7GR67E8nZnhbbIm=w408-h272-k-no,true,10 am–2 pm,10 am–2 pm,Closed,Closed,10 am–2 pm,10 am–2 pm,10 am–2 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-25T17:02:45.370Z,LGBTQ+ friendly,,
