placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Yukon+Wound+Care+Rehab/data=!4m7!3m6!1s0x87b2099ef0067bb5:0x700659cd87690354!8m2!3d35.480194!4d-97.7653503!16s%2Fg%2F11b5qyts0q!19sChIJtXsG8J4JsocRVANph81ZBnA,Yukon Wound Care Rehab,4.9,57,Physical therapist,"1601 Health Center Pkwy building 1100, Yukon, OK 73099, United States","F6JM+3V Yukon, Oklahoma, USA",http://yukonwoundcarerehab.com/,+1 405-265-2255,Closes soon · 5 pm · Opens 8 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipO3it5MoLmxFNaNwufxh6JNLum3YkM1ZyKAFRA2=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:39:36.505Z,,
https://www.google.com/maps/place/Advanced+Vein+Solutions/data=!4m7!3m6!1s0x87b21dc4c811e721:0x1a1cffab9af26a83!8m2!3d35.613978!4d-97.5739727!16s%2Fg%2F11g_rn02yf!19sChIJIecRyMQdsocRg2rymqv_HBo,Advanced Vein Solutions,5.0,12,Surgical center,"3200 Quail Springs Pkwy #130, Oklahoma City, OK 73134, United States","JC7G+HC Northwest Oklahoma City, Oklahoma City, OK, USA",http://www.veinsolutionsokc.com/,+1 405-241-3534,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNuZzpenoccxvRoOjkU-mpA9mGM90Yz9esRtH5X=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:39:42.454Z,,
https://www.google.com/maps/place/Totality/data=!4m7!3m6!1s0x87b21a2228ed9ac5:0xee30119c135506c2!8m2!3d35.5294972!4d-97.5303956!16s%2Fg%2F1tgxv1h7!19sChIJxZrtKCIasocRwgZVE5wRMO4,Totality,5.0,56,Medical clinic,"5625 N Western Ave, Oklahoma City, OK 73118, United States","GFH9+QR Central Oklahoma City, Oklahoma City, OK, USA",http://www.totalityok.com/,+1 405-739-6596,Closes soon · 5 pm · Opens 9 am Thu,,https://lh3.googleusercontent.com/p/AF1QipNx50WQZQZEmxplH8iayMSOUN4GxNalYetcGCWL=w408-h261-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:39:47.225Z,,
https://www.google.com/maps/place/INTEGRIS+Health+Canadian+Valley+Hospital/data=!4m7!3m6!1s0x8874afcad4c67ef1:0x4c4ed4d13b9b7e06!8m2!3d35.4849778!4d-97.7632633!16s%2Fg%2F1tdq6j7l!19sChIJ8X7G1MqvdIgRBn6bO9HUTkw,INTEGRIS Health Canadian Valley Hospital,4.4,1573,Hospital,"1201 Health Center Pkwy, Yukon, OK 73099, United States","F6MP+XM Yukon, Oklahoma, USA",https://integrishealth.org/locations/hospital/integris-health-canadian-valley-hospital,+1 405-717-6800,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvHbMSyIPjJQJUqCWycP6ifjCfudE352hiKWI7NSuq77E6ulWd47UsEIuuNWs5LuTr-8mublqaRvNTaCJmTum071T5dgDyCAZWrf5DnQ4vfX67CeDKfCn19yOQ2DtXIrrDFDkT=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:39:52.366Z,,
https://www.google.com/maps/place/Oklahoma+Vein+Specialists/data=!4m7!3m6!1s0x87b21c92b35f09ff:0x540a2226437c419e!8m2!3d35.6114893!4d-97.5801114!16s%2Fg%2F1tfczb02!19sChIJ_wlfs5IcsocRnkF8QyYiClQ,Oklahoma Vein Specialists,,,Medical clinic,"13820 Wireless Way, Oklahoma City, OK 73134, United States","JC69+HX Northwest Oklahoma City, Oklahoma City, OK, USA",http://oklahomaveinspecialists.com/,+1 405-947-8346,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MGPt2UUQOt10E-90xWtjIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.258546&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:39:55.025Z,,
https://www.google.com/maps/place/Oklahoma+Vein+Specialists/data=!4m7!3m6!1s0x87b21a6111eb4773:0xa7013993f6dd2f83!8m2!3d35.5216764!4d-97.5645917!16s%2Fg%2F11c2ppb8z4!19sChIJc0frEWEasocRgy_d9pM5Aac,Oklahoma Vein Specialists,,,Doctor,"5030 N May Ave #116, Oklahoma City, OK 73112, United States","GCCP+M5 Central Oklahoma City, Oklahoma City, OK, USA",http://www.oklahomaveinspecialists.com/Contact.html,+1 405-947-8346,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gaAw3f8kW0Ukdud9WCQAIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.99478&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:39:57.623Z,,
https://www.google.com/maps/place/Varicose+Vein+Clinic/data=!4m7!3m6!1s0x87b21b642dfe01f1:0xe8d036b57d110ae2!8m2!3d35.5816203!4d-97.5836596!16s%2Fg%2F11ty318l7z!19sChIJ8QH-LWQbsocR4goRfbU20Og,Varicose Vein Clinic,,,Medical clinic,"W Hefner Rd, Oklahoma City, OK 73120, United States","HCJ8+JG Northwest Oklahoma City, Oklahoma City, OK, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ErE_0CNQ4x3ls_LCpjhCqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.4661&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:40:00.550Z,,
"https://www.google.com/maps/place/Our+Blood+Institute,+Yukon/data=!4m7!3m6!1s0x87b21a9342d2a7ab:0xcde351cc521bfe51!8m2!3d35.5165683!4d-97.6926661!16s%2Fg%2F1t_wpw3z!19sChIJq6fSQpMasocRUf4bUsxR480","Our Blood Institute, Yukon",4.2,46,Blood donation center,"4312 Grant Blvd, Yukon, OK 73099, United States","G884+JW Yukon, Oklahoma, USA",http://www.ourbloodinstitute.org/,+1 405-968-4100,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipN_q5QNVfccdTJUKYYTzr8j1EBbGlCOyAUYVBVq=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–4:30 pm,7:30 am–6 pm,7:30 am–4:30 pm,7:30 am–2 pm,7:30–11 am,7:30 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:40:05.491Z,,
https://www.google.com/maps/place/INTEGRIS+Health+Medical+Group+Yukon/data=!4m7!3m6!1s0x87dfe970b372f44b:0x6a41a006ebfddacf!8m2!3d35.484865!4d-97.763261!16s%2Fg%2F1tfzmwwp!19sChIJS_Rys3Dp34cRz9r96wagQWo,INTEGRIS Health Medical Group Yukon,4.9,947,Family practice physician,"1205 Health Center Pkwy #100, Yukon, OK 73099, United States","F6MP+WM Yukon, Oklahoma, USA",https://integrishealth.org/locations/family-care-clinic/medical-group-yukon,+1 405-717-5400,Closes soon · 5 pm · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OawrSh3YLshELMNqeLEfEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.39755&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:40:10.403Z,,
https://www.google.com/maps/place/Nerve+Renewal+Neuropathy+Clinic/data=!4m7!3m6!1s0x87b2098cec749ebd:0x718db018012f451!8m2!3d35.4793559!4d-97.7541405!16s%2Fg%2F11wnmm_xh5!19sChIJvZ507IwJsocRUfQSgAHbGAc,Nerve Renewal Neuropathy Clinic,5.0,23,Medical clinic,"12801 NW 10th St Suite 500, Yukon, OK 73099, United States","F6HW+P8 Yukon, Oklahoma, USA",https://nerverenewalnow.com/neuropathy-clinics/yukon/,+1 405-914-6677,Closes soon · 5 pm · Opens 7:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPP-Eeue_6Jo402LWeWU650STusXAc5dqK4zAEJ=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-12-16T22:40:15.280Z,,
