placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Mountie+Scapes+Property+Solutions/data=!4m7!3m6!1s0xa9256efc45f23a8f:0x84d4f6ab8231b1a7!8m2!3d38.3658376!4d-81.6591271!16s%2Fg%2F11t335xf6m!19sChIJjzryRfxuJakRp7Exgqv21IQ,Mountie Scapes Property Solutions,5.0,50,Landscape designer,"1109 Main St, Charleston, WV 25302, United States","988R+88 Charleston, West Virginia, USA",https://mountiescapes.com/,+1 304-939-6828,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzENLRRn8nnWS9c3JRYEVBixSF5-2e0iJntGVjkTQyVkXChggbh66Jppd8ThEHSK1fffVTyjrq6laUhjtu41GJ7LdVGpOOel5qmQpdHbGTXK7iFEZ1VXgaJ7QlNLtcKQAo-QCR=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:12.532Z,,,,
https://www.google.com/maps/place/ScottyScapes+LLC/data=!4m7!3m6!1s0x8848d5df2f157cc3:0x8aebb9d375e0b376!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11sf2s0ydm!19sChIJw3wVL9_VSIgRdrPgddO564o,ScottyScapes LLC,4.7,13,Landscape designer,,,http://scottyscapeswv.com/,+1 304-941-5960,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFY7UUfhWsnNYIdTKF7OkRETWyqfEORXCbhN-olqb7QnsUbF0GjfCD73I9Xkvehq3uqJcyOd7eXhNhKA4NUaHTxc4QYZ-XwFYcGcEemEw5fcC998DdcUv764Ck7dklEriUF0ipk2g=w408-h305-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:17.766Z,,,,
https://www.google.com/maps/place/Valley+Gardens/data=!4m7!3m6!1s0x884f2cb504f38bf1:0x6310150ef59d6569!8m2!3d38.3517087!4d-81.6241022!16s%2Fg%2F1v9t_lv2!19sChIJ8YvzBLUsT4gRaWWd9Q4VEGM,Valley Gardens,4.2,73,Landscaper,"1109 Piedmont Rd, Charleston, WV 25301, United States","992G+M9 Charleston, West Virginia, USA",http://valleygardenswv.com/,+1 304-342-2255,"Closes soon · 4 pm · Opens 7:30 am Thu

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhsOdWnH4jDn37qiR-Z1iluM5Xb-sX-Uos6HuJPdMIqYn7bAVcfKm70oZyMiMbfSWlD5XQqhqRdg3tPTHco9oiYh4VXaV9x4sOlcqj6bGvFtw_IzAq4azcCeM10oadIZ49WtAh4xG01Yj9=w408-h306-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:23.275Z,,,,
"https://www.google.com/maps/place/The+Grounds+Guys+of+Charleston,+WV/data=!4m7!3m6!1s0x8848d5a8cccaaaad:0xf5a18fb8da787fd8!8m2!3d38.374686!4d-81.6918084!16s%2Fg%2F11jclmd12k!19sChIJrarKzKjVSIgR2H942riPofU","The Grounds Guys of Charleston, WV",4.8,16,Lawn care service,,,https://www.groundsguys.com/locations/charleston-wv/?cid=LSTL_GUY000204&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 304-931-2047,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3CdQZ3_6kotb1GD5n8aOdo3VyxBXBLhtc5VUu2kNGNwWJxL9L3PXiya5zswkjFGwxBugMok1dQ0blDF3K7VuDtpge0nZQh0uulouqPRprLisB6JouxKM5p3lCPgnpMhR5yoqV=w408-h270-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,Open 24 hours,Open 24 hours,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:27.978Z,,,,
https://www.google.com/maps/place/Green%27s+Outdoor+Creations/data=!4m7!3m6!1s0x252b76e38167a44b:0xba250e09a7b390e7!8m2!3d38.3505672!4d-81.6275506!16s%2Fg%2F11k52r1r5q!19sChIJS6RngeN2KyUR55CzpwkOJbo,Green's Outdoor Creations,3.7,6,Landscaper,"506 Leon Sullivan Way, Charleston, WV 25301, United States","992C+6X Charleston, West Virginia, USA",http://www.greensoutdoorcreations.com/,+1 304-533-1730,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaik_zUi77edXacSGO_tatN6SspvTKeTaCKekHeVWzvQ0fIJSmDaiOrzV3hiSFNhoMWEHTONt429b2y7lFt4NpHkUToouvZEVoeKeNpaOGpzV_697dHpBUZUmvBt1N8RNOGQ3u=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:32.714Z,,,,
https://www.google.com/maps/place/Lumberjacks+Tree+and+Landscaping+Services/data=!4m7!3m6!1s0x49653a1027f51b33:0x66c780a758549f53!8m2!3d38.3001888!4d-81.5642915!16s%2Fg%2F11pcsb19wv!19sChIJMxv1JxA6ZUkRU59UWKeAx2Y,Lumberjacks Tree and Landscaping Services,4.7,35,Tree service,"6600 MacCorkle Ave SE, Charleston, WV 25304, United States","8C2P+37 Charleston, West Virginia, USA",https://lumberjackstnl.com/,+1 304-550-4395,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFArOnenEtv5wtVvJXB7WlLlrb--q1BncYhBm-rNh1kmuBr5MnmBKtos9E4i31HqNoZSa_dAH0Au5hpR4SPAO9R1Pv5pC0K0ZD3YfuHEmsmZ11PybHZkx8KxkcEFD3lb6IE2V0=w408-h862-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:37.523Z,,,,
https://www.google.com/maps/place/Forren+Soil/data=!4m7!3m6!1s0x8848cd558b6a7487:0x481336dcce9452a9!8m2!3d38.3625126!4d-81.6507035!16s%2Fg%2F12ml2xybv!19sChIJh3Rqi1XNSIgRqVKUztw2E0g,Forren Soil,4.0,8,Landscaper,"601 Central Ave, Charleston, WV 25302, United States","987X+2P Charleston, West Virginia, USA",http://www.forrensoil.com/,+1 304-345-1007,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6vt3v6Mw_fI7m17w9PgzWy1murvshWeMpka0XUL-xah_xIIhU7B_uCqCAtVhEbOsCSCEmD4rnJ6nlT4HnfsArG_BlfjHHngsn5et3PP1oVe32ihJQLe3s98rLRif-AHentU7-GQ=w408-h442-k-no,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:40.020Z,,,,
https://www.google.com/maps/place/Patriot+Tree+Experts/data=!4m7!3m6!1s0x884f2d84f9f51019:0xa9a782187d59981!8m2!3d38.3192423!4d-81.653013!16s%2Fg%2F11q4dkwmd_!19sChIJGRD1-YQtT4gRgZnVhyF4mgo,Patriot Tree Experts,5.0,375,Tree service,"1586 Connell Rd, Charleston, WV 25314, United States","889W+MQ Charleston, West Virginia, USA",https://www.patriottreeservices.com/,+1 304-400-8322,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRTzprs8rwldGjWYsQgSpq2bItt5eCKPmTyzKb_4tiNGn9MRGx1LmRcMcepmV7hAqXRUDFaMX3PhpHmNv2gnHKs45Uko8kCu2F4fl7XB2XKnpRdvtWi0N7wGcj3TB0_5KtvGmncA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:44.981Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Creative+X-Scapes/data=!4m7!3m6!1s0x884f2d673cf19b07:0x897abeaee51ca8c7!8m2!3d38.0977799!4d-81.807401!16s%2Fg%2F11k7wbsjs6!19sChIJB5vxPGctT4gRx6gc5a6-eok,Creative X-Scapes,5.0,6,Landscaper,,,https://creativexscapes.com/,+1 304-539-9998,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfdd_J-2z761oR7_JZMhkCOnAYbb8D2t5V3m7wT6eCm4fM76t8F8oqGnImT4EqJoeZzc4Okto4ZEgAUHXbu_dkf-12kEFRBtfz44it5ax6l8-yJO5nf-hur-iKMTQIHNrHSw0JKA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:49.746Z,,,,
https://www.google.com/maps/place/Terracare+Inc/data=!4m7!3m6!1s0x884f2a5375b4eeb5:0x5490b138ceb0fcd6!8m2!3d38.2924202!4d-81.5628582!16s%2Fg%2F1tnplpx3!19sChIJte60dVMqT4gR1vywzjixkFQ,Terracare Inc,4.2,14,Landscape designer,"374 Kanawaha Salines Dr, Charleston, WV 25306, United States","7CRP+XV Charleston, West Virginia, USA",,+1 304-925-4751,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SbgqTM9FTJT2oexearH2AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.5451&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-04-29T19:56:52.412Z,,,,
