placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
https://www.google.com/maps/place/Bay+Brakes+Automotive+%26+Tires/data=!4m7!3m6!1s0x808de43b5c535d69:0x6fe006c3d650f3db!8m2!3d36.5989323!4d-121.8891893!16s%2Fg%2F1v_ncr2w!19sChIJaV1TXDvkjYAR2_NQ1sMG4G8,Bay Brakes Automotive & Tires,4.7,179,Tire shop,· In-store shopping,"598 E Franklin St, Monterey, CA 93940, United States","H4X6+H8 Monterey, California, USA",https://www.bayautoandtires.com/,+1 831-373-2010,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxmmh5Mj8_7ODG--07VEAVwF8tTXt1TUrepYM3H8D7SMEUAWpzaIpfauegd2K3Nd8TWUk7P9DBvoTN0Ss2740aHqC2Gng3Sa0vV7jmzW5Vuq1Ppz7uFfjFqIEyzv92ANuSeENBaIHv-aD_=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:01:56.686Z,
https://www.google.com/maps/place/Calderon+Brothers+Tires+Monterrey/data=!4m7!3m6!1s0x808de5d23fae1557:0x72ef76c88ee097d4!8m2!3d36.603032!4d-121.8638106!16s%2Fg%2F11hzpc7ss3!19sChIJVxWuP9LljYAR1Jfgjsh273I,Calderon Brothers Tires Monterrey,4.5,104,Tire shop,· In-store pick-up,"2240 Del Monte Ave, Monterey, CA 93940, United States","J43P+6F Monterey, California, USA",https://calderonstire.com/about-2240-del-monte-ave-calderons-tires-monterey,+1 831-646-2025,"Open · Closes 5 pm

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFhjw3fxo6cAUhduz4DEemeCkaNgD3eUnwCOxx7f9ZVZez2Yt2XlveXIwN7D-KYd1hvdq1JJTnDolmozHt3FDtFy9bpcIrPMEPt3pS3YK3FZtK3UWa7Ozfk2m2g9ZIMq_1T7U=w408-h396-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:01.436Z,
https://www.google.com/maps/place/Padilla+Auto+Repair/data=!4m7!3m6!1s0x808de438ffb3d9ad:0xe29b002d6a528b86!8m2!3d36.5996118!4d-121.8816222!16s%2Fg%2F1tpc85tr!19sChIJrdmz_zjkjYARhotSai0Am-I,Padilla Auto Repair,4.8,63,Auto repair shop,,"1154 Del Monte Ave, Monterey, CA 93940, United States","H4X9+R9 Monterey, California, USA",,+1 831-372-7514,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqewbWBOgBVEau38lpgyorKyYziOEZlxLkbfKXhRTo3S_knZ9qjqo8ARQFEUU7Hk7ywIqe_91xSwxyBcuGwdYUoqYMuAo7ngtE8UfI_7clfPNNuxkr8pOqtkPE3PSWwuT1CvsM=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:06.509Z,
https://www.google.com/maps/place/T+%26+T+Auto+Repair/data=!4m7!3m6!1s0x808de4551e80e1bf:0x12f25fd2bc7398c6!8m2!3d36.5956339!4d-121.8615149!16s%2Fg%2F1tfjfs6t!19sChIJv-GAHlXkjYARxphzvNJf8hI,T & T Auto Repair,4.3,213,Auto repair shop,,"117 Fairground Rd, Monterey, CA 93940, United States","H4WQ+79 Monterey, California, USA",https://www.ttautorepairmonterey.com/,+1 831-372-5259,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqiCbraOoJ4fw58XIw1VtWuGzqciym1zxfqCblrT5EvH665pNeYI3zpl8UZwv3lAHEm6qCQtUaS_L8AEJkAkyIHeXYlp27lDlRscKum1jYPBQAhRBAUE6SjN-zYGtHCtyplL7s2=w595-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:10.872Z,
https://www.google.com/maps/place/Big+Brand+Tire+%26+Service/data=!4m7!3m6!1s0x808de4f15c76e153:0xa4e5b33b873267a3!8m2!3d36.6112325!4d-121.8495496!16s%2Fg%2F1tklqsjp!19sChIJU-F2XPHkjYARo2cyhzuz5aQ,Big Brand Tire & Service,4.9,302,Tire shop,· In-store pick-up,"1669 Del Monte Blvd #4239, Seaside, CA 93955, United States","J562+F5 Seaside, California, USA",https://www.newtonbrostire.net/,+1 831-230-7944,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeYjQbivAeiLGAAWYu3RkqHPUoDCBu0iex5jXbvK1d10DCUmQdJzmmMg5lYPjZeMhK9vK54U7kdVN0TxeFzIZ_xVa8srKC_nJalpheZffBsb6cv-TaK_-lftSZfupzWrDrNjJxWgqhR5ni=w408-h679-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:15.355Z,
https://www.google.com/maps/place/Bomarito+Roadside+Services/data=!4m7!3m6!1s0x808de520cf53681b:0x717986fa4d58cc1!8m2!3d36.6003753!4d-121.8655202!16s%2Fg%2F11kfdf0gdc!19sChIJG2hTzyDljYARwYzVpG-YFwc,Bomarito Roadside Services,5.0,164,Towing service,,"108 McNear St, Monterey, CA 93940, United States","J42M+5Q Monterey, California, USA",https://www.markbomaritotransportandtowing.com/,+1 831-383-8889,Open · Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerokZ4hdRadTsLT_uOhb9EtI7fxqarNl-WkelXd92TK5tqDjT7ohLQte84Ok81n0c9ntCzHFpvaDhv1cXJ-NxtUaRF6fxzQkkyLtn_SvOT8qz1-9v7fHHXXTRC9FrF2HYgRcDuHYb2H1MOy=w426-h240-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:19.843Z,
https://www.google.com/maps/place/Franklin+Street+Tire+%26+Auto/data=!4m7!3m6!1s0x808de43b43e40fbf:0x8652281162de3749!8m2!3d36.5989035!4d-121.8892599!16s%2Fg%2F1td6sg9k!19sChIJvw_kQzvkjYARSTfeYhEoUoY,Franklin Street Tire & Auto,4.4,7,Tire shop,,"598 E Franklin St, Monterey, CA 93940, United States","H4X6+H7 Monterey, California, USA",,+1 831-373-3625,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TpqiPgwtNgvOMOr9QpkOQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.81601&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:24.157Z,
https://www.google.com/maps/place/Toms+All+Automotive+LLC/data=!4m7!3m6!1s0x808de42f824dd93d:0x153cbd81b90248e6!8m2!3d36.6012129!4d-121.8634881!16s%2Fg%2F1tdyfw69!19sChIJPdlNgi_kjYAR5kgCuYG9PBU,Toms All Automotive LLC,4.5,123,Auto repair shop,,"BEHIND MILLERS ELITE CARPET, 301 Dela Vina Ave Suite A, Monterey, CA 93940, United States","J42P+FJ Monterey, California, USA",http://www.allautoseaside.net/,+1 831-372-5854,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRHmsujybWNIQb_cdcOsb6uvF70pvDWDjPKPIzkx02LR0TYdPkGHRpMrWIaEj_gDn7Qj5q-8SSl-TWh7_F5coGbMnZavR1UbRJN5sLpEiVh9_KH_8BRNlAy7eyqEoMMZniwNk0=w424-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:28.631Z,
https://www.google.com/maps/place/Monterey+Motors/data=!4m7!3m6!1s0x808de6ab0427bd03:0xb2b643c5d4a85232!8m2!3d36.6171983!4d-121.9053469!16s%2Fg%2F1vrq9w5y!19sChIJA70nBKvmjYARMlKo1MVDtrI,Monterey Motors,4.8,62,Auto repair shop,,"95 Central Ave, Pacific Grove, CA 93950, United States","J38V+VV Pacific Grove, California, USA",http://montereymotors.com/,+1 831-646-9692,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYIaAreYACEgdKDAc45vr99zqaEZsriO5YG1kr5UfWEYxHm5FS18DeI3ouAhgjfcU3n7RXVy9wn94OhA5dyYN2lJMe01bpB442zuWyy4NQL9ty8EYBKWee4EvLtFIdwPkx6XdT4g=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:33.196Z,
https://www.google.com/maps/place/Pacific+Grove+Tire+%26+Service/data=!4m7!3m6!1s0x808de6b9b92bf987:0x5dabfa33abcb7a36!8m2!3d36.6035749!4d-121.9207473!16s%2Fg%2F1v3gs3w6!19sChIJh_krubnmjYARNnrLqzP6q10,Pacific Grove Tire & Service,4.1,89,Tire shop,,"1224 Forest Ave, Pacific Grove, CA 93950, United States","J33H+CP Pacific Grove, California, USA",http://www.seasidetire.com/,+1 831-646-9100,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9R2ARJxRmJbbLES-_sy9ugy5Tc0HnI3BBxgoX2_quu6G7dvqNb5s4C_L16jUp1r8pwsEzWP6Mqr992zCJJ-PNTEDlHd8LswmWD4JK6fYrGgh9q00uqnmWV_CDP-xuw6E7j33nDA=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T16:02:37.486Z,
