placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Karmic+Electrical/data=!4m7!3m6!1s0x6a20a07305ed5a53:0x43da08a872e3b4a!8m2!3d33.7723367!4d-118.1432306!16s%2Fg%2F11w8f6r4cj!19sChIJU1rtBXOgIGoRSjsuh4qgPQQ,Karmic Electrical,5.0,79,Electrician,"4216 E 5th St, Long Beach, CA 90814, United States","QVC4+WP Long Beach, California, USA",https://karmicelectrical.com/,+1 562-479-7567,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNbvSxNHyKKmV--a63jtWkAbg2pK2axmFOto2rQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:23:43.403Z,,,
https://www.google.com/maps/place/Duthie+Power+Services/data=!4m7!3m6!1s0x80dd331eca9d71b7:0xe5573ff52ca3e4f0!8m2!3d33.8578589!4d-118.1650962!16s%2Fg%2F1tg68dv7!19sChIJt3Gdyh4z3YAR8OSjLPU_V-U,Duthie Power Services,4.4,20,Electric generator shop,"2335 E Cherry Industrial Cir, Long Beach, CA 90805, United States","VR5M+4X Long Beach, California, USA",http://www.duthiepower.com/,+1 800-899-3931,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOse2UqmlDRjilxoPUmRa-mXJtxKFwhClzHxBL6=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:23:48.767Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Electrical+%E2%80%8E%E2%80%8EG%E2%80%8E%E2%80%8E%E2%80%8E%E2%80%8Ea%E2%80%8E%E2%80%8Er%E2%80%8E%E2%80%8E%E2%80%8E%E2%80%8Ea%E2%80%8E%E2%80%8E%E2%80%8E%E2%80%8Eg%E2%80%8E%E2%80%8Ee/data=!4m7!3m6!1s0x80dd313112a73823:0xe6d38bb64969a7d9!8m2!3d33.7865993!4d-118.1617235!16s%2Fg%2F11rwp4btq9!19sChIJIzinEjEx3YAR2adpSbaL0-Y,Electrical ‎‎G‎‎‎‎a‎‎r‎‎‎‎a‎‎‎‎g‎‎e,4.9,38,Electrician,"2507 E 15th St, Long Beach, CA 90804, United States","QRPQ+J8 Long Beach, California, USA",https://electricalgarage.com/long-beach/,+1 562-372-6501,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNdEF7c7LUzCm6_JAdE7QakYgql3lNJrIfUFOeTS9aluXy2qeR46iXZduD1BYMxtXkoQ9AIdlXLvb8wWZ9YsWaprpz1AJ6EHjcOL0TN6BhTHHZ7ACQVqyfN0ZSmIzaWnFrcDs=w408-h306-k-no,true,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,10 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:23:54.286Z,,,
https://www.google.com/maps/place/Emergency+Generator/data=!4m7!3m6!1s0x80dd2e1e16f3395d:0xec3cf60968006f95!8m2!3d33.7969379!4d-118.1111905!16s%2Fg%2F1260fss7q!19sChIJXTnzFh4u3YARlW8AaAn2POw,Emergency Generator,,,Electrician,"2221 Carfax Ave, Long Beach, CA 90815, United States","QVWQ+QG Long Beach, California, USA",,+1 562-795-6619,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iYqNO9WKyz_lf6Ef9_B_cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.4401&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:23:59.008Z,,,
https://www.google.com/maps/place/Power+Trip+Rentals/data=!4m7!3m6!1s0x80dd33dc063cf9af:0x163af5022b030f42!8m2!3d33.802879!4d-118.1771232!16s%2Fg%2F12m91873p!19sChIJr_k8Btwz3YARQg8DKwL1OhY,Power Trip Rentals,4.0,32,Equipment rental agency,"2501 Orange Ave, Long Beach, CA 90755, United States","RR3F+55 Long Beach, California, USA",http://www.powertriprentals.com/,+1 562-606-2727,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipN8fPmcHrH0xiF7oBV9ue9oLuQLwYIJwJSmsDwO=w408-h305-k-no,true,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:24:03.947Z,,,
https://www.google.com/maps/place/New+Generation+Electrical+%26+Solar/data=!4m7!3m6!1s0x80dd33d239400001:0xd268025d91c09a8d!8m2!3d33.8090622!4d-118.1637408!16s%2Fg%2F11q2z06c2q!19sChIJAQBAOdIz3YARjZrAkV0CaNI,New Generation Electrical & Solar,5.0,11,Electrician,"2815 Junipero Ave, Signal Hill, CA 90755, United States","RR5P+JG Signal Hill, California, USA",,+1 310-461-9604,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMd9cQJbQJZRy6LkYuyX_p0rNcczAyetew0NRWo=w408-h306-k-no,true,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:24:08.946Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/Mario+Castillo+Electric/data=!4m7!3m6!1s0x80dd31b8051a1935:0x67913332ad5bc56e!8m2!3d33.7668057!4d-118.1976972!16s%2Fg%2F11gmdvb02q!19sChIJNRkaBbgx3YARbsVbrTIzkWc,Mario Castillo Electric,4.9,526,Electrician,"444 W Ocean Blvd #800, Long Beach, CA 90802, United States","QR82+PW Long Beach, California, USA",https://mariocastilloelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 562-273-4660,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPs381bxR8bfmYZxgdyFZYY7d-9qUTtVRr54o4U=w426-h240-k-no,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:24:13.904Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Zoom+Electricians/data=!4m7!3m6!1s0x80dd31d5bc9aa66f:0xd2e06962dbc54a1d!8m2!3d33.7816062!4d-118.1890506!16s%2Fg%2F11rsvh7jx6!19sChIJb6aavNUx3YARHUrF22Jp4NI,Zoom Electricians,4.9,69,Electrician,"1208 Long Beach Blvd #23, Long Beach, CA 90813, United States","QRJ6+J9 Long Beach, California, USA",https://zoomelectricians.com/Long-Beach,+1 562-242-3406,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNEaJM9iOdWkxlabaeoJeW_9K_hnptEi1lNQLLh=w408-h305-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:24:18.975Z,,,
https://www.google.com/maps/place/Local+Trusted+Electricians/data=!4m7!3m6!1s0x80dd31aa5150c443:0x9593872a71fa03f9!8m2!3d33.7839655!4d-118.1831736!16s%2Fg%2F11n_m66mqk!19sChIJQ8RQUaox3YAR-QP6cSqHk5U,Local Trusted Electricians,4.9,88,Electrician,"1405 Olive Ave, Long Beach, CA 90813, United States","QRM8+HP Long Beach, California, USA",https://localtrustedelectricians.com/Long-Beach-electricians/,+1 562-276-2419,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNV_hbKDxUyFWTHYkfUpIjCbS4ZeMhWSZC7H_km=w408-h543-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:24:23.835Z,,,
https://www.google.com/maps/place/High+Voltage+Electrical/data=!4m7!3m6!1s0x80dd3106bf9e0399:0xa79071a0b94a8e25!8m2!3d33.7945502!4d-118.1250317!16s%2Fg%2F11ny47xfnf!19sChIJmQOevwYx3YARJY5KuaBxkKc,High Voltage Electrical,5.0,57,Electrician,"2091 N Bellflower Blvd, Long Beach, CA 90815, United States","QVVF+RX Long Beach, California, USA",https://highvoltage-electrical.com/long-beach/,+1 562-553-6736,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMiSvSO64ayvhD6bHGeD7GITa4IjnJAcFtdjQbw=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Long+Beach+CA/@33.7700504,-118.1937395,14z",2026-01-10T21:24:28.570Z,,,
