placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Poolwerx+Performance+Pool+%26+Spa/data=!4m7!3m6!1s0x52b34a39c9aa8123:0x13d3ea06f269d7f2!8m2!3d45.006726!4d-93.456206!16s%2Fg%2F11cfcglvf!19sChIJI4GqyTlKs1IR8tdp8gbq0xM,Poolwerx Performance Pool & Spa,3.7,70,Swimming pool supply store,· Delivery,"2405 Annapolis Ln N #280, Plymouth, MN 55441, United States","2G4V+MG Plymouth, Minnesota, USA",http://www.performancepools.com/,+1 763-270-1180,"Open ⋅ Closes 6 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNEOMBB17FhYdCNkz2yOFxkI7gQ7IWaUe56tHMM=w480-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,11 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:20:40.908Z,,,
https://www.google.com/maps/place/All+Minnesota+Pools+llc/data=!4m7!3m6!1s0x52b33701c683684f:0xee8855254c616c67!8m2!3d45.0327313!4d-93.3574131!16s%2Fg%2F11v0p49qsv!19sChIJT2iDxgE3s1IRZ2xhTCVViO4,All Minnesota Pools llc,4.7,74,Swimming pool repair service,,"4212 Brunswick Ave N, Minneapolis, MN 55422, United States","2JMV+32 Minneapolis, Minnesota, USA",http://allmnpools.com/,+1 763-388-1163,"Open ⋅ Closes 10 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNuslZyP5bWiCugoRpBSqpselQXx9Pqdc0nUMMJ=w408-h544-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:20:46.999Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Andy+Brown+Pool+Service/data=!4m7!3m6!1s0x52b334e9bd8065f9:0xff1b6aa18ad87fe7!8m2!3d44.9708619!4d-93.3677659!16s%2Fg%2F1tsypf7y!19sChIJ-WWAvek0s1IR53_YiqFqG_8,Andy Brown Pool Service,3.5,44,Swimming pool repair service,,"6919 Wayzata Blvd, Minneapolis, MN 55426, United States","XJCJ+8V Minneapolis, Minnesota, USA",http://www.andybrownpoolservice.com/,+1 952-546-1611,"Open ⋅ Closes 5 pm

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNl9LTbIQYd5oMNcSE4r70XFMHlCeXKwcAve5zc=w408-h262-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:20:52.544Z,,,
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x52b333d930902b17:0xf3574ce94007ddda!8m2!3d44.983331!4d-93.2710932!16s%2Fg%2F11vf6d1pvj!19sChIJFyuQMNkzs1IR2t0HQOlMV_M","Cover Care, LLC",5.0,1,Swimming pool repair service,,"121 N Washington Ave 2nd Floor, Minneapolis, MN 55401, United States","XPMH+8H Minneapolis, Minnesota, USA",https://covercare.com/,+1 612-200-1264,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zeia9UuptfCxN_MQq-1HEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.05855&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:20:57.761Z,,,
https://www.google.com/maps/place/Dolphin+Pool+%26+Spa/data=!4m7!3m6!1s0x52b335d96484550d:0xbd0229f0977b4218!8m2!3d45.0192033!4d-93.4014878!16s%2Fg%2F1hm38kdqp!19sChIJDVWEZNk1s1IRGEJ7l_ApAr0,Dolphin Pool & Spa,4.7,218,Swimming pool supply store,· In-store pick-up,"3405 US-169, Plymouth, MN 55441, United States","2H9X+MC Plymouth, Minnesota, USA",http://www.dolphinpool-spa.com/,+1 763-542-9000,"Open ⋅ Closes 5 pm

Updated by others 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjGXPATqLjfEdgh4VjZuhJ788qKNFIDuXxu0X2sYzNtAEPHYRxAFcKalAA_6mL56FfTREjWn0hL_jJRr7Dh3rAowo1Gy3oCmbpdBf15pOv4ehxO2HxrKoVq-j45PBSFYCudpUb=w408-h306-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,10 am–3 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:21:03.668Z,,,
https://www.google.com/maps/place/Shamrock+Pools/data=!4m7!3m6!1s0x52b339ee56fc5e4b:0xd7eb31ecc55b8163!8m2!3d45.1119921!4d-93.3702062!16s%2Fg%2F1q64pybqc!19sChIJS178Vu45s1IRY4Fbxewx69c,Shamrock Pools,4.7,140,Swimming pool contractor,,"6804 87th Ln N, Brooklyn Park, MN 55445, United States","4J6H+QW Brooklyn Park, Minnesota, USA",http://shamrockpoolsmn.com/,+1 612-501-3201,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNpF9b0bQ0B0bzemc83x-ekpcIXWFd1wBu1VoiT=w648-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:21:09.461Z,,,
https://www.google.com/maps/place/Sunday%27s+Off+Pool+Company/data=!4m7!3m6!1s0x52b33507e427cd89:0x8b78948fa0151f33!8m2!3d44.9892156!4d-93.4193724!16s%2Fg%2F1ts1m8h_!19sChIJic0n5Ac1s1IRMx8VoI-UeIs,Sunday's Off Pool Company,3.0,15,Swimming pool contractor,,"10908 S Shore Dr, Plymouth, MN 55441, United States","XHQJ+M7 Plymouth, Minnesota, USA",https://www.sundaysoffpools.com/,+1 763-546-1651,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO0yvZyYOcD7pLdsPvjZLmBoPIWwtVSGfIs28eJ=w419-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:21:14.723Z,,,
https://www.google.com/maps/place/FRED+Daily+Services+part+of+Horizon+Commercial+Pools/data=!4m7!3m6!1s0x87f6221e99cd4c45:0x45a8229c1f7417b7!8m2!3d44.8641576!4d-93.4666703!16s%2Fg%2F1263mdfvz!19sChIJRUzNmR4i9ocRtxd0H5wiqEU,FRED Daily Services part of Horizon Commercial Pools,4.5,23,Swimming pool contractor,,"14950 Martin Dr, Eden Prairie, MN 55344, United States","VG7M+M8 Eden Prairie, Minnesota, USA",https://www.horizonpoolsupply.com/,+1 952-513-7376,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweDTfm9F0-T0_Hzbwp0te0RQPYU9NRQB59Nlhxxy8raTCaP_2ROnc_QetZ4mkOtNJFZSNDNt3tincm54CwEE0DCPstC4Yc_Qnn_KRUCIJND7PDhT9_Pi637KTofpadHfl-YdxM=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–3:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:21:19.628Z,,,
https://www.google.com/maps/place/Horizon+Commercial+Pools/data=!4m7!3m6!1s0x52b32cbd5e2c23ef:0xbcafd033b9e2e388!8m2!3d45.0759147!4d-93.1834549!16s%2Fg%2F1tkshfn7!19sChIJ7yMsXr0ss1IRiOPiuTPQr7w,Horizon Commercial Pools,4.5,91,Swimming pool repair service,,"4444 Round Lake Rd W, Arden Hills, MN 55112, United States","3RG8+9J Arden Hills, Minnesota, USA",https://www.horizonpoolsupply.com/,+1 651-917-3075,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMu6ID6gcNNwC_JdCc-s2KLxI2hTcqie7WFDIpD=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:21:24.755Z,,,
https://www.google.com/maps/place/Clearene+Pool+%26+Spa+Services/data=!4m7!3m6!1s0x87f61ec02d1e0133:0x2ed27424e25227e7!8m2!3d44.9263905!4d-93.3926687!16s%2Fg%2F1w3w3lkk!19sChIJMwEeLcAe9ocR5ydS4iR00i4,Clearene Pool & Spa Services,4.3,93,Swimming pool repair service,,"625 St Louis St #3, Hopkins, MN 55343, United States","WJG4+HW Hopkins, Minnesota, USA",https://clearene.com/,+1 952-935-2373,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMzgusTPXaULB1UccULIJko62SzX8-DbTWZryYr=w408-h267-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-10-27T19:21:30.208Z,,,
