placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Yuma+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x80d6f7d2d332a0b5:0xd64c0ff2eb4781a3!8m2!3d32.6847643!4d-114.6666871!16s%2Fg%2F11bbx09l1p!19sChIJtaAy09L31oARo4FH6_IPTNY,Yuma Mental Health & Wellness,5.0,1,Mental health service,"3970 W 24th St STE 214, Yuma, AZ 85364, United States","M8MM+W8 Yuma, Arizona, USA",http://yumamentalhealth.com/,+1 928-304-3866,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8PJSq-CHsBDn1kNxffeWFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.0560584&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:39:31.212Z,,,,,,,,,,,
https://www.google.com/maps/place/Resilient+Health/data=!4m7!3m6!1s0x80d6f60b828ef1eb:0xc27854227070f195!8m2!3d32.703348!4d-114.6252823!16s%2Fg%2F12607v0kt!19sChIJ6_GOggv21oARlfFwcCJUeMI,Resilient Health,5.0,9,Mental health service,"1314 S 4th Ave Stes. B & C, Yuma, AZ 85364, United States","P93F+8V Yuma, Arizona, USA",https://www.resilienthealthaz.org/,+1 928-344-3870,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvsRPCv-7W7kOTCT1siH6cXQYucdCOX7MtkMwaiTdEFPGoyBTM8MYLokAy_kvFRBde0QVdrNu6Sc1YYtGIs5bYEVr9AIYYHClMxZ81EukaNWi2at5_M5JPwREnQSRsHFaAR2qA=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:39:36.461Z,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–1 pm,Closed,,,,
https://www.google.com/maps/place/Clarvida/data=!4m7!3m6!1s0x80d6f7b54899fc33:0xa043e4c6ed9d979f!8m2!3d32.6997001!4d-114.6651623!16s%2Fg%2F11c3p5c_s2!19sChIJM_yZSLX31oARn5ed7cbkQ6A,Clarvida,3.8,10,Mental health clinic,"3818 W 16th St, Yuma, AZ 85364, United States","M8XM+VW Yuma, Arizona, USA",https://www.clarvida.com/arizona/locations/yuma/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 928-317-0177,Closes soon · 6 pm · Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipNK1D2kQ74y37fecGViG68ClDsJxZDjYZtYPsck=w408-h408-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:39:41.751Z,7 am–6 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Community+Health+Associates/data=!4m7!3m6!1s0x80d6f64aa2b4c39b:0xd6cbb497c0060952!8m2!3d32.674993!4d-114.6498267!16s%2Fg%2F1tcyl9w2!19sChIJm8O0okr21oARUgkGwJe0y9Y,Community Health Associates,2.2,40,Mental health clinic,"2851 S Avenue B bldg 4, Yuma, AZ 85364, United States","M9F2+X3 Yuma, Arizona, USA",https://www.chaarizona.com/,+1 928-376-0026,Closes soon · 6 pm · Opens 7:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6b490ziGXye_Tnw88GoTYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.4699&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:39:46.539Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,,,,
"https://www.google.com/maps/place/Sidonie+Ngankeu,+N.P./data=!4m7!3m6!1s0x80d659afd0ea6ea5:0x4c7ffe6af681eea5!8m2!3d32.6753355!4d-114.6482492!16s%2Fg%2F11hkmr9kfq!19sChIJpW7q0K9Z1oARpe6B9mr-f0w","Sidonie Ngankeu, N.P.",5.0,4,Mental health service,"2851 S Avenue B Building 19, Yuma, AZ 85364, United States","M9G2+4P Yuma, Arizona, USA",,+1 928-336-2090,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PDHWbvaKbc2QPfwSFtvOAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.469345&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:39:51.379Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Community+Partners+Integrated+Healthcare/data=!4m7!3m6!1s0x80d65fedc0818493:0xc19c3e575ea2a87!8m2!3d32.6816062!4d-114.6156845!16s%2Fg%2F11rdt31pqh!19sChIJk4SBwO1f1oARhyrqdeXDGQw,Community Partners Integrated Healthcare,3.5,8,Mental health clinic,"2545 S Arizona Ave, Yuma, AZ 85364, United States","M9JM+JP Yuma, Arizona, USA",http://www.communitypartnersinc.org/,+1 928-376-0220,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0VbVUhUBZl1ArpmGCy_Eew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.86371&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:39:56.279Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Horizon+Health+and+Wellness/data=!4m7!3m6!1s0x80d65f03be657fa5:0xfff16b02d7165e1f!8m2!3d32.6555241!4d-114.5794551!16s%2Fg%2F11bx1pvvlp!19sChIJpX9lvgNf1oARH14W1wJr8f8,Horizon Health and Wellness,3.4,58,Medical clinic,"3180 E 40th St, Yuma, AZ 85365, United States","MC4C+66 Yuma, Arizona, USA",http://www.hhwaz.org/,+1 833-431-4449,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mvU5je7LBboX6dBBRtIN3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.544392&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:40:01.210Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–12 pm,Closed,Identifies as women-owned,,,
https://www.google.com/maps/place/Horizon+Health+and+Wellness/data=!4m7!3m6!1s0x80d6f7ca429bc3cf:0xd153299a813abf67!8m2!3d32.7062198!4d-114.6116946!16s%2Fg%2F11h2hhhfy3!19sChIJz8ObQsr31oARZ786gZopU9E,Horizon Health and Wellness,3.0,17,Medical clinic,"1185 S Redondo Center Dr, Yuma, AZ 85365, United States","P94Q+F8 Yuma, Arizona, USA",https://www.hhwaz.org/,+1 833-431-4449,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipN7a3hTtdcHb71FFrT5jOitPjU9ywk6Eamsz7-S=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:40:06.280Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,Closed,Closed,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Tanya+R.+Sorrell,+PhD,+PMHNP-BC/data=!4m7!3m6!1s0x80d658aaf84dc16d:0x7744bc82aae10acc!8m2!3d32.6847399!4d-114.6667983!16s%2Fg%2F1tctxvdp!19sChIJbcFN-KpY1oARzArhqoK8RHc","Tanya R. Sorrell, PhD, PMHNP-BC",3.0,2,Nurse practitioner,"3970 W 24th St STE 214, Yuma, AZ 85364, United States","M8MM+V7 Yuma, Arizona, USA",http://www.yumamentalhealth.com/,+1 928-304-3866,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1rhydhiBlhnnm0ulEbu1uQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.431982&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:40:11.219Z,Closed,Closed,Closed,Closed,Closed,9 am–7 pm,9 am–5 pm,LGBTQ+ friendly,true,,
https://www.google.com/maps/place/Yuma+Counseling+Services/data=!4m7!3m6!1s0x80d6f6018d2f41f9:0x4732d78866146b64!8m2!3d32.6880063!4d-114.6329721!16s%2Fg%2F1tgqjq2_!19sChIJ-UEvjQH21oARZGsUZojXMkc,Yuma Counseling Services,4.6,9,Mental health clinic,"2189 S Avenue A, Yuma, AZ 85364, United States","M9Q8+6R Yuma, Arizona, USA",https://www.yumacounseling.com/,+1 928-276-9535,Closes soon · 6 pm · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNd-gwIZV9IEe1ilcEsiqKqx46e6BCvsIXNbmUS=w408-h290-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2025-12-16T00:40:16.168Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,Closed,,,,
