placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Pain+Free+Health+Centers/data=!4m7!3m6!1s0x87d8cb1051747b91:0x8a61160ae07c49e!8m2!3d38.6466815!4d-90.3404697!16s%2Fg%2F11hyg83h66!19sChIJkXt0URDL2IcRnsQHrmARpgg,Pain Free Health Centers,4.8,12,Chiropractor,"225 S Meramec Ave Apt 306, Clayton, MO 63105, United States","JMW5+MR Clayton, Missouri, USA",,+1 314-961-7181,Open · Closes 6:30 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zOtwTGtSSDeqfdOgeU3uDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.2616&pitch=0&thumbfov=100,false,8:30 am–6:30 pm,8:30 am–6:30 pm,Closed,Closed,Closed,8:30 am–6:30 pm,8:30 am–6:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:08:54.600Z,,
"https://www.google.com/maps/place/Pain+Free+Life,+LLC/data=!4m7!3m6!1s0x87d8cbf9d37bf8bd:0x242e388632f37f85!8m2!3d38.6473088!4d-90.3369419!16s%2Fg%2F11nyvhzrlq!19sChIJvfh70_nL2IcRhX_zMoY4LiQ","Pain Free Life, LLC",4.3,6,Pain management physician,"200 S Bemiston Ave Ste 303 STE 303, Clayton, MO 63105, United States","JMW7+W6 Clayton, Missouri, USA",http://www.painfreelifellc.com/,+1 314-899-9535,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O3LLY4vFJDVv_7UZjo1uzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.62072&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:00.763Z,,
https://www.google.com/maps/place/Advanced+Injury+Care/data=!4m7!3m6!1s0x87d8cd05f57b6cdb:0x4c7a915164c12369!8m2!3d38.6387944!4d-90.3489878!16s%2Fg%2F11f62gxn71!19sChIJ22x79QXN2IcRaSPBZFGRekw,Advanced Injury Care,4.8,148,Medical office,"8225 Clayton Rd, St. Louis, MO 63117, United States","JMQ2+GC St. Louis, Missouri, USA",https://www.aic-stl.com/?utm_source=google&utm_medium=gmb&utm_campaign=ballas_listing,+1 314-330-4776,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipN74hDS04NCmwanaPL0wJibkgNFug0mZqFErwrS=w408-h269-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:06.007Z,,
https://www.google.com/maps/place/Smart+Pain+Solutions/data=!4m7!3m6!1s0x87d8cb82a989ffa3:0xaaf6d188185ae4a0!8m2!3d38.6467093!4d-90.340703!16s%2Fg%2F11fhrgwnq8!19sChIJo_-JqYLL2IcRoORaGIjR9qo,Smart Pain Solutions,4.9,74,Chiropractor,"225 S Meramec Ave Apt 306, St. Louis, MO 63105, United States","JMW5+MP St. Louis, Missouri, USA",https://smartpainsolutions.com/clayton-mo-chiropractor/,+1 314-721-5390,Closed · Opens 7:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipNIeRXpkt6EyadHcA1uNefSMvgUgraJZ_ouYo-j=w408-h505-k-no,true,7:30 am–12 pm,7:30 am–6 pm,9 am–3 pm,7:30 am–12 pm,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:11.368Z,,
https://www.google.com/maps/place/Injury+Specialist/data=!4m7!3m6!1s0x87d8ccdf01513f17:0x61b65a39d1914c60!8m2!3d38.6344879!4d-90.4103824!16s%2Fg%2F1th49yht!19sChIJFz9RAd_M2IcRYEyR0TlatmE,Injury Specialist,4.4,24,Pain management physician,"10435 Clayton Rd Ste 120, Frontenac, MO 63131, United States","JHMQ+QR Frontenac, Missouri, USA",https://www.stlpainspecialists.com/,+1 314-985-3002,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMlATdWET8RZ_4ULAg29eZOPX3X897hzppYWL4-=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:17.546Z,,
"https://www.google.com/maps/place/Dr.+Barry+I.+Feinberg,+MD/data=!4m7!3m6!1s0x87d8ccdf01513f17:0xbf33312793bf2bf!8m2!3d38.6345749!4d-90.4104207!16s%2Fg%2F1tgpyr9y!19sChIJFz9RAd_M2IcRv_I7eRIz8ws","Dr. Barry I. Feinberg, MD",4.1,18,Pain management physician,"10435 Clayton Rd Ste 120, St. Louis, MO 63131, United States","JHMQ+RR St. Louis, Missouri, USA",https://www.stlpainspecialists.com/,+1 314-985-3002,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pAA3BWpawXgKrmUtozuRmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.704&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:22.653Z,,
"https://www.google.com/maps/place/Sam+Martin,+M.D./data=!4m7!3m6!1s0x87d8cb1053013df1:0x6c3c595ecc63e638!8m2!3d38.6232823!4d-90.3487924!16s%2Fg%2F11bbwjx290!19sChIJ8T0BUxDL2IcROOZjzF5ZPGw","Sam Martin, M.D.",4.6,25,Pain management physician,"2025 S Brentwood Blvd # 200, Brentwood, MO 63144, United States","JMF2+8F Brentwood, Missouri, USA",http://www.martin-pain.com/,+1 314-918-1688,"Open · Closes 3 pm

Updated by this business 6 days ago",,https://lh3.googleusercontent.com/p/AF1QipMpIQeLRzFTqShjLHidbjPU5QhI1uncpDl6qouo=w408-h273-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:28.160Z,,
https://www.google.com/maps/place/Tong+Zhu/data=!4m7!3m6!1s0x87d8ccdf031c0be7:0xb2e3e6517cf87244!8m2!3d38.6344635!4d-90.4103266!16s%2Fg%2F11rkj8dp8q!19sChIJ5wscA9_M2IcRRHL4fFHm47I,Tong Zhu,3.0,4,Pain management physician,"10435 Clayton Rd #120, St. Louis, MO 631312930, United States","JHMQ+QV St. Louis, Missouri, USA",,+1 314-985-3002,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pAA3BWpawXgKrmUtozuRmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.8274&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:31.224Z,,
https://www.google.com/maps/place/Padda+Institute+Center+for+Interventional+Pain+Management/data=!4m7!3m6!1s0x87d8b5bfb63c0865:0x4e2f81129bbb5b99!8m2!3d38.5920991!4d-90.2794202!16s%2Fg%2F1tyt5w_9!19sChIJZQg8tr-12IcRmVu7mxKBL04,Padda Institute Center for Interventional Pain Management,4.3,381,Pain control clinic,"5203 Chippewa St #301, St. Louis, MO 63109, United States","HPRC+R6 St. Louis, Missouri, USA",https://painmd.tv/,+1 314-481-5000,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPw1L7g8sWlI1CX9mNr49cj3wsZTPfTuvw1lXO8=w432-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:36.373Z,,
https://www.google.com/maps/place/Gateway+Pain+Center:+Feinberg+Rachel+A+MD/data=!4m7!3m6!1s0x87d8ccdf01513f17:0x36ccaa3e8ede6e18!8m2!3d38.6345749!4d-90.4104207!16s%2Fg%2F1tjt2gtn!19sChIJFz9RAd_M2IcRGG7ejj6qzDY,Gateway Pain Center: Feinberg Rachel A MD,4.5,16,Anesthesiologist,"10435 Clayton Rd, St. Louis, MO 63131, United States","JHMQ+RR St. Louis, Missouri, USA",,+1 314-985-3002,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pAA3BWpawXgKrmUtozuRmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.704&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2026-01-28T19:09:38.849Z,,
