placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info
https://www.google.com/maps/place/Kansas+Palliative+%26+Hospice+Care/data=!4m7!3m6!1s0x87c090fd8040159f:0x400069555b0d7aee!8m2!3d38.9554981!4d-94.6701441!16s%2Fg%2F11bccd3gp9!19sChIJnxVAgP2QwIcR7noNW1VpAEA,Kansas Palliative & Hospice Care,4.9,46,Hospice,"7171 W 95th St Suite 220, Overland Park, KS 66212, United States","X84H+5W Overland Park, Kansas, USA",http://www.kansashc.com/,+1 913-353-6525,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RnBeELHSwIPNW-tL_Bntqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.481808&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:14:38.113Z,
https://www.google.com/maps/place/Harbor+Hospice+of+Kansas/data=!4m7!3m6!1s0x87c0eb3467576e67:0xdcf1ddeff2b5d42a!8m2!3d38.9557182!4d-94.670773!16s%2Fg%2F11gxgcrqcw!19sChIJZ25XZzTrwIcRKtS18u_d8dw,Harbor Hospice of Kansas,4.8,54,Hospice,"7223 W 95th St #230, Overland Park, KS 66212, United States","X84H+7M Overland Park, Kansas, USA",http://www.harborhospice.com/,+1 913-291-1883,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPOnS0oQJYdMcwPGuDENuQd9wlZRgCMdGfGtrnY=w408-h277-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:14:43.974Z,
https://www.google.com/maps/place/Kansas+City+Hospice+%26+Palliative+Care:+Kansas+Office/data=!4m7!3m6!1s0x87c0eb66d2b8637b:0xd18ee7655e4f9b20!8m2!3d38.9714095!4d-94.7039061!16s%2Fg%2F1tgn57pr!19sChIJe2O40mbrwIcRIJtPXmXnjtE,Kansas City Hospice & Palliative Care: Kansas Office,5.0,1,Hospice,"10100 W 87th St #100, Overland Park, KS 66212, United States","X7CW+HC Overland Park, Kansas, USA",http://www.kchospice.org/,+1 913-894-8228,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPabYGye0MiZFSjG5IzHasmOP7KGx-JPUqOLqvf=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:14:49.196Z,
https://www.google.com/maps/place/Monarch+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x87c0ed3af3177113:0x7d6bc849a09d542f!8m2!3d38.9937837!4d-94.7045255!16s%2Fg%2F11qh82zmmd!19sChIJE3EX8zrtwIcRL1SdoEnIa30,Monarch Hospice & Palliative Care,4.9,84,Hospice,"7451 Switzer Rd Suite 100, Merriam, KS 66203, United States","X7VW+G5 Merriam, Kansas, USA",http://monarchmidwest.org/,+1 913-730-8080,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNXsMj26yfHDtxS2aNeQqXcuG66v1Bd6QVNm-ZV=w419-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:14:54.181Z,
https://www.google.com/maps/place/Ascend+Hospice/data=!4m7!3m6!1s0x87c0e9841607cb09:0xd2c75ef5ed7deb20!8m2!3d38.9312711!4d-94.6384016!16s%2Fg%2F11f3vjp957!19sChIJCcsHFoTpwIcRIOt97fVex9I,Ascend Hospice,4.7,15,Hospice,"4550 W 109th St, Overland Park, KS 66207, United States","W9J6+GJ Overland Park, Kansas, USA",https://www.ascendhealth.com/hospice,+1 913-287-5678,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=35EhY-_94PjJuq7KJ59Isw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.88593&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:14:59.170Z,
https://www.google.com/maps/place/Three+Oaks+Hospice+%7C+Overland+Park/data=!4m7!3m6!1s0x87c0eba2965d209f:0xcdd12d4c2d9e9826!8m2!3d38.9378789!4d-94.6645282!16s%2Fg%2F11hfkvw9gx!19sChIJnyBdlqLrwIcRJpieLUwt0c0,Three Oaks Hospice | Overland Park,4.3,7,Hospice,"10500 Barkley St # 228, Overland Park, KS 66212, United States","W8QP+55 Overland Park, Kansas, USA",https://www.threeoakshospice.com/locations/overland-park/?utm_source=gbp&utm_medium=local,+1 913-675-2143,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPG0kC4ft-BjGC-93RV4hgyPxA7MW1QSwxYsTwY=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:15:04.306Z,
https://www.google.com/maps/place/Brighton+Hospice+-+KS/data=!4m7!3m6!1s0x87c0e9a5815e7ae7:0xe55cb18e07880a0f!8m2!3d38.9340181!4d-94.6293572!16s%2Fg%2F11sc3nr8xq!19sChIJ53pegaXpwIcRDwqIB46xXOU,Brighton Hospice - KS,4.6,20,Hospice,"10601 Mission Rd Suite 220, Leawood, KS 66206, United States","W9MC+J7 Leawood, Kansas, USA",https://brightonhospice.com/,+1 913-283-7107,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMHvxhdBNGHkev0FR77OmiLg2mw9_KjrnUSFJHt=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:15:09.324Z,
https://www.google.com/maps/place/Phoenix+Home+Care+%26+Hospice/data=!4m7!3m6!1s0x87c0ed2645380539:0x94631630fae9a3fa!8m2!3d39.0120028!4d-94.6652222!16s%2Fg%2F11t9qd5h04!19sChIJOQU4RSbtwIcR-qPp-jAWY5Q,Phoenix Home Care & Hospice,4.1,9,Home health care service,"6803 W 64th St Suite 101, Overland Park, KS 66202, United States","286M+RW Overland Park, Kansas, USA",https://phoenixhomehc.com/locations/overland-park-kansas/?utm_source=GBP&utm_medium=organic&utm_id=iFocus,+1 913-384-2273,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOldhIxGeYuqnpycH_NJaGlyMf_FdN8_Xi71IwK=w604-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:15:14.522Z,LGBTQ+ friendly
https://www.google.com/maps/place/St.+Croix+Hospice/data=!4m7!3m6!1s0x87c0eb3374194729:0x80330d8cb9af9bd9!8m2!3d38.9279938!4d-94.6697577!16s%2Fg%2F11p_67plrr!19sChIJKUcZdDPrwIcR2ZuvuYwNM4A,St. Croix Hospice,5.0,3,Hospice,"7200 College Blvd Suite A, Overland Park, KS 66210, United States","W8HJ+53 Overland Park, Kansas, USA",https://www.stcroixhospice.com/overland-park-ks/?utm_source=google&utm_medium=organic&utm_content=gmb%20listing&utm_campaign=overland%20park,+1 913-354-5511,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMam9jnK7tGwk4YBQo7j5OAdXzwTR4f8ySu7yDZ=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:15:19.421Z,LGBTQ+ friendly
https://www.google.com/maps/place/Hospice+Partners/data=!4m7!3m6!1s0x87c08436a0d61005:0xe7c52fdf1a83c9c5!8m2!3d38.9378473!4d-94.6644842!16s%2Fg%2F1hm2gy2zp!19sChIJBRDWoDaEwIcRxcmDGt8vxec,Hospice Partners,5.0,2,Hospice,"10500 Barkley St # 228, Overland Park, KS 66212, United States","W8QP+46 Overland Park, Kansas, USA",http://www.hospicepartners.com/locations,+1 913-758-1700,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cNkl-i5nybOdmssSvIOo-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.63498&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-09-18T00:15:24.226Z,
