placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Bluegrass+Home+Care+Services/data=!4m7!3m6!1s0x88425fe671fe27e7:0x38cb0fcbed1eadfa!8m2!3d38.0123661!4d-84.52338!16s%2Fg%2F11fl7893x5!19sChIJ5yf-ceZfQogR-q0e7csPyzg,Bluegrass Home Care Services,4.9,52,Home health care service,"2039 Regency Rd #1, Lexington, KY 40503, United States","2F6G+WJ Lexington, Kentucky, USA",http://bluegrasshomecareservices.com/,+1 859-334-0744,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOvzr5rTCu2hhMg5-a1J_d7qIHSR3jMKk2JgzRL=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:05.964Z,,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x8842455be8b1906b:0x5131175a83cc7354!8m2!3d38.0316865!4d-84.4442741!16s%2Fg%2F12607vcw2!19sChIJa5Cx6FtFQogRVHPMg1oXMVE,Amedisys Home Health Care,5.0,2,Home health care service,"2480 Fortune Dr Suite 120, Lexington, KY 40509, United States","2HJ4+M7 Lexington, Kentucky, USA",https://locations.amedisys.com/ky/lexington/home-health-2143/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 859-271-0611,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMF1h0ygyZAgNOkgFkBotol4kBUEzCr9_a8exzq=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:12.185Z,,,
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x88425b05d42d7a27:0x1f2d4a9ce80aa04!8m2!3d38.0007068!4d-84.4406221!16s%2Fg%2F11jj0222g_!19sChIJJ3ot1AVbQogRBKqAzqnU8gE,HomeWell Care Services,4.3,10,Home health care service,"141 N Eagle Creek Dr #103, Lexington, KY 40509, United States","2H25+7Q Lexington, Kentucky, USA",https://homewellcares.com/in-home-care-ky-lexington-ky161/,+1 859-303-6018,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPdemSPPk_w82t-rmv25_4ECFzGfgw3g2ADpx4o=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:17.937Z,,,
https://www.google.com/maps/place/Always+Best+Care+Senior+Services+-+Home+Care+Services+in+Lexington/data=!4m7!3m6!1s0x88425ccdabf7c0c7:0x683bdf897ad9db13!8m2!3d38.0015102!4d-84.4437274!16s%2Fg%2F12h_q9x34!19sChIJx8D3q81cQogRE9vZeonfO2g,Always Best Care Senior Services - Home Care Services in Lexington,4.9,41,Home health care service,"121 Prosperous Pl #3a, Lexington, KY 40509, United States","2H24+JG Lexington, Kentucky, USA",https://alwaysbestcare.com/lexington/?utm_campaign=gmb,+1 859-305-0060,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOYmw2HJfrhDLS8h-un9cPumKCaaSIYSmTdYZ2X=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:22.848Z,,,
https://www.google.com/maps/place/FirstLight+Home+Care+of+Lexington/data=!4m7!3m6!1s0x88425be98da2fcdf:0x6f64a2f4c6cb750e!8m2!3d38.0319684!4d-84.5292305!16s%2Fg%2F11j7vjqw2w!19sChIJ3_yijelbQogRDnXLxvSiZG8,FirstLight Home Care of Lexington,4.6,18,Home health care service,"715 Shaker Dr STE 105, Lexington, KY 40504, United States","2FJC+Q8 Lexington, Kentucky, USA",https://www.firstlighthomecare.com/home-healthcare-lexington/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 859-785-2691,,,https://lh3.googleusercontent.com/p/AF1QipNxqXNmWUBV4ff4KVxnMAJ_T3OvV-uSbsWdvMoQ=w425-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:25.848Z,,,
https://www.google.com/maps/place/Commonwealth+Home+Health/data=!4m7!3m6!1s0x88425d2398f602a1:0x780f1fa22cb74776!8m2!3d38.0121658!4d-84.5544616!16s%2Fg%2F11c5wmxw88!19sChIJoQL2mCNdQogRdke3LKIfD3g,Commonwealth Home Health,1.0,2,Home health care service,"880 Corporate Dr #400, Lexington, KY 40503, United States","2C6W+V6 Lexington, Kentucky, USA",https://lhcgroup.com/locations/commonwealth-home-health-of-lexington/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Commonwealth_Home_Health_Lexington_KY_40513,+1 859-255-4411,Closes soon ⋅ 4:30 pm ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cjYG61t9Sa6KF9nyKkmACw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.86699&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:31.215Z,,,
https://www.google.com/maps/place/Village+Caregiving/data=!4m7!3m6!1s0x88425d9ff291b537:0xc58dd48b220319c8!8m2!3d38.0115572!4d-84.5511843!16s%2Fg%2F11k1j85kzy!19sChIJN7WR8p9dQogRyBkDIovUjcU,Village Caregiving,4.9,60,Home health care service,"811 Corporate Dr STE 108, Lexington, KY 40503, United States","2C6X+JG Lexington, Kentucky, USA",https://villagecaregiving.com/village-caregiving-of-lexington/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=lexington,+1 859-376-4889,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOf8FZR50WAby9qvciJIE5nW_WavtwyCK6kVjqq=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:36.531Z,,,
https://www.google.com/maps/place/Central+KY+Home+Care/data=!4m7!3m6!1s0x88425d2d4c30af07:0xe69878bab5fb7851!8m2!3d37.9774372!4d-84.54976!16s%2Fg%2F11q1skd7sj!19sChIJB68wTC1dQogRUXj7tbp4mOY,Central KY Home Care,5.0,19,Home health care service,"711 Millpond Rd, Lexington, KY 40514, United States","XFG2+X3 Lexington, Kentucky, USA",http://www.centralkyhomecare.com/,+1 859-469-0976,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOiG51RrZyauTXTeiEV4H0te1X_fNg_-h5ZDwJ-=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:42.267Z,,,
https://www.google.com/maps/place/Baptist+Health+Lexington+Home+Care/data=!4m7!3m6!1s0x88425b52a1db92af:0x479047fae70db9a8!8m2!3d38.010775!4d-84.5164432!16s%2Fg%2F11bv1cg3fd!19sChIJr5LboVJbQogRqLkN5_pHkEc,Baptist Health Lexington Home Care,4.0,2,Home health care service,"2100 Nicholasville Rd, Lexington, KY 40503, United States","2F6M+8C Lexington, Kentucky, USA",https://www.baptisthealth.com/care-services/services/home-care?utm_source=google&utm_medium=organic&utm_content=gbp-website&utm_campaign=019-loc-gbp-listing,+1 859-260-6569,Closes soon ⋅ 4:30 pm ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NHcm4il56v1LAHXtqB70-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.897095&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:48.025Z,,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x88425b6317ba24db:0x9df0de15509949c5!8m2!3d38.0034655!4d-84.5245515!16s%2Fg%2F1tgxv71_!19sChIJ2yS6F2NbQogRxUmZUBXe8J0,Home Instead,4.6,40,Home health care service,"2432 Regency Rd # 150, Lexington, KY 40503, United States","2F3G+95 Lexington, Kentucky, USA",https://www.homeinstead.com/home-care/usa/ky/lexington/312/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 859-399-6130,"Open 24 hours

Confirmed by this business 4 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNdH217R6SEQj246RnYrq9o63wQTgjqQ4cGV_Da=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:53.617Z,,,
https://www.google.com/maps/place/Love+Home+Health+Care/data=!4m7!3m6!1s0x8842415a3e816cd1:0x45217d353e84b9f1!8m2!3d38.1116167!4d-84.5341935!16s%2Fg%2F11l5tms_q_!19sChIJ0WyBPlpBQogR8bmEPjV9IUU,Love Home Health Care,5.0,1,Home health care service,"3136 Tiburon Way, Lexington, KY 40511, United States","4F68+J8 Lexington, Kentucky, USA",https://glorylovehomecare.com/about-us/,+1 859-327-3842,Open ⋅ Closes 7 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZSjMCwwtdX-zLo1ZZ9m3ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.82474&pitch=0&thumbfov=100,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5:30 pm,Open 24 hours,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-09-10T20:08:59.167Z,,,
