placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/Parking+Co+of+America/data=!4m7!3m6!1s0x87bae3ea437f6a83:0x82856734578928f2!8m2!3d37.6950844!4d-97.3385803!16s%2Fg%2F12qfnsg7d!19sChIJg2p_Q-rjuocR8iiJVzRnhYI,Parking Co of America,3.5,19,Parking garage,"603 N Main, Wichita, KS 67203, United States","MMW6+2H Wichita, Kansas, USA",http://parkpca.com/,+1 316-264-0585,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyA5x9lgTG2q9QLCxO64tRWqixzgBcRbysnd9VdCXBuDUVJjBF5NSQlE_tH7Wm6m8cgm5Qr0tqtKuuyopO93xjugiNuSfZgKB7zSe59ud8vdDPMx-nspwMT8h2sLYyx9tUZo3JANnUWgRUD=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:24.338Z,,,,,,,,,,
https://www.google.com/maps/place/101-199+W+Kellogg+St+Parking/data=!4m7!3m6!1s0x87bae3e586725311:0x57286311555a67c6!8m2!3d37.6791151!4d-97.341159!16s%2Fg%2F11f_p37ptg!19sChIJEVNyhuXjuocRxmdaVRFjKFc,101-199 W Kellogg St Parking,4.3,3,Parking lot,"101-199 W Kellogg St, Wichita, KS 67213, United States","MMH5+JG Wichita, Kansas, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSydZ0gTbaBvp7LReMybMeqgo1waAMs-wFFM-9iNCf807d_QeM1KF4m_kLwPlfYCdzZS1r3kROt93EpWuXh46dkZyMl104jLAYXzrZFMeXSRRj3UJNUfWwKwxRfyMoE5ec37TkO9=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:27.419Z,,,,,,,,,,
https://www.google.com/maps/place/522-534+W+Maple+St+Parking/data=!4m7!3m6!1s0x87bae3e41fb6c89b:0xa4f0764d96782e!8m2!3d37.6808507!4d-97.3450457!16s%2Fg%2F11f2gst7jz!19sChIJm8i2H-TjuocRLniWTXbwpAA,522-534 W Maple St Parking,,,Parking lot,"522-534 W Maple St, Wichita, KS 67213, United States","MMJ3+8X Wichita, Kansas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sjHwmj9SG59ly0LbhrZc5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.22133&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:29.759Z,,,,,,,,,,
https://www.google.com/maps/place/525+W+Douglas+Ave+Parking/data=!4m7!3m6!1s0x87bae3e6e05cbcc9:0xcddb79772732db97!8m2!3d37.6834838!4d-97.3448015!16s%2Fg%2F11f2gsvr8c!19sChIJybxc4ObjuocRl9syJ3d5280,525 W Douglas Ave Parking,,,Parking lot,"525W W Douglas Ave, Wichita, KS 67213, United States","MMM4+93 Wichita, Kansas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OlGQIQT-R3RQUYkTKJMZOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.03967&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:32.319Z,,,,,,,,,,
https://www.google.com/maps/place/P%26E+Building+Services/data=!4m7!3m6!1s0x87bb1df5eeb3c5c5:0x5813314eb18926c5!8m2!3d37.7003287!4d-97.3296067!16s%2Fg%2F1tm8l2s7!19sChIJxcWz7vUdu4cRxSaJsU4xE1g,P&E Building Services,5.0,10,Janitorial service,"950 N Santa Fe St, Wichita, KS 67214, United States","PM2C+45 Wichita, Kansas, USA",http://www.pebuildingservices.com/,+1 316-269-0777,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPUkIPGU5158WCgvMzaeWqRvviYkXMF1PBPMhGL=w408-h255-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:36.729Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Club+Billiards/data=!4m7!3m6!1s0x87bae3e029b670db:0x917ed0afb9984650!8m2!3d37.6837455!4d-97.3515133!16s%2Fg%2F1wb8v69w!19sChIJ23C2KeDjuocRUEaYua_QfpE,Club Billiards,4.6,261,Pool hall,"925 W Douglas Ave, Wichita, KS 67213, United States","MJMX+F9 Wichita, Kansas, USA",,+1 316-244-0560,Opens soon ⋅ 2 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx8p2bCrjnzZlaSoT4A0o_imjijcrN42S8AFXoj14HJGM8-9R5pRwHty6hhM_AkEF-W4J89KxNpDx18w27BynouMl7UlGFeGRAY7hsphl-HsIjA6xCe_9XC_MFKLqXROFWh6snD=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:41.685Z,2 pm–12 am,2 pm–12 am,2 pm–2 am,2 pm–2 am,2 pm–2 am,Closed,2 pm–12 am,LGBTQ+ friendly,,
https://www.google.com/maps/place/6200+W+Kellogg+Dr+Parking/data=!4m7!3m6!1s0x87bae0c771a4862d:0x312483527bb430d2!8m2!3d37.674413!4d-97.4155997!16s%2Fg%2F11f3sfhgyp!19sChIJLYakccfguocR0jC0e1KDJDE,6200 W Kellogg Dr Parking,5.0,3,Parking lot,"6200 W Kellogg Dr Ste A, Wichita, KS 67209, United States","MHFM+QQ Wichita, Kansas, USA",,,Open ⋅ Closes 8:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7y4TABPyopkpgMf7OGeTlMNdNcEkcxfShQJEndyXAswpVn1m_9KDqzORThKkFTjazMwPy9ekGOpymaKTwIqpoKbQK08jUfNvEI4w7W-FBY7KudRjNdUh5bsBG-MHUT1FpDk7h=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:46.331Z,10 am–8:30 pm,10 am–8:30 pm,10 am–8:30 pm,10 am–8:30 pm,9 am–8:30 pm,10 am–6 pm,10 am–8:30 pm,,,
"https://www.google.com/maps/place/Ambassador+Hotel+Wichita,+Autograph+Collection/data=!4m10!3m9!1s0x87bae3ea1e50f69f:0xa373aaf3eabc53e!5m2!4m1!1i2!8m2!3d37.6856695!4d-97.335437!16s%2Fg%2F1hc5v6ch_!19sChIJn_ZQHurjuocRPsWrPq86Nwo","Ambassador Hotel Wichita, Autograph Collection",4.4,1020,,"104 S Broadway, Wichita, KS 67202, United States","MMP7+7R Wichita, Kansas, USA",https://www.marriott.com/en-us/hotels/ictak-ambassador-hotel-wichita-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 316-239-7100,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHm9L7284eAhlAvBkyruJq-SeykR5osXnKw6t0XbMqJc5EGLk5g0EtBHsbNCI9iIGw3Y53lkc4ZfbWlkbELysQyI3OOGnEVXoUms5N2zPEEFPbsHNZqDatUpIbfVu3oe2d3VowIg3hy59UDqbUBDssWiEd2rUDEK_iZtd3jK8sATW_UDS0Nyjs9=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:49.403Z,,,,,,,,,,
https://www.google.com/maps/place/ABM+Parking+Services-Eisenhower+National+Airport/data=!4m7!3m6!1s0x87bae751e38bf1f9:0xabec8d0201ddf3bf!8m2!3d37.6534164!4d-97.4278072!16s%2Fg%2F11c1ndhtkf!19sChIJ-fGL41HnuocRv_PdAQKN7Ks,ABM Parking Services-Eisenhower National Airport,3.7,11,Parking lot,"2199 S Airport Rd, Wichita, KS 67209, United States","MH3C+9V Wichita, Kansas, USA",,+1 316-946-4772,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZTR97ybc_9P6nac9rwJiA-tX-7Ujc5HfXMvjS27tCBLfmrKV3sZSTUvnizT3zt_wGzchT-XGmHDLYy4ZVZ3z_XsXAbjXDR6PK8tvQRii7jc6JYrxnnoONHPwkEbeZb598UXYy=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Delano+District+Wichita+KS/@37.6822197,-97.3601842,14z",2025-10-28T18:50:54.280Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Century+II+Main+Lot/data=!4m7!3m6!1s0x87bae3e8ef3cfbb7:0xa2a41642bb803986!8m2!3d37.6830556!4d-97.338946!16s%2Fg%2F11sb4vdw3s!19sChIJt_s87-jjuocRhjmAu0IWpKI,Century II Main Lot,4.3,4,Parking lot,"173 W English St, Wichita, KS 67202, United States","MMM6+6C Wichita, Kansas, USA",https://www.century2.com/attend-an-event/directions-parking,+1 316-303-8000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpiMVwhrdSoU7zl90CCZWc5tMFGNPCteVR123uB3Kn0u_AgnOWVUxcYE_YZ0HwyyI8lCX53Qnz_GNHK-zgphsw20-EfJkr28gxnP8zXhaKd88IDSNYoGTKif6jeYy17-4WvWBW=w408-h543-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Town+Wichita+KS/@37.6885826,-97.3287031,14z",2025-10-28T18:51:05.089Z,,,,,,,,,,
