placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error
https://www.google.com/maps/place/Gaines+Garage+Door+Co/data=!4m7!3m6!1s0x8656918d26efa633:0x7323ce2920dace91!8m2!3d32.4526471!4d-99.7783932!16s%2Fg%2F11byt8j3sq!19sChIJM6bvJo2RVoYRkc7aICnOI3M,Gaines Garage Door Co,5.0,19,Garage door supplier,"4241 N 1st St, Abilene, TX 79603, United States","F63C+3J Abilene, Texas, USA",https://gainesgaragedoor.amarr.com/us/en/,+1 325-704-5520,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOMBjsu7vUmcIR8kxDzl4g1saU_ljWGpAmkFYr5=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:00.925Z,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Abilene/data=!4m7!3m6!1s0x86568dbc07126ce5:0x9192325c9746c329!8m2!3d32.4361213!4d-99.7188415!16s%2Fg%2F1thx4gjn!19sChIJ5WwSB7yNVoYRKcNGl1wykpE,Overhead Door Company of Abilene,4.6,83,Garage door supplier,"411 E South 11th St, Abilene, TX 79601, United States","C7PJ+CF Abilene, Texas, USA",https://ohdcompany.com/,+1 325-695-2070,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOnioSWGJhrRBzmXnUke4dUp7SCiqZiqnV-dFWA=w500-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:06.661Z,,
https://www.google.com/maps/place/Veterans+Garage+Door/data=!4m7!3m6!1s0x86568d9a3389ed4d:0x3fd399c65b74c656!8m2!3d32.3944865!4d-99.7389473!16s%2Fg%2F1tngqq5f!19sChIJTe2JM5qNVoYRVsZ0W8aZ0z8,Veterans Garage Door,4.7,209,Garage door supplier,"1257 Ben Richey Dr, Abilene, TX 79602, United States","97V6+QC Abilene, Texas, USA",http://www.veteransgaragedoor.com/,+1 325-793-9507,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOLve7Fi-0i4FaXMhIlof8dqnesBKPA--0Z49YK=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:12.140Z,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x86568f4b03bacbd5:0xb2222c9f4cb47b5a!8m2!3d32.4517913!4d-99.7965983!16s%2Fg%2F11w1ll3lpq!19sChIJ1cu6A0uPVoYRWnu0TJ8sIrI,OGD Overhead Garage Door,,,Garage door supplier,"125 Ruidosa Ave, Abilene, TX 79605, United States","F623+P9 Abilene, Texas, USA",https://ogd.com/tx/abilene/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-abi-01&ogd_src=ogd-abi-01-google_business_profile,+1 325-252-3709,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNzFeAlY_XX9SN49bjyCn6FuVOusBhsFWuB7WNA=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:17.042Z,Identifies as veteran-owned,
"https://www.google.com/maps/place/The+Honey+Do+Service,+Inc+Abilene/data=!4m7!3m6!1s0x86568e990e9bc959:0x6cb49c23f69d4a97!8m2!3d32.4352514!4d-99.786372!16s%2Fg%2F11b8_s2tjp!19sChIJWcmbDpmOVoYRl0qd9iOctGw","The Honey Do Service, Inc Abilene",4.7,175,General contractor,"1321 S Danville Dr, Abilene, TX 79605, United States","C6P7+4F Abilene, Texas, USA",https://honeydoservice.com/improving/abilene-tx/,+1 325-701-7946,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP5-2q7h_Fr0J5uLOnZpGzlytB___DkO-F8F-gG=w426-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:22.132Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Tex-Oma+Building+Supply+Co./data=!4m7!3m6!1s0x86568e1f28f00001:0x31a5a63216829736!8m2!3d32.3916639!4d-99.7435273!16s%2Fg%2F11hcyymldn!19sChIJAQDwKB-OVoYRNpeCFjKmpTE,Tex-Oma Building Supply Co.,5.0,2,Building materials supplier,"5041 S Danville Dr, Abilene, TX 79602, United States","97R4+MH Abilene, Texas, USA",http://www.texomabuilderssupply.com/,+1 325-672-7865,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xez3IgpR6chvyJXTwm9daw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.37354&pitch=0&thumbfov=100,false,"8 am–12 pm, 1–5 pm",Closed,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:27.030Z,,
https://www.google.com/maps/place/All+American+Doors+Inc/data=!4m7!3m6!1s0x86568e1ac3ddb73d:0x8ebb743506b09aa4!8m2!3d32.4436744!4d-99.7326474!16s%2Fg%2F11gfh8r8kc!19sChIJPbfdwxqOVoYRpJqwBjV0u44,All American Doors Inc,4.9,29,Garage door supplier,"525 Oak St, Abilene, TX 79602, United States","C7V8+FW Abilene, Texas, USA",https://www.allamericandoorsinc.com/,+1 325-692-5501,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNwm87wVlD1f_wGNjuE62zocXe6ydhGj-bned_d=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:31.828Z,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Tex-oma+%E2%80%93+Abilene/data=!4m7!3m6!1s0x86568d381a934a0d:0x3614e3501b662424!8m2!3d32.3916639!4d-99.7435273!16s%2Fg%2F11y4lfnxj1!19sChIJDUqTGjiNVoYRJCRmG1DjFDY,Overhead Door Company of Tex-oma – Abilene,5.0,2,Garage door supplier,"5041 S Danville Dr, Abilene, TX 79602, United States","97R4+MH Abilene, Texas, USA",https://ohdctexoma.com/,+1 325-726-1940,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOn3guKu_mw1uMR5tOiOJiSqqvB5uB-UjGVe11B=w408-h306-k-no,true,"8 am–12 pm, 1–5 pm",Closed,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:36.798Z,,
https://www.google.com/maps/place/Uniqu3+Solutions+Remodeling+and+Handyman+Services+LLC/data=!4m7!3m6!1s0x86568f4414b52909:0xc618b96c9f4e2309!8m2!3d32.4610494!4d-99.7302706!16s%2Fg%2F11cmhmwdg7!19sChIJCSm1FESPVoYRCSNOn2y5GMY,Uniqu3 Solutions Remodeling and Handyman Services LLC,5.0,47,General contractor,"1033 Walnut St, Abilene, TX 79601, United States","F769+CV Abilene, Texas, USA",http://www.uniqu3-solutions.com/,+1 325-627-3188,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMwam3RqrU17iaR-33vxaaI4barGNXPWo39iCoe=w408-h544-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:41.749Z,,
https://www.google.com/maps/place/Dave%27s+Doors+%26+Home+Repairs/data=!4m7!3m6!1s0xa5d9b107156eac8b:0xf1d85c5196af848b!8m2!3d32.4838865!4d-99.757142!16s%2Fg%2F11vyblypd_!19sChIJi6xuFQex2aURi4SvllFc2PE,Dave's Doors & Home Repairs,5.0,5,Construction company,,,,+1 325-271-7642,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNyel2cKqY4wiWVeRJAZU7puDHUE3EoQN_HRGo=w408-h406-k-no,true,7:30 am–6 pm,7:30 am–6 pm,Closed,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Clyde+Abilene+TX/@32.4534878,-99.7312829,14z",2025-11-07T22:44:55.895Z,,
