placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x89e7ac53ffffffff:0x301369f193ab8e8a!8m2!3d41.7654556!4d-72.6730446!16s%2Fg%2F1tf4g1kb!19sChIJ_____1Os54kRio6rk_FpEzA,Roto-Rooter Plumbing & Water Cleanup,4.8,1075,Plumber,"750 Main St Ste 321, Hartford, CT 06103, United States","Q88G+5Q Hartford, Connecticut, USA",https://www.rotorooter.com/hartford/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 860-618-4053,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNElOxlULIt0m7LPcqXnhlbAHA5pPYnMI6qmiCI=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:46:43.675Z,,,
https://www.google.com/maps/place/Marzano+Plumbing+%26+Heating+llc/data=!4m7!3m6!1s0x89e6531d48b37c63:0x4ef4c06c33761d0d!8m2!3d41.765599!4d-72.679278!16s%2Fg%2F11c57yj1pf!19sChIJY3yzSB1T5okRDR12M2zA9E4,Marzano Plumbing & Heating llc,4.9,614,Contractor,,,http://tonymarzanoplumbingandheating.com/,+1 860-296-9624,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOSC2oZnaD85rSds0lWwEW9XdbPtx37KBsXm6nF=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:46:49.550Z,,,
"https://www.google.com/maps/place/Clog+Master+Plumbing,+HVAC+and+Water+Damage+Restoration+Services/data=!4m7!3m6!1s0x89e7b0cf57dd7c9f:0xcdaa53c27e76d02f!8m2!3d41.7376288!4d-72.7166481!16s%2Fg%2F1hhwp6xxt!19sChIJn3zdV8-w54kRL9B2fsJTqs0","Clog Master Plumbing, HVAC and Water Damage Restoration Services",4.7,386,Plumber,"19b Andover Dr, West Hartford, CT 06110, United States","P7QM+38 West Hartford, Connecticut, USA",https://clogmasterllc.com/,+1 860-709-8427,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQ0QAtaYiSruzFXJay__OPGvnTZlxjjeaTzTPy1QpwvBrU1ZpgDqsNuGti0fXWM4Yf9OpIbnDhYhQVg1Aopn80dGaCfr8MxfGYjwpkmWtJCPEznrh6KLLYRCjHQ88KTyECl78=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:46:54.568Z,,,
https://www.google.com/maps/place/JET+Plumbing/data=!4m7!3m6!1s0x89e7ad7a00e5e3dd:0xe57b27fb55fb7e28!8m2!3d41.7566903!4d-72.7272625!16s%2Fg%2F11c71c8j6x!19sChIJ3ePlAHqt54kRKH77Vfsne-U,JET Plumbing,4.9,161,Plumber,"2 Washington Cir, West Hartford, CT 06119, United States","Q74F+M3 West Hartford, Connecticut, USA",https://www.jetplumbingct.com/,+1 860-716-2906,Closed ⋅ Opens 7:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMiR_WdfkN1tPh5b0NPuTfaWyJzCaRMgxRiVa1P=w427-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:46:59.602Z,,,
https://www.google.com/maps/place/Andy+Wotton+Plumbing+and+Heating/data=!4m7!3m6!1s0x89e7ad04d9a785c7:0xbda27d7de3514b19!8m2!3d41.735385!4d-72.7255331!16s%2Fg%2F1tf66hmq!19sChIJx4Wn2QSt54kRGUtR4319or0,Andy Wotton Plumbing and Heating,4.4,60,Plumber,"49 Grassmere Ave, West Hartford, CT 06110, United States","P7PF+5Q West Hartford, Connecticut, USA",https://www.wottonplumbing.com/,+1 860-833-8153,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNIHGaFy03SaetTUqKOB_HLtsvweK_nFta2Q_6A=w596-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:47:04.466Z,,,
"https://www.google.com/maps/place/Advance+Plumbing+%26+Heating+%28Drain+Cleaning,+Heating+Contractor,+Plumber%29/data=!4m7!3m6!1s0x89e7ad0c020cf281:0xca6a965f5f15aa96!8m2!3d41.7311306!4d-72.7510161!16s%2Fg%2F1tftgbk_!19sChIJgfIMAgyt54kRlqoVX1-Waso","Advance Plumbing & Heating (Drain Cleaning, Heating Contractor, Plumber)",4.8,180,Plumber,"15 Shadow Ln, West Hartford, CT 06110, United States","P6JX+FH West Hartford, Connecticut, USA",http://www.advanceplumbingheating.com/west-hartford-plumber-ct,+1 860-570-0782,Closed ⋅ Opens 7:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwL-BGMN4ZXQsfXETXsn14ebAdV_xH5nZRdT2wuoC2CvSdes2l1ShU24G5HmNjZ-R5iIn1-3vL3A3BhoMoUrRPS1f5N3jrFG0Bm9NOGfErOC5neWvhGAlBQz-JtMtcefTTk8UMc=w408-h544-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,9 am–4 pm,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:47:09.686Z,,,
https://www.google.com/maps/place/Ro%27s+Plumbing+LLC./data=!4m7!3m6!1s0x89e6555141ecfea5:0x787ab5da9cd1133d!8m2!3d41.7966837!4d-72.6235019!16s%2Fg%2F11mmn02tqv!19sChIJpf7sQVFV5okRPRPRnNq1eng,Ro's Plumbing LLC.,5.0,53,Plumber,"115 Collimore Rd, East Hartford, CT 06108, United States","Q9WG+MH East Hartford, Connecticut, USA",http://rosplumbingllc.com/?utm_source=gmb&utm_medium=referral,+1 860-706-9883,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOye9dnJ9m6AcQn8cafddP882Ets5SLkqlliGmD=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:47:14.831Z,,,
https://www.google.com/maps/place/SI+Plumbing/data=!4m7!3m6!1s0x87ea49114ae692df:0xaf93f1977088e2c4!8m2!3d41.7742505!4d-72.690207!16s%2Fg%2F11y4qqqh1v!19sChIJ35LmShFJ6ocRxOKIcJfxk68,SI Plumbing,5.0,68,Plumber,,,https://siplumbingct.com/,+1 860-707-7458,Closed ⋅ Opens 6 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMUoIcpgfINnUpf0_uRU1SXS-tD4f0jV0bHnowL=w408-h882-k-no,true,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,6 am–9:30 pm,7:30 am–7:30 pm,9 am–3 pm,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:47:19.722Z,,,
https://www.google.com/maps/place/Ted%27s+Plumbing+%26+Heating+Inc/data=!4m7!3m6!1s0x89e653f6e47638a1:0x3d5f143ea2e46f32!8m2!3d41.7356798!4d-72.7247722!16s%2Fg%2F1tm89gb9!19sChIJoTh25PZT5okRMm_koj4UXz0,Ted's Plumbing & Heating Inc,4.4,27,Plumber,"42 Grassmere Ave, West Hartford, CT 06110, United States","P7PG+73 West Hartford, Connecticut, USA",http://www.tedsplumbingct.com/,+1 860-569-0501,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNz3drvBbcxq_GgcGj-0oS2AAOy3mpJQ8SQ0POD=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:47:24.840Z,,,
https://www.google.com/maps/place/Pipe+Doctor+Plumbing+Service/data=!4m7!3m6!1s0x89e7af6ed8fcbb53:0xaa1f08782683022b!8m2!3d41.7980222!4d-72.851356!16s%2Fg%2F11c6z0xcxr!19sChIJU7v82G6v54kRKwKDJngIH6o,Pipe Doctor Plumbing Service,4.9,45,Plumber,"53 Pioneer Dr, Avon, CT 06001, United States","Q4XX+6F Avon, Connecticut, USA",http://www.thepipedoctorct.com/,+1 860-712-0687,Closed ⋅ Opens 7:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNlVyX_j68X80nhtvFU3TJzE7HKVlTJc2R_CHDL=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-11-11T03:47:30.001Z,,,
