placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/Brookhaven+Hospice/data=!4m7!3m6!1s0x89e6dffcb2be7a45:0x2ad058e6192d8cc9!8m2!3d42.1565879!4d-72.6513166!16s%2Fg%2F11l5tmhmx1!19sChIJRXq-svzf5okRyYwtGeZY0Co,Brookhaven Hospice,4.0,4,Hospice,"59 Interstate Dr Ste. 5, West Springfield, MA 01089, United States","584X+JF West Springfield, Massachusetts, USA",https://www.brookhavenhospice.com/,+1 413-415-8330,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPVneNvUa2UOaJ3g9kulgxoclzSI68k-OK34Ts=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:11.258Z,,
https://www.google.com/maps/place/Overlook+VNA/data=!4m7!3m6!1s0x89e6e1aceea5ab69:0x6633c9386f6a30dc!8m2!3d42.1330297!4d-72.6299798!16s%2Fg%2F11rt86bjp2!19sChIJaaul7qzh5okR3DBqbzjJM2Y,Overlook VNA,3.0,2,Home health care service,"103 Myron St, West Springfield, MA 01089, United States","49MC+62 West Springfield, Massachusetts, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lfJOz3SFTt42cVgSA1YvMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.79622&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:14.568Z,,
https://www.google.com/maps/place/Baystate+Home+Health+-+West+Springfield/data=!4m7!3m6!1s0x89e6e1684fdf5e39:0xc7551d331c3df7ce!8m2!3d42.1379958!4d-72.6234725!16s%2Fg%2F1thp8__3!19sChIJOV7fT2jh5okRzvc9HDMdVcc,Baystate Home Health - West Springfield,2.3,12,Home health care service,"30 Capital Dr Ste A, West Springfield, MA 01089, United States","49QG+5J West Springfield, Massachusetts, USA",https://www.baystatehealth.org/locations/home-health-west-springfield,+1 413-798-6411,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPb4OtB5Spjc0S7DDdziZTxWs8JxLdasybZAEl5=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:19.508Z,,
"https://www.google.com/maps/place/Beacon+Hospice+Care,+an+Amedisys+Company/data=!4m7!3m6!1s0x89e6c2cc2ab880c9:0x9a673eb108915017!8m2!3d42.1564829!4d-72.516252!16s%2Fg%2F1tc_0jwl!19sChIJyYC4KszC5okRF1CRCLE-Z5o","Beacon Hospice Care, an Amedisys Company",3.9,7,Hospice,"815 Worcester St, Springfield, MA 01151, United States","5F4M+HF Springfield, Massachusetts, USA",https://locations.amedisys.com/ma/springfield/hospice-4426/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 413-543-3133,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNikv5L5lS4rjJnOuU2G5MRz-i2qUdenJz0l4V4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:24.811Z,,
https://www.google.com/maps/place/Harmony+Hospice/data=!4m7!3m6!1s0x89e6dfb622c26c87:0xe5fef407b3789c77!8m2!3d42.1584275!4d-72.6351568!16s%2Fg%2F11xtq7wmzx!19sChIJh2zCIrbf5okRd5x4swf0_uU,Harmony Hospice,,,Hospice,"24 Prospect Ave, West Springfield, MA 01089, United States","5957+9W West Springfield, Massachusetts, USA",https://www.harmonyhospicema.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6900522589893691696,+1 413-435-4044,"Closed ⋅ Opens 8 am Thu

Updated by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y4x8xbY8fD71UjnRGPr6fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.45844&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:29.490Z,,
https://www.google.com/maps/place/Interim+HealthCare+of+West+Springfield/data=!4m7!3m6!1s0x89e6e124f0dce487:0xffe22c938de30de3!8m2!3d42.0958565!4d-72.6221489!16s%2Fg%2F1tgdk0ck!19sChIJh-Tc8CTh5okR4w3jjZMs4v8,Interim HealthCare of West Springfield,1.7,17,Home health care service,"160 Baldwin St, West Springfield, MA 01089, United States","39WH+84 West Springfield, Massachusetts, USA",https://www.interimhealthcare.com/location/west-springfield-ma,+1 413-734-6900,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMwGvq-70mV_hUpV04yLBvcRL0jWhCZU6UL3Flj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:34.430Z,,
https://www.google.com/maps/place/Overlook+Hospice+%26+VNA/data=!4m7!3m6!1s0x89e6e104b6e4efeb:0xdbedd5ef2eae424!8m2!3d42.1206238!4d-72.6270823!16s%2Fg%2F11gxx7lf0c!19sChIJ6-_ktgTh5okRJOTq8l7dvg0,Overlook Hospice & VNA,5.0,2,,"1252 Elm St, West Springfield, MA 01089, United States","49CF+65 West Springfield, Massachusetts, USA",http://www.overlook-mass.org/,+1 800-990-7642,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CXDpcMhpthi1hjT_O3Nv2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.44283&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-18T00:03:39.229Z,,
https://www.google.com/maps/place/Hospice+Life+Care/data=!4m7!3m6!1s0x89e6dc1970652f37:0xf2c597c9f8ab6907!8m2!3d42.2013769!4d-72.6285948!16s%2Fg%2F1v5fsy9d!19sChIJNy9lcBnc5okRB2mr-MmXxfI,Hospice Life Care,5.0,1,Hospice,"20 Hospital Dr 3rd floor, Holyoke, MA 01040, United States","692C+HH Holyoke, Massachusetts, USA",http://www.holyokevna.org/,+1 413-533-3923,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bReK5kUUovuaTHDidNGptg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.18985&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-18T00:03:53.272Z,,
https://www.google.com/maps/place/Mont+Marie+Rehabilitation+%26+Healthcare+Center/data=!4m7!3m6!1s0x89e6de6b1bd6bfff:0xc4b0a775521ac869!8m2!3d42.1690063!4d-72.6361694!16s%2Fg%2F1tgnn2zb!19sChIJ_7_WG2ve5okRacgaUnWnsMQ,Mont Marie Rehabilitation & Healthcare Center,4.7,413,Nursing home,"36 Lower Westfield Rd, Holyoke, MA 01040, United States","5997+JG Holyoke, Massachusetts, USA",https://montmarierehab.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=main_button,+1 413-538-6050,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOd_DTPlQSFC-49s7OgyGlbZ6CdUdKzNKyAZG3e=w424-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-18T00:03:58.346Z,,
"https://www.google.com/maps/place/Holyoke+Visiting+Nurse+Association,+Inc./data=!4m7!3m6!1s0x89e6dc1970652f37:0xd7800669baa45129!8m2!3d42.2010928!4d-72.6285682!16s%2Fg%2F1tczwzh5!19sChIJNy9lcBnc5okRKVGkumkGgNc","Holyoke Visiting Nurse Association, Inc.",5.0,2,Nursing agency,"20 Hospital Dr 3rd floor, Holyoke, MA 01040, United States","692C+CH Holyoke, Massachusetts, USA",http://www.holyokevna.org/,+1 413-534-5691,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0qlG9YVpEuFR3tOwtg1CkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.02127&pitch=0&thumbfov=100,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–1:30 pm,8 am–1:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-18T00:04:03.068Z,,
