placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/The+Pool+and+Spa+Store/data=!4m7!3m6!1s0x87c96954e8c2a961:0x8be84bbda0344127!8m2!3d36.1010341!4d-94.1499117!16s%2Fg%2F1tg4xcds!19sChIJYanC6FRpyYcRJ0E0oL1L6Is,The Pool and Spa Store,4.2,49,Swimming pool supply store,"2737 N College Ave, Fayetteville, AR 72703, United States","4V22+C2 Fayetteville, Arkansas, USA",http://www.poolandspastore.net/,+1 479-442-7665,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO9he9WhDBU8m3vcNwPaQhQ7sOZ3EatxEEbBgkz=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:01.189Z,,,
https://www.google.com/maps/place/Burton+Pools+%26+Spas/data=!4m7!3m6!1s0x87c965c5539f2f57:0x8bd18e5d410103b2!8m2!3d35.9934203!4d-94.1948612!16s%2Fg%2F11vzy0y7q3!19sChIJVy-fU8VlyYcRsgMBQV2O0Ys,Burton Pools & Spas,4.9,78,Swimming pool contractor,"136 Lillie Ln, Fayetteville, AR 72701, United States","XRV4+93 Fayetteville, Arkansas, USA",https://www.burtonpools.com/,+1 479-485-3189,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNPgGM8ZETDTT4-1d5oy0wwIgoYprAflCO63Lh8=w630-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:07.670Z,,,
https://www.google.com/maps/place/NWA+Pool+Service/data=!4m7!3m6!1s0x87c9684557700001:0x34b87cb7d28cca17!8m2!3d36.0518626!4d-94.0996178!16s%2Fg%2F11kc8mjmb0!19sChIJAQBwV0VoyYcRF8qM0rd8uDQ,NWA Pool Service,,,Cleaning service,"984 Regency Dr, Fayetteville, AR 72701, United States","3W22+P5 Fayetteville, Arkansas, USA",https://www.nwapoolservice.com/contact,+1 479-263-7623,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rCRm6N7wBpY-SPExM-K-jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.607773&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:10.223Z,,,
https://www.google.com/maps/place/Froud+Outdoor+Services/data=!4m7!3m6!1s0x88051dd0c7f06c63:0xe0586b96f166ce60!8m2!3d36.0393233!4d-94.2516022!16s%2Fg%2F11vbzyscnp!19sChIJY2zwx9AdBYgRYM5m8ZZrWOA,Froud Outdoor Services,4.7,40,Hot tub store,"110 Saratoga Way #6, Farmington, AR 72730, United States","2PQX+P9 Farmington, Arkansas, USA",https://www.froudoutdoor.com/,+1 479-332-4406,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOVKnpLf0FUSOIba6vJMdBS2obn8YocKb00XR3p=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:15.072Z,,,
https://www.google.com/maps/place/Arkansas+pools/data=!4m7!3m6!1s0xa0bfad76ae8c0f77:0xf5584390e2be33ed!8m2!3d36.5813536!4d-94.257001!16s%2Fg%2F11t8f4f9q5!19sChIJdw-Mrnatv6AR7TO-4pBDWPU,Arkansas pools,5.0,1,Swimming pool contractor,,,,+1 479-800-9800,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOwtp72UJ_BY8fYjcHCYvHBGK41EfKjbeCrsXnV=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:19.753Z,,,
https://www.google.com/maps/place/Megalodon+Pools/data=!4m7!3m6!1s0x87c96eae769421af:0xee462a8b6a8d35b8!8m2!3d36.3084377!4d-94.1180083!16s%2Fg%2F11cmdnjghc!19sChIJryGUdq5uyYcRuDWNaosqRu4,Megalodon Pools,4.7,14,Swimming pool contractor,"2000 S 1st St, Rogers, AR 72758, United States","8V5J+9Q Rogers, Arkansas, USA",http://www.megalodonpools.com/,+1 479-935-3723,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsyvscvYia3KfDnxR4pfQ4mZ_Oz9dET0UalNgrhXdFA-Fg6LZcPdM-_jJ0h7sX_fyzrTbPrOaMEoNGPDXW7IKNtRHq9ITTWLLvTi5ThoFtDMsdcTfbTX8HhAzbSA-NNtxOpKSHrmh5u_0s=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:24.777Z,,,
"https://www.google.com/maps/place/pH+Pool+Care/@36.2440455,-94.2493875,10z/data=!3m1!4b1!4m6!3m5!1s0x87c96bb3c1bfd1ed:0x7f347ffcc79bfc50!8m2!3d36.2440455!4d-94.2493875!16s%2Fg%2F11h1dfgnl1",pH Pool Care,5.0,3,Pool cleaning service,,,,+1 479-462-6032,,,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:29.640Z,,,
https://www.google.com/maps/place/Christine%27s+Pool+Service/data=!4m7!3m6!1s0x83a1deb6980b2193:0x2f2009a80d2bc79b!8m2!3d36.1473865!4d-94.0874264!16s%2Fg%2F11y4tkd1py!19sChIJkyELmLbeoYMRm8crDagJIC8,Christine's Pool Service,5.0,20,Pool cleaning service,"4065 Ridgeton St, Springdale, AR 72764, United States","4WW7+X2 Springdale, Arkansas, USA",,+1 501-757-2217,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNOlQZVvczI1bQeR9JKjDMEaf4tA0I3DfkZaUZr=w408-h282-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:34.963Z,,,
https://www.google.com/maps/place/Poolwerx+NWA/data=!4m7!3m6!1s0x6f075b978bc656bf:0x60524f6cdfc41edc!8m2!3d36.154626!4d-94.1381!16s%2Fg%2F11lv_lpg63!19sChIJv1bGi5dbB28R3B7E32xPUmA,Poolwerx NWA,5.0,15,Pool cleaning service,,,https://www.poolwerx.com/locations/arkansas/poolwerx-northwest-arkansas/,+1 479-406-8343,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPgfwpcA0OJm3r7istnqQaxfTRPqZoNZ3NUOMZF=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,8 am–1 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:39.855Z,,,
https://www.google.com/maps/place/S+%26+G+Pools+and+Spas/data=!4m7!3m6!1s0x87c9685e00dceed9:0xb86c4067fb75068b!8m2!3d36.0299976!4d-94.2792625!16s%2Fg%2F1261c_ldt!19sChIJ2e7cAF5oyYcRiwZ1-2dAbLg,S & G Pools and Spas,5.0,3,Pool cleaning service,"12913 Canopy Oaks Rd, Farmington, AR 72730, United States","2PHC+X7 Farmington, Arkansas, USA",,+1 479-236-8873,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YhAB8jvxrwEJq256hsMJKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.97044&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:44.785Z,,,
https://www.google.com/maps/place/Backyard+Customs+-+Pools+%26+Construction+%28+BC+Pools+%29/data=!4m7!3m6!1s0x87c96d37ec988469:0x413419e6a05d3ff7!8m2!3d36.1774874!4d-94.1730017!16s%2Fg%2F11hdq9q7n1!19sChIJaYSY7DdtyYcR9z9doOYZNEE,Backyard Customs - Pools & Construction ( BC Pools ),4.7,24,Swimming pool contractor,"3805 Kelley Ave, Springdale, AR 72762, United States","5RGG+XQ Springdale, Arkansas, USA",http://bcpoolsnwa.com/,+1 479-315-5328,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNQf-2OqqZRFzwwJXRUnPLL0Tn10G8XhrMg-ghh=w408-h243-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2025-10-27T17:38:49.914Z,,,
