placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/LORENZO%27S+LANDSCAPING+%26+TREE+SERVICE+LLC/data=!4m7!3m6!1s0x89e80df520c0bf2b:0x5fe9bb772df18330!8m2!3d41.36646!4d-72.8516171!16s%2Fg%2F11hsn3pj2l!19sChIJK7_AIPUN6IkRMIPxLXe76V8,LORENZO'S LANDSCAPING & TREE SERVICE LLC,4.9,160,Landscape designer,"50 Pine River Rd, North Haven, CT 06473, United States","948X+H9 North Haven, Connecticut, USA",http://lorenzoslandscapingtreeservice.com/,+1 203-893-2714,Open · Closes 9 pm,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYR0S7L8c4W6HkOVGemzNNSbE06lLUI979uHEtA-PCgjc-Cv_kj5lYH_mr5Q2TmYlpMjD4xnguQwi9P89qIrzEYC3DR6j9t900J13LRtCj6ichPl_jQ043o9CqUnv3nSGnmKus=w408-h873-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–5 pm,Closed,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:12.383Z,,
https://www.google.com/maps/place/Rescom+Property+Maintenance+LLC./data=!4m7!3m6!1s0x89e7d9ab1c60d073:0x4ec8bf88d01f6e94!8m2!3d41.3836082!4d-72.8710707!16s%2Fg%2F11j8cr7v4g!19sChIJc9BgHKvZ54kRlG4f0Ii_yE4,Rescom Property Maintenance LLC.,4.8,44,Landscape designer,"50 Leonardo Dr Unit #C, North Haven, CT 06473, United States","94MH+CH North Haven, Connecticut, USA",http://www.rescompmllc.com/,+1 203-927-4826,Closes soon · 5 pm · Opens 7 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTUnh1dyfhXdKeD64ae7fGlfP-WSdo3jq91K3Z3eF66-cb0RGw1YpvVq3Xx2JHC477nFYVQOGPkInhmkSs6e_7WHp6iKseviRsopkF1Ila7ESp8VtFQ8uu-X2UHHExKuv4_fjIJg=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:18.666Z,,
https://www.google.com/maps/place/Pitch+Pines+Landscaping+LLC/data=!4m7!3m6!1s0x89e7d1d3b063e749:0xf54f023d03d6f6b5!8m2!3d41.4045033!4d-72.8476246!16s%2Fg%2F11cnl61wxf!19sChIJSedjsNPR54kRtfbWAz0CT_U,Pitch Pines Landscaping LLC,4.8,20,Landscaper,"319 Washington Ave Ste 4, North Haven, CT 06473, United States","C532+RX North Haven, Connecticut, USA",https://www.pitchpineslandscaping1.com/,+1 203-687-3734,Closed · Opens 8 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSlW10PJxhm0NBT25euEl35griuPdDKRqFpSkGKbFKVXA0ojHfa3I1K32RjDpsB3NvSdiBmhCaiYUzrHCxbmoUt8_PJFDAHrJD1pLjOyyAEdz2DBaqusHxNAQU5g0SK5koJyI=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:23.376Z,,
https://www.google.com/maps/place/Iovanna+Property+Maintenance+LLC./data=!4m7!3m6!1s0x89e7d142c410f69b:0x8f6e7a0b6d65c37a!8m2!3d41.3802331!4d-72.8486632!16s%2Fg%2F11fkjqlg_t!19sChIJm_YQxELR54kResNlbQt6bo8,Iovanna Property Maintenance LLC.,4.8,53,Landscaper,"26 Virginia Rd, North Haven, CT 06473, United States","95J2+3G North Haven, Connecticut, USA",http://iovannapropertymaintenance.com/,+1 203-710-7960,Closes soon · 5 pm · Opens 9 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQZtPDgyY2vAZozwXfZz0hx5dlgEK6SP870qVnKBuzxu0ox1OXQhw6x-lP6zI9NOES-YXE_oCyV6f2Nu9XxnTT5SqgozsAMV5AuGWSosTsRbe3WJefUibAHL6vx8Qpi2WfnihC=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:28.329Z,,
https://www.google.com/maps/place/DiTullio+Landscaping+LLC/data=!4m7!3m6!1s0x89e7cf6caf3e6483:0xce11783a7d317329!8m2!3d41.4152464!4d-72.8379714!16s%2Fg%2F11h3jjhyh9!19sChIJg2Q-r2zP54kRKXMxfTp4Ec4,DiTullio Landscaping LLC,5.0,10,Landscaper,"31 Bradley St, North Haven, CT 06473, United States","C586+3R North Haven, Connecticut, USA",http://ditulliollc.com/,+1 203-843-5149,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOwHws1qQhl_H5nKZOQGNfTVk0hqcNZqlcU1rOiRCKAQ9Df9nJ-3_lKvfvqC74Ldh_aA7xHItw8vo8S4nlC7XvC8e7ds-3jr94A5wP_69DLufd1LPhzfCb5yjxFn-6KCq5wDos=w426-h240-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:33.167Z,,
https://www.google.com/maps/place/Twins+Lawn+Care/data=!4m7!3m6!1s0x89e7dbf5b3fa4b41:0x16ba9411aa42bbf!8m2!3d41.3672783!4d-72.877214!16s%2Fg%2F11mq599h_4!19sChIJQUv6s_Xb54kRvyukGkGpawE,Twins Lawn Care,4.9,42,Lawn care service,"355 Sackett Point Rd STE 16, North Haven, CT 06473, United States","948F+W4 North Haven, Connecticut, USA",https://www.twinslawn.com/,+1 203-915-1779,"Open 24 hours

Confirmed by this business 2 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7ZgIKCO6YpjtDW4-KOG5jzATI596NgCsR40sr05dErAJdDrjMZ4odQaWh9eXOHPtaOnxTFwfU8p8KktfzFYIK4GVWlN19TdrJVixcIGP6ub_m-8S-kXryG59FfsSTOwCZXBKx=w460-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:38.348Z,,
https://www.google.com/maps/place/Pisani+Landscaping/data=!4m7!3m6!1s0x420190f7616f5e83:0x8c74c2bf05c64ae!8m2!3d41.3872328!4d-72.8750022!16s%2Fg%2F11t6sb1clk!19sChIJg15vYfeQAUIRrmRc8CtMxwg,Pisani Landscaping,5.0,2,Landscaper,"76 State St, North Haven, CT 06473, United States","94PF+VX North Haven, Connecticut, USA",https://pisanilandscaping.com/,+1 203-654-1167,Closes soon · 5 pm · Opens 7 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEn0WOIaG7MQj-W7VPJZSrAqqdykwCOudlmGK7X_mccjz7-752Bj_EWwfjDlyp9raDB7u6VHpctDMrsquXWCy_kYj_MNraREnqZtUKzaRiEzzS-YIWvxod4rSX--E0BSLXN1cXFKknbamg=w408-h399-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–4 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:43.235Z,,
https://www.google.com/maps/place/Hansen+Lawn+and+Landscape+LLC/data=!4m7!3m6!1s0x89e7d10849cb7a6f:0x9b2e21bf099d910d!8m2!3d41.3896736!4d-72.8893537!16s%2Fg%2F11j7z0v1m7!19sChIJb3rLSQjR54kRDZGdCb8hLps,Hansen Lawn and Landscape LLC,3.7,11,Lawn care service,"2 Marion Ct, North Haven, CT 06473, United States","94Q6+V7 North Haven, Connecticut, USA",,+1 203-915-8198,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMoA-5BofLYEdjAZsb5VwFLo8c94qowfFFhCyxmaVmM3jXfXB1wVka6793KRVJbVrNRb688Suhxx-GzfCjRp1B0Mer0bhDGfWjxdRJEMdt7a2kIiUvuf-ecrEeVuLscKlIDqY=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:48.022Z,,
https://www.google.com/maps/place/A-1landscaping/data=!4m7!3m6!1s0x89e7d10ebc6389b3:0x46bc8818b8fd7146!8m2!3d41.3641074!4d-72.8346451!16s%2Fg%2F1vg_dw_b!19sChIJs4ljvA7R54kRRnH9uBiIvEY,A-1landscaping,5.0,7,Landscaper,"655 Middletown Ave, North Haven, CT 06473, United States","9578+J4 North Haven, Connecticut, USA",,+1 203-239-1177,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR336JNQVBslI6F9vp5ilzW1tOKaH-v5XrnX-1RnlpDv7tNlEFKNO2ZJLclVYtmn_-VxfniVofI_fD-5PF-0elFc2mHgwqrWYkNlDaNiBBLSALPKCpvexDEeyygWSy_-BeFrl72A=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:52.740Z,,
https://www.google.com/maps/place/Executive+Landscaping/data=!4m7!3m6!1s0x89e7da8050b2405f:0x7a6fbc023e62e10d!8m2!3d41.3458133!4d-72.8674277!16s%2Fg%2F1260j__v2!19sChIJX0CyUIDa54kRDeFiPgK8b3o,Executive Landscaping,4.1,31,Landscaper,"37 Nettleton Ave, North Haven, CT 06473, United States","84WM+82 North Haven, Connecticut, USA",http://exec-land.com/,+1 203-407-8900,Closed · Opens 8 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvyuMuqWzu6VR5y68sTpXv-4lZAX7KK1Hpv-7i6i_uLGFyQnkb2giv-6vMEHtEk_tHLNxZm-tpMLI-Twab5xbCG9p2fwQe7HP5yy2jE0_ObdR94tJ9jRtYoYNQLMVDrDuAfGo=w408-h408-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-04-29T20:40:57.571Z,,
