placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,tuesday,thursday,friday,saturday,sunday,monday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/UPMC+Children%27s+Community+Pediatrics+%E2%80%93+Hamot/data=!4m7!3m6!1s0x882d7ffaa8457425:0xec2dcb69e57c47cd!8m2!3d42.1186081!4d-80.0809424!16s%2Fg%2F11bt_89glc!19sChIJJXRFqPp_LYgRzUd85WnLLew,UPMC Children's Community Pediatrics – Hamot,2.6,,Pediatrician,"1700 Peach St # 200, Erie, PA 16501, United States","4W99+CJ Erie, Pennsylvania, USA",https://www.childrenspeds.com/find/locations/hamot?utm_source=google&utm_campaign=business-profile&utm_content=childrenscommunitypediatrics-hamot-erie-website,+1 814-877-7907,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYgaXZiyg8925raghb1EjbNduVgaRMq1HJM6GhY8ClGisJO2Kmfa76n9pjgCm-1NxnnoJNegADV9h76bbdINTKAufHi30qwHgqmEnPmQ-BN-iOXmZ8Z6O9TQzxnoyG_UOuUitAWotsJ1gS=w408-h725-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:20.244Z,,,,,,,,,,
https://www.google.com/maps/place/Pediatric+Care+Center/data=!4m7!3m6!1s0x8832801e42c6439d:0xeb4f8493f030a9e5!8m2!3d42.119582!4d-80.0796374!16s%2Fg%2F1vlqqw1v!19sChIJnUPGQh6AMogR5akw8JOET-s,Pediatric Care Center,3.6,,Pediatrician,"1611 Peach St # 300, Erie, PA 16501, United States","4W9C+R4 Erie, Pennsylvania, USA",https://ehr.wrshealth.com/patient_v2/index.php?id=2427301,+1 814-454-2891,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=faibXu4D1JudOUJ03RpOnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.3435&pitch=0&thumbfov=100,true,9 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:26.146Z,,,,,,,,,,
https://www.google.com/maps/place/UPMC+Children%E2%80%99s+Specialty+Care+Center+Erie/data=!4m7!3m6!1s0x882d7fee39d1bd85:0x432fa3bce4697ccb!8m2!3d42.134549!4d-80.0864918!16s%2Fg%2F11c2p4sb6p!19sChIJhb3ROe5_LYgRy3xp5LyjL0M,UPMC Children’s Specialty Care Center Erie,4.4,,Pediatrician,"118 E 2nd St W1150, Erie, PA 16507, United States","4WM7+RC Erie, Pennsylvania, USA",https://www.chp.edu/locations/specialty-care-center-erie?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-upmc-childrens-specialty-care-center-erie,+1 814-877-8701,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cILvMJZdkeuwy6uk8IJ3xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.94714&pitch=0&thumbfov=100,true,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:30.853Z,,,,,,,,,,
https://www.google.com/maps/place/UPMC+Children%27s+Express+Care+-+Erie/data=!4m7!3m6!1s0x882d7fee39d1bd85:0xa96cffe2cd3c23cd!8m2!3d42.1024906!4d-80.0794048!16s%2Fg%2F11bw77vn5n!19sChIJhb3ROe5_LYgRzSM8zeL_bKk,UPMC Children's Express Care - Erie,3.1,,Urgent care center,"3330 Peach St # 106, Erie, PA 16508, United States","4W2C+X6 Erie, Pennsylvania, USA",https://www.chp.edu/locations/express-care-erie?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-upmc-childrens-express-care-erie,+1 814-877-8586,Open · Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z-jT2TsoNtM5j_TqxIalkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.26732&pitch=0&thumbfov=100,true,5–9 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:35.620Z,,,,,,,,,,
"https://www.google.com/maps/place/Pediatric+Ophthalmology+of+Erie,+Inc./data=!4m7!3m6!1s0x882d7fe2673dced7:0xca306b8c2d3b3528!8m2!3d42.1228306!4d-80.0839165!16s%2Fg%2F1tk63rzz!19sChIJ1849Z-J_LYgRKDU7LYxrMMo","Pediatric Ophthalmology of Erie, Inc.",4.9,,Pediatric ophthalmologist,"128 W 12th St #301, Erie, PA 16501, United States","4WF8+4C Erie, Pennsylvania, USA",https://www.kidseyeserie.com/,+1 814-454-6307,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEFKokZrJsa6bhOGXJmLWEm133vnDyyYCLO0qehFiCcHsi-VCHMsk23XqTset6hAGFJc8zWrzlFguxPCzCPuvbbC5XpYpG7dAXv5UZni16s4X6RxCxJqBu1Ukn1YCVwldvkXIlOtRZ1gQz=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:40.401Z,,,,,,,,,,
"https://www.google.com/maps/place/Michael+Webster,+MD/data=!4m7!3m6!1s0x882d7ff003c613a3:0x9094641891e1d9ff!8m2!3d42.1317836!4d-80.0872711!16s%2Fg%2F1tdp5pf1!19sChIJoxPGA_B_LYgR_9nhkRhklJA","Michael Webster, MD",4.4,,Pediatrician,"300 State St, Erie, PA 16507, United States","4WJ7+P3 Erie, Pennsylvania, USA",https://providers.upmc.com/provider/michael-webster/1325292?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-michael-webster,+1 814-877-7907,,https://lh3.googleusercontent.com/p/AF1QipO5pPSyG_oG3EYPec2hYc0OKHvJT1hUzdJzlw7T=w408-h510-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:42.895Z,,,,,,,,,,
"https://www.google.com/maps/place/Danielle+M.+Gyorgak,+MD/data=!4m7!3m6!1s0x882d7ff003c613a3:0xb2e5c5fa3d8eb18f!8m2!3d42.1317836!4d-80.0872711!16s%2Fg%2F1tzgpvyr!19sChIJoxPGA_B_LYgRj7GOPfrF5bI","Danielle M. Gyorgak, MD",3.4,,Pediatrician,"300 State St, Erie, PA 16507, United States","4WJ7+P3 Erie, Pennsylvania, USA",https://providers.upmc.com/provider/danielle-m-gyorgak/1322534?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-danielle-gyorgak,+1 814-877-7907,,https://lh3.googleusercontent.com/p/AF1QipPtE7w-lXFNmv4ZXOB6Rqtj4oAk04GtST_AOEB3=w408-h510-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:46.077Z,,,,,,,,,,
"https://www.google.com/maps/place/Your+Pediatric+Connection/@42.1317565,-80.0872924,17z/data=!3m1!4b1!4m6!3m5!1s0x882d7ff003c613a3:0x86c927cde2428b3d!8m2!3d42.1317565!4d-80.0872924!16s%2Fg%2F1v29cnw_",Your Pediatric Connection,4.3,,Medical clinic,"300 State St # 301, Erie, PA 16507, United States","4WJ7+P3 Erie, Pennsylvania, USA",https://www.childrenspeds.com/media/news/070113-childrens-community-pediatrics-erie,+1 814-877-7907,,,false,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:50.796Z,,,,,,,,,,
"https://www.google.com/maps/place/Shannon+Marie+Moore,+DO/data=!4m7!3m6!1s0x882d7ff000e0c079:0x14c4c123a1107fb6!8m2!3d42.1317836!4d-80.0872711!16s%2Fg%2F11qgb6rt73!19sChIJecDgAPB_LYgRtn8QoSPBxBQ","Shannon Marie Moore, DO",5.0,,Pediatrician,"300 State St, Erie, PA 16507, United States","4WJ7+P3 Erie, Pennsylvania, USA",https://providers.upmc.com/provider/shannon-marie-moore/1442370?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-shannon-moore,+1 814-877-7907,,https://lh3.googleusercontent.com/p/AF1QipP-k3mUZ1CwlJxMQ23ON9w6G-gxfkCHelXXfTT_=w408-h510-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:53.401Z,,,,,,,,,,
https://www.google.com/maps/place/UPMC+Children%E2%80%99s+Community+Pediatrics+%E2%80%93+Presque+Isle/data=!4m7!3m6!1s0x88327f9095661397:0x174da08e8d95fcb7!8m2!3d42.1074052!4d-80.1343758!16s%2Fg%2F11wmh_x6nd!19sChIJlxNmlZB_MogRt_yVjY6gTRc,UPMC Children’s Community Pediatrics – Presque Isle,3.4,,Pediatrician,"902 W Erie Plaza Dr Unit 101, Erie, PA 16505, United States","4V48+X6 Erie, Pennsylvania, USA",https://www.childrenspeds.com/find/locations/presque-isle?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-nwpa-ny-upmc-childrens-community-pediatrics-presque-isle,+1 814-877-8750,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNJWPtyMxk1YpswslJGVKbUhs3_GyTLvV4uoWMw=w445-h240-k-no,true,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-02-10T23:00:58.114Z,,,,,,,,,,
