placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Point+Break+Electric/data=!4m7!3m6!1s0x4c0774d291d186f9:0x601d9b077924e4f3!8m2!3d36.5943882!4d-121.9063523!16s%2Fg%2F11s326pnq3!19sChIJ-YbRkdJ0B0wR8-QkeQebHWA,Point Break Electric,5.0,59,Electrical installation service,"82 Vía Paraiso, Monterey, CA 93940, United States","H3VV+QF Monterey, California, USA",http://pointbreakelectric.com/,+1 831-747-7503,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMqpVxRqIOCuXrDQaURkws_h7x_re-mlezJZyh8=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:31:30.969Z,,,
https://www.google.com/maps/place/Currence+Generator+Services/data=!4m7!3m6!1s0x808de518427017b7:0x24fb802a9914c168!8m2!3d36.593201!4d-121.835046!16s%2Fg%2F1tdpgf6h!19sChIJtxdwQhjljYARaMEUmSqA-yQ,Currence Generator Services,5.0,2,Electrician,"Canyon Del Rey Blvd, Monterey, CA 93940, United States","H5V7+7X Monterey, California, USA",,+1 831-394-8697,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l_4q4Y13Gh9i41DalUll0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.125793&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:31:33.942Z,,,
"https://www.google.com/maps/place/OnPoint+Generators,+Inc.+%28formerly+Conte%27s%29/data=!4m7!3m6!1s0x808de4f277135551:0xe21a19d3ba48f57a!8m2!3d36.6100129!4d-121.8513409!16s%2Fg%2F1trxkhrm!19sChIJUVUTd_LkjYARevVIutMZGuI","OnPoint Generators, Inc. (formerly Conte's)",5.0,8,Electric generator shop,"1632 Del Monte Blvd, Seaside, CA 93955, United States","J46X+2F Seaside, California, USA",https://onpointgen.com/,+1 831-375-1463,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMGSwoqPlaRyKuoyJ9mXc2dbIR6hd_zhQ3U_7xx=w408-h725-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:31:38.780Z,· Delivery,,
https://www.google.com/maps/place/Waveform+Electric+Inc./data=!4m7!3m6!1s0x808de70ab71e342b:0x86cab486d48097c1!8m2!3d36.6060135!4d-121.9209858!16s%2Fg%2F11knt5pyp9!19sChIJKzQetwrnjYARwZeA1Ia0yoY,Waveform Electric Inc.,4.7,12,Electrician,"1157 Forest Ave, Pacific Grove, CA 93950, United States","J34H+CJ Pacific Grove, California, USA",http://waveformelectricinc.com/,+1 831-215-1653,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOuwittf7v1b13gv5zY7ckawv32tAF9V9-kDA9A=w408-h544-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:31:44.141Z,,,
https://www.google.com/maps/place/MONTEREY+INNOVATIONS/data=!4m7!3m6!1s0x808de5a37d28317d:0x5f7d68b37825420!8m2!3d36.6007911!4d-121.8485542!16s%2Fg%2F11hz090g26!19sChIJfTEofaPljYARIFSCN4vW9wU,MONTEREY INNOVATIONS,5.0,11,Home cinema installation,"1130 Fremont Blvd ste 105 #245, Seaside, CA 93955, United States","J522+8H Seaside, California, USA",https://montereyinnovations.com/,+1 831-760-1091,,https://lh3.googleusercontent.com/p/AF1QipPv-gQYRv03T8QkJKTCt_SP_vMY3yM-uaT6fyiw=w408-h446-k-no,true,10:30 am–4 pm,10:30 am–4 pm,10:30 am–4 pm,10:30 am–4 pm,10:30 am–4 pm,10:30 am–4 pm,10:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:31:49.143Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Af+Electric/data=!4m7!3m6!1s0x808de450fa215555:0xc562aaa9d37319ac!8m2!3d36.5961675!4d-121.8955632!16s%2Fg%2F11j03bszdm!19sChIJVVUh-lDkjYARrBlz06mqYsU,Af Electric,5.0,1,Electrician,"565 #2355 Hartnell St, Monterey, CA 93940, United States","H4W3+FQ Monterey, California, USA",http://www.afelectric.org/,+1 831-241-8785,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipOtf77dBrrE9wYcrtIXijT9cQ27WXJwTR4F_COg=w408-h544-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:31:53.827Z,,,
"https://www.google.com/maps/place/Consumer+Electric+Inc./@36.5798969,-121.819473,17z/data=!3m1!4b1!4m6!3m5!1s0x808de54f113c6a8f:0xdf701234afb1858b!8m2!3d36.5798969!4d-121.819473!16s%2Fg%2F11crzf9kt0",Consumer Electric Inc.,3.9,7,Electrician,"Building N, 5 Harris Ct Suite 7, Monterey, CA 93940, United States","H5HJ+X6 Monterey, California, USA",http://consumerelectric.net/,+1 831-373-1600,Closed · Opens 7:30 am Mon,,false,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:00.517Z,,,
https://www.google.com/maps/place/GP+Piping.+Monterey+Plumbing+Services%2FSewer+%26+Repipe+Specialist/data=!4m7!3m6!1s0x808e1b7c1899a09f:0x306f02382c8aa058!8m2!3d36.610801!4d-121.8998149!16s%2Fg%2F11ry2b7jpy!19sChIJn6CZGHwbjoARWKCKLDgCbzA,GP Piping. Monterey Plumbing Services/Sewer & Repipe Specialist,4.8,83,Plumber,"327 Lighthouse Ave, Monterey, CA 93940, United States","J462+83 Monterey, California, USA",https://www.gppiping.com/,+1 831-348-0123,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPaYlFC4qjOmnHFKOlkD74t7nxDmDx9__HPURxM=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:05.583Z,,,
https://www.google.com/maps/place/Eskay+Electric/data=!4m7!3m6!1s0x808de5f461f971db:0x5a77ae6873d6a1d9!8m2!3d36.6143049!4d-121.8373787!16s%2Fg%2F11s33x704v!19sChIJ23H5YfTljYAR2aHWc2iud1o,Eskay Electric,4.6,11,Electrical installation service,"1780 Noche Buena St, Seaside, CA 93955, United States","J577+P2 Seaside, California, USA",https://eskayelectric.com/,+1 408-639-1821,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOzeHjabYxSk3M3JU2xpsYvc6fqxyoWfLM4_WWr=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:10.464Z,,,
"https://www.google.com/maps/place/Hastings+Construction,+Inc./data=!4m7!3m6!1s0x808df1d79713fa41:0x3677d9857a24ac3d!8m2!3d36.5806215!4d-121.8178091!16s%2Fg%2F1tqyfq_2!19sChIJQfoTl9fxjYARPawkeoXZdzY","Hastings Construction, Inc.",4.4,12,Construction company,"11 Thomas Owens Way Suite 201, Monterey, CA 93940, United States","H5JJ+6V Monterey, California, USA",https://www.hastingsconstruction.com/,+1 831-620-0920,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM_9XFNqfKomXXifJUdbX_UM6nkGMqilvL8_XL2=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:15.215Z,,,
https://www.google.com/maps/place/SolarTecture+-+Solar/data=!4m7!3m6!1s0x808de4f045f511f9:0x5b4e1decced55714!8m2!3d36.6046085!4d-121.9199948!16s%2Fg%2F11c1tk0x91!19sChIJ-RH1RfDkjYARFFfVzuwdTls,SolarTecture - Solar,5.0,11,Electrician,"1213 Forest Ave, Pacific Grove, CA 93950, United States","J33J+R2 Pacific Grove, California, USA",http://solartecture.net/,+1 831-233-3004,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPnBM9ooxY4-rFtelvdbpR_lssQn9HFTT0f-dxb=w408-h306-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:20.052Z,,,
https://www.google.com/maps/place/Day+Electric/data=!4m7!3m6!1s0x808de6c7b28aa42f:0xf3a89a8f0817b1c5!8m2!3d36.6034141!4d-121.862733!16s%2Fg%2F1tkc2bdn!19sChIJL6SKssfmjYARxbEXCI-aqPM,Day Electric,5.0,1,Electrician,"2320 Del Monte Ave, Monterey, CA 93940, United States","J43P+9W Monterey, California, USA",http://dayelectricpg.com/,+1 831-375-0223,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cbNfRTLOLdkkx6yRhjBqjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.40186&pitch=0&thumbfov=100,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:24.910Z,,,
https://www.google.com/maps/place/Fuse+HVAC+%26+Appliance+Repair+Monterey/data=!4m7!3m6!1s0x808de74726add5bd:0x41fb5b9ee34f9bcb!8m2!3d36.6066969!4d-121.9293337!16s%2Fg%2F11y2j_8ctc!19sChIJvdWtJkfnjYARy5tP455b-0E,Fuse HVAC & Appliance Repair Monterey,4.9,518,HVAC contractor,"813 Brentwood Ct, Pacific Grove, CA 93950, United States","J34C+M7 Pacific Grove, California, USA",https://fusemonterey.com/?utm_campaign=gmb,+1 831-265-5181,,https://lh3.googleusercontent.com/p/AF1QipOkkRHnLUHhxtF5hZ-vOSkwDJMHIUgRpc8hQVKO=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:30.022Z,,,
"https://www.google.com/maps/place/Oscar%27s+Electric+Services,+Inc./data=!4m7!3m6!1s0x808de58ea93306a9:0x3c5822aed6d8c723!8m2!3d36.603961!4d-121.8478823!16s%2Fg%2F11fsn80nwv!19sChIJqQYzqY7ljYARI8fY1q4iWDw","Oscar's Electric Services, Inc.",5.0,26,Electrician,"1264 Fremont Blvd #1, Seaside, CA 93955, United States","J532+HR Seaside, California, USA",http://oscarselectricservices.com/,+1 831-521-6092,"Closed · Opens 8 am Mon

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM2ZP9iZPKSX2GMnf5KGUZfnHqkX1EB7CikCAU2=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-01-10T23:32:34.835Z,,,
