placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/BioScrip+Infusion+Services/data=!4m7!3m6!1s0x884f2b6c6b13adb3:0x1062cd35cf39c751!8m2!3d38.323394!4d-81.5855467!16s%2Fg%2F11bccc_9fl!19sChIJs60Ta2wrT4gRUcc5zzXNYhA,BioScrip Infusion Services,4.2,14,Specialized clinic,"4401 MacCorkle Ave SE, Charleston, WV 25304, United States","8CF7+9Q Charleston, West Virginia, USA",https://optioncarehealth.com/locations/charleston-wv,+1 304-414-3660,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6gofrQXr4rHSAAtf1r3skQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.25598&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:24.682Z,,,
https://www.google.com/maps/place/CAMC+Cancer+Center/data=!4m7!3m6!1s0x884f2c9fcb0f89e9:0x7399dbc7fcce63c9!8m2!3d38.3274272!4d-81.599728!16s%2Fg%2F1tj6vj6x!19sChIJ6YkPy58sT4gRyWPO_MfbmXM,CAMC Cancer Center,4.3,54,Cancer treatment center,"3415 MacCorkle Ave SE, Charleston, WV 25304, United States","8CG2+X4 Charleston, West Virginia, USA",http://camc.org/cancer,+1 304-388-8380,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMeDgZ0VnilqOX3WsY39FKRVxK2sJXV04-RQjZT=w408-h326-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:30.507Z,,,
https://www.google.com/maps/place/WV+Ketamine+Infusion+Therapy/data=!4m7!3m6!1s0x884f2c97eb62201d:0xe246a37c000322c8!8m2!3d38.3308602!4d-81.6155444!16s%2Fg%2F11bzzwwslw!19sChIJHSBi65csT4gRyCIDAHyjRuI,WV Ketamine Infusion Therapy,,,Physical therapy clinic,"2335 Chesterfield Ave #302, Charleston, WV 25304, United States","89JM+8Q Charleston, West Virginia, USA",http://wvkit.com/,+1 304-925-3535,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hIX8ezMog1H9qWthftbq_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.57031&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:33.668Z,,,
https://www.google.com/maps/place/Green+Infusion/data=!4m7!3m6!1s0x8848d33b37d4e1af:0xa913bbc4d36079fd!8m2!3d38.3628602!4d-81.6422682!16s%2Fg%2F11gxtlt7hq!19sChIJr-HUNzvTSIgR_Xlg08S7E6k,Green Infusion,4.9,62,Cannabis store,"425 W Washington St, Charleston, WV 25302, United States","9975+43 Charleston, West Virginia, USA",http://www.greeninfusionwv.com/,+1 681-265-5073,,https://lh3.googleusercontent.com/p/AF1QipO9Mg9eYmCNydcVssZNCdh--w1a_CCPdUVlME7j=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:38.559Z,· In-store shopping · Kerbside pickup · Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/FlexCare+Infusion+Centers/data=!4m7!3m6!1s0x884f2b15ce6b4465:0xc67efe111b466785!8m2!3d38.317977!4d-81.5784117!16s%2Fg%2F11yj57skcf!19sChIJZURrzhUrT4gRhWdGGxH-fsY,FlexCare Infusion Centers,,,Medical clinic,"504 50th St SE, Charleston, WV 25304, United States","8C9C+5J Charleston, West Virginia, USA",https://www.flexcareinfusion.com/,+1 681-557-1920,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=32om6ms4Br7zr9ab9Hn4Sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.32558&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:41.220Z,,,
https://www.google.com/maps/place/Serenity+Ketamine+and+Infusion+Center/data=!4m7!3m6!1s0x884f2d6bb2ea3205:0x5f999bbe10508593!8m2!3d38.3533208!4d-81.6310679!16s%2Fg%2F11ngk_bmjf!19sChIJBTLqsmstT4gRk4VQEL6bmV8,Serenity Ketamine and Infusion Center,,,Mental health service,"501 Summers St, Charleston, WV 25301, United States","9939+8H Charleston, West Virginia, USA",,+1 304-712-2273,Closed ⋅ Opens 4 pm Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_h0KAceYSJl5FQv0NNBHCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.0955&pitch=0&thumbfov=100,true,Closed,4–7 pm,4–7 pm,4–7 pm,4–7 pm,4–7 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:45.847Z,,,
"https://www.google.com/maps/place/CAMC+Memorial+Hospital+-+Cancer+Care+Center/@38.3299152,-81.6026856,17z/data=!3m1!4b1!4m6!3m5!1s0x884f2b602a939753:0xd89371373d16a4e7!8m2!3d38.3299152!4d-81.6026856!16s%2Fg%2F1tdkshd6",CAMC Memorial Hospital - Cancer Care Center,5.0,2,Cancer treatment center,"3200 MacCorkle Ave SE, Charleston, WV 25304, United States","89HW+XW Charleston, West Virginia, USA",http://www.camc.org/mh,+1 304-388-9413,Temporarily closed,,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-09-29T00:57:52.558Z,,,
https://www.google.com/maps/place/WVU+Cancer+Institute/data=!4m7!3m6!1s0x88357b0b924453c9:0xab22466eb350e1!8m2!3d39.6539294!4d-79.9584129!16s%2Fg%2F1td20x_1!19sChIJyVNEkgt7NYgR4VCzbkYiqwA,WVU Cancer Institute,4.2,38,Cancer treatment center,"1 Medical Center Dr, Morgantown, WV 26506, United States","M23R+HJ Morgantown, West Virginia, USA",http://wvumedicine.org/cancer/,+1 304-598-4500,,https://lh3.googleusercontent.com/p/AF1QipPX48Wxr2r-9WeGadjqFhhOiyhPS0EJrAefE43f=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:07.883Z,,,
https://www.google.com/maps/place/WVUH+Specialty+Pharmacy+%26+Home+Infusion/data=!4m7!3m6!1s0x88357bbb3e003f9b:0xb30e747546176e95!8m2!3d39.652559!4d-79.9582735!16s%2Fg%2F11y5gxyx8q!19sChIJmz8APrt7NYgRlW4XRnV0DrM,WVUH Specialty Pharmacy & Home Infusion,5.0,1,Pharmacy,"1 Medical Center Dr, Morgantown, WV 26506, United States","M23R+2M Morgantown, West Virginia, USA",https://wvumedicine.org/wvuh-specialty-pharmacy-and-home-infusion/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SmGTJKa0TleY8qLCQ7WCbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.76678&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:12.690Z,,,
https://www.google.com/maps/place/WVUH+Specialty+Pharmacy+%26+Home+Infusion/data=!4m7!3m6!1s0x88357ba1482c5813:0x229892d792afb92!8m2!3d39.6538554!4d-79.9682707!16s%2Fg%2F11ddx5x3_b!19sChIJE1gsSKF7NYgRkvsqeS2JKQI,WVUH Specialty Pharmacy & Home Infusion,4.2,17,Pharmacy,"3040 University Ave #1400, Morgantown, WV 26505, United States","M23J+GM Morgantown, West Virginia, USA",https://wvumedicine.org/wvuh-specialty-pharmacy-and-home-infusion/,+1 304-285-7216,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=101M1ZPk-P6RBw0fmQtoHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.53806&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Morgantown+WV/@39.6304078,-79.954468,14z",2025-09-29T00:58:17.458Z,· Delivery,,
