placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Generator+Services+Inc/data=!4m7!3m6!1s0x88f8bd2d9793369f:0xe234fb4253dbcdc8!8m2!3d34.0060276!4d-81.128638!16s%2Fg%2F1tnbl_4v!19sChIJnzaTly29-IgRyM3bU0L7NOI,Generator Services Inc,4.9,32,Electric generator shop,· Delivery,"31 C Trotter Rd, West Columbia, SC 29169, United States","2V4C+CG West Columbia, South Carolina, USA",https://generatorservicesinc.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB%20Listing,+1 803-939-5133,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOT7mtn7hchmhFmZew9ftrVUOPdOC3bg4RB1Rs2=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:09.216Z,,
https://www.google.com/maps/place/Easy+Electric+LLC/data=!4m7!3m6!1s0x88f8babf14f7f12b:0x3d18c54a685e86ec!8m2!3d33.9779661!4d-81.008447!16s%2Fg%2F1td6br01!19sChIJK_H3FL-6-IgR7IZeaErFGD0,Easy Electric LLC,4.9,292,Electrician,,"2237 Commerce Dr, Columbia, SC 29205, United States","XXHR+5J Columbia, South Carolina, USA",http://www.easyelectricalsolutions.com/,+1 803-653-3983,,https://lh3.googleusercontent.com/p/AF1QipPJJyNchAyAHn4JIHSF8-4k5v7Qyuj2MPRdhAIJ=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:13.786Z,,
"https://www.google.com/maps/place/A+%26+P+Electric+Service,+Inc/data=!4m7!3m6!1s0x88f8bb573fcc598f:0x449646672cd008a6!8m2!3d33.9970654!4d-81.071267!16s%2Fg%2F1tdvw4rs!19sChIJj1nMP1e7-IgRpgjQLGdGlkQ","A & P Electric Service, Inc",3.9,7,Electrician,,"923 Sunset Blvd, West Columbia, SC 29169, United States","XWWH+RF West Columbia, South Carolina, USA",,+1 803-791-0910,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmoG2V1G51ebuU1QhKsRNIQ1N0WTjpfAgtqTy--ooLoe7uSM7u7gfFA2y5vJ6G6BYInl3XPWiOFNX4B50pw3eArYWHcGNCXyDz46QjQlZE0nrekgs4efC8VQE0YXShXYtPIFOs=w408-h306-k-no,true,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:18.511Z,,
https://www.google.com/maps/place/Building+System+Solutions/data=!4m7!3m6!1s0x88f8bd37ec0cf2d1:0xd2c97f603a75f1ed!8m2!3d33.9890376!4d-81.0787642!16s%2Fg%2F11wbfn76j9!19sChIJ0fIM7De9-IgR7fF1OmB_ydI,Building System Solutions,5.0,4,Electric generator shop,,"304 Parnell St, West Columbia, SC 29169, United States","XWQC+JF West Columbia, South Carolina, USA",https://www.bss09.com/generator/,+1 828-585-3360,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2b_-TFq1GTnUNQC9p-y17w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.35754&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:22.844Z,,
"https://www.google.com/maps/place/AAA+Heating+%26+Air,+LLC/data=!4m7!3m6!1s0x88f8bde3603bb987:0xe8ecb839b5f98fd2!8m2!3d33.9307041!4d-81.1164615!16s%2Fg%2F11y2c_nl4x!19sChIJh7k7YOO9-IgR0o_5tTm47Og","AAA Heating & Air, LLC",4.8,753,HVAC contractor,,"3521 Edmund Hwy, West Columbia, SC 29170, United States","WVJM+7C West Columbia, South Carolina, USA",https://callaaatoday.com/,+1 803-795-1500,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOvVjg-XVffjko1F2OdVlh7lWPCnh70k5wt3qRC=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:27.144Z,Identifies as women-owned,
https://www.google.com/maps/place/ATS+Generator+%26+Electrical+Services/data=!4m7!3m6!1s0x88f89f3cc5f277db:0xa6721480e711be2f!8m2!3d34.122227!4d-81.196064!16s%2Fg%2F11bz0bxdwy!19sChIJ23fyxTyf-IgRL74R54AUcqY,ATS Generator & Electrical Services,4.8,5,Contractor,,"109 Western Ln, Irmo, SC 29063, United States","4RC3+VH Irmo, South Carolina, USA",http://www.powergen-ats.com/,+1 803-851-5123,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNbhdRozeQ1iIM_-AGNKs84k3-XKPYm-xCzkcpC=w408-h839-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:31.551Z,,
"https://www.google.com/maps/place/AAA+Heating+%26+Air,+LLC./data=!4m7!3m6!1s0x88f8bb2155555555:0x3a181a2ffc8e383d!8m2!3d34.0033148!4d-81.0340658!16s%2Fg%2F12619fjx4!19sChIJVVVVVSG7-IgRPTiO_C8aGDo","AAA Heating & Air, LLC.",4.7,645,HVAC contractor,,"1320 Main St Suite 300 PMB, Columbia, SC 29201, United States","2X38+89 Columbia, South Carolina, USA",https://callaaatoday.com/,+1 803-883-0858,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNg-NwtJb2vSmAt5V1Gr21-jScIw9trM8bCSeXr=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:35.878Z,Identifies as women-owned,
https://www.google.com/maps/place/Overwatch+Electric/data=!4m7!3m6!1s0x81cfb097a9551a81:0x507e202f686f4745!8m2!3d34.0486299!4d-80.9831588!16s%2Fg%2F11m799kzmw!19sChIJgRpVqZewz4ERRUdvaC8gflA,Overwatch Electric,5.0,77,Electrician,,"5608 Pinestraw Rd Suite 1, Columbia, SC 29206, United States","22X8+FP Columbia, South Carolina, USA",https://overwatchelectric.com/,+1 803-784-8386,Closes soon · 5 pm · Opens 9 am Sun,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxn0uaIuqdZD7V8ijd2rEFdLUxICmir-FiSC-wVaB0ueFRnz2S4F6pWCeb28sh6bx9vXzFWU4IuqvQg1RyOyddTrLlfhw7smhAdayZaIprRy-tAV7hiDC2Q4slgOENVl18bpr4YQGuK7ck=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:40.313Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Gregory+Electric+Company,+Inc./data=!4m7!3m6!1s0x88f8baccb0ead1c5:0x5e41297d53f337f7!8m2!3d34.0017011!4d-81.0155809!16s%2Fg%2F1td0trbs!19sChIJxdHqsMy6-IgR9zfzU30pQV4","Gregory Electric Company, Inc.",4.1,22,Electrician,,"2124 College St, Columbia, SC 29205, United States","2X2M+MQ Columbia, South Carolina, USA",http://www.gregoryelectric.com/,+1 803-748-1122,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Os8XhdCdLPGrNwivE-_nMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.47705&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:44.695Z,,
https://www.google.com/maps/place/Mister+Sparky+of+Columbia/data=!4m7!3m6!1s0x2c3a667a213313fb:0xdc13452832cb46fc!8m2!3d33.9850073!4d-81.1061052!16s%2Fg%2F11wbvvsjt2!19sChIJ-xMzIXpmOiwR_EbLMihFE9w,Mister Sparky of Columbia,4.9,377,Electrician,,"560 Chris Dr Ste D, West Columbia, SC 29169, United States","XVPV+2H West Columbia, South Carolina, USA",https://www.mistersparky.com/columbia-sc/?utm_source=gbp&utm_medium=organic&utm_campaign=MS0365_-643302-,+1 803-962-7421,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNYwc5BwObnkLXv10NKR9a7m0Ch6Qd4yda7b0ec=w408-h406-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-01-10T21:24:49.124Z,,
