placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Countryside+Mental+Health/data=!4m7!3m6!1s0x87bf049b14654f05:0x5a8b71350fa8cee1!8m2!3d39.0479194!4d-95.6391904!16s%2Fg%2F1tgxjk_z!19sChIJBU9lFJsEv4cR4c6oDzVxi1o,Countryside Mental Health,3.5,12,Mental health clinic,"440 SE Woodland Ave, Topeka, KS 66607, United States","29X6+58 Topeka, Kansas, USA",http://www.midwest-health.com/countryside/?utm_source=Google&utm_medium=BusinessListing,+1 785-234-6147,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iRHNUdbBZwxMTrmZZ1zN0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.50708&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:54:44.721Z,,,
https://www.google.com/maps/place/Heritage+Mental+Health+Clinic/data=!4m7!3m6!1s0x87befd32d26f26f9:0xdfe8088ef0cd10bd!8m2!3d39.0285567!4d-95.7500713!16s%2Fg%2F1tdl225h!19sChIJ-SZv0jL9vocRvRDN8I4I6N8,Heritage Mental Health Clinic,3.4,10,Mental health clinic,"2110 SW Belle Ave suite b, Topeka, KS 66614, United States","26HX+CX Topeka, Kansas, USA",http://www.heritagemhc.com/,+1 785-272-5566,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m01M89Q66SgSU8t4Vwg28Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.87984&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:54:51.477Z,,,
https://www.google.com/maps/place/Stormont+Vail+Behavioral+Health+Center/data=!4m7!3m6!1s0x87bf027dba88d475:0xd0583f5bab5c6af5!8m2!3d39.0577363!4d-95.722866!16s%2Fg%2F1tdlhtq2!19sChIJddSIun0Cv4cR9Wpcq1s_WNA,Stormont Vail Behavioral Health Center,3.3,69,Medical clinic,"3707 SW 6th Ave, Topeka, KS 66606, United States","375G+3V Topeka, Kansas, USA",https://www.stormontvail.org/primary-care/behavioral-health-care/,+1 785-270-4600,"Closed · Opens 8 am Tue

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOiee2naAlP6prvxM6Z_ZVCQI1dh5AlU28t0HgW=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:54:56.697Z,,,
https://www.google.com/maps/place/Valeo+Behavioral+Health+Care/data=!4m7!3m6!1s0x87bf02641800e5f1:0xb9fd2c8707ab68be!8m2!3d39.0613397!4d-95.7147631!16s%2Fg%2F1tx47kpr!19sChIJ8eUAGGQCv4cRvmirB4cs_bk,Valeo Behavioral Health Care,2.3,85,Mental health clinic,"330 SW Oakley Ave, Topeka, KS 66606, United States","376P+G3 Topeka, Kansas, USA",http://www.valeotopeka.org/,+1 785-233-1730,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg8m1_WfIk0sSnj1pVlWmTQpkOHxVZt7XVq1CNWux-By7Q57WyfdWpW9_y6tDApvNV-_rmg3wfMpekiAlkrCdpmi17f6W-je-8Tt7Ivu4Zlv08fWf_1fVWJnRSzDs-peJ5cnI=w408-h260-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:01.892Z,,,
https://www.google.com/maps/place/Prosperity+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x87bf0366debbe7d3:0x34c3d7ba9010ac03!8m2!3d39.052649!4d-95.6754213!16s%2Fg%2F11wnqhsmnt!19sChIJ0-e73mYDv4cRA6wQkLrXwzQ,Prosperity Mental Health & Wellness,5.0,1,Mental health service,"214 SW 6th Ave, Topeka, KS 66603, United States","383F+3R Topeka, Kansas, USA",https://www.prosperitymhw.com/,+1 785-670-0639,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KVfGrUXiNCVLtiC6Q2WvcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.11618&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:04.905Z,,,
https://www.google.com/maps/place/Sana+Mente+Behavioral+Health+LLC/data=!4m7!3m6!1s0x87bf03423dd5e785:0x2316ffe04be42f93!8m2!3d39.0292249!4d-95.7273364!16s%2Fg%2F11wc3w897x!19sChIJhefVPUIDv4cRky_kS-D_FiM,Sana Mente Behavioral Health LLC,5.0,1,Mental health clinic,"4015 SW 21st St Suite 103, Topeka, KS 66604, United States","27HF+M3 Topeka, Kansas, USA",https://www.sanamentebh.com/,+1 785-509-3485,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOBH4xCVoo-d1SrpzMwhpBn4I4YD4w53cPaVJSA=w410-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:09.814Z,Identifies as LGBTQ+ owned,,
"https://www.google.com/maps/place/Alleviation+Behavioral+Healthcare+-+Yong+%22Cookie%22+Cork,+APRN-BC/data=!4m7!3m6!1s0x87bf1d943a1c41eb:0x4a2fd0ddefa238ad!8m2!3d39.0108461!4d-95.7277954!16s%2Fg%2F11fl5qmlt_!19sChIJ60EcOpQdv4cRrTii793QL0o","Alleviation Behavioral Healthcare - Yong ""Cookie"" Cork, APRN-BC",4.0,30,Mental health service,"4123 b SW Twilight Dr, Topeka, KS 66611, United States","276C+8V Topeka, Kansas, USA",,+1 785-430-5042,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nDxFf34sHq8YHFhUzaPC1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.94138&pitch=0&thumbfov=100,false,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:15.116Z,,,
"https://www.google.com/maps/place/Gregory+Hahn,+DO/@39.0577363,-95.722866,17z/data=!3m1!4b1!4m6!3m5!1s0x87bf0396e7aae6ed:0x32650a12c6816475!8m2!3d39.0577363!4d-95.722866!16s%2Fg%2F11p9p8m_bw","Gregory Hahn, DO",3.0,2,Psychiatrist,"3707 SW 6th Ave, Topeka, KS 66606, United States","375G+3V Topeka, Kansas, USA",https://www.stormontvail.org/provider/gregory-c-hahn-do/,+1 785-270-4600,Closed · Opens 8 am Tue,,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:21.951Z,,,
https://www.google.com/maps/place/Valeo+Behavioral+Health+Care/data=!4m7!3m6!1s0x87bf025f3691d24d:0x12ae3dfff5fa467d!8m2!3d39.0582409!4d-95.7042094!16s%2Fg%2F1xgrng2g!19sChIJTdKRNl8Cv4cRfUb69f89rhI,Valeo Behavioral Health Care,3.0,4,Mental health clinic,"2401 SW 6th Ave, Topeka, KS 66606, United States","375W+78 Topeka, Kansas, USA",http://www.valeotopeka.org/,+1 785-233-1730,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r245tjt4OdUFkTnGe9iO7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.37285&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:24.964Z,,,
https://www.google.com/maps/place/Dr.+Cord+Huston/data=!4m7!3m6!1s0x87bf026418155555:0x257b44e6b13bc724!8m2!3d39.0626369!4d-95.7147637!16s%2Fg%2F11p07b1_pc!19sChIJVVUVGGQCv4cRJMc7seZEeyU,Dr. Cord Huston,5.0,1,Psychiatrist,"330 SW Oakley Ave, Topeka, KS 66606, United States",,,+1 785-232-2252,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wRrBTxjsz1a1L-DS0EJx9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.03941&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:27.648Z,,,
https://www.google.com/maps/place/Shunga+Creek+Mental+Health+Services/data=!4m7!3m6!1s0x87befd4d8e20aa6f:0xdb3c5a7b8540d427!8m2!3d39.0167925!4d-95.7411746!16s%2Fg%2F1tglndzs!19sChIJb6ogjk39vocRJ9RAhXtaPNs,Shunga Creek Mental Health Services,4.7,17,Family counselor,"5040 SW 28th St B, Topeka, KS 66614, United States","2785+PG Topeka, Kansas, USA",,+1 785-273-6200,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VzW4NjPFUl2jkXCAedYNMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.81635&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:32.780Z,,,
https://www.google.com/maps/place/Interpersonal+Psychiatry+Topeka/data=!4m7!3m6!1s0x87bf1d0bf1255ed5:0xed9500595de340bd!8m2!3d39.0125719!4d-95.7581635!16s%2Fg%2F11h6l7q7s8!19sChIJ1V4l8Qsdv4cRvUDjXVkAle0,Interpersonal Psychiatry Topeka,3.5,2,Psychiatrist,"2951 SW Wanamaker Dr suite b, Topeka, KS 66614, United States","267R+2P Topeka, Kansas, USA",https://ip-psych.com/,+1 785-393-6167,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-jtK_vlj5I62LvSVrB_Jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.1047&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:38.110Z,,,
https://www.google.com/maps/place/Nami+Kansas/data=!4m7!3m6!1s0x87bf030ec33217bd:0x7797657fac35e983!8m2!3d39.0515067!4d-95.7053416!16s%2Fg%2F1tk8cmwf!19sChIJvRcyww4Dv4cRg-k1rH9ll3c,Nami Kansas,5.0,2,Mental health clinic,"2252 SW 10th St, Topeka, KS 66604, United States","372V+JV Topeka, Kansas, USA",http://namikansas.org/,+1 785-233-0755,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOi_apC-VDowGw_4uVI2CPsYH9Gy2-7WXCc7EXi=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:43.158Z,,,
https://www.google.com/maps/place/Serenity+Parlor/data=!4m7!3m6!1s0x87bf0355fe78a7b7:0x13a37e3a3d622446!8m2!3d39.0155242!4d-95.7067409!16s%2Fg%2F11m6036x9x!19sChIJt6d4_lUDv4cRRiRiPTp-oxM,Serenity Parlor,5.0,1,Mental health clinic,"2300 SW 29th St, Topeka, KS 66611, United States","278V+68 Topeka, Kansas, USA",https://www.serenityparlor.com/,+1 785-840-7717,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipMyltlefouVWngqBvYDA3L8hDTydF_D4VAGaATd=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8 am–5 pm,8:30 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:48.109Z,,,
https://www.google.com/maps/place/Millhuff+Charles+DO/data=!4m7!3m6!1s0x87bf0264b2bf0229:0x2c3aa867a61f501d!8m2!3d39.0619341!4d-95.720019!16s%2Fg%2F1tfgpxsm!19sChIJKQK_smQCv4cRHVAfpmeoOiw,Millhuff Charles DO,5.0,1,Psychiatrist,"325 SW Frazier Ave, Topeka, KS 66606, United States","376H+QX Topeka, Kansas, USA",http://www.fsgctopeka.com/,+1 785-232-7920,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jj2OGFGfulSrEXe8CNamXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.93669&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Topeka+KS/@39.0473451,-95.6751576,14z",2025-12-16T03:55:50.927Z,,,
